payload_symbol_index,gt_raw_fft_bin,savaux_argmax_bin,fused_argmax_bin,savaux_gt_rank,fused_gt_rank,rank_delta,savaux_gt_topk,fused_gt_topk,savaux_correct,fused_correct,gt_in_structured_topk,gt_path_ratio,gt_path_name,dataset,target_snr_db,packet_index
22,629,629,629,1,1,0,1,1,1,1,1,3.1599352424446914,period2_03,0_0_0_10_14_8,-25.0,6
23,759,759,759,1,1,0,1,1,1,1,1,2.0172180895768106,piece3of4_01,0_0_0_10_14_8,-25.0,6
24,874,693,693,2,2,0,1,1,0,0,1,2.904982146926392,piece1of2_02,0_0_0_10_14_8,-25.0,6
25,720,720,659,1,2,-1,1,1,1,0,1,2.3987574956640465,piece1of2_13,0_0_0_10_14_8,-25.0,6
26,314,314,314,1,1,0,1,1,1,1,1,2.8483420763747502,linear_a3_b0,0_0_0_10_14_8,-25.0,6
27,602,455,455,3,4,-1,1,1,0,0,1,2.585488166821988,period2_30,0_0_0_10_14_8,-25.0,6
28,7,848,848,3,3,0,1,1,0,0,1,2.5845280826730472,linear_a3_b0,0_0_0_10_14_8,-25.0,6
29,610,988,988,2,2,0,1,1,0,0,1,3.083380846401494,piece1of4_20,0_0_0_10_14_8,-25.0,6
30,839,784,839,2,1,1,1,1,0,1,1,2.7813509835549555,linear_a3_b3,0_0_0_10_14_8,-25.0,6
31,905,369,369,5,5,0,1,1,0,0,1,3.2627467378965482,piece3of4_03,0_0_0_10_14_8,-25.0,6
32,757,874,874,3,3,0,1,1,0,0,1,3.1998607676547666,piece1of4_03,0_0_0_10_14_8,-25.0,6
33,590,590,590,1,1,0,1,1,1,1,1,2.312972342127359,piece1of4_20,0_0_0_10_14_8,-25.0,6
34,930,930,930,1,1,0,1,1,1,1,1,3.0358904898662815,linear_a3_b3,0_0_0_10_14_8,-25.0,6
0,222,338,85,29,29,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,7
1,826,826,826,1,1,0,1,1,1,1,1,2.7516768577487714,piece1of4_10,0_0_0_10_14_8,-25.0,7
2,922,922,922,1,1,0,1,1,1,1,1,3.568000745195733,piece1of2_13,0_0_0_10_14_8,-25.0,7
3,691,947,947,5,6,-1,1,1,0,0,1,2.9222588429082563,piece1of2_12,0_0_0_10_14_8,-25.0,7
4,86,115,937,3,3,0,1,1,0,0,1,3.985793048565126,piece1of4_01,0_0_0_10_14_8,-25.0,7
5,467,467,467,1,1,0,1,1,1,1,1,2.298596937758773,piece1of2_23,0_0_0_10_14_8,-25.0,7
6,89,322,322,3,3,0,1,1,0,0,1,2.5093992349506955,piece3of4_12,0_0_0_10_14_8,-25.0,7
7,713,951,951,54,54,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,7
8,865,776,776,16,15,1,0,0,0,0,1,2.887795662428652,piece3of4_20,0_0_0_10_14_8,-25.0,7
9,405,405,405,1,1,0,1,1,1,1,1,2.654798123550281,piece3of4_21,0_0_0_10_14_8,-25.0,7
10,765,934,934,37,37,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,7
11,1023,1023,1023,1,1,0,1,1,1,1,1,2.6943581079905803,period2_12,0_0_0_10_14_8,-25.0,7
12,597,597,597,1,1,0,1,1,1,1,1,2.1354732576566806,fixed_b0,0_0_0_10_14_8,-25.0,7
13,562,675,675,3,4,-1,1,1,0,0,1,3.3898365116111333,period2_21,0_0_0_10_14_8,-25.0,7
14,478,478,478,1,1,0,1,1,1,1,1,2.4798154519911937,fixed_b2,0_0_0_10_14_8,-25.0,7
15,267,397,397,5,6,-1,1,1,0,0,1,3.068225661281428,linear_a3_b1,0_0_0_10_14_8,-25.0,7
16,917,795,795,3,3,0,1,1,0,0,1,2.784865374026801,piece1of2_32,0_0_0_10_14_8,-25.0,7
17,656,656,656,1,1,0,1,1,1,1,1,2.9442874169988005,linear_a3_b3,0_0_0_10_14_8,-25.0,7
18,889,778,778,2,2,0,1,1,0,0,1,2.9610736009548115,piece1of2_31,0_0_0_10_14_8,-25.0,7
19,510,844,51,3,3,0,1,1,0,0,1,3.5759256864627886,piece1of2_23,0_0_0_10_14_8,-25.0,7
20,860,860,860,1,1,0,1,1,1,1,1,4.3703731691883965,piece1of2_01,0_0_0_10_14_8,-25.0,7
21,553,553,553,1,1,0,1,1,1,1,1,4.028292353886895,period2_21,0_0_0_10_14_8,-25.0,7
22,629,261,293,3,3,0,1,1,0,0,1,2.5088089760465215,linear_a1_b3,0_0_0_10_14_8,-25.0,7
23,759,759,759,1,1,0,1,1,1,1,1,2.717740849165203,piece1of2_23,0_0_0_10_14_8,-25.0,7
24,874,874,874,1,1,0,1,1,1,1,1,2.7764227275043805,linear_a3_b0,0_0_0_10_14_8,-25.0,7
25,720,906,906,3,2,1,1,1,0,0,1,3.559967401112946,linear_a1_b0,0_0_0_10_14_8,-25.0,7
26,314,314,314,1,1,0,1,1,1,1,1,3.0757490064348714,piece1of2_23,0_0_0_10_14_8,-25.0,7
27,602,602,602,1,1,0,1,1,1,1,1,2.779619084629411,piece3of4_30,0_0_0_10_14_8,-25.0,7
28,7,934,934,2,2,0,1,1,0,0,1,2.367600006404584,period2_03,0_0_0_10_14_8,-25.0,7
29,610,331,331,15,16,-1,0,0,0,0,1,3.1176561013441497,piece1of2_12,0_0_0_10_14_8,-25.0,7
30,858,594,594,8,8,0,1,1,0,0,1,3.7639168651177353,linear_a1_b3,0_0_0_10_14_8,-25.0,7
31,920,268,268,3,4,-1,1,1,0,0,1,2.465222966842798,piece1of2_32,0_0_0_10_14_8,-25.0,7
32,737,737,737,1,1,0,1,1,1,1,1,3.6056735361509618,piece3of4_21,0_0_0_10_14_8,-25.0,7
33,584,584,584,1,1,0,1,1,1,1,1,3.11586835070695,piece1of2_20,0_0_0_10_14_8,-25.0,7
34,932,515,515,229,229,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,7
0,803,803,803,1,1,0,1,1,1,1,1,2.5634943866376,linear_a2_b3,0_0_0_10_14_8,-25.0,8
1,826,826,826,1,1,0,1,1,1,1,1,2.742370460689005,piece1of2_12,0_0_0_10_14_8,-25.0,8
2,922,922,922,1,1,0,1,1,1,1,1,2.4763085566630094,period2_03,0_0_0_10_14_8,-25.0,8
3,691,485,583,4,4,0,1,1,0,0,1,3.737616824501967,linear_a2_b1,0_0_0_10_14_8,-25.0,8
4,107,34,34,10,11,-1,0,0,0,0,1,2.6637319587265673,piece3of4_20,0_0_0_10_14_8,-25.0,8
5,467,467,467,1,1,0,1,1,1,1,1,2.451210183019693,piece1of2_13,0_0_0_10_14_8,-25.0,8
6,89,237,237,3,3,0,1,1,0,0,1,3.411690908037466,period2_21,0_0_0_10_14_8,-25.0,8
7,713,151,549,5,5,0,1,1,0,0,1,3.6361819583827386,piece3of4_01,0_0_0_10_14_8,-25.0,8
8,865,865,865,1,1,0,1,1,1,1,1,2.1894623343823776,period2_03,0_0_0_10_14_8,-25.0,8
9,405,405,405,1,1,0,1,1,1,1,1,2.3862885547791053,piece3of4_21,0_0_0_10_14_8,-25.0,8
10,765,765,765,1,1,0,1,1,1,1,1,2.5706109043502043,period2_30,0_0_0_10_14_8,-25.0,8
11,1023,717,982,3,3,0,1,1,0,0,1,3.2027009753255746,piece1of4_20,0_0_0_10_14_8,-25.0,8
12,597,1005,1005,2,2,0,1,1,0,0,1,3.902173374334467,piece1of4_23,0_0_0_10_14_8,-25.0,8
13,562,562,562,1,1,0,1,1,1,1,1,3.1441429647918135,piece1of4_02,0_0_0_10_14_8,-25.0,8
14,478,286,286,40,40,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,8
15,267,15,15,17,17,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,8
16,917,917,917,1,1,0,1,1,1,1,1,3.346101614177174,piece1of2_20,0_0_0_10_14_8,-25.0,8
17,656,264,656,2,1,1,1,1,0,1,1,3.382884232335148,piece1of4_31,0_0_0_10_14_8,-25.0,8
18,889,889,889,1,1,0,1,1,1,1,1,2.371516064867332,period2_01,0_0_0_10_14_8,-25.0,8
19,510,528,528,158,158,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,8
20,860,819,819,4,4,0,1,1,0,0,1,3.1476096024127656,period2_01,0_0_0_10_14_8,-25.0,8
21,553,553,553,1,1,0,1,1,1,1,1,2.166941507402301,linear_a1_b2,0_0_0_10_14_8,-25.0,8
22,629,629,629,1,1,0,1,1,1,1,1,3.2613403433286114,piece1of2_01,0_0_0_10_14_8,-25.0,8
23,759,759,759,1,1,0,1,1,1,1,1,3.083801812803316,piece3of4_31,0_0_0_10_14_8,-25.0,8
24,874,874,874,1,1,0,1,1,1,1,1,2.8857971938271842,linear_a3_b2,0_0_0_10_14_8,-25.0,8
25,720,523,523,2,2,0,1,1,0,0,1,3.552645250897261,piece3of4_30,0_0_0_10_14_8,-25.0,8
26,314,297,297,40,40,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,8
27,602,369,369,6,6,0,1,1,0,0,1,3.040464573861067,piece1of2_20,0_0_0_10_14_8,-25.0,8
28,7,7,19,1,2,-1,1,1,1,0,1,2.868794647052069,piece1of2_10,0_0_0_10_14_8,-25.0,8
29,610,610,610,1,1,0,1,1,1,1,1,2.3316018783071355,period2_30,0_0_0_10_14_8,-25.0,8
30,890,1017,1017,2,2,0,1,1,0,0,1,2.803021323429774,piece3of4_21,0_0_0_10_14_8,-25.0,8
31,921,921,921,1,1,0,1,1,1,1,1,2.2831592013258564,piece3of4_12,0_0_0_10_14_8,-25.0,8
32,756,756,756,1,1,0,1,1,1,1,1,2.7433402848153,linear_a1_b1,0_0_0_10_14_8,-25.0,8
33,581,581,581,1,1,0,1,1,1,1,1,4.262828117059523,piece1of4_23,0_0_0_10_14_8,-25.0,8
34,91,91,91,1,1,0,1,1,1,1,1,2.531794894993789,fixed_b3,0_0_0_10_14_8,-25.0,8
0,222,222,222,1,1,0,1,1,1,1,1,3.0636811304859743,linear_a2_b0,0_0_0_10_14_8,-25.0,9
1,711,711,711,1,1,0,1,1,1,1,1,2.332456940761612,period2_21,0_0_0_10_14_8,-25.0,9
2,871,871,871,1,1,0,1,1,1,1,1,2.503226035160545,piece3of4_31,0_0_0_10_14_8,-25.0,9
3,691,24,24,7,7,0,1,1,0,0,1,3.010857002189936,piece1of4_21,0_0_0_10_14_8,-25.0,9
4,86,311,311,2,3,-1,1,1,0,0,1,2.3194423374057638,linear_a1_b1,0_0_0_10_14_8,-25.0,9
5,467,467,467,1,1,0,1,1,1,1,1,2.4855544769203095,linear_a1_b0,0_0_0_10_14_8,-25.0,9
6,89,11,11,3,4,-1,1,1,0,0,1,2.5959748327314363,piece3of4_23,0_0_0_10_14_8,-25.0,9
7,713,713,713,1,1,0,1,1,1,1,1,2.5625063282091975,piece1of4_10,0_0_0_10_14_8,-25.0,9
8,865,865,865,1,1,0,1,1,1,1,1,2.8961664659612145,linear_a1_b2,0_0_0_10_14_8,-25.0,9
9,405,405,405,1,1,0,1,1,1,1,1,4.0798949315148185,piece3of4_02,0_0_0_10_14_8,-25.0,9
10,765,534,534,3,3,0,1,1,0,0,1,2.787225369411622,piece3of4_21,0_0_0_10_14_8,-25.0,9
11,1023,905,905,3,2,1,1,1,0,0,1,4.033308235756233,piece3of4_01,0_0_0_10_14_8,-25.0,9
12,597,597,597,1,1,0,1,1,1,1,1,2.0466361502071457,piece3of4_12,0_0_0_10_14_8,-25.0,9
13,562,162,162,5,5,0,1,1,0,0,1,3.2598211469246623,piece3of4_32,0_0_0_10_14_8,-25.0,9
14,478,682,682,2,3,-1,1,1,0,0,1,2.465337622656398,piece3of4_23,0_0_0_10_14_8,-25.0,9
15,267,260,267,2,1,1,1,1,0,1,1,4.114010152685749,linear_a1_b1,0_0_0_10_14_8,-25.0,9
16,917,748,937,10,13,-3,0,0,0,0,1,2.4785217949802436,period2_01,0_0_0_10_14_8,-25.0,9
17,656,656,656,1,1,0,1,1,1,1,1,3.0092658294267447,linear_a3_b3,0_0_0_10_14_8,-25.0,9
18,889,889,889,1,1,0,1,1,1,1,1,1.9179490676107762,linear_a1_b3,0_0_0_10_14_8,-25.0,9
19,510,877,877,8,8,0,1,1,0,0,1,3.911322036314743,piece1of4_12,0_0_0_10_14_8,-25.0,9
20,860,860,860,1,1,0,1,1,1,1,1,2.9238202006974663,piece1of4_01,0_0_0_10_14_8,-25.0,9
21,553,553,553,1,1,0,1,1,1,1,1,1.9971986886729431,linear_a2_b0,0_0_0_10_14_8,-25.0,9
22,629,271,271,2,2,0,1,1,0,0,1,3.045630589034193,linear_a3_b2,0_0_0_10_14_8,-25.0,9
23,759,223,223,4,4,0,1,1,0,0,1,2.8724378152501404,period2_30,0_0_0_10_14_8,-25.0,9
24,874,994,994,3,3,0,1,1,0,0,1,3.2758135113355697,period2_32,0_0_0_10_14_8,-25.0,9
25,720,720,720,1,1,0,1,1,1,1,1,2.494670594308775,piece1of4_23,0_0_0_10_14_8,-25.0,9
26,314,314,314,1,1,0,1,1,1,1,1,1.909477003983515,linear_a1_b2,0_0_0_10_14_8,-25.0,9
27,602,789,862,3,3,0,1,1,0,0,1,2.5980305382228286,period2_10,0_0_0_10_14_8,-25.0,9
28,7,958,958,7,9,-2,1,0,0,0,1,2.428605849678395,piece1of4_23,0_0_0_10_14_8,-25.0,9
29,610,610,610,1,1,0,1,1,1,1,1,2.914267840102102,piece3of4_10,0_0_0_10_14_8,-25.0,9
30,887,887,887,1,1,0,1,1,1,1,1,2.416310066930466,piece1of4_21,0_0_0_10_14_8,-25.0,9
31,920,860,920,2,1,1,1,1,0,1,1,2.8886511072501344,linear_a3_b2,0_0_0_10_14_8,-25.0,9
32,752,752,752,1,1,0,1,1,1,1,1,2.7297927544355565,linear_a3_b2,0_0_0_10_14_8,-25.0,9
33,590,590,590,1,1,0,1,1,1,1,1,2.797488304357174,piece3of4_10,0_0_0_10_14_8,-25.0,9
34,936,936,936,1,1,0,1,1,1,1,1,2.3614372774823584,piece3of4_30,0_0_0_10_14_8,-25.0,9
0,222,222,222,1,1,0,1,1,1,1,1,3.373584580311579,piece1of2_31,0_0_0_10_14_16,-25.0,1
1,826,826,826,1,1,0,1,1,1,1,1,2.657104018519387,linear_a3_b3,0_0_0_10_14_16,-25.0,1
2,922,922,922,1,1,0,1,1,1,1,1,2.913663983241082,piece3of4_02,0_0_0_10_14_16,-25.0,1
3,718,718,718,1,1,0,1,1,1,1,1,3.3570784861901024,linear_a1_b2,0_0_0_10_14_16,-25.0,1
4,107,107,107,1,1,0,1,1,1,1,1,3.455385042867738,piece3of4_13,0_0_0_10_14_16,-25.0,1
5,468,962,962,8,9,-1,1,0,0,0,1,3.140104804030809,piece3of4_12,0_0_0_10_14_16,-25.0,1
6,89,89,89,1,1,0,1,1,1,1,1,2.296490624976722,piece1of2_03,0_0_0_10_14_16,-25.0,1
7,713,1,201,129,129,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,1
8,865,285,285,2,2,0,1,1,0,0,1,2.7348324525927854,linear_a1_b2,0_0_0_10_14_16,-25.0,1
9,492,399,399,92,92,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,1
10,765,765,765,1,1,0,1,1,1,1,1,2.4710162105908067,piece3of4_20,0_0_0_10_14_16,-25.0,1
11,1023,1023,1023,1,1,0,1,1,1,1,1,2.8566050348083163,period2_01,0_0_0_10_14_16,-25.0,1
12,597,277,277,24,24,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,1
13,562,213,213,27,27,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,1
14,478,478,478,1,1,0,1,1,1,1,1,2.561205957732541,piece1of4_01,0_0_0_10_14_16,-25.0,1
15,267,963,963,2,2,0,1,1,0,0,1,3.1134920388770033,piece1of2_03,0_0_0_10_14_16,-25.0,1
16,917,917,917,1,1,0,1,1,1,1,1,2.0327684327555136,fixed_b1,0_0_0_10_14_16,-25.0,1
17,656,651,651,12,11,1,0,0,0,0,1,3.508179610264614,period2_30,0_0_0_10_14_16,-25.0,1
18,889,434,266,3,3,0,1,1,0,0,1,3.1502603783074834,piece1of2_03,0_0_0_10_14_16,-25.0,1
19,510,654,353,13,13,0,0,0,0,0,1,2.863104357048516,period2_03,0_0_0_10_14_16,-25.0,1
20,860,860,860,1,1,0,1,1,1,1,1,3.101388567892724,piece3of4_13,0_0_0_10_14_16,-25.0,1
21,553,553,553,1,1,0,1,1,1,1,1,4.306647926484828,piece1of4_10,0_0_0_10_14_16,-25.0,1
22,629,998,998,58,58,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,1
23,759,759,759,1,1,0,1,1,1,1,1,2.55962332178591,linear_a3_b2,0_0_0_10_14_16,-25.0,1
24,874,874,874,1,1,0,1,1,1,1,1,2.716859979183283,piece1of2_12,0_0_0_10_14_16,-25.0,1
25,720,720,720,1,1,0,1,1,1,1,1,2.722252815916334,piece1of4_10,0_0_0_10_14_16,-25.0,1
26,314,314,314,1,1,0,1,1,1,1,1,1.7331694101278494,linear_a1_b0,0_0_0_10_14_16,-25.0,1
27,602,602,602,1,1,0,1,1,1,1,1,3.0580580272468065,piece1of4_21,0_0_0_10_14_16,-25.0,1
28,7,7,7,1,1,0,1,1,1,1,1,2.949186789655153,piece3of4_13,0_0_0_10_14_16,-25.0,1
29,610,510,510,156,156,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,1
30,807,807,807,1,1,0,1,1,1,1,1,2.33111867171517,linear_a3_b0,0_0_0_10_14_16,-25.0,1
31,897,897,897,1,1,0,1,1,1,1,1,2.203198345058081,piece1of4_31,0_0_0_10_14_16,-25.0,1
32,749,749,749,1,1,0,1,1,1,1,1,2.3616919327792063,linear_a2_b2,0_0_0_10_14_16,-25.0,1
33,584,581,581,7,9,-2,1,0,0,0,1,2.9602539124616443,period2_23,0_0_0_10_14_16,-25.0,1
34,934,706,465,7,7,0,1,1,0,0,1,3.6226056026063347,piece1of2_02,0_0_0_10_14_16,-25.0,1
0,803,490,490,2,3,-1,1,1,0,0,1,2.6482171559546446,piece3of4_12,0_0_0_10_14_16,-25.0,2
1,826,861,861,14,12,2,0,0,0,0,1,4.6401916725570045,linear_a1_b2,0_0_0_10_14_16,-25.0,2
2,922,922,922,1,1,0,1,1,1,1,1,2.3333587181980606,piece1of4_01,0_0_0_10_14_16,-25.0,2
3,718,818,818,7,8,-1,1,1,0,0,1,2.7646556482833615,fixed_b1,0_0_0_10_14_16,-25.0,2
4,86,86,86,1,1,0,1,1,1,1,1,2.5084136647713184,linear_a3_b3,0_0_0_10_14_16,-25.0,2
5,468,981,981,8,8,0,1,1,0,0,1,3.123499557282958,period2_32,0_0_0_10_14_16,-25.0,2
6,89,89,89,1,1,0,1,1,1,1,1,2.530981886649365,piece3of4_10,0_0_0_10_14_16,-25.0,2
7,713,503,503,173,173,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,2
8,865,252,252,4,4,0,1,1,0,0,1,2.7392397732430522,period2_10,0_0_0_10_14_16,-25.0,2
9,492,891,891,13,12,1,0,0,0,0,1,3.453444026590013,piece1of2_01,0_0_0_10_14_16,-25.0,2
10,765,765,765,1,1,0,1,1,1,1,1,2.5717652449939954,piece1of2_10,0_0_0_10_14_16,-25.0,2
11,1023,1023,1023,1,1,0,1,1,1,1,1,3.6525615701092295,piece1of2_20,0_0_0_10_14_16,-25.0,2
12,597,597,597,1,1,0,1,1,1,1,1,3.3913022962502795,piece1of2_02,0_0_0_10_14_16,-25.0,2
13,562,562,562,1,1,0,1,1,1,1,1,3.311167414035095,piece1of2_31,0_0_0_10_14_16,-25.0,2
14,478,478,478,1,1,0,1,1,1,1,1,2.684126697007372,linear_a1_b2,0_0_0_10_14_16,-25.0,2
15,267,774,774,2,2,0,1,1,0,0,1,2.704982027603227,piece1of2_12,0_0_0_10_14_16,-25.0,2
16,917,917,917,1,1,0,1,1,1,1,1,3.453888261487576,piece3of4_30,0_0_0_10_14_16,-25.0,2
17,656,756,756,8,8,0,1,1,0,0,1,3.8147367518280886,linear_a2_b2,0_0_0_10_14_16,-25.0,2
18,889,889,889,1,1,0,1,1,1,1,1,2.0710909269094038,piece1of4_23,0_0_0_10_14_16,-25.0,2
19,510,510,510,1,1,0,1,1,1,1,1,2.368923153818996,piece1of4_01,0_0_0_10_14_16,-25.0,2
20,860,860,860,1,1,0,1,1,1,1,1,2.4099471325865216,piece1of2_03,0_0_0_10_14_16,-25.0,2
21,553,683,683,4,4,0,1,1,0,0,1,3.447863754650606,period2_23,0_0_0_10_14_16,-25.0,2
22,629,629,629,1,1,0,1,1,1,1,1,2.8442171597570396,piece3of4_32,0_0_0_10_14_16,-25.0,2
23,759,397,397,105,105,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,2
24,874,874,874,1,1,0,1,1,1,1,1,2.8574947483194326,piece1of2_01,0_0_0_10_14_16,-25.0,2
25,720,437,437,23,23,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,2
26,314,314,314,1,1,0,1,1,1,1,1,2.395984199061221,piece1of4_12,0_0_0_10_14_16,-25.0,2
27,602,602,602,1,1,0,1,1,1,1,1,1.9944513712641798,piece1of2_13,0_0_0_10_14_16,-25.0,2
28,7,7,7,1,1,0,1,1,1,1,1,3.2615422170274244,linear_a1_b2,0_0_0_10_14_16,-25.0,2
29,610,610,610,1,1,0,1,1,1,1,1,3.1232522033878465,linear_a3_b3,0_0_0_10_14_16,-25.0,2
30,775,387,387,17,17,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,2
31,912,405,405,3,2,1,1,1,0,0,1,2.9544235627517232,piece3of4_32,0_0_0_10_14_16,-25.0,2
32,768,768,768,1,1,0,1,1,1,1,1,1.9775960919034594,period2_21,0_0_0_10_14_16,-25.0,2
33,581,581,581,1,1,0,1,1,1,1,1,3.1827535454476577,piece1of4_13,0_0_0_10_14_16,-25.0,2
34,93,190,190,52,52,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,2
0,222,222,222,1,1,0,1,1,1,1,1,2.3029026648943716,period2_23,0_0_0_10_14_16,-25.0,3
1,711,711,711,1,1,0,1,1,1,1,1,2.900782009188177,piece3of4_21,0_0_0_10_14_16,-25.0,3
2,871,871,827,1,2,-1,1,1,1,0,1,2.275248342151917,piece3of4_01,0_0_0_10_14_16,-25.0,3
3,718,359,359,102,102,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,3
4,107,107,107,1,1,0,1,1,1,1,1,2.3098144913807075,piece1of4_12,0_0_0_10_14_16,-25.0,3
5,468,468,468,1,1,0,1,1,1,1,1,1.942666789376731,piece1of2_20,0_0_0_10_14_16,-25.0,3
6,89,149,149,9,7,2,0,1,0,0,1,3.691657594764939,piece1of4_21,0_0_0_10_14_16,-25.0,3
7,713,713,713,1,1,0,1,1,1,1,1,2.44137821035863,period2_21,0_0_0_10_14_16,-25.0,3
8,865,865,865,1,1,0,1,1,1,1,1,3.048105956706359,piece3of4_10,0_0_0_10_14_16,-25.0,3
9,492,239,239,2,2,0,1,1,0,0,1,2.6565242799038864,linear_a1_b3,0_0_0_10_14_16,-25.0,3
10,765,591,591,2,2,0,1,1,0,0,1,3.244739973645338,linear_a2_b0,0_0_0_10_14_16,-25.0,3
11,1023,954,954,7,6,1,1,1,0,0,1,4.621754522854893,period2_12,0_0_0_10_14_16,-25.0,3
12,597,597,597,1,1,0,1,1,1,1,1,3.00804560709694,linear_a3_b3,0_0_0_10_14_16,-25.0,3
13,562,327,327,2,2,0,1,1,0,0,1,2.928498312667241,piece1of4_12,0_0_0_10_14_16,-25.0,3
14,478,478,478,1,1,0,1,1,1,1,1,1.798197532909855,piece1of4_32,0_0_0_10_14_16,-25.0,3
15,267,267,267,1,1,0,1,1,1,1,1,2.077397902742572,piece3of4_02,0_0_0_10_14_16,-25.0,3
16,917,588,588,3,3,0,1,1,0,0,1,2.8658278533918926,piece1of4_12,0_0_0_10_14_16,-25.0,3
17,656,656,656,1,1,0,1,1,1,1,1,2.300206287651793,linear_a2_b3,0_0_0_10_14_16,-25.0,3
18,889,888,888,25,25,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-25.0,3
19,510,510,510,1,1,0,1,1,1,1,1,2.2112993734322726,piece1of4_12,0_0_0_10_14_16,-25.0,3
20,860,860,860,1,1,0,1,1,1,1,1,2.3892618020725296,piece3of4_12,0_0_0_10_14_16,-25.0,3
21,553,553,553,1,1,0,1,1,1,1,1,2.6999875644342146,piece1of2_31,0_0_0_10_14_16,-25.0,3
22,629,629,629,1,1,0,1,1,1,1,1,2.8999570627388636,piece1of2_30,0_0_0_10_14_16,-25.0,3
23,759,759,759,1,1,0,1,1,1,1,1,2.609302659179494,period2_10,0_0_0_10_14_16,-25.0,3
24,874,874,874,1,1,0,1,1,1,1,1,2.6008798117442673,linear_a2_b2,0_0_0_10_14_16,-25.0,3
25,720,804,804,4,2,2,1,1,0,0,1,3.935781980239578,piece1of2_32,0_0_0_10_14_16,-25.0,3
26,314,314,314,1,1,0,1,1,1,1,1,2.611574202867119,piece1of4_31,0_0_0_10_14_16,-25.0,3
27,602,602,602,1,1,0,1,1,1,1,1,2.978746661750508,period2_30,0_0_0_10_14_16,-25.0,3
28,7,7,7,1,1,0,1,1,1,1,1,2.93492200863721,fixed_b2,0_0_0_10_14_16,-25.0,3
29,610,610,610,1,1,0,1,1,1,1,1,2.4483880185555003,linear_a2_b2,0_0_0_10_14_16,-25.0,3
30,778,604,604,5,4,1,1,1,0,0,1,2.9352347980475337,piece3of4_13,0_0_0_10_14_16,-25.0,3
31,897,177,177,5,5,0,1,1,0,0,1,2.691563966390701,piece1of2_02,0_0_0_10_14_16,-25.0,3
32,740,332,332,2,2,0,1,1,0,0,1,2.833455278210005,piece1of4_12,0_0_0_10_14_16,-25.0,3
33,590,38,38,3,2,1,1,1,0,0,1,3.3565313267184824,linear_a1_b0,0_0_0_10_14_16,-25.0,3
34,930,930,930,1,1,0,1,1,1,1,1,2.1966042219174375,piece1of4_23,0_0_0_10_14_16,-25.0,3
0,222,222,222,1,1,0,1,1,1,1,1,2.8570576652652915,linear_a3_b1,0_0_0_10_14_16,-25.0,5
1,826,29,29,2,2,0,1,1,0,0,1,3.288909753220822,linear_a1_b2,0_0_0_10_14_16,-25.0,5
2,871,871,871,1,1,0,1,1,1,1,1,2.3128114093968057,period2_12,0_0_0_10_14_16,-25.0,5
3,718,718,718,1,1,0,1,1,1,1,1,2.2123292844264992,linear_a1_b1,0_0_0_10_14_16,-25.0,5
4,86,86,86,1,1,0,1,1,1,1,1,2.823142892998706,linear_a3_b0,0_0_0_10_14_16,-25.0,5
5,468,468,468,1,1,0,1,1,1,1,1,2.0339278186394747,piece1of2_21,0_0_0_10_14_16,-25.0,5
6,89,89,89,1,1,0,1,1,1,1,1,2.4105719245526136,piece1of2_12,0_0_0_10_14_16,-25.0,5
7,713,713,713,1,1,0,1,1,1,1,1,2.4777694441167957,piece1of4_12,0_0_0_10_14_16,-25.0,5
8,865,541,541,8,8,0,1,1,0,0,1,3.06759924811611,linear_a3_b3,0_0_0_10_14_16,-25.0,5
9,492,492,492,1,1,0,1,1,1,1,1,2.1908892360577186,linear_a3_b0,0_0_0_10_14_16,-25.0,5
10,765,629,629,11,13,-2,0,0,0,0,1,2.918433512085514,linear_a1_b1,0_0_0_10_14_16,-25.0,5
11,1023,588,588,4,5,-1,1,1,0,0,1,2.6883846644703486,linear_a3_b1,0_0_0_10_14_16,-25.0,5
12,597,414,414,10,12,-2,0,0,0,0,1,2.8986424964868482,linear_a2_b1,0_0_0_10_14_16,-25.0,5
13,562,457,920,7,7,0,1,1,0,0,1,3.0006024859144125,period2_03,0_0_0_10_14_16,-25.0,5
