packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_center_sample_phase,grlora_branch_sample_phases,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
28,41,10240000,10387456,13,161,161,0.7774718215305374,10239040,-960,3866,-230,1.008109826419947,0.0013251960409253038,0,10242840,10382104,10391320,-594.5183507798894,753,753,2,657,757,24,32,120,28,981,988,7,0.4227933531110788,0.4229297422380007,0,-753,-3012,10239828,10379092,10388308,10239826,10389079,181.25,1657,0,32,1674,-289,24,32,1650,321,-366,249,-58.5,28,-0.042616729104639754,0.48904916357423645,0.4468135010945389,0.4468135010945389,2,193,386,192.95738327089535,23554.36807506047,0.04945596249510338,0.19782384998041352,4.8296838374124396e-05,124993.96289520324,0.029404300937847072,0.23959214154203634,1,373,501,349,0,-0.010407858457963659,-30.107142857142858,492,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.18371289637078345|-0.4704109702331871|-0.042616729104639754|0.11137478547234579,-0.4786015888060433|-0.45208649662496114|0.48904916357423645|-0.4767447985891522,-0.0026671189679632334|-0.07904648655845747|0.4468135010945389|0.05507728323567562,-0.0026671189679632334|-0.07904648655845747|0.4468135010945389|0.05507728323567562,0|0|2|0,184|-37|193|163,368|-74|386|327,183.8162871036292|-37.47041097023319|192.95738327089535|163.11137478547235,22438.511609329737|-4574.024776639793|23554.36807506047|19911.056492367232,0.047113052876673465|-0.009603857640514964|0.04945596249510338|0.04180627813857709,0.18845221150669386|-0.03841543056205986|0.19782384998041352|0.16722511255430836,4.600884069987643e-05|-9.378767227065395e-06|4.8296838374124396e-05|4.082644349470419e-05,124994.24889491253|125001.17234590338|124993.96289520324|124994.89669456317,-0.4950494269144121|-0.38636993105493633|0.029404300937847072|0.3928781836701425,-0.29481895218855003|-0.4271863260271249|0.23959214154203634|-0.4294451342409049,-1|-2|1|-2,113|469|373|364,501|467|501|647,89|445|349|340,0|0|0|0,-0.04481895218855003|0.07281367397287508|-0.010407858457963659|0.07055486575909509,10239826|10239827|10239826|10239829,10389043|10388161|10389079|10388963,,,,,,
29,42,10600448,10743808,12,206,206,0.46548571264270744,10597224,-3224,3612,-484,0.291695290108496,0.0011351563240126535,0,10593640,10732904,10742120,-556.058436822774,108,108,2,117,114,24,32,15,26,101,3993,204,0.4954357122819216,1.3863041350518552,0,-108,-432,10593208,10732472,10741688,10593210,10741781,-39.4375,1252,0,32,9,806,24,32,15,774,209,5,107.0,28,-0.0176121460938322,-0.49089242527436516,-0.4960110924864627,-0.4960110924864627,-2,23,47,22.982387853906168,2805.4672673225305,0.005890503345782799,0.023562013383131197,5.752444673616015e-06,124999.2809444158,-0.3075149854214131,-0.2824803462018362,-1,10,113,-14,0,-0.03248034620183621,-30.892857142857142,479,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.42495925572957677|-0.4404159026692669|-0.0176121460938322|-0.0071703934544570126,-0.49221689609173325|-0.04379780929127719|-0.49089242527436516|-0.0757411108946826,-0.013131344747193907|-0.04908208774816103|-0.4960110924864627|-0.465258726252614,-0.013131344747193907|-0.04908208774816103|-0.4960110924864627|-0.465258726252614,0|0|-2|-2,-156|138|23|246,-312|277|47|493,-156.4249592557296|137.55958409733074|22.982387853906168|245.99282960654554,-19094.843659146678|16791.941418131195|2805.4672673225305|30028.421582830266,-0.04009251570015624|0.03525722372804253|0.005890503345782799|0.06304921816858354,-0.16037006280062496|0.14102889491217013|0.023562013383131197|0.25219687267433416,-3.915284736343383e-05|3.4430882546916536e-05|5.752444673616015e-06|6.157150211775736e-05,125004.89410592042|124995.69613968163|124999.2809444158|124992.30356223529,-0.2960918471521936|0.07914907154920003|-0.3075149854214131|-0.4476837448579407,-0.46648503887785764|0.22899227239338082|-0.2824803462018362|-0.17972456764146072,-2|1|-1|-1,851|674|10|709,904|688|113|498,827|650|-14|685,0|0|0|0,0.03351496112214236|-0.021007727606619175|-0.03248034620183621|0.07027543235853928,10593206|10593207|10593210|10593211,10741064|10742238|10741781|10742674,,,,,,
30,44,10809344,10944512,10,3904,-192,0.19310800179318638,10811952,2608,107,107,0.7886023470699641,0.001353633445819132,0,10811824,10951088,10960304,-955.6822241753009,3828,-268,2,3756,4005,24,32,96,145,3849,3853,4,0.4204486482558653,0.3881067890623089,0,268,1072,10812896,10952160,10961376,10812896,10962232,100.5625,2042,0,32,-424,227,24,32,448,195,-263,-463,-363.0,28,-0.27425943375746437,0.4520899167813468,0.018062769992809535,0.018062769992809535,0,214,429,213.72574056624254,26089.567940215155,0.05477899850477818,0.21911599401911272,5.349511572732244e-05,124993.31311053409,-0.22900927785428848,0.003801465791018366,0,758,548,734,0,0.003801465791018366,-50.67857142857143,467,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.039260474729230534|-0.3256069238381151|-0.27425943375746437|0.40234890012829955,-0.06048422543506149|-0.028025625521934217|0.4520899167813468|-0.04837592000239965,0.4538431189573089|-0.4470447814369436|0.018062769992809535|0.43401942988811015,0.4538431189573089|-0.4470447814369436|0.018062769992809535|0.43401942988811015,2|-2|0|2,-231|-125|214|-193,-461|-249|429|-385,-230.96073952527078|-125.32560692383811|213.72574056624254|-192.5976510998717,-28193.449649080907|-15298.536001445082|26089.567940215155|-23510.45545652731,-0.059196416732948225|-0.03212159291671061|0.05477899850477818|-0.04936376130302228,-0.2367856669317929|-0.12848637166684243|0.21911599401911272|-0.19745504521208912,-5.780900071576975e-05|-3.13687430827252e-05|5.349511572732244e-05|-4.8206798147482695e-05,125007.22612508947|125003.92109288533|124993.31311053409|125006.02584976844,-0.4404422164970343|-0.47493575477168304|-0.22900927785428848|-0.1456209318086028,0.3079730123879356|0.38854747533229683|0.003801465791018366|-0.3554169173464474,1|2|0|-1,129|404|758|511,922|617|548|947,105|380|734|487,0|0|0|0,0.05797301238793562|-0.11145252466770317|0.003801465791018366|-0.10541691734644743,10812892|10812897|10812896|10812895,10960449|10960873|10962232|10960606,,,,,,
31,45,11218944,11386880,18,3785,-311,0.6703224225926401,11219912,968,3915,-181,1.8521346505782799,0.0017028483857230142,0,11224080,11363344,11372560,-517.8401458892519,3772,-324,2,3807,3866,24,32,11,62,166,285,119,0.4417779681759968,0.5534648063954057,0,324,1296,11225376,11364640,11373856,11225376,11373773,93.6875,1476,0,32,-70,66,24,32,94,34,65,-1189,-562.0,28,0.33946284964667395,-0.45693038251113194,-0.014143234811399452,-0.014143234811399452,0,-21,-42,-20.660537150353328,-2522.03822636149,-0.005295401156026586,-0.021181604624106343,-5.1712901914322126e-06,125000.64641127392,-0.1835960718042502,-0.20610152671736315,-1,313,160,289,0,0.04389847328263685,-40.75,508,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.32456454278163366|0.13329969944603925|0.33946284964667395|-0.46863796925996853,-0.02338011997287026|0.44362362903439134|-0.45693038251113194|0.375735992572686,0.4883227774921579|0.45782807479429266|-0.014143234811399452|-0.02433465245314892,0.4883227774921579|0.45782807479429266|-0.014143234811399452|-0.02433465245314892,2|2|0|0,-93|201|-21|-153,-186|403|-42|-306,-93.32456454278163|201.13329969944604|-20.660537150353328|-153.46863796925996,-11392.158757663774|24552.404748467536|-2522.03822636149|-18733.964595856927,-0.023919562369997344|0.05155149161868107|-0.005295401156026586|-0.0393347954606469,-0.09567824947998937|0.20620596647472428|-0.021181604624106343|-0.1573391818425876,-2.335894762695053e-05|5.034325353386823e-05|-5.1712901914322126e-06|-3.841288619203799e-05,125002.91986845338|124993.70709330827|125000.64641127392|125004.80161077401,-0.2771032183477571|0.10747580659208689|-0.1835960718042502|-0.28304810719384976,-0.37876135842024583|0.32656964597148175|-0.20610152671736315|-0.45022098790159903,-2|1|-1|-2,808|1013|313|134,592|397|160|453,784|989|289|110,0|0|0|0,0.12123864157975417|0.07656964597148175|0.04389847328263685|0.049779012098400965,11225372|11225373|11225376|11225377,11373484|11374658|11373773|11373247,,,,,,
32,46,11366400,11501568,10,3828,-268,0.19442915151039192,11362752,-3648,348,348,1.2437802995164424,0.0014319173384974746,0,11354664,11493928,11503144,-614.5317006776745,4046,-50,2,4034,4093,24,32,36,15,492,704,212,0.7509598915571581,0.2613168759425206,0,50,200,11354864,11494128,11503344,11354864,11502643,94.9375,1348,1,32,-12,47,24,32,36,15,442,876,659.0,28,0.4621601731249574,-0.4735761925071529,-0.056794319573101215,-0.056794319573101215,0,-175,-350,-174.53783982687503,-21305.88865074158,-0.04473493946762227,-0.17893975787048907,-4.368646432384987e-05,125005.46080804049,-0.4883123825370137,0.3215641247255916,1,716,48,692,0,0.0715641247255916,41.535714285714285,492,1,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.3165380632639959|0.18421198810180395|0.4621601731249574|-0.14423829931046164,-0.4416509475197472|0.051033293618530706|-0.4735761925071529|-0.43230833912639355,0.025540910108475146|0.44418365792563463|-0.056794319573101215|0.4831783067812694,0.025540910108475146|0.44418365792563463|-0.056794319573101215|-0.43230833912639355,0|2|0|-2,-178|130|-175|32,-356|261|-350|65,-178.316538063264|130.1842119881018|-174.53783982687503|31.855761700689538,-21767.155525300783|15891.627439953832|-21305.88865074158|3888.6427857287035,-0.0457034391181218|0.03336687820076425|-0.04473493946762227|0.008164794366590511,-0.1828137564724872|0.133467512803057|-0.17893975787048907|0.032659177466362044,-4.463226476379082e-05|3.2584841992933836e-05|-4.368646432384987e-05|7.973431998623546e-06,125005.57903309548|124995.92689475088|125005.46080804049|124999.00332100017,-0.43696914167142253|-0.4880762396499092|-0.4883123825370137|-0.1710349193954972,0.3687912420765598|-0.34626700729666116|0.3215641247255916|-0.1363345433374875,1|-1|1|-1,76|994|716|262,106|225|48|360,52|970|692|238,0|0|0|0,0.11879124207655978|-0.09626700729666116|0.0715641247255916|0.11366545666251249,11354862|11354861|11354864|11354867,11502629|11503864|11502643|11503474,,,,,,
33,47,11509760,11649024,11,3995,-101,0.48999085888908395,11513760,4000,3540,-556,1.3311259245619897,0.0015247813909833536,0,11522328,11661592,11670808,-416.71165062102074,3974,-122,2,4019,3919,24,32,21,87,315,318,3,0.5083367980304954,0.20352838063327147,0,122,488,11522816,11662080,11671296,11522814,11670886,-166.8125,1615,1,32,-320,234,24,32,344,202,-1046,1066,10.0,28,-0.36679979906918214,0.058409193919516156,0.4630735563653592,0.4630735563653592,2,-103,-206,-103.36679979906918,-12618.017553597312,-0.026493438537797103,-0.10597375415118841,-2.5872498572067483e-05,125003.2340623215,-0.3847164768441481,-0.49731359062978575,-2,784,217,760,0,0.002686409370214249,5.428571428571429,507,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.37770905332196|0.40289410390616803|-0.36679979906918214|0.3778315327286003,-0.06896477123958|0.47983716249666486|0.058409193919516156|-0.03692148685104257,0.047519790889055|0.4745976834772563|0.4630735563653592|-0.013052096503486155,0.047519790889055|0.4745976834772563|0.4630735563653592|-0.013052096503486155,0|2|2|0,160|-28|-103|-29,320|-56|-206|-57,160.37770905332195|-27.597105896093833|-103.36679979906918|-28.6221684672714,19577.35706217309|-3368.787340831767|-12618.017553597312|-3493.9170492274657,0.041105625654429455|-0.007073279140889336|-0.026493438537797103|-0.007336007911439255,0.16442250261771782|-0.028293116563557343|-0.10597375415118841|-0.02934403164575702,4.0142212553153765e-05|-6.907499161024742e-06|-2.5872498572067483e-05|-7.1640702260148975e-06,124994.98222343087|125000.86343739514|125003.2340623215|125000.89550877824,0.36289981183079756|0.2482527509687975|-0.3847164768441481|-0.24780434966954235,-0.4624012791378771|0.21819131462001784|-0.49731359062978575|-0.27898238329315916,-2|1|-2|-1,926|855|784|856,532|851|217|852,902|831|760|832,0|0|0|0,0.0375987208621229|-0.03180868537998216|0.002686409370214249|-0.028982383293159164,11522814|11522813|11522814|11522817,11671936|11671182|11670886|11671182,,,,,,
34,49,11730944,11866112,10,3709,-387,0.2841664142628356,11729256,-1688,2941,-1155,1.1731056698928348,0.0012356631155012849,0,11720816,11860080,11869296,-801.7216275746496,90,90,2,50,70,24,32,64,52,235,61,174,0.4069700141429452,0.15419071003681886,0,-90,-360,11720456,11859720,11868936,11720454,11869271,65.78125,1254,1,32,-1167,-20,24,32,1191,52,325,1617,971.0,28,0.4933360249380633,0.036521662605764504,0.4848788074054369,0.4848788074054369,2,84,169,84.49333602493806,10314.127932731697,0.021656073412173994,0.08662429364869598,2.1148509191576166e-05,124997.35643635105,0.1778731565950047,0.2699114685967441,1,108,956,84,0,0.019911468596744086,49.285714285714285,465,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.0004219428575237324|-0.49644337374168496|0.4933360249380633|0.45193655590315607,-0.09093966951684251|0.4993034983349105|0.036521662605764504|0.43324255305924453,0.018310381851165403|-0.03486997674519898|0.4848788074054369|0.46247325106082826,0.018310381851165403|-0.03486997674519898|0.4848788074054369|0.46247325106082826,0|0|2|2,-216|-15|84|59,-431|-29|169|119,-215.9995780571425|-15.496443373741686|84.49333602493806|59.45193655590315,-26367.135993303527|-1891.655685271202|10314.127932731697|7257.316474109271,-0.05536179466299531|-0.003971817555295696|0.021656073412173994|0.015237834876948726,-0.22144717865198124|-0.015887270221182782|0.08662429364869598|0.060951339507794904,-5.406425260058136e-05|-3.878728081343453e-06|2.1148509191576166e-05|1.488069812202024e-05,125006.75803157507|125000.48484101017|124997.35643635105|124998.13991273474,0.24673295263531547|-0.16196813851466124|0.1778731565950047|-0.049916032876812455,0.011445325317585464|-0.17884836312466795|0.2699114685967441|0.014844765350219724,0|-1|1|0,94|727|108|185,562|842|956|963,70|703|84|161,0|0|0|0,0.011445325317585464|0.07115163687533205|0.019911468596744086|0.014844765350219724,11720454|11720455|11720454|11720455,11868070|11868876|11869271|11869173,,,,,,
35,50,11894784,12054528,16,3893,-203,0.4826297749554104,11898440,3656,366,366,2.1577646830183825,0.0013985339770963643,0,11890344,12029608,12038824,-1144.9126073865136,3970,-126,2,4091,4064,24,32,97,62,2727,2987,260,0.5551325795600961,0.059592761182684834,0,126,504,11890848,12030112,12039328,11890846,12040051,137.625,1377,1,32,991,-1820,24,32,967,1852,-449,19,-215.0,28,0.19455346916659208,0.4897818159997769,-0.4663073857818745,0.4897818159997769,2,181,363,181.19455346916658,22118.475765279123,0.046441089160643476,0.1857643566425739,4.5352626133440894e-05,124994.33092173332,-0.0241033308596319,0.17327129807310282,1,472,963,448,0,-0.07672870192689718,-36.57142857142857,504,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.3044767888062642|-0.2975834362042612|0.19455346916659208|0.4774845390378444,-0.05666399276685752|0.4689162920318495|0.4897818159997769|-0.48873081714438626,0.44556867393419|0.020078575122397524|-0.4663073857818745|0.4715366484273318,0.44556867393419|0.020078575122397524|0.4897818159997769|-0.48873081714438626,2|0|2|-2,-102|-87|181|-224,-203|-173|363|-448,-102.30447678880627|-87.29758343620426|181.19455346916658|-223.52251546096215,-12488.339451758578|-10656.443290552279|22118.475765279123|-27285.46331310573,-0.0262211597264728|-0.022374816341040667|0.046441089160643476|-0.05728996192868622,-0.1048846389058912|-0.08949926536416267|0.1857643566425739|-0.22915984771474487,-2.5606601295383593e-05|-2.1850406583047526e-05|4.5352626133440894e-05|-5.5947228445982635e-05,125003.20082516193|125002.73130082287|124994.33092173332|125006.99340355575,-0.3935084373129396|0.3040844522090962|-0.0241033308596319|-0.32200959886234504,0.495051633849551|0.20899148275967339|0.17327129807310282|0.4345080629407385,2|1|1|2,928|936|472|467,257|55|963|976,904|912|448|443,0|0|0|0,-0.004948366150449024|-0.041008517240326614|-0.07672870192689718|-0.06549193705926148,11890844|11890847|11890846|11890851,12038916|12038978|12040051|12038431,,,,,,
36,51,12042240,12185600,12,92,92,0.2639936529079878,12044048,1808,3792,-304,1.107433044417095,0.001236326733527585,0,12043968,12183232,12192448,-584.7592983005557,231,231,2,184,241,24,32,71,22,447,334,113,0.5143933574867862,0.677888653771169,0,-231,-924,12043044,12182308,12191524,12043044,12190510,-139.15625,1462,0,32,366,1087,24,32,342,1055,-1166,-255,-710.5,28,-0.25236399217829203,0.47969205822380445,-0.038145449103581086,-0.038145449103581086,0,-254,-507,-254.2523639921783,-31036.66552638895,-0.065166179001481,-0.260664716005924,-6.363884668113379e-05,125007.95485583512,-0.1234631771509731,-0.4004194379072672,-2,501,141,477,0,0.0995805620927328,-18.357142857142858,467,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.4500269193443121|0.13607550272906577|-0.25236399217829203|-0.19829475451850617,-0.029282989608077514|-0.4845822459494684|0.47969205822380445|0.492847473611846,-0.4549414339402347|0.4447072937066423|-0.038145449103581086|-0.4764302779250329,-0.4549414339402347|-0.4845822459494684|-0.038145449103581086|0.492847473611846,-2|-2|0|2,-254|55|-254|-75,-507|110|-507|-150,-254.4500269193443|55.136075502729064|-254.2523639921783|-75.1982947545185,-31060.79430167777|6730.477966641732|-31036.66552638895|-9179.479340151183,-0.06521684101890105|0.014131657653969927|-0.065166179001481|-0.019273706877824096,-0.2608673640756042|0.05652663061587971|-0.260664716005924|-0.07709482751129638,-6.368832130752055e-05|1.3800446927705007e-05|-6.363884668113379e-05|-1.8821979372875094e-05,125007.96104016343|124998.27494413404|125007.95485583512|125002.35274742161,0.4581196534549319|-0.03236920102243074|-0.1234631771509731|-0.12391114647852508,0.1809480791246023|0.02769034400694148|-0.4004194379072672|-0.20582440070927754,1|0|-2|-1,500|373|501|617,140|63|141|48,476|349|477|593,0|0|0|0,-0.06905192087539769|0.02769034400694148|0.0995805620927328|0.044175599290722456,12043044|12043045|12043044|12043043,12190505|12191743|12190510|12191226,,,,,,
37,52,12292096,12423168,9,80,80,0.5164011833390408,12293504,1408,4000,-96,0.8840073917437884,0.0012806774785170392,0,12301616,12440880,12450096,-1043.749261651058,64,64,2,89,176,24,32,1,80,3711,3324,387,0.5320249740086509,0.8965643833576808,0,-64,-256,12301360,12440624,12449840,12301360,12450395,-345.78125,1594,1,32,510,-804,24,32,486,836,-207,1171,482.0,28,-0.386663287116622,0.44996984690692443,-0.02713563072177294,-0.02713563072177294,0,139,278,138.61333671288338,16920.573329209397,0.035527305903445605,0.14210922361378242,3.46946346713336e-05,124995.66317066608,0.10973815818848642,0.2607292082781303,1,122,811,98,0,0.010729208278130287,-10.178571428571429,507,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.0014874002436893756|-0.26858691816889063|-0.386663287116622|-0.41704326564201966,-0.046566915416519805|-0.01609645959530326|0.44996984690692443|-0.05223277891229827,0.03989307202004966|0.45400364323813847|-0.02713563072177294|-0.09960623381681444,0.03989307202004966|0.45400364323813847|-0.02713563072177294|-0.09960623381681444,0|2|0|0,-205|155|139|158,-410|311|278|316,-204.9985125997563|154.7314130818311|138.61333671288338|157.582956734358,-25024.23249508744|18888.11194846571|16920.573329209397|19236.20077323706,-0.05254216541925269|0.0396584511692206|0.035527305903445605|0.04038931636619796,-0.21016866167701076|0.1586338046768824|0.14210922361378242|0.16155726546479185,-5.1310708417238955e-05|3.872895621994199e-05|3.46946346713336e-05|3.94426917638652e-05,125006.41383855215|124995.1588804725|124995.66317066608|124995.06966352952,0.3585437786039636|-0.27692591934680255|0.10973815818848642|0.19285188990152036,0.13523957557213961|-0.10837750187761497|0.2607292082781303|0.3645064844578616,1|0|1|1,91|122|122|122,893|811|811|415,67|98|98|98,0|0|0|0,-0.11476042442786039|-0.10837750187761497|0.010729208278130287|0.1145064844578616,12301358|12301357|12301360|12301361,12449017|12450459|12450395|12450472,,,,,,
38,54,12607488,12771328,17,164,164,0.2946705629064133,12604704,-2784,3886,-210,0.3207622939015989,0.0012740199409022378,0,12596992,12736256,12745472,-931.3723996759661,3940,-156,2,3904,3831,24,32,60,141,3230,3160,70,0.41566653114774865,0.72244241187011,0,156,624,12597616,12736880,12746096,12597616,12746231,-59.15625,1487,0,32,-36,-617,24,32,60,649,-1022,-1092,-1057.0,28,-0.38815918900645074,0.009796104743656997,-0.024645331684119753,-0.024645331684119753,0,34,68,33.61184081099355,4103.007911498236,0.008614886408394903,0.034459545633579614,8.412975008198148e-06,124998.94837812397,0.25103103338451715,0.2876443006201954,1,631,477,607,0,0.037644300620195414,65.53571428571429,500,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.0951021289945522|0.4064340948924075|-0.38815918900645074|-0.21111267539050715,-0.42755734691229463|0.007182418801392032|0.009796104743656997|-0.49113205225791035,0.0106056189388255|-0.4389467502711568|-0.024645331684119753|-0.03056852500833429,0.0106056189388255|-0.4389467502711568|-0.024645331684119753|-0.03056852500833429,0|-2|0|0,34|83|34|83,68|166|68|166,34.095102128994554|83.4064340948924|33.61184081099355|82.78888732460949,4161.999771605781|10181.44947447417|4103.007911498236|10106.06534724237,0.008738748751536435|0.021377494898219294|0.008614886408394903|0.02121921450805041,0.03495499500614574|0.08550997959287718|0.034459545633579614|0.08487685803220164,8.5339343276723e-06|2.087645986154228e-05|8.412975008198148e-06|2.072188916801798e-05,124998.93325820904|124997.3904425173|124998.94837812397|124997.409763854,0.2902455789879914|0.2451330864718606|0.25103103338451715|-0.35155366075072125,0.32738526118202127|0.3359874397892926|0.2876443006201954|-0.2613719990915069,1|1|1|-1,494|444|631|892,717|61|477|423,470|420|607|868,0|0|0|0,0.07738526118202127|0.08598743978929257|0.037644300620195414|-0.01137199909150688,12597614|12597617|12597616|12597617,12746229|12746426|12746231|12746430,,,,,,
39,55,12849152,12988416,11,21,21,0.3303305745816959,12847496,-1656,3807,-289,1.7561896915101056,0.0015997524171908113,0,12839464,12978728,12987944,-1046.119505858007,3847,-249,1,3827,3705,24,32,44,174,541,632,91,0.49315266539476244,0.16415738285390008,0,249,996,12840460,12979724,12988940,12840462,12989814,49.375,1399,0,32,378,290,24,32,354,258,30,775,402.5,28,0.4243896043615945,0.02069966099497833,-0.43119958372142264,-0.43119958372142264,-2,218,437,218.4243896043616,26663.13349662617,0.05598328624265983,0.22393314497063932,5.467117797134749e-05,124993.16610275359,0.3602655760436919,-0.4018054574250036,-2,966,799,942,0,0.09819454257499638,-32.17857142857143,511,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.14778079884210907|0.34544703782415487|0.4243896043615945|-0.22726574172298067,0.043789016177242956|-0.0699456015333908|0.02069966099497833|0.08261581099179693,-0.4267181274452696|0.0430788265192632|-0.43119958372142264|0.49675650804670113,-0.4267181274452696|0.0430788265192632|-0.43119958372142264|0.49675650804670113,-2|0|-2|2,138|79|218|115,277|158|437|231,137.85221920115788|79.34544703782416|218.4243896043616|114.77273425827703,16827.66347670384|9685.723515359394|26663.13349662617|14010.343537387333,0.03533222759923054|0.02033664318172651|0.05598328624265983|0.029416837773804858,0.14132891039692216|0.08134657272690604|0.22393314497063932|0.11766735109521943,3.4504128514873575e-05|1.9860003107154795e-05|5.467117797134749e-05|2.8727380638481307e-05,124995.68698393564|124997.51749961161|124993.16610275359|124996.40907742019,-0.2960868442698923|-0.30614859166548847|0.3602655760436919|0.4380953168084565,-0.14592487697316248|-0.21971785814315092|-0.4018054574250036|-0.43688312265287266,-1|-1|-2|-2,801|596|966|801,800|637|799|377,777|572|942|777,0|0|0|0,0.10407512302683752|0.030282141856849076|0.09819454257499638|0.06311687734712734,12840460|12840459|12840462|12840459,12989491|12989256|12989814|12989403,,,,,,
