packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_center_sample_phase,grlora_branch_sample_phases,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,364544,495616,9,54,54,0.20441084499022896,365256,712,86,86,1.563687750538591,0.0015611636224569106,0,373672,512936,522152,-638.6773094112036,4087,-9,2,96,62,24,32,81,39,3835,3748,87,0.46934069211268636,1.2842625336808644,0,9,36,373708,512972,522188,373706,522908,-18.75,1717,1,32,-1058,71,24,32,1082,39,-270,-357,-313.5,28,-0.24528369713037568,0.4300925031710108,-0.4730152372911789,0.4300925031710108,2,180,361,179.7547163028696,21942.71439244014,0.04607205154369223,0.18428820617476893,4.4992237835636946e-05,124994.37597027054,-0.09560184743083777,0.10020437162985418,0,65,972,41,0,0.10020437162985418,26.071428571428573,504,1,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.041312597876787184|0.4052237849505805|-0.24528369713037568|-0.0884704898513495,0.011323739170450153|0.4713484582384808|0.4300925031710108|-0.043302908406275264,0.02919939197556687|-0.032791270688790064|-0.4730152372911789|-0.05958392008008673,0.02919939197556687|-0.032791270688790064|0.4300925031710108|-0.05958392008008673,0|0|2|0,234|216|180|17,469|433|361|34,234.04131259787678|216.40522378495058|179.7547163028696|16.91152951014865,28569.496166733006|26416.65329406135|21942.71439244014|2064.395692156818,0.05998598333962395|0.05546576373409642|0.04607205154369223|0.004334511356917329,0.2399439333584958|0.22186305493638567|0.18428820617476893|0.017338045427669316,5.858006185510151e-05|5.416578489657853e-05|4.4992237835636946e-05|4.232921246989579e-06,124992.6774922681|124993.22927688793|124994.37597027054|124999.47088484414,-0.05124914115646684|-0.2578868311977045|-0.09560184743083777|0.07912044334126778,0.20369128803693481|-0.022157335327794847|0.10020437162985418|0.09754211660816647,1|0|0|0,672|64|65|807,548|971|972|126,648|40|41|783,0|0|0|0,-0.046308711963065186|-0.022157335327794847|0.10020437162985418|0.09754211660816647,373706|373707|373706|373709,523121|523051|522908|522257,,,,,,
1,2,1122304,1277952,15,3459,-637,0.4330163965733653,1119488,-2816,3525,-571,1.5606256501352558,0.001359205027601341,0,1110816,1250080,1259296,-745.2095374873286,117,117,1,140,175,24,32,1,26,155,3906,345,0.5096771757335552,1.353808582322681,0,-117,-468,1110348,1249612,1258828,1110346,1258247,-279.6875,1999,1,32,1091,58,24,32,1067,26,-260,-73,-166.5,28,0.1207963713381623,0.4850943069451432,-0.4315422479331801,0.4850943069451432,2,-145,-290,-144.87920362866183,-17685.449661701885,-0.03713327958495536,-0.14853311833982144,-3.626296834468297e-05,125004.53287104308,0.2968293602265717,0.1390129219905114,1,113,184,89,0,-0.1109870780094886,-38.892857142857146,485,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.05775441572253934|0.013889360748037816|0.1207963713381623|-0.24467406794219163,-0.49707730823558904|0.4597572650241091|0.4850943069451432|0.45864895250758764,-0.06064903085029982|0.42500022102808543|-0.4315422479331801|-0.460954130868231,-0.06064903085029982|0.42500022102808543|0.4850943069451432|0.45864895250758764,0|2|2|2,88|57|-145|140,177|115|-290|281,88.05775441572254|57.01388936074804|-144.87920362866183|139.75532593205781,10749.237599575506|6959.703291106938|-17685.449661701885|17059.976310065653,0.02256965204421841|0.01461295093314231|-0.03713327958495536|0.03582000357085755,0.09027860817687364|0.05845180373256924|-0.14853311833982144|0.1432800142834302,2.204067582443204e-05|1.4270459895646787e-05|-3.626296834468297e-05|3.498047223716558e-05,124997.24491552194|124998.21619251305|125004.53287104308|124995.62744097036,-0.3384201654353107|-0.10738534911136055|0.2968293602265717|-0.39511093322497093,-0.2424991442473825|-0.045280307645505946|0.1390129219905114|-0.24287591804882602,-1|0|1|-1,701|701|113|45,222|222|184|951,677|677|89|21,0|0|0|0,0.007500855752617497|-0.045280307645505946|-0.1109870780094886|0.007124081951173977,1110346|1110345|1110346|1110347,1259179|1259055|1258247|1259390,,,,,,
2,4,1376256,1527808,14,38,38,0.5151649960721074,1374536,-1720,135,135,1.0468161451927342,0.001339865016806752,0,1370920,1510184,1519400,-710.3355688211166,324,324,2,221,348,24,32,127,8,3967,3876,91,0.5397212750203424,0.23422892415229946,0,-324,-1296,1369624,1508888,1518104,1369624,1518631,45.8125,1334,0,32,110,-1144,24,32,86,1176,-80,325,122.5,28,-0.37447867940193924,0.01694832949448255,0.027552609476060752,0.027552609476060752,0,132,265,131.62552132059807,16067.568520580819,0.03373629314142866,0.13494517256571464,3.294559877092643e-05,124995.88180015364,0.1071139900017779,0.25049323585284977,1,167,454,143,0,0.0004932358528497716,-4.214285714285714,510,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.3254594034428151|0.15256146799986678|-0.37447867940193924|-0.33426425747826366,-0.49324529882414936|-0.44178255048416304|0.01694832949448255|0.0656195432185509,-0.0542846404730426|0.41430570327804617|0.027552609476060752|0.4583583716306521,-0.0542846404730426|-0.44178255048416304|0.027552609476060752|0.4583583716306521,0|-2|0|2,132|-176|132|-42,265|-352|265|-84,131.6745405965572|-175.84743853200013|131.62552132059807|-42.33426425747826,16073.552318915674|-21465.751773925796|16067.568520580819|-5167.756867367952,0.03374885703212969|-0.04507059630202997|0.03373629314142866|-0.01085048807091405,0.13499542812851875|-0.18028238520811987|0.13494517256571464|-0.0434019522836562,3.295786819543915e-05|-4.401425420120114e-05|3.294559877092643e-05|-1.0596179756752003e-05,124995.88026647556|125005.50178177516|124995.88180015364|125001.32452246959,0.025678784555107415|0.11595836785087799|0.1071139900017779|0.11114275336140245,0.16911142694165848|-0.07559166643274917|0.25049323585284977|0.06502817906001779,1|0|1|0,647|200|167|624,886|591|454|578,623|176|143|600,0|0|0|0,-0.08088857305834152|-0.07559166643274917|0.0004932358528497716|0.06502817906001779,1369622|1369625|1369624|1369623,1518629|1517399|1518631|1517937,,,,,,
3,5,1597440,1732608,10,3616,-480,0.25421609371013976,1594024,-3416,169,169,1.3796288173995321,0.001398567096035508,0,1602296,1741560,1750776,-929.6290516931433,37,37,2,246,26,24,32,185,43,3993,4008,15,0.5558048846042369,0.378490898432231,0,-37,-148,1602148,1741412,1750628,1602150,1749647,126.28125,1305,2,32,-1320,564,24,32,1344,532,-371,-950,-660.5,28,0.4998396962458727,0.06066497672031801,-0.4589406046241038,-0.4589406046241038,-2,-245,-490,-244.50016030375411,-29846.21097457936,-0.06266663940530913,-0.2506665576212365,-6.11978900442472e-05,125007.64973625552,-0.46427306559399595,0.26939371693344016,1,131,690,107,0,0.019393716933440164,6.464285714285714,498,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.37742901519991473|-0.10972717774523541|0.4998396962458727|0.34238864540125813,-0.05927199033476427|-0.4589532007087769|0.06066497672031801|0.04708615427091445,-0.0004905884800336935|0.47818893747998586|-0.4589406046241038|-0.4537711575312642,-0.0004905884800336935|-0.4589532007087769|-0.4589406046241038|-0.4537711575312642,0|-2|-2|-2,-216|-147|-245|104,-432|-294|-490|209,-215.6225709848001|-147.10972717774524|-244.50016030375411|104.34238864540126,-26321.11462216798|-17957.730368377106|-29846.21097457936|12737.107988940583,-0.05526516582550751|-0.03770497415874135|-0.06266663940530913|0.026743486940076187,-0.22106066330203003|-0.1508198966349654|-0.2506665576212365|0.10697394776030475,-5.3969888501472175e-05|-3.682126382689585e-05|-6.11978900442472e-05|2.6116686464918152e-05,125006.74623606267|125004.60265797836|125007.64973625552|124996.73541419189,0.23102410510372606|0.33448762621149997|-0.46427306559399595|0.4020204245511738,-0.003852849654681023|0.1742414860368493|0.26939371693344016|-0.4843197559535024,0|1|1|-2,553|538|131|97,797|538|690|564,529|514|107|73,0|0|0|0,-0.003852849654681023|-0.0757585139631507|0.019393716933440164|0.015680244046497593,1602146|1602149|1602150|1602151,1749762|1750038|1749647|1751047,,,,,,
4,6,1736704,1884160,13,3876,-220,0.5787112543843066,1733360,-3344,24,24,0.5752796848458197,0.0012997692975697443,0,1728832,1868096,1877312,-223.20805643181603,3966,-130,2,4016,4023,24,32,26,25,3569,3553,16,0.36099305489931993,0.8710963239223718,0,130,520,1729352,1868616,1877832,1729352,1878835,57.53125,1382,1,32,50,-1390,24,32,26,1422,-657,1141,242.0,28,0.1821530692252821,0.014221676988313448,-0.07508501645838805,-0.07508501645838805,0,251,503,251.18215306922528,30661.883919583164,0.06437926826666632,0.25751707306666527,6.287037916666633e-05,124992.14120260417,-0.014948431925065897,0.25866345820826586,1,882,250,858,0,0.008663458208265862,16.785714285714285,512,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.3283997590404002|-0.02070273970998772|0.1821530692252821|-0.2859456072438101,0.4540480317075186|0.4165084555309022|0.014221676988313448|-0.4919533742343558,-0.43878815006712557|-0.05265851767751428|-0.07508501645838805|-0.053748548969622334,0.4540480317075186|-0.05265851767751428|-0.07508501645838805|-0.053748548969622334,2|0|0|0,252|85|251|-170,505|171|503|-340,251.6716002409596|84.97929726029001|251.18215306922528|-170.2859456072438,30721.630888789015|10373.449372593996|30661.883919583164|-20786.858594634254,0.06450471607570217|0.021780627757917267|0.06437926826666632|-0.04364515727066942,0.2580188643028087|0.08712251103166907|0.25751707306666527|-0.17458062908267769,6.29928867926779e-05|2.127014429484108e-05|6.287037916666633e-05|-4.262222389713811e-05,124992.12588915092|124997.34123196315|124992.14120260417|125005.32777798714,-0.48180105387001193|-0.3556784294241617|-0.014948431925065897|-0.4503935816310438,-0.20765601054827787|-0.26311076145301326|0.25866345820826586|0.3641144999686112,-1|-1|1|1,602|602|882|256,251|250|250|603,578|578|858|232,0|0|0|0,0.04234398945172213|-0.013110761453013264|0.008663458208265862|0.11411449996861123,1729348|1729351|1729352|1729353,1878839|1878172|1878835|1877152,,,,,,
5,8,2347008,2494464,13,370,370,0.2512061702464984,2343112,-3896,4059,-37,0.8768652568084018,0.0012560057471247617,0,2351384,2490648,2499864,-675.4081785354022,3719,-377,2,3751,3650,24,32,8,101,3529,3655,126,0.518374880611739,0.5089937782970684,0,377,1508,2352892,2492156,2501372,2352892,2502085,-49.125,1489,0,32,88,-69,24,32,64,101,-425,373,-26.0,28,0.3285899406977542,-0.0062113633935041435,-0.00630774821831892,-0.00630774821831892,0,178,357,178.32858994069775,21768.626701745332,0.04570652807584011,0.18282611230336043,4.4635281324062606e-05,124994.4205898345,0.45630115020856454,-0.3494461054691147,-1,243,934,219,0,-0.0994461054691147,5.678571428571429,509,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.19874182936840656|-0.15279496060539086|0.3285899406977542|-0.047531697073188946,-0.4415560075919984|-0.059852745692978715|-0.0062113633935041435|-0.023988534252453064,-0.0205430361766048|0.02061290852793718|-0.00630774821831892|0.49545082703710364,-0.0205430361766048|0.02061290852793718|-0.00630774821831892|0.49545082703710364,0|0|0|2,178|4|178|219,357|8|357|438,178.1987418293684|3.847205039394609|178.32858994069775|218.9524683029268,21752.776102217824|469.62952141047475|21768.626701745332|26727.59622838462,0.04567324734195417|0.0009860582938780525|0.04570652807584011|0.05611863550925949,0.1826929893678167|0.00394423317551221|0.18282611230336043|0.22447454203703796,4.460278060737712e-05|9.629475526152856e-07|4.4635281324062606e-05|5.480335498951122e-05,124994.42465242407|124999.87963155593|124994.4205898345|124993.14958062631,0.44100087876592875|0.05216677393203484|0.45630115020856454|0.2912471633334075,-0.3648878200307659|0.0563575216810166|-0.3494461054691147|-0.47024863575223996,-1|0|-1|-2,94|989|243|189,720|403|934|516,70|965|219|165,0|0|0|0,-0.11488782003076592|0.0563575216810166|-0.0994461054691147|0.029751364247760037,2352890|2352891|2352892|2352891,2502083|2501387|2502085|2502251,,,,,,
6,9,2588672,2772992,22,291,291,0.3753932929630194,2592648,3976,3874,-222,0.9924069749845438,0.0013368559570641483,0,2592896,2732160,2741376,-495.5096405285698,4063,-33,3,4059,4054,24,32,28,41,173,55,118,0.5882528555050581,0.5593286137077021,0,33,132,2593028,2732292,2741508,2593028,2741329,45.53125,1211,1,32,1041,-9,24,32,1017,41,140,22,81.0,28,0.3609267750369262,0.017639734547969965,0.06683950928572813,0.06683950928572813,0,-45,-89,-44.63907322496308,-5449.1056182816255,-0.01144122237670778,-0.04576488950683112,-1.1173068727253692e-05,125001.39663359092,-0.29927960676892085,-0.3479048018699289,-1,743,683,719,0,-0.09790480186992889,52.464285714285715,496,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.48373730718070135|0.030826080657902995|0.3609267750369262|-0.4047879929957723,-0.48425461992687246|0.49991545197451615|0.017639734547969965|-0.02153531812177789,0.4855496203666121|0.4204168778268951|0.06683950928572813|-0.06430670902113889,-0.48425461992687246|0.4204168778268951|0.06683950928572813|-0.06430670902113889,-2|2|0|0,-44|139|-45|16,-88|278|-89|33,-44.483737307180704|139.0308260806579|-44.63907322496308|15.595212007004228,-5430.143714255457|16971.53638679906|-5449.1056182816255|1903.7124031987582,-0.011401408987897453|0.03563431055993897|-0.01144122237670778|0.003997132460273792,-0.04560563595158981|0.1425372422397559|-0.04576488950683112|0.015988529841095167,-1.1134188464743607e-05|3.47991314061904e-05|-1.1173068727253692e-05|3.903449668236125e-06,125001.39177355809|124995.65010857423|125001.39663359092|124999.51206879146,0.15090029246040904|-0.4392851842550578|-0.29927960676892085|0.06360152970762245,0.10244430426184481|-0.28783936437531743|-0.3479048018699289|0.08058934266378603,0|-1|-1|0,743|730|743|744,683|547|683|460,719|706|719|720,0|0|0|0,0.10244430426184481|-0.03783936437531743|-0.09790480186992889|0.08058934266378603,2593028|2593025|2593028|2593029,2741330|2742064|2741329|2741573,,,,,,
7,10,2879488,3010560,9,331,331,0.20907287660508728,2879208,-280,3556,-540,1.1828790771173385,0.0013759945970051714,0,2878840,3018104,3027320,-975.8617991303676,3981,-115,1,69,4034,24,32,160,21,3512,3381,131,0.5097110462284391,0.6937785129701544,0,115,460,2879300,3018564,3027780,2879302,3026958,-30.4375,2045,1,32,-1084,-1035,24,32,1108,1067,-699,-830,-764.5,28,-0.13769211393466893,-0.49700620655687544,0.4749377401799961,-0.49700620655687544,-2,-206,-412,-206.13769211393466,-25163.29249437679,-0.05283414294492892,-0.21133657177971568,-5.159584271965715e-05,125006.44948033996,-0.18769878079460067,-0.4122438883105488,-2,709,61,685,0,0.08775611168945119,-47.67857142857143,509,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.2694044310313651|-0.4510159037012956|-0.13769211393466893|0.4868808631509448,-0.451180123102219|-0.41127576894439244|-0.49700620655687544|0.4561759635272722,0.42619842069927927|0.02618470161399955|0.4749377401799961|-0.010801596311694084,-0.451180123102219|0.02618470161399955|-0.49700620655687544|-0.010801596311694084,-2|0|-2|0,119|68|-206|241,238|136|-412|483,119.26940443103136|67.54898409629871|-206.13769211393466|241.48688086315096,14559.253470584883|8245.725597692714|-25163.29249437679|29478.379011615107,0.0305693572972707|0.017313149501819437|-0.05283414294492892|0.06189432050008995,0.1222774291890828|0.06925259800727775|-0.21133657177971568|0.2475772820003598,2.9852887985615917e-05|1.6907372560370544e-05|-5.159584271965715e-05|6.044367236336909e-05,124996.2683890018|124997.88657842996|125006.44948033996|124992.44454095459,-0.4729606895895566|-0.4197945143277786|-0.18769878079460067|-0.030183340308815865,-0.34304092107615625|-0.3462136289450459|-0.4122438883105488|0.23286752181656656,-1|-1|-2|1,869|960|709|959,9|535|61|325,845|936|685|935,0|0|0|0,-0.09304092107615625|-0.09621362894504593|0.08775611168945119|-0.01713247818343344,2879300|2879299|2879302|2879301,3028255|3028052|3026958|3028744,,,,,,
8,11,3276800,3416064,11,4038,-58,0.33310089310502317,3273632,-3168,591,591,0.5729400753091123,0.0011086427235728004,0,3273608,3412872,3422088,-796.8104330650406,142,142,2,229,82,24,32,63,92,382,477,95,0.3667527688073494,0.9580761137869149,0,-142,-568,3273040,3412304,3421520,3273042,3420626,80.875,1018,1,32,87,322,24,32,63,290,1014,246,630.0,28,-0.23569708196558137,-0.040242401535181216,-0.4819137908474147,-0.4819137908474147,-2,-223,-446,-223.23569708196558,-27250.45130395088,-0.057216448913770146,-0.22886579565508058,-5.587543839235366e-05,125006.98442979905,-0.3128401560880594,0.44398993602841763,2,965,340,941,0,-0.05601006397158237,55.07142857142857,510,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.4532301938290776|-0.19035652571939263|-0.23569708196558137|0.4306504907320744,-0.4599133876625956|-0.44033610806657464|-0.040242401535181216|0.4401318081248746,-0.01221819030899951|-0.4936726478615654|-0.4819137908474147|0.024511572027677175,-0.01221819030899951|-0.4936726478615654|-0.4819137908474147|0.024511572027677175,0|-2|-2|0,-224|70|-223|-184,-447|141|-446|-368,-223.54676980617091|69.8096434742806|-223.23569708196558|-183.56934950926794,-27288.424048604847|8521.68499441902|-27250.45130395088|-22408.367860018057,-0.05729617844119615|0.017892568042413525|-0.057216448913770146|-0.04704976151047466,-0.2291847137647846|0.0715702721696541|-0.22886579565508058|-0.18819904604189863,-5.595329925898062e-05|1.7473210978919458e-05|-5.587543839235366e-05|-4.594703272507291e-05,125006.99416240737|124997.81584862764|125006.98442979905|125005.74337909062,0.15430409957272362|0.07888952949566741|-0.3128401560880594|-0.4810807963075119,-0.08920465880235984|0.15493294367592492|0.44398993602841763|0.31895771727297073,0|1|2|1,1007|857|965|15,740|954|340|885,983|833|941|-9,0|0|0|0,-0.08920465880235984|-0.09506705632407508|-0.05601006397158237|0.06895771727297073,3273038|3273041|3273042|3273041,3420622|3421798|3420626|3420784,,,,,,
9,13,3842048,3973120,9,318,318,0.44051794149087725,3838024,-4024,3933,-163,0.47180474255919724,0.0012231859859868624,0,3837640,3976904,3986120,-1719.6408399849965,4078,-18,1,3991,132,24,32,111,118,26,434,408,0.5143886410029148,1.2369078357954935,0,18,72,3837712,3976976,3986192,3837712,3986121,-66.34375,1461,0,32,-87,276,24,32,111,244,8,416,212.0,28,-0.11702817240842892,-0.002105568691490589,0.004424266843102487,0.004424266843102487,0,-18,-35,-18.11702817240843,-2211.5512905772007,-0.004643486818845711,-0.018573947275382845,-4.534655096529015e-06,125000.56683188706,-0.1441673113599603,-0.16390213034005452,-1,778,156,754,0,0.08609786965994548,-82.17857142857143,508,1,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.09908493712804635|-0.4917187720799084|-0.11702817240842892|0.48763212638525816,-0.07948420900174114|-0.469986889864515|-0.002105568691490589|0.4913977909309324,0.46944572722693323|-0.021055547575699052|0.004424266843102487|-0.07406606898535983,0.46944572722693323|-0.021055547575699052|0.004424266843102487|-0.07406606898535983,2|0|0|0,227|-123|-18|221,455|-246|-35|443,226.90091506287195|-123.4917187720799|-18.11702817240843|221.48763212638525,27697.865608260734|-15074.67270166991|-2211.5512905772007|27037.064468552886,0.05815586299540494|-0.031651558020319846|-0.004643486818845711|0.05676841094073848,0.23262345198161977|-0.12660623208127939|-0.018573947275382845|0.22707364376295391,5.679283495645014e-05|-3.09097246292186e-05|-4.534655096529015e-06|5.543790130931492e-05,124992.90089563045|125003.86371557864|125000.56683188706|124993.07026233633,0.33043334307989136|-0.03390540422593413|-0.1441673113599603|-0.2574769188817285,-0.42240423918963765|-0.1684245258122934|-0.16390213034005452|-0.016211172383589822,-2|-1|-1|0,348|506|778|705,25|893|156|407,324|482|754|681,0|0|0|0,0.07759576081036235|0.08157547418770661|0.08609786965994548|-0.016211172383589822,3837708|3837711|3837712|3837713,3987100|3985700|3986121|3987077,,,,,,
