frame_index,packet_index,event_index,header_start_sample,source_frame_valid,source_grlora_framesync_valid,source_grlora_netid_valid,source_grlora_cfo_int,source_grlora_cfo_frac,source_grlora_payload_sto_frac,source_grlora_sfo_hat,source_grlora_branch_sample_phases,source_grlora_branch_valid,source_grlora_branch_payload_sto_frac,source_grlora_branch_payload_sto_sample_correction,source_grlora_branch_sfo_hat,source_grlora_branch_sfo_cum_initial,header_valid,payload_len,cr,has_crc,ldro,payload_symbol_count,total_symbol_count,header_checksum_received,header_checksum_computed,header_error,header_nibbles,gray_symbols,codewords,decoded_nibbles,error
0,0,0,522908,0,0,0,180,-0.24528369713037568,0.10020437162985418,0.04607205154369223,0|1|2|3,0|0|0|0,0.20369128803693481|-0.022157335327794847|0.10020437162985418|0.09754211660816647,1|0|0|0,0.05998598333962395|0.05546576373409642|0.04607205154369223|0.004334511356917329,-0.046308711963065186|-0.022157335327794847|0.10020437162985418|0.09754211660816647,0,111,4,0,0,0,8,23,10,13,6 15 8 15 7,120 157 198 197 226 241 29 70,99 127 30 252 228 221 130 0,6 15 8 15 7 11 1 0,
1,1,2,1258247,0,0,0,-145,0.1207963713381623,0.1390129219905114,-0.03713327958495536,0|1|2|3,0|0|0|0,-0.2424991442473825|-0.045280307645505946|0.1390129219905114|-0.24287591804882602,-1|0|1|-1,0.02256965204421841|0.01461295093314231|-0.03713327958495536|0.03582000357085755,0.007500855752617497|-0.045280307645505946|-0.1109870780094886|0.007124081951173977,0,133,2,0,0,0,8,24,23,1,8 5 4 3 8,42 112 225 58 39 92 157 146,55 174 34 133 24 202 91 116,8 5 4 3 8 3 10 14,
2,2,4,1518631,0,0,0,132,-0.37447867940193924,0.25049323585284977,0.03373629314142866,0|1|2|3,0|0|0|0,0.16911142694165848|-0.07559166643274917|0.25049323585284977|0.06502817906001779,1|0|1|0,0.03374885703212969|-0.04507059630202997|0.03373629314142866|-0.01085048807091405,-0.08088857305834152|-0.07559166643274917|0.0004932358528497716|0.06502817906001779,0,251,5,1,0,0,8,18,5,13,15 11 11 13 2,15 122 86 125 23 207 127 147,191 146 194 183 110 92 127 87,15 11 11 13 2 10 15 8,
3,3,5,1749647,0,0,0,-245,0.4998396962458727,0.26939371693344016,-0.06266663940530913,0|1|2|3,0|0|0|0,-0.003852849654681023|0.1742414860368493|0.26939371693344016|-0.4843197559535024,0|1|1|-2,-0.05526516582550751|-0.03770497415874135|-0.06266663940530913|0.026743486940076187,-0.003852849654681023|-0.0757585139631507|0.019393716933440164|0.015680244046497593,0,141,2,0,0,0,8,7,27,-20,8 13 4 8 7,178 40 165 101 102 193 36 72,18 184 41 22 228 157 72 160,8 13 4 8 7 9 2 5,
4,4,6,1878835,0,0,0,251,0.1821530692252821,0.25866345820826586,0.06437926826666632,0|1|2|3,0|0|0|0,-0.20765601054827787|-0.26311076145301326|0.25866345820826586|0.3641144999686112,-1|-1|1|1,0.06450471607570217|0.021780627757917267|0.06437926826666632|-0.04364515727066942,0.04234398945172213|-0.013110761453013264|0.008663458208265862|0.11411449996861123,0,55,1,0,0,0,8,18,1,17,3 7 2 3 2,235 191 160 0 149 171 17 147,205 224 70 201 76 196 207 161,3 7 2 3 2 3 3 13,
5,5,8,2502085,0,0,0,178,0.3285899406977542,-0.3494461054691147,0.04570652807584011,0|1|2|3,0|0|0|0,-0.3648878200307659|0.0563575216810166|-0.3494461054691147|-0.47024863575223996,-1|0|-1|-2,0.04567324734195417|0.0009860582938780525|0.04570652807584011|0.05611863550925949,-0.11488782003076592|0.0563575216810166|-0.0994461054691147|0.029751364247760037,0,59,2,0,0,0,8,18,3,15,3 11 4 5 2,75 217 51 64 198 170 241 65,196 208 46 170 70 75 174 97,3 11 4 5 2 2 5 6,
6,6,9,2741329,0,0,0,-45,0.3609267750369262,-0.3479048018699289,-0.01144122237670778,0|1|2|3,0|0|0|0,0.10244430426184481|-0.28783936437531743|-0.3479048018699289|0.08058934266378603,0|-1|-1|0,-0.011401408987897453|0.03563431055993897|-0.01144122237670778|0.003997132460273792,0.10244430426184481|-0.03783936437531743|-0.09790480186992889|0.08058934266378603,0,213,3,1,0,0,8,10,30,-20,13 5 7 0 10,183 106 169 39 5 49 136 226,145 166 228 16 217 183 73 224,13 5 7 0 10 13 10 7,
7,7,10,3026958,0,0,0,-206,-0.13769211393466893,-0.4122438883105488,-0.05283414294492892,0|1|2|3,0|0|0|0,-0.34304092107615625|-0.3462136289450459|-0.4122438883105488|0.23286752181656656,-1|-1|-2|1,0.0305693572972707|0.017313149501819437|-0.05283414294492892|0.06189432050008995,-0.09304092107615625|-0.09621362894504593|0.08775611168945119|-0.01713247818343344,0,45,7,1,0,0,8,23,24,-1,2 13 15 5 7,254 170 183 28 85 36 48 253,72 161 239 163 233 145 249 181,2 13 15 5 7 13 15 13,
8,8,11,3420626,0,0,0,-223,-0.23569708196558137,0.44398993602841763,-0.057216448913770146,0|1|2|3,0|0|0|0,-0.08920465880235984|0.15493294367592492|0.44398993602841763|0.31895771727297073,0|1|2|1,-0.05729617844119615|0.017892568042413525|-0.057216448913770146|-0.04704976151047466,-0.08920465880235984|-0.09506705632407508|-0.05601006397158237|0.06895771727297073,0,46,2,0,0,0,8,3,30,-27,2 14 4 6 3,240 157 139 76 183 238 6 232,78 120 37 108 205 249 157 134,2 14 4 6 3 15 9 5,
9,9,13,3986121,0,0,0,-18,-0.11702817240842892,-0.16390213034005452,-0.004643486818845711,0|1|2|3,0|0|0|0,-0.42240423918963765|-0.1684245258122934|-0.16390213034005452|-0.016211172383589822,-2|-1|-1|0,0.05815586299540494|-0.031651558020319846|-0.004643486818845711|0.05676841094073848,0.07759576081036235|0.08157547418770661|0.08609786965994548|-0.016211172383589822,0,123,0,0,0,0,8,3,20,-17,7 11 0 12 3,27 177 74 85 140 161 176 99,225 208 6 186 133 119 72 25,7 11 0 12 3 14 2 10,
