branch_dimension,branch_covariance_count,branch_snapshots,branch_diagonal_cv,branch_mean_abs_correlation,branch_max_abs_correlation,pair_dimension,pair_covariance_count,pair_snapshots,pair_diagonal_cv,pair_mean_abs_correlation,pair_max_abs_correlation,dataset,snr_db,seed,packet_index,cfo_int,cfo_frac,offpacket_windows,branch_gls_active,branch_gate_diagonal_cv,branch_gate_mean_abs_correlation,min_branch_correlation,min_branch_diagonal_cv
4,1024,256,0.032282149455792095,0.03712933650231569,0.11822205035075532,2,1024,256,0.03198827944209447,0.05065398078751274,0.14904674062505519,0_0_0_10_14_32,-22.0,53,0,-25,0.05380236129609033,256,0,0.010260044645301227,0.014127643142292515,0.05,0.05
4,1024,256,0.03306791011831711,0.03707064072573691,0.13678229650558701,2,1024,256,0.031770087586106374,0.051228394648513156,0.1477385448727344,0_0_0_10_14_32,-22.0,53,2,-25,-0.2621175001545824,256,0,0.013000611162256419,0.013086303359947466,0.05,0.05
4,1024,256,0.0329625594542345,0.03710973604078589,0.1330607728114676,2,1024,256,0.03166186025504725,0.05138820997139183,0.1373430386428862,0_0_0_10_14_32,-22.0,53,3,-25,-0.3325083542533448,256,0,0.013266960663350418,0.014324533917132698,0.05,0.05
4,1024,256,0.03261716320188396,0.03718501662499724,0.12059287813426045,2,1024,256,0.03174411662823763,0.0513343218939412,0.1461163942640138,0_0_0_10_14_32,-22.0,53,4,-25,-0.4459073051101653,256,0,0.013583977395944935,0.016362733775148793,0.05,0.05
4,1024,256,0.032309276442445065,0.03724083267665805,0.12176162080387579,2,1024,256,0.03183044466283476,0.05096199028472754,0.15212734521681398,0_0_0_10_14_32,-22.0,53,5,-25,0.4549490166226258,256,0,0.01043907752151636,0.013378630195396651,0.05,0.05
4,1024,256,0.032017893340292196,0.03724033837886028,0.12813600823466642,2,1024,256,0.032011575443165095,0.050710558996192055,0.15257193135356564,0_0_0_10_14_32,-22.0,53,6,-25,0.36147652624687177,256,0,0.004929938924409375,0.013488940142705552,0.05,0.05
4,1024,256,0.03193521038106231,0.03720660884801216,0.1288143963412719,2,1024,256,0.03191236857415737,0.050575704278215866,0.14978188576326912,0_0_0_10_14_32,-22.0,53,7,-25,0.2634318661684987,256,0,0.0021343919002959327,0.0139685553960137,0.05,0.05
4,1024,256,0.032281939879171266,0.03712072061607429,0.11827178322195747,2,1024,256,0.03196419728864896,0.05064148871323193,0.14908130930471628,0_0_0_10_14_32,-23.0,53,0,-25,0.05380236129609033,256,0,0.010277783999024607,0.014191299192948599,0.05,0.05
4,1024,256,0.03306557715066215,0.03706298225795186,0.13676646477375715,2,1024,256,0.03174440890218477,0.05124037771949216,0.14771029765900082,0_0_0_10_14_32,-23.0,53,2,-25,-0.2621175001545824,256,0,0.01300715959060377,0.012916265540019027,0.05,0.05
4,1024,256,0.03296127109634352,0.037104635037314045,0.1330518038301607,2,1024,256,0.03165182792879395,0.051395421236272665,0.13732596453077647,0_0_0_10_14_32,-23.0,53,3,-25,-0.3325083542533448,256,0,0.01325981013493078,0.014142097194781938,0.05,0.05
4,1024,256,0.032617600090343715,0.03718202359454392,0.12071351743538332,2,1024,256,0.0317204427633543,0.05132703633723988,0.1459542564269662,0_0_0_10_14_32,-23.0,53,4,-25,-0.4459073051101653,256,0,0.013552230183547882,0.016197219987442703,0.05,0.05
