packet_index,frame_index,event_index,symbol_count,gt_topk_recall,mean_gt_savaux_rank,pattern_count,bank_kind,mode_best_pattern_on_savaux,mean_best_pattern_gain_vs_savaux,mean_coherent_gain_vs_savaux,mean_whitened_gain_vs_savaux,mean_stable_gain_vs_savaux,savaux_err,savaux_ser,best_pattern_err,best_pattern_ser,best_pattern_changes_vs_savaux,best_pattern_fix_vs_savaux,best_pattern_break_vs_savaux,mean_pattern_err,mean_pattern_ser,mean_pattern_changes_vs_savaux,mean_pattern_fix_vs_savaux,mean_pattern_break_vs_savaux,coherent_pattern_err,coherent_pattern_ser,coherent_pattern_changes_vs_savaux,coherent_pattern_fix_vs_savaux,coherent_pattern_break_vs_savaux,whitened_pattern_err,whitened_pattern_ser,whitened_pattern_changes_vs_savaux,whitened_pattern_fix_vs_savaux,whitened_pattern_break_vs_savaux,stable_pattern_err,stable_pattern_ser,stable_pattern_changes_vs_savaux,stable_pattern_fix_vs_savaux,stable_pattern_break_vs_savaux,gated_mean_pattern_err,gated_mean_pattern_ser,gated_mean_pattern_changes_vs_savaux,gated_mean_pattern_fix_vs_savaux,gated_mean_pattern_break_vs_savaux,gated_stable_pattern_err,gated_stable_pattern_ser,gated_stable_pattern_changes_vs_savaux,gated_stable_pattern_fix_vs_savaux,gated_stable_pattern_break_vs_savaux,gated_consensus_pattern_err,gated_consensus_pattern_ser,gated_consensus_pattern_changes_vs_savaux,gated_consensus_pattern_fix_vs_savaux,gated_consensus_pattern_break_vs_savaux,dataset,snr_db,seed
1,0,1,35,1.0,1.0285714285714285,32,random_only,random_018,0.18496312319874103,0.0636782133891,0.23390623598508867,0.8196134315378012,1,0.02857142857142857,13,0.37142857142857144,13,0,12,3,0.08571428571428572,3,0,2,2,0.05714285714285714,3,1,2,2,0.05714285714285714,3,1,2,1,0.02857142857142857,0,0,0,2,0.05714285714285714,2,0,1,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_16,-24.0,1
1,0,1,35,1.0,1.2,32,random_only,random_014,0.19889586671244264,0.06528981436744404,0.23996293772309762,0.7952700629015977,5,0.14285714285714285,20,0.5714285714285714,20,1,16,9,0.2571428571428571,5,0,4,9,0.2571428571428571,5,0,4,9,0.2571428571428571,5,0,4,6,0.17142857142857143,1,0,1,5,0.14285714285714285,0,0,0,5,0.14285714285714285,0,0,0,5,0.14285714285714285,0,0,0,0_0_0_10_14_16,-25.0,1
1,0,1,35,1.0,2.3714285714285714,32,random_only,random_014,0.21480292447269284,0.06557369692734524,0.24048020294409617,0.7763711922748135,13,0.37142857142857144,26,0.7428571428571429,23,0,13,15,0.42857142857142855,7,0,2,12,0.34285714285714286,7,2,1,12,0.34285714285714286,7,2,1,13,0.37142857142857144,2,0,0,15,0.42857142857142855,6,0,2,13,0.37142857142857144,0,0,0,13,0.37142857142857144,0,0,0,0_0_0_10_14_16,-26.0,1
1,0,1,35,1.0,1.3714285714285714,32,random_only,random_005,0.20061623832756448,0.0618596609959023,0.2278182363472551,0.792474642336984,5,0.14285714285714285,19,0.5428571428571428,19,1,15,7,0.2,6,1,3,6,0.17142857142857143,5,1,2,6,0.17142857142857143,5,1,2,4,0.11428571428571428,2,1,0,5,0.14285714285714285,2,0,0,5,0.14285714285714285,1,0,0,5,0.14285714285714285,0,0,0,0_0_0_10_14_16,-24.0,2
1,0,1,35,0.9428571428571428,2.6,32,random_only,random_022,0.21495388120659537,0.06120060930847397,0.22516542377631057,0.7666966600614529,9,0.2571428571428571,23,0.6571428571428571,20,0,14,13,0.37142857142857144,11,2,6,13,0.37142857142857144,10,1,5,12,0.34285714285714286,9,1,4,9,0.2571428571428571,2,0,0,10,0.2857142857142857,8,2,3,9,0.2571428571428571,1,0,0,9,0.2571428571428571,0,0,0,0_0_0_10_14_16,-25.0,2
1,0,1,35,0.9142857142857143,6.685714285714286,32,random_only,random_012,0.23261663821970763,0.05953444023686443,0.21862979715270128,0.7399710954968466,16,0.45714285714285713,27,0.7714285714285715,24,0,11,19,0.5428571428571428,16,1,4,17,0.4857142857142857,15,2,3,18,0.5142857142857142,15,1,3,17,0.4857142857142857,6,0,1,18,0.5142857142857142,15,1,3,16,0.45714285714285713,2,0,0,16,0.45714285714285713,0,0,0,0_0_0_10_14_16,-26.0,2
1,0,1,35,1.0,1.2285714285714286,32,random_only,random_009,0.19483231966508507,0.06284163217295156,0.23084092806490597,0.8145368718329511,6,0.17142857142857143,17,0.4857142857142857,18,1,12,5,0.14285714285714285,4,2,1,5,0.14285714285714285,4,2,1,5,0.14285714285714285,4,2,1,4,0.11428571428571428,2,2,0,4,0.11428571428571428,3,2,0,4,0.11428571428571428,2,2,0,4,0.11428571428571428,2,2,0,0_0_0_10_14_16,-24.0,3
1,0,1,35,1.0,2.3714285714285714,32,random_only,random_009,0.20813264070562382,0.06314339685217976,0.23223876529224724,0.7887061471036634,10,0.2857142857142857,21,0.6,21,1,12,12,0.34285714285714286,7,1,3,12,0.34285714285714286,6,0,2,11,0.3142857142857143,5,0,1,10,0.2857142857142857,1,0,0,10,0.2857142857142857,3,0,0,10,0.2857142857142857,1,0,0,10,0.2857142857142857,0,0,0,0_0_0_10_14_16,-25.0,3
1,0,1,35,0.8857142857142857,6.0285714285714285,32,random_only,random_009,0.22524869318441734,0.06270869540031457,0.23064517240541146,0.7616096002762494,12,0.34285714285714286,24,0.6857142857142857,24,1,13,16,0.45714285714285713,9,0,4,16,0.45714285714285713,10,0,4,16,0.45714285714285713,9,0,4,13,0.37142857142857144,3,0,1,16,0.45714285714285713,8,0,4,12,0.34285714285714286,2,0,0,12,0.34285714285714286,0,0,0,0_0_0_10_14_16,-26.0,3
1,0,1,35,1.0,1.2571428571428571,32,random_only,random_029,0.2091400535832185,0.06563967518152142,0.2407183907848233,0.7995247823822987,4,0.11428571428571428,20,0.5714285714285714,20,0,16,5,0.14285714285714285,2,0,1,5,0.14285714285714285,3,0,1,5,0.14285714285714285,3,0,1,5,0.14285714285714285,3,0,1,5,0.14285714285714285,2,0,1,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,0_0_0_10_14_16,-24.0,42
