copy_index,transmission_index,nominal_start_sample,relative_delay_samples,relative_cfo_hz,relative_phase_rad,peak_to_median,tone_bin,included,is_reference
0,13,19934825,0,-10.386131273520949,-0.12788383970919745,24829294.52352516,-10.890647986263502,1,0
1,14,21435190,0,-9.58194746969454,-0.7229615802502523,27216267.782117713,-10.047400149982423,1,0
2,15,22935555,0,-7.372645879265283,2.7307465919516165,20473776.123135425,-7.730779525496473,1,0
3,16,24435920,0,-5.779703680972026,0.9316864444098418,24428213.609559502,-6.060458566978923,1,0
4,17,25936285,0,-3.679077082596738,0.8450169696921008,23638250.890620947,-3.857791930960957,1,0
5,18,27436650,0,0.0,0.0,inf,0.0,1,1
6,19,28937015,0,2.781039473798594,-0.43053205349929163,26561838.65079906,2.9161312472778342,1,0
7,20,30437380,0,4.400806286388296,-0.12793805661904908,18010562.535327725,4.614579852555894,1,0
