detection_index,event_start_sample,event_end_sample,coarse_preamble_start_sample,selected_window_start_sample,selected_peak_bin,selected_signed_peak_bin,selected_peak_power,selected_confidence_db,selected_peak_share,window_count,timing_correction_samples,score
0,19562496,19668992,19563186,19562496,62776,-2760,0.19835288199743384,0.427286950073683,0.00022546303792069747,11,-690,1.103389114252303
1,33517568,33624064,33515600,33517568,7870,7870,0.1943169044670414,0.736359684420752,0.00022649842252423223,11,1968,1.1847752370755968
