dataset,snr_db,hypothesis,rows,blocks,raw_coherence_q10,raw_coherence_median,raw_coherence_q90,gt_slope_coherence_q10,gt_slope_coherence_median,gt_slope_coherence_q90,best_linear_coherence_q10,best_linear_coherence_median,best_linear_coherence_q90
0_0_0_10_14_32,-18.0,gt,49,49,0.02800267959650778,0.27321227596515313,0.6626729224103164,0.5318443354761626,0.8681185946257154,0.983585066379553,0.5318443354761627,0.8681185946257152,0.983585066379553
0_0_0_10_14_32,-18.0,hard,49,49,0.02751699908912008,0.27321227596515313,0.7489692962026105,0.2028787191788949,0.7386817485940753,0.983585066379553,0.5130140013080124,0.8111416618260266,0.983585066379553
0_0_0_10_14_32,-18.0,random_valid,3136,49,0.026359988006462547,0.15703656575721558,0.42635559989829647,0.027461445137887237,0.15536360574115368,0.43165999416941087,0.40464075034373703,0.5443454594343433,0.7212853531431394
0_0_0_10_14_32,-20.0,gt,49,49,0.02909624926639953,0.26929987120637766,0.6575015932847386,0.5210648275320284,0.8091114036067403,0.9741922260510808,0.5210648275320284,0.8091114036067403,0.9741922260510808
0_0_0_10_14_32,-20.0,hard,49,49,0.029441019488183416,0.23686303979549894,0.6724729697627865,0.19673547671800862,0.6988762996820957,0.9741922260510808,0.5055425676906139,0.7218638466527468,0.9741922260510808
0_0_0_10_14_32,-20.0,random_valid,3136,49,0.026370431490895574,0.15663032407182262,0.4261738828641668,0.026548230742595456,0.1551724297018923,0.4333320744430119,0.4047842476285225,0.5440529980114084,0.721766925735859
0_0_0_10_14_32,-22.0,gt,49,49,0.028544764491609087,0.24679176275714665,0.6375622748250619,0.5065197389404615,0.8204310692615087,0.9595276887566759,0.5065197389404615,0.8204310692615087,0.9595276887566759
0_0_0_10_14_32,-22.0,hard,49,49,0.02683106499153621,0.1823454318918166,0.6209315963139267,0.12882754186087775,0.500294527262813,0.9130895496514359,0.42198646519218674,0.6177551830999343,0.9255593914150086
0_0_0_10_14_32,-22.0,random_valid,3136,49,0.026232145269415225,0.15625205698635833,0.4266913226567869,0.02721171045383033,0.15768943454883136,0.436298389238282,0.4064156972685966,0.5440016568566234,0.7213888088811857
