stem,snr_db,preamble_len,trend_source_arg,preselect_mode,packet_index,phase_bonus_weight,phase_gate_width_pi,phase_evidence,symbol_count,mean_trend_r2,mean_residual_std_pi,mean_early_anchor_count,mean_phase_trend_quality,center_recall@1,multi_offset_recall@1,phase_gated_recall@1,phase_rescue_count@1,phase_damage_count@1,center_recall@2,multi_offset_recall@2,phase_gated_recall@2,phase_rescue_count@2,phase_damage_count@2,center_recall@4,multi_offset_recall@4,phase_gated_recall@4,phase_rescue_count@4,phase_damage_count@4,center_recall@8,multi_offset_recall@8,phase_gated_recall@8,phase_rescue_count@8,phase_damage_count@8,center_recall@16,multi_offset_recall@16,phase_gated_recall@16,phase_rescue_count@16,phase_damage_count@16,center_recall@32,multi_offset_recall@32,phase_gated_recall@32,phase_rescue_count@32,phase_damage_count@32,center_recall@64,multi_offset_recall@64,phase_gated_recall@64,phase_rescue_count@64,phase_damage_count@64
0_0_0_10_14_8,20,8,early-payload,default,6,0.05,0.166667,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9428571428571428,0,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,1.0,0,0,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.05,0.25,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9428571428571428,0,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,1.0,0,0,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.05,0.333333,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9714285714285714,1,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,1.0,0,0,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.05,0.5,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9714285714285714,1,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,1.0,0,0,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.1,0.166667,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9714285714285714,1,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,1.0,0,0,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.1,0.25,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9714285714285714,1,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,1.0,0,0,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.1,0.333333,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9714285714285714,1,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,1.0,0,0,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.1,0.5,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9714285714285714,1,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,0.9714285714285714,0,1,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.2,0.166667,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9714285714285714,1,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,1.0,0,0,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.2,0.25,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9714285714285714,1,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,1.0,0,0,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.2,0.333333,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9714285714285714,1,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,1.0,0,0,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.2,0.5,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9714285714285714,1,0,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,0.9714285714285714,0,1,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.5,0.166667,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9142857142857143,1,2,0.45714285714285713,0.9714285714285714,0.9714285714285714,0,0,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,1.0,0,0,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.5,0.25,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9142857142857143,1,2,0.45714285714285713,0.9714285714285714,0.9428571428571428,0,1,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,0.9714285714285714,0,1,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.5,0.333333,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.9142857142857143,1,2,0.45714285714285713,0.9714285714285714,0.9428571428571428,0,1,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,0.9714285714285714,0,1,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,6,0.5,0.5,multi-offset,35,0.5673508672808647,0.4361216379553407,8.0,0.35138940474964664,0.34285714285714286,0.9428571428571428,0.8857142857142857,1,3,0.45714285714285713,0.9714285714285714,0.9428571428571428,0,1,0.5428571428571428,0.9714285714285714,0.9714285714285714,0,0,0.6,0.9714285714285714,0.9714285714285714,0,0,0.7428571428571429,1.0,0.9714285714285714,0,1,0.8285714285714286,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.02,0.166667,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.02,0.25,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.02,0.333333,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.02,0.5,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.05,0.166667,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.05,0.25,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.05,0.333333,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.05,0.5,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.1,0.166667,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.1,0.25,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.1,0.333333,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.1,0.5,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.2,0.166667,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.2,0.25,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.2,0.333333,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.2,0.5,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.5,0.166667,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.5,0.25,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.5,0.333333,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,7,0.5,0.5,multi-offset,35,0.01004455897280021,0.513826752577556,8.0,0.10391577339132202,0.42857142857142855,0.9714285714285714,0.9714285714285714,0,0,0.6285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.8285714285714286,0.9714285714285714,0.9714285714285714,0,0,0.9142857142857143,1.0,1.0,0,0,0.9428571428571428,1.0,1.0,0,0,0.9714285714285714,1.0,1.0,0,0,1.0,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.02,0.166667,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9714285714285714,0,0,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.02,0.25,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9714285714285714,0,0,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.02,0.333333,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9714285714285714,0,0,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.02,0.5,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9714285714285714,0,0,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.05,0.166667,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9714285714285714,0,0,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.05,0.25,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9714285714285714,0,0,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.05,0.333333,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9714285714285714,0,0,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.05,0.5,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9714285714285714,0,0,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.1,0.166667,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9714285714285714,0,0,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.1,0.25,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9428571428571428,0,1,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.1,0.333333,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9428571428571428,0,1,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.1,0.5,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9428571428571428,0,1,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.2,0.166667,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9428571428571428,0,1,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.2,0.25,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9428571428571428,0,1,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.2,0.333333,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9428571428571428,0,1,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.2,0.5,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.9142857142857143,0,0,0.5142857142857142,0.9714285714285714,0.9428571428571428,0,1,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.5,0.166667,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.8571428571428571,0,2,0.5142857142857142,0.9714285714285714,0.9428571428571428,0,1,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
0_0_0_10_14_8,20,8,early-payload,default,8,0.5,0.25,multi-offset,35,0.5066137318424573,0.4568203709790363,8.0,0.31916997849491363,0.45714285714285713,0.9142857142857143,0.8571428571428571,0,2,0.5142857142857142,0.9714285714285714,0.9428571428571428,0,1,0.6571428571428571,0.9714285714285714,0.9714285714285714,0,0,0.6857142857142857,1.0,1.0,0,0,0.7142857142857143,1.0,1.0,0,0,0.8571428571428571,1.0,1.0,0,0,0.9142857142857143,1.0,1.0,0,0
