capture,training_capture,packet_times_s,strict_packet_times_s,detection_count,strict_sync_count,evaluated_frame_count,evaluated_symbol_count,capture_duration_s,sample_rate_hz,input_bandwidth_hz,dechirp_gt_packet_snr_db,dechirp_gt_packet_snr_mean_db,dechirp_gt_packet_snr_min_db,dechirp_gt_packet_snr_max_db,dechirp_gt_packet_snr_values_db,packet_snr_count,dechirp_pnr_db,dechirp_pnr_mean_db,fft_errors,fft_error_count,fft_ser,savaux_error_count,savaux_ser,gls_method,gls_error_count,gls_ser,gls_crossfit_ser,gls_offpacket_ser
low2,low1,2.236416|5.234688|8.232960|11.239424|14.237696|17.235968|20.250624|23.240704|26.238976|29.237248|32.243712|35.241984|38.240256|41.246720|44.244992|47.243264|50.257920|53.248000,2.236416|5.234688|11.239424|14.237696|17.235968|20.250624|23.240704|26.238976|32.243712|35.241984|41.246720|44.244992|47.243264|50.257920|53.248000,18,15,15,735,55.33664,500000.0,125000.0,8.692085020589005,4.766084096046972,-21.42701350282818,9.830260451530993,7.416170|6.210823|8.692085|-21.427014|9.732037|-21.255593|8.665570|9.674392|9.199660|9.381248|9.830260|9.561921|8.361644|8.405384|9.042675,15,42.55917056602884,41.7642127915583,98/735,98,0.13333333333333333,98,0.13333333333333333,gls_crossfit,98,0.13333333333333333,0.13333333333333333,0.13333333333333333
