packet_index,event_index,success,total_payload,correct_count,pre_block_correct_count,pre_template_correct_count,block_code_search_enabled,payload_template_known,final_error_rate,initial_slope_pi,final_slope_pi,initial_line_r2,final_line_r2,preamble_anchors,header_anchors,header_method,header_rescue_score,header_rescue_visited,preamble_line_slope_pi,header_line_slope_pi,hough_line_slope_pi,hough_score,preamble_line_r2,header_line_r2,refinement_rounds,round0_acc,round1_acc,round2_acc,payload_len,gt_bins_available,reconstructed_payload_hex,reconstructed_unknown_bytes
1,1,1,48,8,8,8,0,0,0.8333,-0.1369,-0.1369,0.3457,0.3457,16,8,phase_checksum_beam,7.0066,174950,-0.0011,-0.1369,0.0000,0.0000,-0.0114,0.3457,2,0.1667,0.1667,,25,35,,0
2,2,1,25,1,1,1,0,0,0.9600,-0.2416,-0.2416,0.8515,0.8515,16,8,phase_checksum_beam,6.7744,174950,-0.0039,-0.2416,0.0000,0.0000,0.0681,0.8515,2,0.0800,0.0400,,22,35,,0
3,3,1,32,10,10,10,0,0,0.6875,0.0218,0.0218,0.0107,0.0107,16,8,phase_checksum_beam,6.9157,174950,-0.0053,0.0218,0.0000,0.0000,0.1157,0.0107,2,0.3125,0.3125,,18,35,,0
5,5,1,20,6,6,6,0,0,0.7000,0.0836,0.0836,0.2526,0.2526,16,8,phase_checksum_beam,6.7378,174950,-0.0060,0.0836,0.0000,0.0000,0.0510,0.2526,2,0.3000,0.3000,,16,35,,0
6,6,1,56,10,10,10,0,0,0.8214,0.1148,0.1148,0.3481,0.3481,16,8,phase_checksum_beam,6.5490,174950,-0.0055,0.1148,0.0000,0.0000,0.0621,0.3481,2,0.1786,0.1786,,33,35,,0
