file_name,input_iq,symbol_csv,detected_events,framesync_valid,header_valid_packets,traditional_fft_crc_valid,traditional_fft_crc_valid_rate,multi_offset_argmax_crc_valid,multi_offset_argmax_crc_valid_rate,current_selected_crc_valid,current_selected_crc_valid_rate,savaux_paper_crc_valid,savaux_paper_crc_valid_rate,savaux_codec_crc_valid,savaux_codec_crc_valid_rate,savaux_codec_extra_crc_valid_vs_paper,savaux_codec_mean_symbol_change_count,note,_source
0_0_0_10_14_16.bin,..\data\USRP_IQ\0_0_0_10_14_16.bin,data\weak_sync_chain\header_first\0_0_0_10_14_16_header_first_symbols.csv,11,11,11,11,1.0,11,1.0,11,1.0,11,1.0,11,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used,data\baseline_comparison\real_iq_crc_top3_raw\0_0_0_10_14_16_real_iq_crc_summary.csv
0_0_0_10_14_32.bin,..\data\USRP_IQ\0_0_0_10_14_32.bin,data\weak_sync_chain\header_first\0_0_0_10_14_32_header_first_symbols.csv,7,7,7,7,1.0,7,1.0,7,1.0,7,1.0,7,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used,data\baseline_comparison\real_iq_crc_top3_raw\0_0_0_10_14_32_real_iq_crc_summary.csv
0_0_0_10_14_8.bin,..\data\USRP_IQ\0_0_0_10_14_8.bin,data\weak_sync_chain\header_first\0_0_0_10_14_8_header_first_symbols.csv,10,10,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used,data\baseline_comparison\real_iq_crc_top3_raw\0_0_0_10_14_8_real_iq_crc_summary.csv
1_0_10_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_10_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_methods_smoke\header_first\1_0_10_11_2_16_header_first_symbols.csv,9,9,9,9,1.0,9,1.0,9,1.0,9,1.0,9,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used,data\baseline_comparison\real_iq_crc_batch_methods_smoke\probe\1_0_10_11_2_16_real_iq_crc_summary.csv
1_0_13_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_0_13_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_representative_step8_probe4\header_first\1_0_13_11_2_16_header_first_symbols.csv,10,10,10,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used,data\baseline_comparison\real_iq_crc_batch_representative_step8_probe4\probe\1_0_13_11_2_16_real_iq_crc_summary.csv
1_0_16_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_16_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_representative_step8_probe4\header_first\1_0_16_12_14_16_header_first_symbols.csv,5,5,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used,data\baseline_comparison\real_iq_crc_batch_representative_step8_probe4\probe\1_0_16_12_14_16_real_iq_crc_summary.csv
1_1_0_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1_sf11_TP2\1_1_0_11_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_representative_step8_probe4\header_first\1_1_0_11_2_16_header_first_symbols.csv,9,9,9,9,1.0,9,1.0,9,1.0,9,1.0,9,1.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used,data\baseline_comparison\real_iq_crc_batch_representative_step8_probe4\probe\1_1_0_11_2_16_real_iq_crc_summary.csv
1_1_3_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_3_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_representative_step8_probe4\header_first\1_1_3_12_10_16_header_first_symbols.csv,10,10,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used,data\baseline_comparison\real_iq_crc_batch_representative_step8_probe4\probe\1_1_3_12_10_16_real_iq_crc_summary.csv
1_0_10_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_10_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_transition_sample40m\header_first\1_0_10_12_2_16_header_first_symbols.csv,11,11,11,1,0.09090909090909091,1,0.09090909090909091,1,0.09090909090909091,1,0.09090909090909091,1,0.09090909090909091,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used,data\baseline_comparison\real_iq_crc_batch_transition_sample40m\probe\1_0_10_12_2_16_real_iq_crc_summary.csv
1_0_12_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-sf12_TP2\1_0_12_12_2_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_transition_sample40m\header_first\1_0_12_12_2_16_header_first_symbols.csv,10,10,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used,data\baseline_comparison\real_iq_crc_batch_transition_sample40m\probe\1_0_12_12_2_16_real_iq_crc_summary.csv
