sf,os_factor,trials,seed,false_alarm_rate,threshold,mean,std,q95,q99,q999,maximum
10,4,5000,20260710,0.001,0.10139067093000574,0.06144997852041331,0.011315736170805831,0.08144165821187395,0.0894817203036269,0.10139067093000574,0.1066292587094255
