trial_id,packet_id,reference_id,esn0_db,seed,sync_status,estimate_available,strict_gate,decoder_aware_gate,extra_decoder_candidate,gate_failure_reasons,strict_crc_accept,decoder_aware_crc_accept,strict_packet_delivered,decoder_aware_packet_delivered,oracle_packet_delivered,strict_crc_false_delivery,decoder_aware_crc_false_delivery,extra_candidate_crc_rescue,extra_candidate_crc_reject,extra_candidate_crc_false_accept,fec_corrected_packet,current_all_symbol_errors,sync_ms,current_decode_ms,oracle_decode_ms,strict_modeled_decode_ms,decoder_aware_modeled_decode_ms,extra_modeled_decode_ms,signal_power,added_noise_power,current_decode_status,current_header_valid,current_crc_valid,current_payload_exact,current_payload_hex,current_header_symbols_decoded,current_payload_symbols_decoded,current_header_symbol_errors,current_payload_symbol_errors,oracle_decode_status,oracle_header_valid,oracle_crc_valid,oracle_payload_exact,oracle_payload_hex,oracle_header_symbols_decoded,oracle_payload_symbols_decoded,oracle_header_symbol_errors,oracle_payload_symbol_errors,frame_sync_valid,netid_valid,noisy_cfo_total_bins,noisy_payload_start_sample
exp0_000000_rxg20_0_fulltrim:14:20260822,exp0_000000_rxg20_0_fulltrim,0,14.0,20260822,sync_invalid,1,0,0,0,locator_preamble_stability|locator_sync1|locator_sync2|locator_sfd|framesync_preamble_all_bin0|framesync_netid,0,0,0,0,1,0,0,0,0,0,0,64,9989.13259999972,27.062500001193257,196.2232000005315,0.0,0.0,0.0,6.153250447488309e-08,1.0033779201460684e-05,header_invalid,0,0,0,,8,0,8,56,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,2,9,0,0,-670.7091605196737,734744
exp0_000002_rxg20_0_fulltrim:14:20260822,exp0_000002_rxg20_0_fulltrim,2,14.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,10407.055799998489,202.8738999979396,206.61380000092322,202.8738999979396,202.8738999979396,0.0,2.9434755784562603e-08,4.799769535006887e-06,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,1,1,-129.9336649940921,673544
exp0_000003_rxg20_0_fulltrim:14:20260822,exp0_000003_rxg20_0_fulltrim,3,14.0,20260822,sync_invalid,1,0,1,1,framesync_preamble_all_bin0,0,1,0,1,1,0,0,1,0,0,1,8,10242.818700000498,217.26830000261543,207.99970000007306,0.0,217.26830000261543,217.26830000261543,5.3735255547964695e-08,8.762323167301364e-06,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,0,1,-128.87169316428896,673552
exp0_000004_rxg20_0_fulltrim:14:20260822,exp0_000004_rxg20_0_fulltrim,4,14.0,20260822,sync_invalid,1,0,1,1,framesync_preamble_all_bin0,0,1,0,1,1,0,0,1,0,0,1,8,12710.772200000065,219.20239999963087,209.99139999912586,0.0,219.20239999963087,219.20239999963087,6.126035586516529e-08,9.9894013708621e-06,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,0,1,-128.8575283018488,673552
exp0_000005_rxg20_0_fulltrim:14:20260822,exp0_000005_rxg20_0_fulltrim,5,14.0,20260822,ok,1,1,1,0,,0,0,0,0,1,0,0,0,0,0,0,62,8936.812300002202,31.98030000203289,205.5049999980838,31.98030000203289,31.98030000203289,0.0,7.242874646077204e-08,1.181057159996809e-05,header_invalid,0,0,0,,8,0,6,56,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,1,1,-233.72047288887447,672707
exp0_000006_rxg20_0_fulltrim:14:20260822,exp0_000006_rxg20_0_fulltrim,6,14.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,10222.187899998971,181.62039999879198,178.86709999947925,181.62039999879198,181.62039999879198,0.0,7.561376789538686e-08,1.232993615532906e-05,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,1,1,-128.78230634680062,673552
exp0_000007_rxg20_0_fulltrim:14:20260822,exp0_000007_rxg20_0_fulltrim,7,14.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9693.167999997968,183.4603999996034,172.12239999935264,183.4603999996034,183.4603999996034,0.0,7.449895515307498e-08,1.2148149553226781e-05,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,1,1,-128.7729984248201,673551
exp0_000008_rxg20_0_fulltrim:14:20260822,exp0_000008_rxg20_0_fulltrim,8,14.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,10904.574899999716,170.00760000155424,172.90719999800785,170.00760000155424,170.00760000155424,0.0,6.982488910305618e-08,1.1385974388748053e-05,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,1,1,-128.7356989130208,673552
exp0_000000_rxg20_0_fulltrim:15:20260821,exp0_000000_rxg20_0_fulltrim,0,15.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9855.86080000212,214.29759999955422,205.39460000145482,214.29759999955422,214.29759999955422,0.0,6.153250447488309e-08,7.970114120709474e-06,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,1,1,-128.71384776984104,673551
exp0_000002_rxg20_0_fulltrim:15:20260821,exp0_000002_rxg20_0_fulltrim,2,15.0,20260821,sync_invalid,1,0,1,1,framesync_preamble_all_bin0,0,1,0,1,1,0,0,1,0,0,1,8,11248.394400001416,222.56349999952363,223.6819000027026,0.0,222.56349999952363,222.56349999952363,2.9434755784562603e-08,3.812592461825405e-06,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,0,1,-129.93436713239188,673544
exp0_000003_rxg20_0_fulltrim:15:20260821,exp0_000003_rxg20_0_fulltrim,3,15.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,11918.48740000205,287.41160000208765,319.94230000054813,287.41160000208765,287.41160000208765,0.0,5.3735255547964695e-08,6.960160693566166e-06,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,1,1,-128.87046919800727,673552
exp0_000004_rxg20_0_fulltrim:15:20260821,exp0_000004_rxg20_0_fulltrim,4,15.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,13292.47150000083,409.3062000029022,434.93149999994785,409.3062000029022,409.3062000029022,0.0,6.126035586516529e-08,7.934863556869207e-06,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,1,1,-128.85723536017827,673552
exp0_000005_rxg20_0_fulltrim:15:20260821,exp0_000005_rxg20_0_fulltrim,5,15.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,11579.320600001665,246.53770000077202,248.99789999835775,246.53770000077202,246.53770000077202,0.0,7.242874646077204e-08,9.381470490087383e-06,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,1,1,-128.73986068643956,673551
exp0_000006_rxg20_0_fulltrim:15:20260821,exp0_000006_rxg20_0_fulltrim,6,15.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,12411.644700001489,239.2900999984704,202.70389999859617,239.2900999984704,239.2900999984704,0.0,7.561376789538686e-08,9.794016420525624e-06,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,1,1,-128.77889637079377,673552
exp0_000007_rxg20_0_fulltrim:15:20260821,exp0_000007_rxg20_0_fulltrim,7,15.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,13500.630100003036,209.87359999708133,208.71510000142734,209.87359999708133,209.87359999708133,0.0,7.449895515307498e-08,9.649618189781195e-06,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,1,1,-128.75802402249371,673552
exp0_000008_rxg20_0_fulltrim:15:20260821,exp0_000008_rxg20_0_fulltrim,8,15.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,13166.758999999729,268.08660000097007,254.42539999858127,268.08660000097007,268.08660000097007,0.0,6.982488910305618e-08,9.044200936830119e-06,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,1,1,-128.72656848647205,673552
exp0_000000_rxg20_0_fulltrim:15:20260822,exp0_000000_rxg20_0_fulltrim,0,15.0,20260822,sync_invalid,1,0,1,1,framesync_preamble_all_bin0,0,1,0,1,1,0,0,1,0,0,1,8,9586.424900000566,212.17729999989388,193.28029999815044,0.0,212.17729999989388,212.17729999989388,6.153250447488309e-08,7.970114120709474e-06,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,0,1,-128.7146598637013,673552
exp0_000002_rxg20_0_fulltrim:15:20260822,exp0_000002_rxg20_0_fulltrim,2,15.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9834.82560000266,187.86859999818262,184.8152000020491,187.86859999818262,187.86859999818262,0.0,2.9434755784562603e-08,3.812592461825405e-06,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,1,1,-129.93399310582163,673544
exp0_000003_rxg20_0_fulltrim:15:20260822,exp0_000003_rxg20_0_fulltrim,3,15.0,20260822,sync_invalid,1,0,1,1,framesync_preamble_all_bin0,0,1,0,1,1,0,0,1,0,0,1,8,10125.142400000186,204.54400000016904,215.25690000271425,0.0,204.54400000016904,204.54400000016904,5.3735255547964695e-08,6.960160693566166e-06,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,0,1,-128.87157959254662,673552
exp0_000004_rxg20_0_fulltrim:15:20260822,exp0_000004_rxg20_0_fulltrim,4,15.0,20260822,sync_invalid,1,0,1,1,framesync_preamble_all_bin0,0,1,0,1,1,0,0,1,0,0,1,8,12397.355200002494,224.00829999969574,229.40229999949224,0.0,224.00829999969574,224.00829999969574,6.126035586516529e-08,7.934863556869207e-06,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,0,1,-128.85792237629855,673552
exp0_000005_rxg20_0_fulltrim:15:20260822,exp0_000005_rxg20_0_fulltrim,5,15.0,20260822,ok,1,1,1,0,,0,0,0,0,1,0,0,0,0,0,0,12,9088.00070000143,194.2711000010604,186.3722999987658,194.2711000010604,194.2711000010604,0.0,7.242874646077204e-08,9.381470490087383e-06,ok,1,0,0,0044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,4,8,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,1,1,-233.72173636855393,672707
exp0_000006_rxg20_0_fulltrim:15:20260822,exp0_000006_rxg20_0_fulltrim,6,15.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9121.04890000046,174.62220000015805,165.66750000129105,174.62220000015805,174.62220000015805,0.0,7.561376789538686e-08,9.794016420525624e-06,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,1,1,-128.7832213959568,673552
exp0_000007_rxg20_0_fulltrim:15:20260822,exp0_000007_rxg20_0_fulltrim,7,15.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,8799.944300000789,174.49350000242703,171.28890000094543,174.49350000242703,174.49350000242703,0.0,7.449895515307498e-08,9.649618189781195e-06,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,1,1,-128.77280616202367,673551
exp0_000008_rxg20_0_fulltrim:15:20260822,exp0_000008_rxg20_0_fulltrim,8,15.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9355.084899998474,186.61939999947208,182.4704999999085,186.61939999947208,186.61939999947208,0.0,6.982488910305618e-08,9.044200936830119e-06,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,1,1,-128.73628144711284,673552
exp0_000000_rxg20_0_fulltrim:16:20260821,exp0_000000_rxg20_0_fulltrim,0,16.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9582.469299999502,207.00010000291513,201.88219999909052,207.00010000291513,207.00010000291513,0.0,6.153250447488309e-08,6.330886680054224e-06,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,1,1,-128.7137779546145,673551
exp0_000002_rxg20_0_fulltrim:16:20260821,exp0_000002_rxg20_0_fulltrim,2,16.0,20260821,sync_invalid,1,0,1,1,framesync_preamble_all_bin0,0,1,0,1,1,0,0,1,0,0,1,8,10085.889099998894,200.74059999751626,203.44350000232225,0.0,200.74059999751626,200.74059999751626,2.9434755784562603e-08,3.028449839924876e-06,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,0,1,-129.9341710849709,673544
exp0_000003_rxg20_0_fulltrim:16:20260821,exp0_000003_rxg20_0_fulltrim,3,16.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,10689.166699998168,252.75479999982053,261.7480000008072,252.75479999982053,252.75479999982053,0.0,5.3735255547964695e-08,5.528652157117742e-06,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,1,1,-128.8705622926488,673552
exp0_000004_rxg20_0_fulltrim:16:20260821,exp0_000004_rxg20_0_fulltrim,4,16.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,11036.837199997535,290.93559999819263,298.57600000104867,290.93559999819263,290.93559999819263,0.0,6.126035586516529e-08,6.3028861619059495e-06,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,1,1,-128.857859394318,673552
exp0_000005_rxg20_0_fulltrim:16:20260821,exp0_000005_rxg20_0_fulltrim,5,16.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,13298.564900000201,198.96899999730522,195.57020000138436,198.96899999730522,198.96899999730522,0.0,7.242874646077204e-08,7.451966893509049e-06,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,1,1,-128.738927424883,673551
exp0_000006_rxg20_0_fulltrim:16:20260821,exp0_000006_rxg20_0_fulltrim,6,16.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9852.561499999865,183.9053999974567,181.2404999982391,183.9053999974567,183.9053999974567,0.0,7.561376789538686e-08,7.779663774176745e-06,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,1,1,-128.77986055310745,673552
exp0_000007_rxg20_0_fulltrim:16:20260821,exp0_000007_rxg20_0_fulltrim,7,16.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9236.013800000364,212.20050000192714,226.8255000017234,212.20050000192714,212.20050000192714,0.0,7.449895515307498e-08,7.664964182452212e-06,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,1,1,-128.75864822033816,673552
exp0_000008_rxg20_0_fulltrim:16:20260821,exp0_000008_rxg20_0_fulltrim,8,16.0,20260821,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,11625.168599999597,263.01189999867347,255.45409999904223,263.01189999867347,263.01189999867347,0.0,6.982488910305618e-08,7.18406416464396e-06,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,1,1,-128.72660663495046,673552
exp0_000000_rxg20_0_fulltrim:16:20260822,exp0_000000_rxg20_0_fulltrim,0,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9695.064100000309,185.50110000069253,185.04809999649297,185.50110000069253,185.50110000069253,0.0,6.153250447488309e-08,6.330886680054224e-06,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,ok,1,1,1,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563412,8,56,0,8,1,1,-128.71246679368556,673552
exp0_000002_rxg20_0_fulltrim:16:20260822,exp0_000002_rxg20_0_fulltrim,2,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9748.36200000209,217.49220000128844,206.29539999936242,217.49220000128844,217.49220000128844,0.0,2.9434755784562603e-08,3.028449839924876e-06,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412,8,56,0,8,1,1,-129.93421371868095,673544
exp0_000003_rxg20_0_fulltrim:16:20260822,exp0_000003_rxg20_0_fulltrim,3,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,11283.493000002636,184.23989999791957,179.78790000051958,184.23989999791957,184.23989999791957,0.0,5.3735255547964695e-08,5.528652157117742e-06,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412,8,56,0,8,1,1,-128.87146973242395,673552
exp0_000004_rxg20_0_fulltrim:16:20260822,exp0_000004_rxg20_0_fulltrim,4,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,11237.030000000232,262.23100000061095,249.82489999820245,262.23100000061095,262.23100000061095,0.0,6.126035586516529e-08,6.3028861619059495e-06,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412,8,56,0,8,1,1,-128.85826038507486,673552
exp0_000005_rxg20_0_fulltrim:16:20260822,exp0_000005_rxg20_0_fulltrim,5,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9847.39659999832,188.1515999994008,194.20769999851473,188.1515999994008,188.1515999994008,0.0,7.242874646077204e-08,7.451966893509049e-06,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412,8,56,0,8,1,1,-128.72284449857673,673551
exp0_000006_rxg20_0_fulltrim:16:20260822,exp0_000006_rxg20_0_fulltrim,6,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9885.727900000347,188.9675000020361,183.74849999963772,188.9675000020361,188.9675000020361,0.0,7.561376789538686e-08,7.779663774176745e-06,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412,8,56,0,8,1,1,-128.78397968481346,673552
exp0_000007_rxg20_0_fulltrim:16:20260822,exp0_000007_rxg20_0_fulltrim,7,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,9805.99820000134,164.0536000013526,157.69639999780338,164.0536000013526,164.0536000013526,0.0,7.449895515307498e-08,7.664964182452212e-06,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412,8,56,0,8,1,1,-128.77266195625637,673551
exp0_000008_rxg20_0_fulltrim:16:20260822,exp0_000008_rxg20_0_fulltrim,8,16.0,20260822,ok,1,1,1,0,,1,1,1,1,1,0,0,0,0,0,1,8,10504.281199999241,192.34469999719295,185.74119999902905,192.34469999719295,192.34469999719295,0.0,6.982488910305618e-08,7.18406416464396e-06,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412,8,56,0,8,1,1,-128.73688261142118,673552
