esn0_db,trials,estimate_available_rate,strict_gate_rate,decoder_aware_gate_rate,strict_crc_pdr,decoder_aware_crc_pdr,oracle_crc_pdr,strict_crc_accept_rate,decoder_aware_crc_accept_rate,strict_crc_false_deliveries,decoder_aware_crc_false_deliveries,strict_decoder_calls,decoder_aware_decoder_calls,extra_decoder_calls,extra_candidate_crc_rescues,extra_candidate_crc_rejects,extra_candidate_crc_false_accepts,fec_corrected_packets,oracle_gap_gate_rejects,oracle_gap_bad_candidate_decodes,oracle_demod_failures,decoder_aware_beats_oracle,strict_decode_total_ms,decoder_aware_decode_total_ms,extra_decode_total_ms,extra_decode_ms_per_trial,mean_sync_ms,mean_candidate_decode_ms
12.0,16,0.9375,0.125,0.4375,0.0625,0.25,0.5,0.0625,0.25,0,0,2,7,5,3,2,0,5,4,0,8,0,543.103499996505,1741.6806999972323,1198.5772000007273,74.91107500004546,11436.0587687504,151.812974999757
13.0,16,1.0,0.4375,0.6875,0.375,0.625,0.875,0.375,0.625,0,0,7,11,4,4,0,0,11,3,1,2,0,1637.6538000004075,2694.1856000012194,1056.531800000812,66.03323750005075,11342.722562499603,207.60044374992503
14.0,16,1.0,0.625,0.875,0.5,0.75,1.0,0.5,0.75,0,0,10,14,4,4,0,0,12,2,2,0,0,1985.7860000010987,3009.9262000039744,1024.1402000028756,64.00876250017973,10452.53000624939,191.74450625018835
15.0,16,1.0,0.75,1.0,0.6875,0.9375,1.0,0.6875,0.9375,0,0,12,16,4,4,0,0,15,0,1,0,0,2792.678200003138,3655.9713000024203,863.2930999992823,53.95581874995514,10955.087212501212,228.49820625015127
16.0,16,1.0,0.9375,1.0,0.9375,1.0,1.0,0.9375,1.0,0,0,15,16,1,1,0,0,16,0,0,0,0,3191.7588999967847,3392.499499994301,200.74059999751626,12.546287499844766,10463.376506249915,212.0312187496438
