file_name,lab_name,experiment_id,corridor_id,position_id,tx_power_dbm,filename_sf,filename_tx_power_dbm,filename_preamble_len,header_packet_counter,packet_avg_power_db,preamble_peak_to_residual_db,preamble_peak_width_3db_bins_avg,preamble_peak_mag_bin_-8,preamble_peak_mag_bin_-7,preamble_peak_mag_bin_-6,preamble_peak_mag_bin_-5,preamble_peak_mag_bin_-4,preamble_peak_mag_bin_-3,preamble_peak_mag_bin_-2,preamble_peak_mag_bin_-1,preamble_peak_mag_bin_+0,preamble_peak_mag_bin_+1,preamble_peak_mag_bin_+2,preamble_peak_mag_bin_+3,preamble_peak_mag_bin_+4,preamble_peak_mag_bin_+5,preamble_peak_mag_bin_+6,preamble_peak_mag_bin_+7,preamble_peak_mag_bin_+8
1_0_10_12_10_16.bin,lab1-SF12-TP10,1,0,10,10,12,10,16,,-18.4951608,2.92535496,1.02900672,0.0233032461,0.0631850809,0.0355962887,0.0812010989,0.0599001423,0.120361485,0.127296448,0.275131315,1,0.52295804,0.205240607,0.128032997,0.0933408067,0.0736075863,0.0604728907,0.0519294702,0.0451139994
1_0_10_12_10_16.bin,lab1-SF12-TP10,1,0,10,10,12,10,16,,-18.4731955,5.42790794,0.846879482,0.0158094503,0.0519067571,0.0254101381,0.0663161129,0.0447970256,0.0981864035,0.100096285,0.228677139,1,0.369642735,0.153680801,0.0976187959,0.0713462979,0.0566949695,0.0466650538,0.0400148481,0.0349527299
1_0_10_12_10_16.bin,lab1-SF12-TP10,1,0,10,10,12,10,16,,-18.5133754,12.6530533,0.6688146,0.00345169567,0.0298568662,0.00589464093,0.0361227989,0.0126553327,0.050898347,0.0368762501,0.117160045,1,0.133095086,0.0603383482,0.0395711139,0.0293249525,0.0235125553,0.0194913018,0.0167398192,0.0147225996
1_0_10_12_10_16.bin,lab1-SF12-TP10,1,0,10,10,12,10,16,,-18.5369541,18.8517609,0.601579309,0.0159912072,0.0120949205,0.0170823466,0.0120436829,0.0188806895,0.0136504658,0.0225521661,0.0305260047,1,0.02685293,0.0139921419,0.00911102816,0.00700720958,0.00556039205,0.00484982785,0.00416493462,0.0035688486
1_0_10_12_10_16.bin,lab1-SF12-TP10,1,0,10,10,12,10,16,,-18.5586465,18.8183193,0.602700114,0.0153606143,0.0128522851,0.0161590241,0.0131675201,0.0173954945,0.0146216461,0.0196099132,0.0322883315,1,0.0289509464,0.0145871611,0.00967058633,0.00757418526,0.00601636572,0.00506990263,0.00426833332,0.00390670076
1_0_10_12_10_16.bin,lab1-SF12-TP10,1,0,10,10,12,10,16,,-18.5517916,17.9196472,0.606951535,0.0202492382,0.00776868779,0.0226383843,0.00734054483,0.027295053,0.00877780002,0.0397272445,0.0349992923,1,0.0383844078,0.0208737627,0.0141099095,0.0106606027,0.00859365892,0.00727160182,0.00603878545,0.00536122872
1_0_10_12_10_16.bin,lab1-SF12-TP10,1,0,10,10,12,10,16,,-18.6650189,18.5985451,0.605231762,0.0142344646,0.0143126948,0.0144761922,0.0149283893,0.0148126818,0.0175643563,0.0166864898,0.0369331427,1,0.0323683098,0.0157298259,0.0108583262,0.00813079067,0.00674788188,0.00541492458,0.00490676006,0.00406279927
1_0_10_12_10_16.bin,lab1-SF12-TP10,1,0,10,10,12,10,16,,-18.6702846,13.3267651,0.659927845,0.0036329967,0.0282837767,0.00530079799,0.0342562795,0.010612675,0.0477154106,0.0323483199,0.108055823,1,0.119139075,0.0552040115,0.0354494043,0.0266469121,0.0210995041,0.0178772602,0.0151915411,0.0135377692
1_0_10_12_10_16.bin,lab1-SF12-TP10,1,0,10,10,12,10,16,,-18.5873595,14.9754772,0.641950011,0.00528590661,0.0246136207,0.00477295928,0.0294575617,0.00819622539,0.0398438834,0.0234638304,0.0881158113,1,0.0896510631,0.0415613167,0.0269510094,0.0202073753,0.0163009688,0.0135149937,0.0116188899,0.0103138899
1_0_11_12_10_16.bin,lab1-SF12-TP10,1,0,11,10,12,10,16,,-38.44154,0.920073986,1.10508299,0.0284918416,0.0646533296,0.03868917,0.084394604,0.0655690804,0.125862613,0.135382146,0.285709381,1,0.567690015,0.218685895,0.137607396,0.0990287438,0.0798434913,0.0627968982,0.0608840287,0.0459979847
1_0_11_12_10_16.bin,lab1-SF12-TP10,1,0,11,10,12,10,16,,-39.6261151,6.22924042,0.693291426,0.00599206844,0.0311051421,0.01199318,0.0414039381,0.0199658703,0.0577717125,0.0512330346,0.137404382,1,0.173618987,0.0760943592,0.054725986,0.0351157449,0.0313989557,0.022362303,0.024650136,0.0174059831
1_0_11_12_10_16.bin,lab1-SF12-TP10,1,0,11,10,12,10,16,,-39.1974013,7.41431046,0.63857156,0.00669881422,0.0229801573,0.00755350571,0.0277199484,0.0100977113,0.0361708775,0.0250866823,0.0818651468,1,0.0864912793,0.0388671942,0.0286035296,0.0185621642,0.0164212547,0.0125339301,0.0145110926,0.0113281887
1_0_11_12_10_16.bin,lab1-SF12-TP10,1,0,11,10,12,10,16,,-39.9272226,7.69579172,0.624843597,0.00844558328,0.0192468204,0.0100978948,0.0223100353,0.00972707756,0.0308033265,0.0222795624,0.0628635064,1,0.0655001849,0.0285683051,0.0210983921,0.0134979086,0.0157563202,0.0108226761,0.0109702451,0.00891404413
1_0_11_12_10_16.bin,lab1-SF12-TP10,1,0,11,10,12,10,16,,-36.8277391,7.44658947,0.646667957,0.00737466943,0.0279945638,0.00831201021,0.0319696702,0.0110767931,0.0424331166,0.0262927916,0.0930416808,1,0.0977621153,0.0463226996,0.0290890839,0.0213207752,0.017953407,0.0158863589,0.01502214,0.0114333499
1_0_11_12_10_16.bin,lab1-SF12-TP10,1,0,11,10,12,10,16,,-39.550858,4.25662565,0.602129757,0.0182918608,0.0189597905,0.0215526149,0.0148143461,0.0193262827,0.0195295848,0.0266055781,0.0337312035,1,0.0256801229,0.0196270682,0.0111177256,0.0139862048,0.0117869647,0.0114932107,0.0122430492,0.0135871451
1_0_11_12_10_16.bin,lab1-SF12-TP10,1,0,11,10,12,10,16,,-41.4508914,4.97832394,0.665507317,0.0283260886,0.0121802734,0.0338495299,0.0190194678,0.0494183935,0.0311709568,0.0812328458,0.137834877,1,0.102574632,0.0577093177,0.0398634151,0.030821491,0.0254598018,0.0217639878,0.0185657777,0.0184980705
1_0_11_12_10_16.bin,lab1-SF12-TP10,1,0,11,10,12,10,16,,-41.578901,5.96330929,0.608323336,0.0215540528,0.0108203962,0.025920257,0.0122361239,0.0268242918,0.0136505133,0.0415702425,0.035898041,1,0.0417085476,0.020305559,0.0185150933,0.009959694,0.0126293311,0.00813589338,0.0101750167,0.00905103143
1_0_11_12_10_16.bin,lab1-SF12-TP10,1,0,11,10,12,10,16,,-40.4754567,6.77937794,0.607520938,0.0170530342,0.0178726111,0.0161012132,0.0186946522,0.0161627866,0.02113056,0.0202500448,0.0405109972,1,0.0360370278,0.0175740309,0.0140335923,0.0112684276,0.00970432535,0.00797883607,0.00834582001,0.00793721993
1_0_12_12_10_16.bin,lab1-SF12-TP10,1,0,12,10,12,10,16,,-30.016464,14.8533535,0.609804153,0.012637197,0.0164335594,0.0120753553,0.0177524053,0.0109500755,0.0212980658,0.0147765158,0.0434188694,1,0.0399299413,0.01935325,0.0124425441,0.0100489613,0.00702792499,0.00737182237,0.00628132094,0.00493216468
1_0_12_12_10_16.bin,lab1-SF12-TP10,1,0,12,10,12,10,16,,-30.1726555,15.3143663,0.60628593,0.0128859803,0.0165684652,0.0135843083,0.0171990432,0.0125677157,0.0201941803,0.0158094354,0.0378057696,1,0.0344979167,0.0178798828,0.011823005,0.00924326852,0.00688741961,0.00682192203,0.0050754291,0.00514540542
1_0_12_12_10_16.bin,lab1-SF12-TP10,1,0,12,10,12,10,16,,-30.1765037,8.07797146,0.729819,0.0406914428,0.0143169453,0.0497919656,0.0262246598,0.0683275387,0.0547920838,0.128072605,0.230992347,1,0.160808355,0.0885139257,0.0611244217,0.0469185486,0.0385039933,0.0317483135,0.026618652,0.0250590723
1_0_12_12_10_16.bin,lab1-SF12-TP10,1,0,12,10,12,10,16,,-30.023853,15.3519011,0.601915598,0.0154920435,0.01241537,0.016793292,0.0127478112,0.0185565669,0.0140509652,0.02229698,0.030757241,1,0.0277114678,0.014579461,0.0105295517,0.00793597288,0.00586509705,0.00508976262,0.004223119,0.00431962358
1_0_12_12_10_16.bin,lab1-SF12-TP10,1,0,12,10,12,10,16,,-29.6878482,5.72301197,0.811022103,0.0487197451,0.0238728859,0.0616028719,0.0391753353,0.0860187188,0.0788116902,0.167291567,0.337234437,1,0.202032983,0.114539035,0.0778351352,0.0606610328,0.0485946946,0.0415063463,0.0357230939,0.0316786543
1_0_12_12_10_16.bin,lab1-SF12-TP10,1,0,12,10,12,10,16,,-29.6756027,9.99100208,0.690826654,0.0344951637,0.00908323191,0.0420063771,0.0182642248,0.0560373627,0.0403230675,0.101837672,0.17244193,1,0.131590158,0.0719766021,0.0490950681,0.0374017321,0.0294087511,0.025378624,0.0211595818,0.0189564303
1_0_12_12_10_16.bin,lab1-SF12-TP10,1,0,12,10,12,10,16,,-29.9890888,2.17786407,1.0957458,0.0657533407,0.0375578739,0.0834736228,0.0604237244,0.119851805,0.119494349,0.244804248,0.563018441,1,0.265775859,0.153992653,0.108671442,0.0830228627,0.0687917471,0.0565730929,0.050316032,0.0435625836
1_0_12_12_10_16.bin,lab1-SF12-TP10,1,0,12,10,12,10,16,,-30.0227139,3.49935627,0.944252014,0.0586789772,0.0315199085,0.0738193616,0.0510265976,0.106340043,0.102610052,0.213766903,0.465917438,1,0.241376072,0.13814646,0.097527951,0.0747280866,0.0608824864,0.0510256402,0.0438235924,0.038658943
1_0_12_12_10_16.bin,lab1-SF12-TP10,1,0,12,10,12,10,16,,-29.9357464,3.17271161,0.977939487,0.0600950196,0.033302635,0.0763301551,0.0543152466,0.109443888,0.108088985,0.220691681,0.490336508,1,0.247224569,0.142667443,0.0989232659,0.0778761804,0.0629273355,0.0527826361,0.045644667,0.0400958657
1_0_12_12_10_16.bin,lab1-SF12-TP10,1,0,12,10,12,10,16,,-30.7809336,-0.907232702,1.70961833,0.0467669033,0.0748678073,0.0642161295,0.100823954,0.101915255,0.159721136,0.211488873,0.49910903,1,0.711716115,0.270555973,0.170706451,0.12394093,0.0978626683,0.0826010257,0.0687917024,0.0606729575
1_0_13_12_10_16.bin,lab1-SF12-TP10,1,0,13,10,12,10,16,,-41.9677141,2.90641785,0.695985913,0.0397803895,0.0100233825,0.0469034538,0.0213781036,0.0642919242,0.0410185196,0.114296898,0.178432971,1,0.138061821,0.0736491308,0.0549835525,0.0308921058,0.0335560888,0.0259025153,0.0261665639,0.016791828
1_0_13_12_10_16.bin,lab1-SF12-TP10,1,0,13,10,12,10,16,,-42.2117435,0.514971256,0.846225262,0.0566909537,0.0238582473,0.0658273399,0.040305309,0.0940911695,0.0828394964,0.185078159,0.373413205,1,0.218801007,0.117011227,0.0889961272,0.0585406795,0.053310696,0.0393738076,0.0449967757,0.0307684243
1_0_13_12_10_16.bin,lab1-SF12-TP10,1,0,13,10,12,10,16,,-41.9163778,0.96385777,0.85346508,0.056922473,0.0222579781,0.0723196194,0.0418173112,0.100444809,0.0823597386,0.191415861,0.380421937,1,0.221191853,0.121878929,0.0901857242,0.06272351,0.062916778,0.0390423089,0.0428921804,0.0313324779
1_0_13_12_10_16.bin,lab1-SF12-TP10,1,0,13,10,12,10,16,,-42.2237375,-0.955378771,1.0915854,0.0742123276,0.0362485722,0.0927368328,0.0571432561,0.122998595,0.121628419,0.251083225,0.558555722,1,0.268396914,0.150092617,0.115360066,0.0803914741,0.0715539232,0.0532663502,0.0516185649,0.0396262333
1_0_13_12_10_16.bin,lab1-SF12-TP10,1,0,13,10,12,10,16,,-42.1231946,-1.68117857,1.27016163,0.0734601021,0.0387782902,0.0967575312,0.0596751124,0.132375836,0.126949236,0.278632015,0.652821183,1,0.289152712,0.157986775,0.124569789,0.0833612382,0.0809141397,0.0579818413,0.0575838573,0.043722529
1_0_13_12_10_16.bin,lab1-SF12-TP10,1,0,13,10,12,10,16,,-42.07402,-2.61714315,1.60189795,0.0300260205,0.0817380771,0.0459465869,0.106067099,0.0743637532,0.15396592,0.155237243,0.337039798,1,0.808805764,0.289609015,0.172150254,0.129085213,0.0941778794,0.0869176462,0.0603729375,0.0638738573
1_0_13_12_10_16.bin,lab1-SF12-TP10,1,0,13,10,12,10,16,,-41.9855934,-2.7772274,1.66228473,0.0774715692,0.0546156503,0.0940886661,0.0798055828,0.141846627,0.15442957,0.293400109,0.730673194,1,0.430722564,0.201475978,0.147467375,0.102795675,0.0909346417,0.0722923726,0.0680508688,0.0502049029
1_0_13_12_10_16.bin,lab1-SF12-TP10,1,0,13,10,12,10,16,,-42.0347183,-2.7280786,1.63156104,0.0307071805,0.0888785645,0.0445436761,0.111955218,0.0759704933,0.155936509,0.161262855,0.34145242,1,0.826628327,0.29473117,0.171485364,0.13622795,0.0971403122,0.0891771764,0.0664303899,0.0648408383
