dataset,snr_db,seed,method,errors,symbol_count,ser,fixes_vs_savaux,breaks_vs_savaux
collector_low1_cr47,,42,ordinary_fft,0,539,0.0,0,0
collector_low1_cr47,,42,savaux,0,539,0.0,0,0
collector_low1_cr47,,42,savaux_header,0,539,0.0,0,0
collector_low1_cr47,,42,branch_gls,0,539,0.0,0,0
collector_low1_cr47,,42,branch_shrinkage,0,539,0.0,0,0
collector_low1_cr47,,42,savaux_dual,0,539,0.0,0,0
collector_low1_cr47,,42,proposed,0,539,0.0,0,0
