branch_dimension,branch_covariance_count,branch_snapshots,branch_diagonal_cv,branch_mean_abs_correlation,branch_max_abs_correlation,pair_dimension,pair_snapshots,pair_diagonal_cv,pair_mean_abs_correlation,pair_max_abs_correlation,dataset,snr_db,seed,packet_index,cfo_int,cfo_frac,offpacket_windows,branch_gls_active,min_branch_correlation
4,1024,256,0.0276321034443177,0.31980250093293294,0.4969176216190835,2,4096,0.686075763011832,0.006533674135224695,0.006533674135224695,0_0_0_10_14_32,-18.0,42,0,-25,0.05380236129609033,256,1,0.05
4,1024,256,0.028114423128550777,0.31939764465146103,0.49837727020972017,2,4096,0.684037121330843,0.003441565273402717,0.003441565273402717,0_0_0_10_14_32,-18.0,42,2,-25,-0.2621175001545824,256,1,0.05
4,1024,256,0.028119301701721635,0.31927909263458676,0.5007021447788894,2,4096,0.6851590857279405,0.0038862413881581527,0.0038862413881581527,0_0_0_10_14_32,-18.0,42,3,-25,-0.3325083542533448,256,1,0.05
4,1024,256,0.027638130734954268,0.3196987339378661,0.49730410293613675,2,4096,0.68814749392553,0.005461036163300013,0.005461036163300013,0_0_0_10_14_32,-20.0,42,0,-25,0.05380236129609033,256,1,0.05
4,1024,256,0.028120111390621042,0.31929119085127844,0.4985673001736682,2,4096,0.6854101591505808,0.003969485895992221,0.003969485895992221,0_0_0_10_14_32,-20.0,42,2,-25,-0.2621175001545824,256,1,0.05
4,1024,256,0.028126338847417186,0.3191706454350962,0.5008788244269642,2,4096,0.6863513288578715,0.004398056686278659,0.004398056686278659,0_0_0_10_14_32,-20.0,42,3,-25,-0.3325083542533448,256,1,0.05
4,1024,256,0.027644186688881432,0.3196309943644067,0.4977301702432519,2,4096,0.6894099776296918,0.004666069920319166,0.004666069920319166,0_0_0_10_14_32,-22.0,42,0,-25,0.05380236129609033,256,1,0.05
4,1024,256,0.028125112225476243,0.3192219983115719,0.498709113542991,2,4096,0.6862083059564256,0.004370625603788988,0.004370625603788988,0_0_0_10_14_32,-22.0,42,2,-25,-0.2621175001545824,256,1,0.05
4,1024,256,0.028131924602440805,0.3191009032076423,0.5010100210713522,2,4096,0.6870406945283654,0.00477502025264089,0.00477502025264089,0_0_0_10_14_32,-22.0,42,3,-25,-0.3325083542533448,256,1,0.05
