event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,40960,188416,10,42,33,3603,-493,3603,3603,156.67714083132094,1.3095583641175612,0.4272040591219362,10,125000.0,500000.0,4,4096,4,4096,29,2
1,1544192,1699840,377,411,35,224,224,224,224,342.5115661530735,6.178705391342615,0.5506219697921286,10,125000.0,500000.0,4,4096,4,4096,29,2
2,3043328,3194880,743,776,34,4013,-83,4013,4013,534.8801330882083,12.56387342632604,0.8620892925806485,10,125000.0,500000.0,4,4096,4,4096,29,2
3,4542464,4698112,1109,1143,35,3706,-390,3706,3706,244.06297492890772,4.756326303508486,0.5330151320682797,10,125000.0,500000.0,4,4096,4,4096,29,2
4,6045696,6201344,1476,1510,35,327,327,327,327,169.66287933416535,4.854841463842856,0.41579826375160367,10,125000.0,500000.0,4,4096,4,4096,29,2
5,7544832,7700480,1842,1876,35,20,20,20,20,249.31072330140736,6.135089493363078,0.7552939081057898,10,125000.0,500000.0,4,4096,4,4096,29,2
6,9043968,9195520,2208,2241,34,3809,-287,3809,3809,221.73206151524914,8.126429158783026,0.657101375111434,10,125000.0,500000.0,4,4096,4,4096,29,2
7,10555392,10702848,2577,2609,33,430,430,430,430,124.22842944798413,1.6647292527100934,0.2881784889024879,10,125000.0,500000.0,4,4096,4,4096,29,2
8,12046336,12201984,2941,2975,35,123,123,123,123,294.92668062367096,7.909091401527618,0.689220035002286,10,125000.0,500000.0,4,4096,4,4096,29,2
9,13545472,13697024,3307,3340,34,3912,-184,3911,3912,188.99125622066467,1.5580103509358678,0.5123443430021885,10,125000.0,500000.0,4,4096,4,4096,29,2
10,15044608,15187968,3673,3704,32,3605,-491,3605,3605,106.89446516636148,1.2498302253594897,0.44040778582846857,10,125000.0,500000.0,4,4096,4,4096,29,2
11,16547840,16703488,4040,4074,35,226,226,225,226,150.3639785345446,1.036703539583459,0.4106438097249262,10,125000.0,500000.0,4,4096,4,4096,29,2
12,18046976,18198528,4406,4439,34,4015,-81,4014,4015,536.6759635542546,1.6983362800894104,0.5676799868982549,10,125000.0,500000.0,4,4096,4,4096,29,2
13,19546112,19697664,4772,4805,34,3707,-389,3707,3707,344.1423580616874,1.93142510288146,0.4591858863592993,10,125000.0,500000.0,4,4096,4,4096,29,2
14,21049344,21204992,5139,5173,35,328,328,328,328,195.7187825123267,5.094940711044229,0.415947512189988,10,125000.0,500000.0,4,4096,4,4096,29,2
