frame_index,packet_index,event_index,stage,frame_symbol_index,stage_symbol_index,start_sample,sf,bw,os_factor,cfo_int,cfo_frac,cfo_correction_mode,cfo_common_phase_rad,cfo_common_phase_pi,sto_frac,sfo_hat,sfo_cum_before,source_grlora_branch_sample_phases,source_grlora_branch_valid,source_grlora_branch_payload_sto_frac,source_grlora_branch_payload_sto_sample_correction,source_grlora_branch_sfo_hat,source_grlora_branch_sfo_cum_initial,sfo_sample_adjust_after,raw_fft_bin,signed_fft_bin,symbol_value,peak_real,peak_imag,peak_amp,peak_power,peak_phase,peak_margin_db,total_power,header_valid,payload_len,payload_cr,payload_has_crc,payload_ldro
0,0,0,header,0,0,695513,10,125000.0,4,-21,-0.35766409636452867,continuous,-0.0,-0.0,-0.1445346540502827,-0.005474078351538992,0.10546534594971729,,,,,,,0,301,301,75,-9.52279281616211,-4.450104713439941,10.511280368258143,110.48703002929688,-2.704436615154187,18.501411204225285,127.94526208160642,1,33,1,1,0
0,0,0,header,1,1,699609,10,125000.0,4,-21,-0.35766409636452867,continuous,-134.1941612459546,-42.71532819272907,-0.1445346540502827,-0.005474078351538992,0.09999126759817831,,,,,,,0,653,-371,163,-9.12474536895752,-4.894650459289551,10.354640561938165,107.21858978271484,-2.649239161897631,17.42530959221854,123.63248169719645,1,33,1,1,0
0,0,0,header,2,2,703705,10,125000.0,4,-21,-0.35766409636452867,continuous,-268.3883224919092,-85.43065638545814,-0.1445346540502827,-0.005474078351538992,0.09451718924663932,,,,,,,0,61,61,15,-8.710296630859375,-5.377964019775391,10.236784866136382,104.79176330566406,-2.588458324850985,17.943516734731336,121.44485195151356,1,33,1,1,0
0,0,0,header,3,3,707801,10,125000.0,4,-21,-0.35766409636452867,continuous,-402.5824837378638,-128.14598457818718,-0.1445346540502827,-0.005474078351538992,0.08904311089510034,,,,,,,0,81,81,20,-8.572098731994629,-5.865718364715576,10.386892153345268,107.88753509521484,-2.5414949108582565,16.410713672072326,125.6951235082538,1,33,1,1,0
0,0,0,header,4,4,711897,10,125000.0,4,-21,-0.35766409636452867,continuous,-536.7766449838184,-170.86131277091627,-0.1445346540502827,-0.005474078351538992,0.08356903254356135,,,,,,,0,845,-179,211,-8.299006462097168,-6.3459296226501465,10.447216425132543,109.14434051513672,-2.4887741127329264,18.80668539417373,125.6951173038633,1,33,1,1,0
0,0,0,header,5,5,715993,10,125000.0,4,-21,-0.35766409636452867,continuous,-670.970806229773,-213.5766409636453,-0.1445346540502827,-0.005474078351538992,0.07809495419202236,,,,,,,0,825,-199,206,-7.937561988830566,-6.7343854904174805,10.409459076247591,108.35684204101562,-2.43801663865744,18.845814559454514,124.25752366087363,1,33,1,1,0
0,0,0,header,6,6,720089,10,125000.0,4,-21,-0.35766409636452867,continuous,-805.1649674757276,-256.29196915637436,-0.1445346540502827,-0.005474078351538992,0.07262087584048338,,,,,,,0,729,-295,182,-7.632412910461426,-7.197812080383301,10.491054550439152,110.06222534179688,-2.38549117884798,18.68466612023964,125.88262236385572,1,33,1,1,0
0,0,0,header,7,7,724185,10,125000.0,4,-21,-0.35766409636452867,continuous,-939.3591287216823,-299.00729734910345,-0.1445346540502827,-0.005474078351538992,0.06714679748894439,,,,,,,0,345,345,86,-7.183716773986816,-7.355650901794434,10.281604294949734,105.71138000488281,-2.3443696214732106,19.60199355089548,120.69479988501553,1,33,1,1,0
0,0,0,payload,8,0,728281,10,125000.0,4,-21,-0.35766409636452867,continuous,-1073.5532899676368,-341.72262554183254,-0.1445346540502827,-0.005474078351538992,0.0616727191374054,,,,,,,0,803,-221,802,-6.927279472351074,-7.5773234367370605,10.266597847046572,105.40303039550781,-2.311408067165077,21.177893576348957,119.06970045082426,1,33,1,1,0
0,0,0,payload,9,1,732377,10,125000.0,4,-21,-0.35766409636452867,continuous,-1207.7474512135914,-384.4379537345616,-0.1445346540502827,-0.005474078351538992,0.05619864078586641,,,,,,,0,826,-198,825,-6.983339309692383,-7.8648905754089355,10.517772182237605,110.62351989746094,-2.2968933029976353,22.89976042157712,125.07004973312766,1,33,1,1,0
0,0,0,payload,10,2,736473,10,125000.0,4,-21,-0.35766409636452867,continuous,-1341.941612459546,-427.1532819272906,-0.1445346540502827,-0.005474078351538992,0.050724562434327415,,,,,,,0,922,-102,921,-6.893438339233398,-7.868784427642822,10.461226529691778,109.437255859375,-2.290219969707414,20.5234143849705,124.13251157452294,1,33,1,1,0
0,0,0,payload,11,3,740569,10,125000.0,4,-21,-0.35766409636452867,continuous,-1476.1357737055007,-469.86861012001975,-0.1445346540502827,-0.005474078351538992,0.04525048408278842,,,,,,,0,718,-306,717,-6.840940952301025,-8.028388977050781,10.547677596499607,111.25350952148438,-2.276504729279855,21.370776656335714,126.00763306985164,1,33,1,1,0
0,0,0,payload,12,4,744665,10,125000.0,4,-21,-0.35766409636452867,continuous,-1610.3299349514552,-512.5839383127487,-0.1445346540502827,-0.005474078351538992,0.03977640573124943,,,,,,,0,86,86,85,-6.765021800994873,-7.879164695739746,10.38492928577405,107.84676361083984,-2.280259875162099,25.286145679860233,121.56986190981456,1,33,1,1,0
0,0,0,payload,13,5,748761,10,125000.0,4,-21,-0.35766409636452867,continuous,-1744.5240961974098,-555.2992665054778,-0.1445346540502827,-0.005474078351538992,0.03430232737971044,,,,,,,0,467,467,466,-6.6847453117370605,-7.891407012939453,10.342152799425302,106.96012115478516,-2.27359954284409,23.754859975023123,120.257276519671,1,33,1,1,0
0,0,0,payload,14,6,752857,10,125000.0,4,-21,-0.35766409636452867,continuous,-1878.7182574433646,-598.0145946982069,-0.1445346540502827,-0.005474078351538992,0.028828249028171445,,,,,,,0,89,89,88,-6.941411972045898,-7.687644004821777,10.357754124834898,107.28306579589844,-2.3052283992213325,25.679503756745614,120.6948017790242,1,33,1,1,0
0,0,0,payload,15,7,756953,10,125000.0,4,-21,-0.35766409636452867,continuous,-2012.912418689319,-640.729922890936,-0.1445346540502827,-0.005474078351538992,0.023354170676632452,,,,,,,0,713,-311,712,-7.21439790725708,-7.5996246337890625,10.478636921791349,109.80182647705078,-2.3301961546123464,28.77930601082462,123.00744805896738,1,33,1,1,0
0,0,0,payload,16,8,761049,10,125000.0,4,-21,-0.35766409636452867,continuous,-2147.1065799352737,-683.4452510836651,-0.1445346540502827,-0.005474078351538992,0.01788009232509346,,,,,,,0,865,-159,864,-7.596647262573242,-7.440183162689209,10.63322035539213,113.06538391113281,-2.366599505672594,23.959600727415477,127.13270728506996,1,33,1,1,0
0,0,0,payload,17,9,765145,10,125000.0,4,-21,-0.35766409636452867,continuous,-2281.300741181228,-726.1605792763941,-0.1445346540502827,-0.005474078351538992,0.012406013973554467,,,,,,,0,405,405,404,-7.827251434326172,-6.899355888366699,10.433933902919904,108.86698150634766,-2.4191194070326056,26.70805997150909,122.06989382926804,1,33,1,1,0
0,0,0,payload,18,10,769241,10,125000.0,4,-21,-0.35766409636452867,continuous,-2415.4949024271828,-768.8759074691231,-0.1445346540502827,-0.005474078351538992,0.006931935622015475,,,,,,,0,765,-259,764,-8.352076530456543,-6.371645450592041,10.50500110036421,110.35504913330078,-2.489898170575075,26.052484220883944,123.38246540438013,1,33,1,1,0
0,0,0,payload,19,11,773337,10,125000.0,4,-21,-0.35766409636452867,continuous,-2549.6890636731373,-811.5912356618521,-0.1445346540502827,-0.005474078351538992,0.0014578572704764831,,,,,,,0,1023,-1,1022,-8.6652250289917,-5.789358139038086,10.421266356115783,108.60279846191406,-2.552588720541223,30.16324500653387,121.25734221157654,1,33,1,1,0
0,0,0,payload,20,12,777433,10,125000.0,4,-21,-0.35766409636452867,continuous,-2683.883224919092,-854.3065638545812,-0.1445346540502827,-0.005474078351538992,-0.004016221081062509,,,,,,,0,597,-427,596,-9.348533630371094,-4.961157321929932,10.583390903255832,112.00817108154297,-2.653696878753183,29.865465055628896,125.32009926876117,1,33,1,1,0
0,0,0,payload,21,13,781529,10,125000.0,4,-21,-0.35766409636452867,continuous,-2818.077386165047,-897.0218920473104,-0.1445346540502827,-0.005474078351538992,-0.0094902994326015,,,,,,,0,562,-462,561,-9.804191589355469,-4.246602535247803,10.684372036444705,114.15580749511719,-2.7328463176352735,28.079480146032438,127.57021458650456,1,33,1,1,0
0,0,0,payload,22,14,785625,10,125000.0,4,-21,-0.35766409636452867,continuous,-2952.2715474110014,-939.7372202400395,-0.1445346540502827,-0.005474078351538992,-0.014964377784140493,,,,,,,0,478,478,477,-10.280640602111816,-3.012631416320801,10.71296033971904,114.76751708984375,-2.8565340204536858,30.201558956691677,129.69534271957673,1,33,1,1,0
0,0,0,payload,23,15,789721,10,125000.0,4,-21,-0.35766409636452867,continuous,-3086.465708656956,-982.4525484327685,-0.1445346540502827,-0.005474078351538992,-0.020438456135679486,,,,,,,0,267,267,266,-10.456862449645996,-1.9640589952468872,10.63971334330144,113.20349884033203,-2.955930870147007,29.96530925475168,126.9451821323853,1,33,1,1,0
