frame_index,packet_index,event_index,stage,frame_symbol_index,stage_symbol_index,start_sample,sf,bw,os_factor,cfo_int,cfo_frac,cfo_correction_mode,cfo_common_phase_rad,cfo_common_phase_pi,sto_frac,sfo_hat,sfo_cum_before,source_grlora_branch_sample_phases,source_grlora_branch_valid,source_grlora_branch_payload_sto_frac,source_grlora_branch_payload_sto_sample_correction,source_grlora_branch_sfo_hat,source_grlora_branch_sfo_cum_initial,sfo_sample_adjust_after,raw_fft_bin,signed_fft_bin,symbol_value,peak_real,peak_imag,peak_amp,peak_power,peak_phase,peak_margin_db,total_power,header_valid,payload_len,payload_cr,payload_has_crc,payload_ldro
0,0,0,header,0,0,4272711,10,125000.0,4,-25,0.05380236129609033,continuous,-0.0,-0.0,0.45652793536834557,-0.006393837820049189,-0.04347206463165443,,,,,,,0,301,301,75,-0.6126375198364258,-3.4004273414611816,3.455174501420744,11.938230514526367,-1.7490489477201745,17.69419930555738,29.12676319212062,1,33,1,1,0
0,0,0,header,1,1,4276807,10,125000.0,4,-25,0.05380236129609033,continuous,-156.7415824735025,-49.89239527740782,0.45652793536834557,-0.006393837820049189,-0.049865902451703616,,,,,,,0,653,-371,163,-1.8549200296401978,-3.708488941192627,4.146518846370821,17.19361686706543,-2.034589657641545,19.323280984763763,34.752102700727846,1,33,1,1,0
0,0,0,header,2,2,4280903,10,125000.0,4,-25,0.05380236129609033,continuous,-313.483164947005,-99.78479055481564,0.45652793536834557,-0.006393837820049189,-0.0562597402717528,,,,,,,0,61,61,15,-2.606598138809204,-2.6111178398132324,3.6894837349735705,13.612289428710938,-2.3553282682875674,17.73181852652581,31.251888916017833,1,33,1,1,0
0,0,0,header,3,3,4284999,10,125000.0,4,-25,0.05380236129609033,continuous,-470.22474742050747,-149.67718583222344,0.45652793536834557,-0.006393837820049189,-0.062653578091802,,,,,,,0,81,81,20,-3.7178096771240234,-1.7594503164291382,4.11312219746747,16.917776107788086,-2.6995738123561237,16.9974727962894,34.8771127129512,1,33,1,1,0
0,0,0,header,4,4,4289095,10,125000.0,4,-25,0.05380236129609033,continuous,-626.96632989401,-199.5695811096313,0.45652793536834557,-0.006393837820049189,-0.06904741591185119,,,,,,,0,845,-179,211,-3.997945547103882,-0.4413396418094635,4.022231877582428,16.178346633911133,-3.0316462160796576,18.085027220519862,34.06455778534337,1,33,1,1,0
0,0,0,header,5,5,4293191,10,125000.0,4,-25,0.05380236129609033,continuous,-783.7079123675124,-249.4619763870391,0.45652793536834557,-0.006393837820049189,-0.07544125373190039,,,,,,,0,825,-199,206,-3.772684335708618,1.1362462043762207,3.9400764629459344,15.524201393127441,2.849056282325683,18.94955739923217,33.31451527279023,1,33,1,1,0
0,0,0,header,6,6,4297287,10,125000.0,4,-25,0.05380236129609033,continuous,-940.4494948410149,-299.3543716644469,0.45652793536834557,-0.006393837820049189,-0.08183509155194958,,,,,,,0,729,-295,182,-3.1407105922698975,2.471064805984497,3.99627630423267,15.970223426818848,2.4749615797732445,20.227964033640045,33.62703585255326,1,33,1,1,0
0,0,0,header,7,7,4301383,10,125000.0,4,-25,0.05380236129609033,continuous,-1097.1910773145173,-349.2467669418547,0.45652793536834557,-0.006393837820049189,-0.08822892937199878,,,,,,,0,345,345,86,-1.7900302410125732,3.362215042114258,3.8090285182916275,14.508699417114258,2.0600237042889415,20.21200428411253,32.12694916551163,1,33,1,1,0
0,0,0,payload,8,0,4305479,10,125000.0,4,-25,0.05380236129609033,continuous,-1253.93265978802,-399.1391622192626,0.45652793536834557,-0.006393837820049189,-0.09462276719204797,,,,,,,0,803,-221,802,-0.4163646697998047,4.210882663726807,4.231417297541388,17.904895782470703,1.6693542036528406,16.772151585755374,39.75240733153623,1,33,1,1,0
0,0,0,payload,9,1,4309575,10,125000.0,4,-25,0.05380236129609033,continuous,-1410.6742422615225,-449.0315574966704,0.45652793536834557,-0.006393837820049189,-0.10101660501209717,,,,,,,0,711,-313,710,1.2370914220809937,3.512006998062134,3.7235182745655724,13.86458683013916,1.2321217648862663,18.500732100576606,34.377081894189814,1,33,1,1,0
