packet_index,frame_count,symbol_index,start_sample,top_bin,top_lora_bin,top_energy_ratio,top_phase,map_bin,map_lora_bin,map_changed,map_lora_changed,candidate_bins,candidate_lora_bins,candidate_energy_ratios
0,1,0,8196509,300,75,0.007062770970341072,-0.05388360470533371,301,75,True,False,300 301 3225 899 3414,75 75 806 225 854,0.007062771 0.006247893 0.0020316032 0.0019037047 0.0017445935
0,1,1,8200605,3725,931,0.006705629612442136,1.9882532358169556,350,88,True,True,3725 3724 3527 350 1987,931 931 882 88 497,0.0067056296 0.0051158213 0.0021359441 0.0021052451 0.0019452699
0,1,2,8204701,60,15,0.005618774540288459,1.9442518949508667,61,15,True,False,60 61 587 3754 3087,15 15 147 938 772,0.0056187745 0.00517481 0.0024805427 0.0019583183 0.001826264
0,1,3,8208797,80,20,0.010283471907243328,-0.872237503528595,80,20,False,False,80 81 2888 3978 2551,20 20 722 994 638,0.010283472 0.0041373523 0.0017858166 0.0016118695 0.0015255257
0,1,4,8212893,3916,979,0.007600443096160457,-2.145493984222412,3917,979,True,False,3916 3917 2432 3983 2578,979 979 608 996 644,0.0076004431 0.0053293948 0.0017317468 0.0016202916 0.0015834928
0,1,5,8216989,3896,974,0.00586302929684542,1.4107468128204346,3896,974,False,False,3896 3897 1952 3828 2596,974 974 488 957 649,0.0058630293 0.0049428464 0.0021327043 0.0020432585 0.0019065048
