input_file,frame_count,symbol_index,is_header,sf,cr,ldro,samples_per_symbol,top_k,hard_bin,hard_symbol,confidence_db,total_power,noise_power_est,cfo_int,cfo_frac,top1_bin,top1_symbol,top1_real,top1_imag,top1_power,top1_phase,top2_bin,top2_symbol,top2_real,top2_imag,top2_power,top2_phase,top3_bin,top3_symbol,top3_real,top3_imag,top3_power,top3_phase,top4_bin,top4_symbol,top4_real,top4_imag,top4_power,top4_phase,top5_bin,top5_symbol,top5_real,top5_imag,top5_power,top5_phase,top6_bin,top6_symbol,top6_real,top6_imag,top6_power,top6_phase,top7_bin,top7_symbol,top7_real,top7_imag,top7_power,top7_phase,top8_bin,top8_symbol,top8_real,top8_imag,top8_power,top8_phase,top9_bin,top9_symbol,top9_real,top9_imag,top9_power,top9_phase,top10_bin,top10_symbol,top10_real,top10_imag,top10_power,top10_phase,top11_bin,top11_symbol,top11_real,top11_imag,top11_power,top11_phase,top12_bin,top12_symbol,top12_real,top12_imag,top12_power,top12_phase,top13_bin,top13_symbol,top13_real,top13_imag,top13_power,top13_phase,top14_bin,top14_symbol,top14_real,top14_imag,top14_power,top14_phase,top15_bin,top15_symbol,top15_real,top15_imag,top15_power,top15_phase,top16_bin,top16_symbol,top16_real,top16_imag,top16_power,top16_phase
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,10,0,10,1,0,1024,16,871,870,2.0531129837036133,8000.04541015625,7.70180082321167,-21,-0.4512436091899872,871,870,-9.088293075561523,6.205324172973633,121.10311889648438,2.542515993118286,784,783,8.260778427124023,2.691030502319336,75.48210906982422,0.31491905450820923,788,787,6.316866874694824,4.440389156341553,59.6198616027832,0.6126975417137146,402,401,7.475737571716309,-1.4400426149368286,57.96037673950195,-0.1902979612350464,448,447,-1.7855936288833618,6.870760917663574,50.39569854736328,1.8250547647476196,830,829,6.28974723815918,-2.871619939804077,47.80712127685547,-0.42829224467277527,382,381,-5.69572639465332,3.4956750869750977,44.66104507446289,2.5911340713500977,909,908,-1.3137915134429932,6.518259048461914,44.213748931884766,1.7696871757507324,223,222,5.271637916564941,4.038079738616943,44.09625244140625,0.6536633372306824,773,772,-5.644198417663574,3.3719100952148438,43.22675323486328,2.603078603744507,598,597,6.071598052978516,1.359662652015686,38.71298599243164,0.22030356526374817,322,321,4.52772331237793,4.208752155303955,38.21387481689453,0.7489041090011597,1016,1015,6.124579429626465,0.4779278039932251,37.738887786865234,0.07787656784057617,267,266,-6.009000778198242,1.0131186246871948,37.134498596191406,2.9745633602142334,285,284,5.844649314880371,-1.6814937591552734,36.98735046386719,-0.2801326811313629,253,252,-5.299345970153809,-2.4289376735687256,33.98280334472656,-2.7118194103240967
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,11,0,10,1,0,1024,16,718,717,4.749719619750977,7874.6123046875,7.540844440460205,-21,-0.4512436091899872,718,717,12.659671783447266,-0.24708062410354614,160.32833862304688,-0.019514665007591248,672,671,6.666855812072754,3.0431814193725586,53.70792007446289,0.4282165765762329,368,367,-5.822803497314453,3.399803400039673,45.46370315551758,2.613112449645996,492,491,3.9237499237060547,-5.217405319213867,42.61713409423828,-0.9259845018386841,661,660,4.353518009185791,-4.3209733963012695,37.623931884765625,-0.7816464304924011,769,768,5.782305717468262,-1.4454745054244995,35.52445602416992,-0.24496206641197205,21,20,1.9656943082809448,5.620589733123779,35.45498275756836,1.234361171722412,501,500,5.788906097412109,0.2040446400642395,33.55306625366211,0.035232942551374435,76,75,2.1661837100982666,5.361451148986816,33.4375114440918,1.1868212223052979,875,874,-5.696527481079102,0.5142583847045898,32.71488571166992,3.051560878753662,687,686,0.10579138994216919,-5.69728946685791,32.470298767089844,-1.5522297620773315,674,673,4.657994747161865,3.214921474456787,32.03263473510742,0.6041145920753479,955,954,-5.6132307052612305,0.7150415778160095,32.0196418762207,3.01488995552063,363,362,-2.3051490783691406,-5.119355201721191,31.52151107788086,-1.9938839673995972,635,634,-4.431385040283203,3.4317827224731445,31.414306640625,2.4826409816741943,61,60,-4.7920122146606445,-2.8198184967041016,30.914756774902344,-2.609715461730957
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,12,0,10,1,0,1024,16,86,85,5.25908899307251,8659.3583984375,8.270668983459473,-21,-0.4512436091899872,86,85,-14.020198822021484,-1.3778886795043945,198.4645538330078,-3.043628454208374,456,455,7.352367401123047,2.25124192237854,59.125396728515625,0.2971285283565521,433,432,2.0773465633392334,-7.319515228271484,57.89067077636719,-1.294258713722229,544,543,-2.190652847290039,-6.955263137817383,53.174644470214844,-1.875923752784729,93,92,1.48329758644104,6.706066608428955,47.17150115966797,1.3531136512756348,48,47,-5.081250190734863,-4.402392387390137,45.200164794921875,-2.427654504776001,309,308,-2.2574682235717773,-6.25209379196167,44.184837341308594,-1.9173023700714111,413,412,-2.1696698665618896,6.0130462646484375,40.864192962646484,1.9170838594436646,291,290,6.044904708862305,1.9414762258529663,40.310203552246094,0.3107690215110779,17,16,6.33304500579834,-0.2582553029060364,40.174156188964844,-0.04075642675161362,236,235,1.9659099578857422,5.979772567749023,39.62248229980469,1.2531673908233643,72,71,0.7871435880661011,-6.112770080566406,37.98555374145508,-1.4427306652069092,415,414,-0.6057982444763184,-6.073668479919434,37.25644302368164,-1.670209288597107,577,576,1.536965012550354,-5.81096887588501,36.12962341308594,-1.3122236728668213,321,320,-4.311074733734131,4.15771484375,35.87195587158203,2.3743014335632324,124,123,5.831860542297363,1.1453142166137695,35.32234191894531,0.19392120838165283
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,13,0,10,1,0,1024,16,467,466,3.4651482105255127,8049.353515625,7.751215934753418,-21,-0.4512436091899872,467,466,6.421285629272461,8.867156028747559,119.85936737060547,0.944035530090332,3,2,-0.3353121876716614,7.33881139755249,53.97058868408203,1.616454839706421,178,177,-5.6992506980896,-3.918642044067383,47.83721160888672,-2.5392568111419678,104,103,1.2974443435668945,-6.569000720977783,44.83513259887695,-1.3757959604263306,1022,1021,2.6311540603637695,6.044670104980469,43.46100616455078,1.1602466106414795,99,98,2.8678689002990723,5.7755937576293945,41.5821533203125,1.1099128723144531,969,968,6.028231143951416,-1.198830485343933,37.776763916015625,-0.1963081657886505,674,673,-3.6376569271087646,-4.92935848236084,37.53112030029297,-2.20654559135437,753,752,-4.350753307342529,4.285325050354004,37.29306411743164,2.3637704849243164,181,180,3.6121206283569336,4.911966323852539,37.174827575683594,0.9367232918739319,800,799,4.3758463859558105,3.981060028076172,34.99687194824219,0.7381925582885742,859,858,5.862342834472656,0.7080798745155334,34.868438720703125,0.12020216882228851,917,916,4.370260715484619,3.8918328285217285,34.245540618896484,0.7275564074516296,703,702,4.391160488128662,3.849897623062134,34.104000091552734,0.7198135256767273,262,261,-2.2386045455932617,5.332496643066406,33.446868896484375,1.9682579040527344,151,150,5.727922439575195,0.6547961831092834,33.23785400390625,0.11382242292165756
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,14,0,10,1,0,1024,16,89,88,3.9226927757263184,7943.10107421875,7.642755508422852,-21,-0.4512436091899872,89,88,-5.682483673095703,-9.605813026428223,124.56226348876953,-2.104992151260376,945,944,-7.020608901977539,-1.0912388563156128,50.47975158691406,-2.9873929023742676,913,912,-4.961029052734375,-4.866534233093262,48.29496383666992,-2.365809440612793,16,15,-2.0686898231506348,6.285134315490723,43.78239059448242,1.888768196105957,347,346,0.07792362570762634,-6.26824951171875,39.29702377319336,-1.5583654642105103,605,604,-0.34429240226745605,6.257139205932617,39.270328521728516,1.6257648468017578,999,998,-5.923672676086426,-1.8950469493865967,38.68109893798828,-2.831970691680908,974,973,5.305556774139404,3.176757335662842,38.24072265625,0.5395075082778931,389,388,6.124013900756836,-0.8299247026443481,38.19232177734375,-0.13469912111759186,724,723,-0.10941201448440552,-5.98134183883667,35.788421630859375,-1.5890865325927734,345,344,-5.640071392059326,-1.432115912437439,33.86136245727539,-2.892929792404175,661,660,5.6882171630859375,-1.0058655738830566,33.36758041381836,-0.17502382397651672,897,896,-4.321756362915039,-3.8107972145080566,33.19975280761719,-2.418940782546997,721,720,1.7614706754684448,5.470288276672363,33.026832580566406,1.259273886680603,314,313,5.272607803344727,-2.17352557182312,32.52460479736328,-0.3910045623779297,12,11,-1.5588970184326172,-5.466991424560547,32.318153381347656,-1.848571538925171
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,15,0,10,1,0,1024,16,713,712,0.3057972192764282,8259.1513671875,7.961095333099365,-21,-0.4512436091899872,713,712,5.923457145690918,8.936664581298828,114.95132446289062,0.9854570627212524,307,306,-4.400049209594727,9.36884593963623,107.13571166992188,2.0098679065704346,435,434,8.161552429199219,-1.6773021221160889,69.42427825927734,-0.2026905119419098,609,608,7.108303070068359,-0.18295615911483765,50.56144714355469,-0.02573269233107567,969,968,-7.031407356262207,-0.08556872606277466,49.4480094909668,-3.1294238567352295,510,509,2.8266048431396484,-6.105877876281738,45.27144241333008,-1.1372405290603638,427,426,-6.34686279296875,-0.22738134860992432,40.33436965942383,-3.1057822704315186,517,516,-4.018218994140625,4.847557544708252,39.6448974609375,2.2629220485687256,693,692,-4.990413665771484,-3.5114777088165283,37.234703063964844,-2.5284247398376465,402,401,5.6563496589660645,1.767782211303711,35.119346618652344,0.30291271209716797,648,647,-4.708682060241699,-3.4499855041503906,34.0740852355957,-2.5092649459838867,14,13,-2.3788836002349854,5.320528030395508,33.967105865478516,1.9912477731704712,656,655,-2.9957571029663086,-4.979910373687744,33.77406692504883,-2.11236834526062,575,574,5.4006876945495605,-2.019639015197754,33.246368408203125,-0.35785824060440063,387,386,-0.43726834654808044,5.711346626281738,32.81068420410156,1.647208571434021,676,675,3.328059196472168,-4.66036319732666,32.79496383666992,-0.9506564736366272
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,16,0,10,1,0,1024,16,865,864,3.825011730194092,8482.53125,8.143867492675781,-21,-0.4512436091899872,865,864,2.8076694011688232,-11.977934837341309,151.3539276123047,-1.3405497074127197,707,706,-4.453729629516602,6.549563407897949,62.73249053955078,2.167975664138794,170,169,-6.18195915222168,-4.7171831130981445,60.46843338012695,-2.4897878170013428,103,102,6.129465103149414,-3.9434876441955566,53.121437072753906,-0.5716972351074219,829,828,7.177331447601318,-1.0147528648376465,52.5438117980957,-0.14045213162899017,577,576,-5.277122497558594,-4.948647499084473,52.337135314941406,-2.3883056640625,90,89,-1.0813579559326172,7.06970739364624,51.15009689331055,1.7225764989852905,781,780,4.446896553039551,-5.493143081665039,49.94950866699219,-0.8902677893638611,289,288,5.088846206665039,-4.842060089111328,49.34190368652344,-0.7605529427528381,975,974,3.127363920211792,-6.024795055389404,46.07855987548828,-1.0919997692108154,504,503,6.236236572265625,2.2131149768829346,43.78852462768555,0.3410155177116394,407,406,-6.358801364898682,1.7774806022644043,43.59379577636719,2.869019031524658,826,825,-6.289959907531738,1.6857377290725708,42.40530776977539,2.879741668701172,1001,1000,4.512651443481445,-4.3698272705078125,39.45941162109375,-0.7693202495574951,284,283,1.5084338188171387,6.090247631072998,39.36648941040039,1.3280022144317627,212,211,5.784932613372803,1.507057547569275,35.73666763305664,0.25484970211982727
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,17,0,10,1,0,1024,16,405,404,2.958503246307373,8258.5244140625,7.934125900268555,-21,-0.4512436091899872,405,404,-4.600171089172363,10.9887056350708,141.91322326660156,1.967256784439087,49,48,5.14949369430542,6.72983455657959,71.80795288085938,0.9176544547080994,111,110,-0.11113715171813965,-6.816601753234863,46.47841262817383,-1.5870987176895142,880,879,-5.153470993041992,4.453089714050293,46.38827133178711,2.4289722442626953,195,194,1.5820757150650024,-6.574147701263428,45.722381591796875,-1.334635853767395,648,647,0.5473675727844238,6.675549030303955,44.86256408691406,1.4889835119247437,617,616,-6.399202346801758,1.866029977798462,44.43185806274414,2.8578567504882812,649,648,-3.855860471725464,-5.3122406005859375,43.08755874633789,-2.198657751083374,442,441,-5.959847450256348,-2.544398784637451,41.99374771118164,-2.738093852996826,626,625,-0.45080602169036865,6.45011043548584,41.80714797973633,1.6405740976333618,754,753,-2.3985815048217773,6.000024318695068,41.75348663330078,1.9510974884033203,752,751,4.473146915435791,4.6112260818481445,41.2724494934082,0.8005966544151306,398,397,6.097390174865723,1.661994457244873,39.940391540527344,0.26611006259918213,81,80,-5.897878646850586,0.8820744752883911,35.56303024291992,2.9931349754333496,745,744,-3.074141025543213,5.057668685913086,35.030357360839844,2.1169443130493164,322,321,3.963973045349121,-4.385365009307861,34.94450759887695,-0.835825502872467
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,18,0,10,1,0,1024,16,228,227,0.04704604297876358,8397.9697265625,8.146272659301758,-21,-0.4512436091899872,228,227,6.792733192443848,-4.265135765075684,64.33261108398438,-0.5606797337532043,661,660,7.877119064331055,1.2611374855041504,63.63947296142578,0.15875409543514252,765,764,6.714015007019043,-3.770286798477173,59.293060302734375,-0.5116710662841797,166,165,3.084383487701416,6.740432262420654,54.94684600830078,1.1416449546813965,619,618,-4.654440879821777,4.749704360961914,44.2235107421875,2.346064805984497,450,449,2.6901586055755615,5.668171405792236,39.36511993408203,1.127668023109436,500,499,6.172674179077148,-0.352342814207077,38.226051330566406,-0.05701919272542,270,269,6.157744407653809,0.2898501753807068,38.0018310546875,0.04703611880540848,236,235,-1.732198715209961,-5.883002281188965,37.610225677490234,-1.8571455478668213,748,747,-5.955120086669922,1.1584100723266602,36.80537033081055,2.9494686126708984,786,785,-5.801512241363525,-1.7470264434814453,36.70964431762695,-2.8490967750549316,723,722,0.15806198120117188,6.041481971740723,36.52448654174805,1.5446394681930542,887,886,5.496702194213867,2.3812146186828613,35.88391876220703,0.40880218148231506,189,188,1.3978220224380493,-5.7996392250061035,35.5897216796875,-1.334288239479065,179,178,-3.467724323272705,-4.778731346130371,34.861385345458984,-2.198535680770874,888,887,5.590602874755859,1.8878967761993408,34.81899642944336,0.3256673812866211
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,19,0,10,1,0,1024,16,1020,1019,2.321002960205078,8107.40185546875,7.85460901260376,-21,-0.4512436091899872,1020,1019,3.891623020172119,7.549297332763672,72.1366195678711,1.0948299169540405,418,417,-5.994650363922119,-2.517226219177246,42.27226257324219,-2.744039297103882,743,742,1.8557723760604858,-6.217744827270508,42.10424041748047,-1.2807494401931763,630,629,-4.100353240966797,5.021471977233887,42.028076171875,2.2555558681488037,68,67,-5.59012508392334,-2.7381949424743652,38.74721145629883,-2.6861164569854736,541,540,-5.172600746154785,3.450282335281372,38.660247802734375,2.5533382892608643,567,566,4.30389404296875,-4.4127655029296875,37.996002197265625,-0.7978875637054443,611,610,-0.20100060105323792,6.103343963623047,37.29121017456055,1.60371732711792,427,426,-2.3741464614868164,-5.617746829986572,37.19565200805664,-1.9706454277038574,512,511,5.463817119598389,2.7068066596984863,37.18009948730469,0.4599654972553253,174,173,-4.7832136154174805,-3.65676212310791,36.251041412353516,-2.4888765811920166,819,818,-1.5737316608428955,-5.792694568634033,36.03194046020508,-1.836068868637085,379,378,-0.2929622530937195,-5.9612274169921875,35.6220588684082,-1.619901418685913,1023,1022,-5.87265682220459,0.3656978905200958,34.62183380126953,3.079401731491089,991,990,5.022655487060547,-3.0170273780822754,34.32952117919922,-0.5409221053123474,686,685,-1.0114747285842896,-5.74459171295166,34.02341842651367,-1.7450841665267944
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,20,0,10,1,0,1024,16,597,596,4.047670364379883,7892.9970703125,7.5749735832214355,-21,-0.4512436091899872,597,596,11.597015380859375,-3.0509753227233887,143.79922485351562,-0.257253497838974,527,526,1.2353476285934448,-7.422699928283691,56.62255859375,-1.4058794975280762,486,485,-5.9577789306640625,-4.285300254821777,53.858924865722656,-2.51804518699646,760,759,4.0612006187438965,-5.565889358520508,47.47247314453125,-0.9404411315917969,712,711,4.661581993103027,-4.68941068649292,43.720916748046875,-0.7883741855621338,26,25,-6.030533790588379,-2.7076199054718018,43.69853973388672,-2.719583034515381,669,668,3.017864942550659,-5.740323066711426,42.05881881713867,-1.086776614189148,12,11,6.293972969055176,1.5203683376312256,41.92561721801758,0.23701892793178558,816,815,4.049378395080566,-4.919765949249268,40.6015625,-0.882137656211853,261,260,-1.0598950386047363,6.276719093322754,40.52058029174805,1.73807954788208,511,510,1.8270823955535889,-5.876219272613525,37.86818313598633,-1.2693440914154053,89,88,-5.873660564422607,-1.6888855695724487,37.35222244262695,-2.861610174179077,807,806,5.36793327331543,2.8289103507995605,36.817440032958984,0.485014945268631,619,618,2.0213398933410645,-5.555113792419434,34.94510269165039,-1.2218189239501953,578,577,4.792646408081055,3.3940064907073975,34.488739013671875,0.6161878705024719,563,562,-0.3873952329158783,-5.79043436050415,33.679203033447266,-1.6375993490219116
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,21,0,10,1,0,1024,16,562,561,4.544968605041504,7751.73388671875,7.447499752044678,-21,-0.4512436091899872,562,561,-11.509902954101562,0.6810687780380249,132.94171142578125,3.082489252090454,210,209,-6.826717853546143,-0.28201091289520264,46.6836051940918,-3.100306272506714,580,579,6.618175983428955,1.562943696975708,46.24304962158203,0.23191028833389282,1018,1017,-3.62833833694458,-5.711122989654541,45.781761169433594,-2.1367757320404053,224,223,2.9990692138671875,5.486605167388916,39.097251892089844,1.070554494857788,206,205,-6.131193161010742,0.8941033482551575,38.39094924926758,2.9967846870422363,132,131,-5.230378150939941,3.147092819213867,37.26104736328125,2.5999276638031006,373,372,4.053244590759277,-4.413430213928223,35.90715789794922,-0.8279141187667847,894,893,4.900264263153076,3.3805088996887207,35.4404296875,0.6038898825645447,493,492,5.889396667480469,0.8514520525932312,35.40996551513672,0.14357890188694,467,466,-2.6690759658813477,-5.295278549194336,35.1639404296875,-2.03767728805542,223,222,4.581395626068115,3.4624273777008057,32.97758865356445,0.647176206111908,721,720,-2.967297077178955,-4.908056259155273,32.89386749267578,-2.114574432373047,589,588,3.615330219268799,4.28037166595459,31.392192840576172,0.8694280982017517,363,362,4.556473255157471,3.216902732849121,31.10991096496582,0.6147462725639343,538,537,4.816317558288574,-2.77541446685791,30.89984130859375,-0.5227749943733215
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,22,0,10,1,0,1024,16,478,477,4.150950908660889,8267.041015625,7.948788166046143,-21,-0.4512436091899872,478,477,11.309576034545898,2.7430195808410645,135.4306640625,0.2379448413848877,994,993,-1.340437412261963,7.090651988983154,52.07411575317383,1.7576344013214111,810,809,6.833158016204834,1.1135532855987549,47.93204879760742,0.16154314577579498,477,476,0.4364565312862396,6.907671928405762,47.90642547607422,1.5076959133148193,133,132,-2.7709803581237793,6.067178726196289,44.488990783691406,1.9992215633392334,870,869,-4.8574934005737305,-4.228959560394287,41.479339599609375,-2.4252572059631348,889,888,-1.9438190460205078,6.134250640869141,41.40746307373047,1.8776662349700928,638,637,-1.3264496326446533,6.225510597229004,40.516448974609375,1.7807239294052124,73,72,-2.4963388442993164,5.833080291748047,40.256534576416016,1.9751734733581543,20,19,-4.195186614990234,4.664677143096924,39.358802795410156,2.303253173828125,536,535,-5.502163410186768,2.8542046546936035,38.4202880859375,2.6630640029907227,576,575,-3.6090304851531982,4.985810279846191,37.88340759277344,2.197357177734375,834,833,-2.848966598510742,5.451866149902344,37.839454650878906,2.0523343086242676,234,233,-0.04446324706077576,-6.14798641204834,37.799713134765625,-1.5780283212661743,90,89,2.4876973628997803,-5.583073616027832,37.35934829711914,-1.151625394821167,615,614,4.217712879180908,4.407576084136963,37.21582794189453,0.807407021522522
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,23,0,10,1,0,1024,16,267,266,3.0385491847991943,8320.86328125,8.030415534973145,-21,-0.4512436091899872,267,266,-6.537586212158203,-7.937783241271973,105.7484359741211,-2.2597649097442627,864,863,3.7050440311431885,-6.229290008544922,52.53140640258789,-1.0342254638671875,71,70,-6.417707443237305,3.041163682937622,50.435646057128906,2.699066162109375,251,250,3.233412504196167,6.001190662384033,46.46924591064453,1.0765963792800903,390,389,5.671788692474365,3.766540288925171,46.35601043701172,0.5862119793891907,649,648,6.5859832763671875,1.0191504955291748,44.413841247558594,0.1535276472568512,400,399,4.657477855682373,-4.764533996582031,44.39288330078125,-0.7967600226402283,663,662,1.9022396802902222,-6.123398780822754,41.11452865600586,-1.2695969343185425,738,737,2.8700499534606934,5.675171852111816,40.44476318359375,1.1025829315185547,818,817,-3.027811050415039,5.427955627441406,38.630340576171875,2.0796220302581787,659,658,5.83035135269165,-1.6735987663269043,36.79393005371094,-0.2795335650444031,667,666,-2.4721527099609375,5.364381790161133,34.88813018798828,2.0026328563690186,630,629,5.829586505889893,0.9274359345436096,34.844215393066406,0.15776902437210083,695,694,-5.296332359313965,-2.5925116539001465,34.77225112915039,-2.686386823654175,75,74,4.198266983032227,-4.044780731201172,33.985694885253906,-0.7667802572250366,779,778,-0.6831848621368408,-5.697516441345215,32.928436279296875,-1.6901358366012573
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,24,0,10,1,0,1024,16,917,916,1.817224144935608,8347.509765625,8.058063507080078,-21,-0.4512436091899872,917,916,5.501660346984863,8.593168258666992,104.11080169677734,1.0013153553009033,197,196,-1.7747009992599487,-8.084769248962402,68.5130615234375,-1.7868807315826416,6,5,-6.664918422698975,4.578227996826172,65.38130950927734,2.539703130722046,601,600,4.571453094482422,6.11021614074707,58.23292541503906,0.9284703135490417,420,419,0.6156413555145264,-7.126950740814209,51.17243957519531,-1.4846280813217163,520,519,-4.571684837341309,4.322580337524414,39.58500289916992,2.3841943740844727,382,381,-1.3906793594360352,-6.107320308685303,39.23335266113281,-1.7946858406066895,838,837,-4.174687385559082,-4.640175819396973,38.95924377441406,-2.303436279296875,916,915,0.8963546752929688,-6.134611129760742,38.43690490722656,-1.4257086515426636,224,223,-6.016866683959961,1.390575647354126,38.13638687133789,2.9144675731658936,1006,1005,-6.143918514251709,0.27210456132888794,37.821773529052734,3.0973331928253174,970,969,5.5610151290893555,2.5364084243774414,37.35825729370117,0.42791947722435,518,517,5.820059299468994,0.3883340358734131,34.02389144897461,0.06662462651729584,220,219,1.7867475748062134,5.486727714538574,33.29664993286133,1.2559775114059448,75,74,-3.023512840270996,4.728612899780273,31.50140953063965,2.1396894454956055,588,587,3.7290596961975098,4.121809005737305,30.89519500732422,0.8353826999664307
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,25,0,10,1,0,1024,16,656,655,3.517688035964966,7586.048828125,7.3088836669921875,-21,-0.4512436091899872,656,655,-2.9294815063476562,-10.023933410644531,109.06110382080078,-1.8551267385482788,974,973,2.9601054191589355,6.305202484130859,48.517799377441406,1.1318693161010742,830,829,4.335954189300537,4.863284111022949,42.45203399658203,0.8426586985588074,436,435,-6.471810340881348,-0.5018597841262817,42.136192321777344,-3.064202070236206,831,830,4.578354835510254,4.258458614349365,39.095802307128906,0.7492135763168335,509,508,-4.7847490310668945,-3.7935683727264404,37.28498458862305,-2.471229314804077,237,236,3.283114433288574,5.109996795654297,36.890907287597656,0.9997196793556213,809,808,-4.670711994171143,-3.807136297225952,36.309837341308594,-2.457706928253174,869,868,2.522139072418213,-5.414296627044678,35.6757926940918,-1.1348568201065063,773,772,5.383675575256348,1.4942445755004883,31.21673011779785,0.27073630690574646,557,556,-4.802231788635254,2.8439016342163086,31.149206161499023,2.6069250106811523,1002,1001,3.6458208560943604,4.179681777954102,30.761749267578125,0.8535133004188538,1015,1014,-4.2798357009887695,3.3996591567993164,29.874675750732422,2.4703104496002197,429,428,5.050168991088867,-1.9979681968688965,29.496084213256836,-0.3767282962799072,782,781,-5.3943328857421875,0.1400880366563797,29.118452072143555,3.115628957748413,70,69,2.8290252685546875,4.518586158752441,28.421005249023438,1.0114161968231201
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,26,0,10,1,0,1024,16,889,888,2.8092992305755615,8299.2744140625,8.010784149169922,-21,-0.4512436091899872,889,888,-1.823632001876831,10.045722007751465,104.2421646118164,1.7503739595413208,285,284,1.8162297010421753,-7.161798477172852,54.590049743652344,-1.3224326372146606,752,751,-4.5421319007873535,-5.5521650314331055,51.457496643066406,-2.2564666271209717,640,639,-3.753760814666748,-5.791796684265137,47.6356315612793,-2.1458466053009033,191,190,-4.5009636878967285,5.100879192352295,46.27764129638672,2.2937963008880615,573,572,-2.6423332691192627,-6.033769607543945,43.388301849365234,-1.983562707901001,196,195,-5.728672981262207,3.2258927822113037,43.22407913208008,2.628737211227417,12,11,2.414034843444824,5.885621070861816,40.468101501464844,1.1815638542175293,788,787,-6.026111602783203,-1.6617813110351562,39.075538635253906,-2.8725168704986572,843,842,-3.6840367317199707,-5.038941383361816,38.96305847167969,-2.2021000385284424,982,981,5.848845481872559,1.5901825428009033,36.7376708984375,0.2654630243778229,587,586,-0.5155282020568848,6.011497497558594,36.403873443603516,1.6563440561294556,290,289,-5.9386396408081055,0.974579930305481,36.217247009277344,2.9789342880249023,244,243,5.809298515319824,-1.4639519453048706,35.8911018371582,-0.246861532330513,582,581,-5.529353618621826,-2.224780321121216,35.523399353027344,-2.7590551376342773,545,544,-4.304582118988037,-3.9578909873962402,34.19432830810547,-2.39812970161438
