dataset,target_snr_db,packet_count,traditional_fft_symbol_ser,traditional_fft_symbol_accuracy,traditional_fft_crc_valid_rate,multi_offset_argmax_symbol_ser,multi_offset_argmax_symbol_accuracy,multi_offset_argmax_crc_valid_rate,current_selected_symbol_ser,current_selected_symbol_accuracy,current_selected_crc_valid_rate,savaux_paper_symbol_ser,savaux_paper_symbol_accuracy,savaux_paper_crc_valid_rate,savaux_codec_symbol_ser,savaux_codec_symbol_accuracy,savaux_codec_crc_valid_rate,savaux_gain_vs_current,savaux_codec_gain_vs_current,savaux_codec_gain_vs_savaux,savaux_codec_crc_gain_vs_current,savaux_codec_crc_gain_vs_savaux,savaux_codec_success_rate,savaux_codec_argmax_fallback_rate,savaux_codec_mean_topk_recall,savaux_codec_mean_gt_rank,savaux_codec_mean_symbol_change_count,savaux_codec_mean_symbol_fix_count,savaux_codec_mean_symbol_break_count
0_0_0_10_14_8,-23.0,10,0.7485714285714286,0.25142857142857145,0.0,0.33999999999999997,0.66,0.0,0.15999999999999998,0.8400000000000001,0.3,0.05142857142857142,0.9485714285714286,0.5,0.022857142857142857,0.9771428571428571,0.8,0.10857142857142855,0.13714285714285712,0.028571428571428564,0.5,0.30000000000000004,1.0,0.7,0.5,0.7485714285714286,1.0,1.0,0.0
0_0_0_10_14_16,-23.0,11,0.8181818181818182,0.18181818181818177,0.0,0.3376623376623376,0.6623376623376624,0.0,0.14025974025974025,0.8597402597402597,0.18181818181818182,0.05974025974025974,0.9402597402597402,0.18181818181818182,0.02077922077922078,0.9792207792207792,0.8181818181818182,0.08051948051948052,0.11948051948051946,0.03896103896103896,0.6363636363636365,0.6363636363636365,1.0,0.36363636363636365,0.8181818181818182,1.064935064935065,1.3636363636363635,1.3636363636363635,0.0
0_0_0_10_14_32,-23.0,7,0.7714285714285714,0.22857142857142865,0.0,0.3755102040816326,0.6244897959183674,0.0,0.24081632653061222,0.7591836734693878,0.0,0.17959183673469387,0.8204081632653062,0.42857142857142855,0.15510204081632653,0.8448979591836735,0.8571428571428571,0.06122448979591835,0.08571428571428569,0.024489795918367335,0.8571428571428571,0.42857142857142855,1.0,0.5714285714285714,0.4857142857142857,31.951020408163263,0.8571428571428571,0.8571428571428571,0.0
mean_of_datasets,-23.0,28,0.7793939393939393,0.2206060606060606,0.0,0.3510575139146567,0.6489424860853433,0.0,0.1803586889301175,0.8196413110698826,0.1606060606060606,0.09692022263450835,0.9030797773654916,0.37012987012987014,0.06624613481756339,0.9337538651824366,0.8251082251082251,0.08343846629560914,0.1141125541125541,0.030674087816944955,0.6645021645021645,0.45497835497835504,1.0,0.545021645021645,0.6012987012987013,11.254842300556584,1.0735930735930734,1.0735930735930734,0.0
