dataset,target_snr_db,packet_index,frame_index,event_index,payload_len,symbol_count,traditional_fft_symbol_ser,multi_offset_argmax_symbol_ser,current_selected_symbol_ser,savaux_paper_symbol_ser,savaux_codec_symbol_ser,current_gain_vs_traditional_fft,savaux_gain_vs_traditional_fft,savaux_codec_gain_vs_traditional_fft,savaux_gain_vs_current,savaux_codec_gain_vs_current,savaux_codec_gain_vs_savaux,traditional_fft_crc_valid,multi_offset_argmax_crc_valid,current_selected_crc_valid,savaux_paper_crc_valid,savaux_codec_crc_valid,savaux_codec_success,savaux_codec_selected_source,savaux_codec_selection_variant,savaux_codec_base_crc_valid,savaux_codec_selected_beam_rank,savaux_codec_candidate_payload_count,savaux_codec_observed_crc_valid_count,savaux_codec_accepted_crc_valid_count,savaux_codec_accepted_crc_min_beam_rank,savaux_codec_accepted_crc_max_beam_rank,savaux_codec_accepted_crc_best_evidence_margin,savaux_codec_selected_evidence_margin,savaux_codec_selected_is_earliest_accepted_crc,savaux_codec_selected_source_is_argmax_fallback,savaux_codec_topk_recall,savaux_codec_mean_gt_rank,savaux_codec_symbol_change_count,savaux_codec_symbol_fix_count,savaux_codec_symbol_break_count,winner_by_symbol_ser
0_0_0_10_14_16,-23.0,1,0,1,33,35,0.8857142857142857,0.4857142857142857,0.34285714285714286,0.14285714285714285,0.14285714285714285,0.5428571428571428,0.7428571428571429,0.7428571428571429,0.2,0.2,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,4096,0,0,-1,-1,0.0,0.0,0,1,1.0,1.9714285714285715,0,0,0,savaux_paper
0_0_0_10_14_16,-23.0,2,1,2,33,35,0.8571428571428571,0.5714285714285714,0.22857142857142856,0.11428571428571428,0.0,0.6285714285714286,0.7428571428571428,0.8571428571428571,0.11428571428571428,0.22857142857142856,0.11428571428571428,0,0,0,0,1,1,beam,savaux_codec,1,47,4096,1,1,47,47,5.164773248785567,5.164773248785567,1,0,1.0,1.542857142857143,4,4,0,savaux_codec
0_0_0_10_14_16,-23.0,3,2,3,33,35,0.8857142857142857,0.45714285714285713,0.2,0.08571428571428572,0.0,0.6857142857142857,0.7999999999999999,0.8857142857142857,0.1142857142857143,0.2,0.08571428571428572,0,0,0,0,1,1,beam,savaux_codec,1,3,4096,5,5,3,332,9.255389265538044,9.255389265538044,1,0,1.0,1.1428571428571428,3,3,0,savaux_codec
0_0_0_10_14_16,-23.0,5,3,5,33,35,0.8857142857142857,0.2571428571428571,0.14285714285714285,0.08571428571428572,0.0,0.7428571428571429,0.7999999999999999,0.8857142857142857,0.057142857142857134,0.14285714285714285,0.08571428571428572,0,0,0,0,1,1,beam,savaux_codec,1,1,4096,5,2,1,97,7.715787518805338,7.308776128074214,1,0,1.0,1.5714285714285714,3,3,0,savaux_codec
0_0_0_10_14_16,-23.0,6,4,6,33,35,0.8571428571428571,0.34285714285714286,0.14285714285714285,0.02857142857142857,0.0,0.7142857142857142,0.8285714285714285,0.8571428571428571,0.11428571428571428,0.14285714285714285,0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,3,4096,18,1,3,3,3.6205765081365824,3.6205765081365824,1,0,1.0,1.0285714285714285,1,1,0,savaux_codec
0_0_0_10_14_16,-23.0,8,5,8,33,35,0.8571428571428571,0.45714285714285713,0.2,0.08571428571428572,0.08571428571428572,0.657142857142857,0.7714285714285714,0.7714285714285714,0.1142857142857143,0.1142857142857143,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,4096,0,0,-1,-1,0.0,0.0,0,1,1.0,1.2857142857142858,0,0,0,savaux_paper
0_0_0_10_14_16,-23.0,9,6,9,33,35,0.9142857142857143,0.4,0.14285714285714285,0.05714285714285714,0.0,0.7714285714285714,0.8571428571428571,0.9142857142857143,0.08571428571428572,0.14285714285714285,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,0,4096,11,4,0,402,1.5206942351522503,1.4363569085592447,1,0,1.0,1.1142857142857143,2,2,0,savaux_codec
0_0_0_10_14_16,-23.0,10,7,10,33,35,0.8285714285714286,0.4,0.11428571428571428,0.02857142857142857,0.0,0.7142857142857143,0.8,0.8285714285714286,0.08571428571428572,0.11428571428571428,0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,0,4096,5,1,0,0,2.1708105102542428,2.1708105102542428,1,0,1.0,1.0285714285714285,1,1,0,savaux_codec
0_0_0_10_14_16,-23.0,11,8,11,33,35,0.7428571428571429,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.0,0.7142857142857143,0.7142857142857143,0.7428571428571429,0.0,0.02857142857142857,0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,0,4096,4,2,0,156,3.3997852851081625,2.396671609545356,1,0,1.0,1.0285714285714285,1,1,0,savaux_codec
0_0_0_10_14_16,-23.0,12,9,12,33,35,0.5714285714285714,0.05714285714285714,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_16,-23.0,13,10,13,33,35,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_32,-23.0,0,0,0,33,35,1.0,0.9714285714285714,0.9714285714285714,1.0,1.0,0.02857142857142858,0.0,0.0,-0.02857142857142858,-0.02857142857142858,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,4096,0,0,-1,-1,0.0,0.0,0,1,0.4,219.6,0,0,0,multi_offset_argmax
0_0_0_10_14_32,-23.0,2,1,2,33,35,0.8,0.34285714285714286,0.17142857142857143,0.02857142857142857,0.02857142857142857,0.6285714285714286,0.7714285714285715,0.7714285714285715,0.14285714285714285,0.14285714285714285,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_32,-23.0,3,2,3,33,35,0.8,0.34285714285714286,0.05714285714285714,0.05714285714285714,0.0,0.7428571428571429,0.7428571428571429,0.8,0.0,0.05714285714285714,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,2,4096,1,1,2,2,-3.251969612279476,-3.251969612279476,1,0,1.0,1.2285714285714286,2,2,0,savaux_codec
0_0_0_10_14_32,-23.0,4,3,4,33,35,0.6571428571428571,0.2857142857142857,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.5428571428571428,0.6,0.6,0.05714285714285714,0.05714285714285714,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_32,-23.0,5,4,5,33,35,0.8285714285714286,0.2571428571428571,0.14285714285714285,0.05714285714285714,0.0,0.6857142857142857,0.7714285714285715,0.8285714285714286,0.08571428571428572,0.14285714285714285,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,0,4096,8,3,0,453,3.832679637548848,1.9019085942982832,1,0,1.0,1.1428571428571428,2,2,0,savaux_codec
0_0_0_10_14_32,-23.0,6,5,6,33,35,0.6,0.2571428571428571,0.14285714285714285,0.05714285714285714,0.0,0.45714285714285713,0.5428571428571428,0.6,0.08571428571428572,0.14285714285714285,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,2,4096,13,5,2,364,3.36223457462932,3.36223457462932,1,0,1.0,1.6857142857142857,2,2,0,savaux_codec
0_0_0_10_14_32,-23.0,7,6,7,33,35,0.7142857142857143,0.17142857142857143,0.08571428571428572,0.0,0.0,0.6285714285714286,0.7142857142857143,0.7142857142857143,0.08571428571428572,0.08571428571428572,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
