source_dataset,target_snr_db,symbol_count,packet_count,n_bins,argmax_correct_rate,mean_abs_distance_bins,median_abs_distance_bins,p75_abs_distance_bins,p90_abs_distance_bins,p95_abs_distance_bins,p99_abs_distance_bins,mean_distance_fraction_of_half_band,gt_rank_mean,gt_rank_median,gt_top8_recall,gt_top16_recall,gt_top32_recall,wrong_argmax_symbol_count,wrong_argmax_mean_abs_distance_bins,wrong_argmax_median_abs_distance_bins,wrong_argmax_p90_abs_distance_bins,gt_within_pm0_bins_rate,wrong_argmax_gt_within_pm0_bins_rate,random_within_pm0_bins_rate,gt_within_pm1_bins_rate,wrong_argmax_gt_within_pm1_bins_rate,random_within_pm1_bins_rate,gt_within_pm2_bins_rate,wrong_argmax_gt_within_pm2_bins_rate,random_within_pm2_bins_rate,gt_within_pm4_bins_rate,wrong_argmax_gt_within_pm4_bins_rate,random_within_pm4_bins_rate,gt_within_pm8_bins_rate,wrong_argmax_gt_within_pm8_bins_rate,random_within_pm8_bins_rate,gt_within_pm16_bins_rate,wrong_argmax_gt_within_pm16_bins_rate,random_within_pm16_bins_rate,gt_within_pm32_bins_rate,wrong_argmax_gt_within_pm32_bins_rate,random_within_pm32_bins_rate,gt_within_pm64_bins_rate,wrong_argmax_gt_within_pm64_bins_rate,random_within_pm64_bins_rate,gt_within_pm128_bins_rate,wrong_argmax_gt_within_pm128_bins_rate,random_within_pm128_bins_rate,gt_within_pm256_bins_rate,wrong_argmax_gt_within_pm256_bins_rate,random_within_pm256_bins_rate
0_0_0_10_14_16,-20.0,385,11,1024,0.6415584415584416,97.98181818181818,0.0,181.0,384.6,468.39999999999986,504.15999999999997,0.19137073863636364,13.571428571428571,1.0,0.8389610389610389,0.8883116883116883,0.9272727272727272,138,273.3550724637681,274.5,480.0,0.6415584415584416,0.0,0.0009765625,0.6441558441558441,0.007246376811594203,0.0029296875,0.6441558441558441,0.007246376811594203,0.0048828125,0.6441558441558441,0.007246376811594203,0.0087890625,0.6519480519480519,0.028985507246376812,0.0166015625,0.6545454545454545,0.036231884057971016,0.0322265625,0.6623376623376623,0.057971014492753624,0.0634765625,0.6805194805194805,0.10869565217391304,0.1259765625,0.7038961038961039,0.17391304347826086,0.2509765625,0.8077922077922078,0.463768115942029,0.5009765625
0_0_0_10_14_16,-15.0,385,11,1024,0.9974025974025974,0.4935064935064935,0.0,0.0,0.0,0.0,0.0,0.0009638798701298701,1.0025974025974025,1.0,1.0,1.0,1.0,1,190.0,190.0,190.0,0.9974025974025974,0.0,0.0009765625,0.9974025974025974,0.0,0.0029296875,0.9974025974025974,0.0,0.0048828125,0.9974025974025974,0.0,0.0087890625,0.9974025974025974,0.0,0.0166015625,0.9974025974025974,0.0,0.0322265625,0.9974025974025974,0.0,0.0634765625,0.9974025974025974,0.0,0.1259765625,0.9974025974025974,0.0,0.2509765625,1.0,1.0,0.5009765625
0_0_0_10_14_16,-10.0,385,11,1024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,1.0,nan,0.0009765625,1.0,nan,0.0029296875,1.0,nan,0.0048828125,1.0,nan,0.0087890625,1.0,nan,0.0166015625,1.0,nan,0.0322265625,1.0,nan,0.0634765625,1.0,nan,0.1259765625,1.0,nan,0.2509765625,1.0,nan,0.5009765625
0_0_0_10_14_16_extreme_snr,-27.0,385,11,1024,0.03116883116883117,244.8935064935065,233.0,385.0,459.0,483.1999999999998,507.15999999999997,0.47830762987012987,221.62597402597402,79.0,0.16363636363636364,0.23376623376623376,0.34025974025974026,373,252.7721179624665,243.0,461.40000000000003,0.03116883116883117,0.0,0.0009765625,0.03116883116883117,0.0,0.0029296875,0.03116883116883117,0.0,0.0048828125,0.033766233766233764,0.002680965147453083,0.0087890625,0.046753246753246755,0.0160857908847185,0.0166015625,0.05454545454545454,0.024128686327077747,0.0322265625,0.07532467532467532,0.045576407506702415,0.0634765625,0.16103896103896104,0.13404825737265416,0.1259765625,0.2805194805194805,0.257372654155496,0.2509765625,0.5402597402597402,0.5254691689008043,0.5009765625
0_0_0_10_14_16_extreme_snr,-25.0,385,11,1024,0.08831168831168831,234.57142857142858,228.0,376.0,459.0,486.39999999999986,507.15999999999997,0.45814732142857145,141.5766233766234,29.0,0.3038961038961039,0.42337662337662335,0.5142857142857142,351,257.2934472934473,251.0,464.0,0.08831168831168831,0.0,0.0009765625,0.08831168831168831,0.0,0.0029296875,0.08831168831168831,0.0,0.0048828125,0.09090909090909091,0.002849002849002849,0.0087890625,0.1038961038961039,0.017094017094017096,0.0166015625,0.10909090909090909,0.022792022792022793,0.0322265625,0.12207792207792208,0.037037037037037035,0.0634765625,0.19480519480519481,0.1168091168091168,0.1259765625,0.3090909090909091,0.24216524216524216,0.2509765625,0.5584415584415584,0.5156695156695157,0.5009765625
0_0_0_10_14_16_extreme_snr,-23.0,385,11,1024,0.2675324675324675,188.88571428571427,179.0,335.0,444.4000000000001,480.0,507.15999999999997,0.3689174107142857,71.01038961038961,7.0,0.5272727272727272,0.5922077922077922,0.6831168831168831,282,257.8758865248227,252.5,468.70000000000005,0.2675324675324675,0.0,0.0009765625,0.2675324675324675,0.0,0.0029296875,0.2675324675324675,0.0,0.0048828125,0.2701298701298701,0.0035460992907801418,0.0087890625,0.2831168831168831,0.02127659574468085,0.0166015625,0.2857142857142857,0.024822695035460994,0.0322265625,0.2961038961038961,0.03900709219858156,0.0634765625,0.36103896103896105,0.1276595744680851,0.1259765625,0.44935064935064933,0.24822695035460993,0.2509765625,0.6415584415584416,0.5106382978723404,0.5009765625
