source_dataset,source_csv,target_snr_db,packet_index,event_index,frame_index,payload_symbol_index,sf,n_bins,gt_raw_fft_bin,noisy_argmax_bin,argmax_to_gt_signed_delta,argmax_to_gt_abs_distance,is_argmax_correct,gt_bin_rank,gt_peak_energy_ratio,gt_to_argmax_power_db,gt_within_pm0_bins,gt_within_pm1_bins,gt_within_pm2_bins,gt_within_pm4_bins,gt_within_pm8_bins,gt_within_pm16_bins,gt_within_pm32_bins,gt_within_pm64_bins,gt_within_pm128_bins,gt_within_pm256_bins
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,3,3,2,29,10,1024,610,610,0,0,1,1,0.030188856184076893,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,3,3,2,30,10,1024,778,778,0,0,1,1,0.02424029159475445,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,3,3,2,31,10,1024,897,897,0,0,1,1,0.01850924447773348,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,3,3,2,32,10,1024,740,740,0,0,1,1,0.01974135427480684,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,3,3,2,33,10,1024,590,590,0,0,1,1,0.025294580012452772,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,3,3,2,34,10,1024,930,930,0,0,1,1,0.03229945404088814,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,0,10,1024,222,222,0,0,1,1,0.025831752020837807,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,1,10,1024,826,826,0,0,1,1,0.03181872450029355,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,2,10,1024,871,871,0,0,1,1,0.018735565721771475,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,3,10,1024,718,718,0,0,1,1,0.02066085423067138,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,4,10,1024,86,86,0,0,1,1,0.021793350314378224,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,5,10,1024,468,468,0,0,1,1,0.02911823850913107,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,6,10,1024,89,89,0,0,1,1,0.02390758328182945,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,7,10,1024,713,713,0,0,1,1,0.029388988153473822,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,8,10,1024,865,865,0,0,1,1,0.03249248958155771,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,9,10,1024,492,492,0,0,1,1,0.03136984417452185,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,10,10,1024,765,765,0,0,1,1,0.01864915155751091,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,11,10,1024,1023,1023,0,0,1,1,0.02954751837483637,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,12,10,1024,597,597,0,0,1,1,0.032073268319799446,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,13,10,1024,562,562,0,0,1,1,0.030674867772213944,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,14,10,1024,478,478,0,0,1,1,0.03084647170532274,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,15,10,1024,267,267,0,0,1,1,0.018898614568795713,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,16,10,1024,917,917,0,0,1,1,0.015877236516588494,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,17,10,1024,656,656,0,0,1,1,0.014634958677774208,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,18,10,1024,889,889,0,0,1,1,0.024374828258418236,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,19,10,1024,510,510,0,0,1,1,0.03088115039655777,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,20,10,1024,860,860,0,0,1,1,0.020836323137779476,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,21,10,1024,553,553,0,0,1,1,0.029138907235606377,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,22,10,1024,629,629,0,0,1,1,0.02816470276502093,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,23,10,1024,759,759,0,0,1,1,0.02021690360722162,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,24,10,1024,874,874,0,0,1,1,0.03404002591749174,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,25,10,1024,720,720,0,0,1,1,0.017126374418862028,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,26,10,1024,314,314,0,0,1,1,0.018802736113253976,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,27,10,1024,602,602,0,0,1,1,0.017015661221827197,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,28,10,1024,7,7,0,0,1,1,0.025917318766119666,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,29,10,1024,610,610,0,0,1,1,0.01727103385997841,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,30,10,1024,823,823,0,0,1,1,0.034379089000038866,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,31,10,1024,913,913,0,0,1,1,0.031149763841511476,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,32,10,1024,741,741,0,0,1,1,0.02152438686921929,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,33,10,1024,581,581,0,0,1,1,0.024310801076689217,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,5,5,3,34,10,1024,91,91,0,0,1,1,0.03574983118226056,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,0,10,1024,803,803,0,0,1,1,0.03672731304914021,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,1,10,1024,826,1016,-190,190,0,2,0.0060300601912572725,-0.64777239673825,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,2,10,1024,871,871,0,0,1,1,0.029214418781358043,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,3,10,1024,718,718,0,0,1,1,0.02595783714782339,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,4,10,1024,107,107,0,0,1,1,0.035255950577171645,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,5,10,1024,468,468,0,0,1,1,0.02566909158607662,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,6,10,1024,89,89,0,0,1,1,0.01485809180638128,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,7,10,1024,713,713,0,0,1,1,0.02522629104488713,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,8,10,1024,865,865,0,0,1,1,0.025279131613959414,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,9,10,1024,492,492,0,0,1,1,0.029275272107530594,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,10,10,1024,765,765,0,0,1,1,0.018829324379606632,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,11,10,1024,1023,1023,0,0,1,1,0.03227216273399895,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,12,10,1024,597,597,0,0,1,1,0.03908482872569691,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,13,10,1024,562,562,0,0,1,1,0.02318202912067311,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,14,10,1024,478,478,0,0,1,1,0.015763935607131997,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,15,10,1024,267,267,0,0,1,1,0.02441441110501212,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,16,10,1024,917,917,0,0,1,1,0.029451175197542732,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,17,10,1024,656,656,0,0,1,1,0.03221379157767348,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,18,10,1024,889,889,0,0,1,1,0.026238826060771964,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,19,10,1024,510,510,0,0,1,1,0.031129101654640303,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,20,10,1024,860,860,0,0,1,1,0.025602641026240255,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,21,10,1024,553,553,0,0,1,1,0.017350516092980123,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,22,10,1024,629,629,0,0,1,1,0.02421064074612193,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,23,10,1024,759,759,0,0,1,1,0.02198440785204722,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,24,10,1024,874,874,0,0,1,1,0.021441016874244413,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,25,10,1024,720,720,0,0,1,1,0.025922826127123606,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,26,10,1024,314,314,0,0,1,1,0.02935740262902609,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,27,10,1024,602,602,0,0,1,1,0.01725144856745631,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,28,10,1024,7,7,0,0,1,1,0.027475221282835288,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,29,10,1024,610,610,0,0,1,1,0.026598152644589618,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,30,10,1024,791,791,0,0,1,1,0.026360680652333816,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,31,10,1024,928,928,0,0,1,1,0.020889047614394966,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,32,10,1024,760,760,0,0,1,1,0.007098480858337008,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,33,10,1024,584,584,0,0,1,1,0.033167423823848574,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,6,6,4,34,10,1024,932,932,0,0,1,1,0.01873847159823755,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,8,8,5,0,10,1024,803,803,0,0,1,1,0.028530755020892088,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,8,8,5,1,10,1024,711,711,0,0,1,1,0.03291045178685283,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,8,8,5,2,10,1024,922,922,0,0,1,1,0.03952392490592509,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,8,8,5,3,10,1024,691,691,0,0,1,1,0.031804423723484875,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,8,8,5,4,10,1024,86,86,0,0,1,1,0.036621447078507265,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,8,8,5,5,10,1024,468,468,0,0,1,1,0.03220210765946464,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,8,8,5,6,10,1024,89,89,0,0,1,1,0.032898321303844784,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,8,8,5,7,10,1024,713,713,0,0,1,1,0.019181578119533825,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-15.0,8,8,5,8,10,1024,865,865,0,0,1,1,0.025497247976672667,0.0,1,1,1,1,1,1,1,1,1,1
