source_dataset,source_csv,target_snr_db,packet_index,event_index,frame_index,payload_symbol_index,sf,n_bins,gt_raw_fft_bin,noisy_argmax_bin,argmax_to_gt_signed_delta,argmax_to_gt_abs_distance,is_argmax_correct,gt_bin_rank,gt_peak_energy_ratio,gt_to_argmax_power_db,gt_within_pm0_bins,gt_within_pm1_bins,gt_within_pm2_bins,gt_within_pm4_bins,gt_within_pm8_bins,gt_within_pm16_bins,gt_within_pm32_bins,gt_within_pm64_bins,gt_within_pm128_bins,gt_within_pm256_bins
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,1,1,0,24,10,1024,874,125,-275,275,0,61,0.002665950419436255,-5.076516920596681,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,1,1,0,25,10,1024,720,196,-500,500,0,350,0.0010551280868241627,-7.958467115380125,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,1,1,0,26,10,1024,314,404,-90,90,0,9,0.0046870225855856745,-1.4933783570723933,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,1,1,0,27,10,1024,602,879,-277,277,0,245,0.0014212855919758082,-7.231678688417405,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,1,1,0,28,10,1024,7,13,-6,6,0,790,0.0002669553390889229,-14.594558536302284,0,0,0,0,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,1,1,0,29,10,1024,610,547,63,63,0,105,0.0022784752778964696,-5.7425400762605925,0,0,0,0,0,0,0,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,1,1,0,30,10,1024,807,600,207,207,0,28,0.0034033971664822597,-2.5605865601930464,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,1,1,0,31,10,1024,897,668,229,229,0,11,0.0044303820233060195,-2.5605026491845386,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,1,1,0,32,10,1024,749,568,181,181,0,807,0.00025032358893410525,-13.3656808145878,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,1,1,0,33,10,1024,584,429,155,155,0,2,0.006395908632508764,-0.9376169995782693,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,1,1,0,34,10,1024,934,790,144,144,0,3,0.006104496789863023,-0.8451682373492471,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,0,10,1024,803,961,-158,158,0,37,0.003275990007814392,-3.4979347237729486,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,1,10,1024,826,239,-437,437,0,4,0.00586465594605631,-0.8083498268374041,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,2,10,1024,922,48,-150,150,0,35,0.0031729484139021483,-6.06099615840462,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,3,10,1024,718,650,68,68,0,85,0.00262105412514074,-3.764312171112642,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,4,10,1024,86,724,386,386,0,1024,1.2463242650468975e-06,-37.425537480114926,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,5,10,1024,468,75,393,393,0,533,0.0006399988203668757,-10.741015358468228,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,6,10,1024,89,503,-414,414,0,323,0.0011802310934200277,-8.521982907463554,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,7,10,1024,713,376,337,337,0,736,0.00031115726795691594,-14.56063693768611,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,8,10,1024,865,946,-81,81,0,218,0.001533696971037982,-6.488864361015562,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,9,10,1024,492,1000,-508,508,0,872,0.00015459501321653197,-17.18416407122063,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,10,10,1024,765,985,-220,220,0,923,9.680728518912687e-05,-20.015648496394405,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,11,10,1024,1023,61,-62,62,0,27,0.003757363429265717,-2.6586293136344374,0,0,0,0,0,0,0,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,12,10,1024,597,499,98,98,0,810,0.00022709725739301863,-14.533346608739155,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,13,10,1024,562,699,-137,137,0,18,0.004091587509191727,-2.0885814105453675,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,14,10,1024,478,248,230,230,0,18,0.0041667423010730556,-3.6356809842860938,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,15,10,1024,267,906,385,385,0,209,0.0015519381880250874,-6.826953597961652,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,16,10,1024,917,377,-484,484,0,5,0.004939426760174813,-2.697458389321732,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,17,10,1024,656,154,502,502,0,740,0.0003107770526573089,-12.888577731506487,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,18,10,1024,889,690,199,199,0,4,0.006060239330858781,-0.7523915291065163,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,19,10,1024,510,235,275,275,0,601,0.0005474406500631161,-9.93726607184015,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,20,10,1024,860,800,60,60,0,161,0.0018662469842186955,-5.80391635616283,0,0,0,0,0,0,0,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,21,10,1024,553,661,-108,108,0,29,0.0034301645734513466,-3.612640605205905,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,22,10,1024,629,752,-123,123,0,724,0.00032983383477585133,-12.847412870351686,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,23,10,1024,759,980,-221,221,0,222,0.0014864707839520146,-7.554027763673659,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,24,10,1024,874,443,431,431,0,31,0.0032258559988236524,-2.9398052082205517,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,25,10,1024,720,321,399,399,0,101,0.002267509940424008,-5.4898526132828,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,26,10,1024,314,166,148,148,0,867,0.0001520560515348677,-16.363073427373045,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,27,10,1024,602,552,50,50,0,77,0.0025418413639609672,-4.5277776107629935,0,0,0,0,0,0,0,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,28,10,1024,7,676,355,355,0,906,0.00011899199486475881,-18.96242748896217,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,29,10,1024,610,885,-275,275,0,179,0.0016821026544532522,-6.088427449608278,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,30,10,1024,775,259,-508,508,0,389,0.000965669991374193,-8.174239248005255,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,31,10,1024,912,268,-380,380,0,181,0.0016501391818269503,-6.529009709974497,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,32,10,1024,768,802,-34,34,0,19,0.004047956041119226,-4.052816907327582,0,0,0,0,0,0,0,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,33,10,1024,581,692,-111,111,0,43,0.0032673754438068267,-3.85860409877186,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,2,2,1,34,10,1024,93,567,-474,474,0,8,0.004739977004345156,-1.6934953325694089,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,0,10,1024,222,258,-36,36,0,725,0.0003225598971578169,-13.917863425494637,0,0,0,0,0,0,0,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,1,10,1024,711,306,405,405,0,108,0.002210537272110273,-4.789662319403864,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,2,10,1024,871,65,-218,218,0,463,0.0007918007297865921,-8.637490045552545,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,3,10,1024,718,395,323,323,0,224,0.0014816843145136153,-6.417459900485506,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,4,10,1024,107,834,297,297,0,530,0.0006585075031221033,-10.522305848284645,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,5,10,1024,468,877,-409,409,0,42,0.0030836001776603375,-3.1095895051123157,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,6,10,1024,89,360,-271,271,0,15,0.004320145118359853,-1.5687690247194124,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,7,10,1024,713,407,306,306,0,49,0.002874200478578597,-4.005966377787372,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,8,10,1024,865,769,96,96,0,127,0.0019716413271785352,-5.151527719752989,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,9,10,1024,492,927,-435,435,0,132,0.0020247600285406265,-5.0246370597586285,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,10,10,1024,765,76,-335,335,0,31,0.003626204154254044,-1.8437114216847847,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,11,10,1024,1023,796,227,227,0,490,0.0007365740769270224,-10.486544444796436,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,12,10,1024,597,815,-218,218,0,322,0.0011390849579986614,-8.61923586023944,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,13,10,1024,562,264,298,298,0,200,0.001527708977162081,-6.952691762930226,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,14,10,1024,478,574,-96,96,0,24,0.003475536084412952,-2.4679600606407743,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,15,10,1024,267,566,-299,299,0,58,0.0026877767877289786,-4.435474377334937,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,16,10,1024,917,654,263,263,0,11,0.004826280796059669,-1.7310943520326951,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,17,10,1024,656,33,-401,401,0,10,0.004601222307086559,-1.1236096006546064,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,18,10,1024,889,363,-498,498,0,3,0.005901964989398651,-1.7775467329531944,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,19,10,1024,510,510,0,0,1,1,0.009462492845545,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,20,10,1024,860,316,-480,480,0,69,0.0026958987899433845,-4.356316885848201,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,21,10,1024,553,293,260,260,0,387,0.0009646490357513908,-8.336232005697747,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,22,10,1024,629,823,-194,194,0,565,0.0005738198281896783,-10.208648275320954,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,23,10,1024,759,80,-345,345,0,30,0.0033162701061699965,-3.2840246982835355,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,24,10,1024,874,324,-474,474,0,25,0.0037773547378969017,-3.39242039820252,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,25,10,1024,720,524,196,196,0,450,0.0008215496918035125,-8.964384126308584,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,26,10,1024,314,541,-227,227,0,271,0.0013316676840622785,-6.9829579061540965,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,27,10,1024,602,911,-309,309,0,15,0.0043587343799982355,-2.676955436238119,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-27.0,3,3,2,28,10,1024,7,650,381,381,0,8,0.004752763276728194,-1.8448025350355415,0,0,0,0,0,0,0,0,0,0
