dataset,method,baseline,metric,method_threshold_snr_db,baseline_threshold_snr_db,gain_db,status
0_0_0_10_14_8,multi,center,CRC/PRR>=90%,-18.0,-15.333333333333334,2.666666666666666,ok
0_0_0_10_14_8,multi,center,CRC/PRR>=80%,-19.0,-15.666666666666666,3.333333333333334,ok
0_0_0_10_14_8,multi,center,CRC/PRR>=50%,-21.0,-17.5,3.5,ok
0_0_0_10_14_8,selected,multi,SER<=10%,-19.8,-20.633333333333333,-0.8333333333333321,ok
0_0_0_10_14_8,selected,multi,accuracy>=90%,-19.8,-20.633333333333333,-0.8333333333333321,ok
0_0_0_10_14_8,selected,multi,CRC/PRR>=90%,-16.0,-18.0,-2.0,ok
0_0_0_10_14_8,selected,multi,CRC/PRR>=80%,-17.0,-19.0,-2.0,ok
0_0_0_10_14_8,selected,multi,CRC/PRR>=50%,-21.0,-21.0,0.0,ok
mean_of_datasets,selected,center,SER<=10%,-19.963924963924963,-17.23010193016699,2.7338230337579716,ok
mean_of_datasets,selected,center,accuracy>=90%,-19.963924963924963,-17.23010193016699,2.7338230337579716,ok
mean_of_datasets,selected,center,CRC/PRR>=90%,-16.57142857142857,-15.169435215946844,1.401993355481725,ok
mean_of_datasets,selected,center,CRC/PRR>=80%,-18.66233766233766,-15.93687707641196,2.725460585925699,ok
mean_of_datasets,selected,center,CRC/PRR>=50%,-19.743589743589745,-17.110983981693362,2.6326057618963823,ok
mean_of_datasets,multi,center,SER<=10%,-20.612085308056873,-17.23010193016699,3.381983377889881,ok
mean_of_datasets,multi,center,accuracy>=90%,-20.612085308056873,-17.23010193016699,3.381983377889881,ok
mean_of_datasets,multi,center,CRC/PRR>=90%,-17.82312925170068,-15.169435215946844,2.653694035753837,ok
mean_of_datasets,multi,center,CRC/PRR>=80%,-19.270042194092827,-15.93687707641196,3.333165117680867,ok
mean_of_datasets,multi,center,CRC/PRR>=50%,-20.601386481802425,-17.110983981693362,3.490402500109063,ok
mean_of_datasets,selected,multi,SER<=10%,-19.963924963924963,-20.612085308056873,-0.6481603441319095,ok
mean_of_datasets,selected,multi,accuracy>=90%,-19.963924963924963,-20.612085308056873,-0.6481603441319095,ok
mean_of_datasets,selected,multi,CRC/PRR>=90%,-16.57142857142857,-17.82312925170068,-1.251700680272112,ok
mean_of_datasets,selected,multi,CRC/PRR>=80%,-18.66233766233766,-19.270042194092827,-0.6077045317551679,ok
mean_of_datasets,selected,multi,CRC/PRR>=50%,-19.743589743589745,-20.601386481802425,-0.8577967382126808,ok
