raw_bin,bank_kind,pattern_count,offpacket_windows,packet_target_count,diag_cv,mean_abs_corr,max_abs_corr,target_synth_vs_hard_residual,target_packet_vs_hard_residual,target_packet_phase_std,range_hard_residual_1e_m3,range_hard_residual_1e_m6,range_synth_residual_1e_m3,range_synth_residual_1e_m6,eff_white_hard,eff_empirical_hard,eff_shrink_hard,eff_empirical_synth,eff_shrink_synth,range_packet_residual_1e_m3,range_packet_residual_1e_m6,eff_empirical_packet,eff_shrink_packet,dataset
89,fixed,4,96,12,1.2066033299565055,0.999999999999999,1.000000000000001,6.723960089118602e-10,0.022731746500649932,0.01589589120893113,0.8434965375003215,0.8434965375003215,0.8434965374458451,0.8434965374458451,4.0,1.769254014066109,15.828525794415915,1.7692540146911997,15.828525793637558,0.8468317395990826,0.8468317395990826,1.7355789680098543,15.918258076279526,0_0_0_10_14_8
874,fixed,4,96,11,0.9241475551307251,1.0000000000000002,1.000000000000002,2.585500457483794e-09,0.019914029104376795,0.012527448620538837,0.8684572680485266,0.8684572680485266,0.8684572677757357,0.8684572677757357,4.0,1.5186871639605153,16.453842531015862,1.5186871639629502,16.453842492486576,0.8676228875108578,0.8676228875108578,1.5282435787995787,16.43945952911181,0_0_0_10_14_8
467,fixed,4,96,10,0.5880545605933934,1.0000000000000002,1.0000000000000024,3.424784933292728e-09,0.019629950085009288,0.013669601994888255,0.6527969844332163,0.6527969844332163,0.6527969843246478,0.6527969843246478,4.0,12.581393493387374,15.157881652287832,12.581393456645708,15.157881603081858,0.6539358582062156,0.6539358582062156,12.553601144817142,15.176284609900035,0_0_0_10_14_8
89,basic_only_diverse24,24,96,12,1.3782123246826132,0.9999999999999996,1.000000000000004,1.4171612559904762e-09,0.013315236789095679,0.00998527278319361,0.8726881885904617,0.8726881885904617,0.8726881887626712,0.8726881887626712,4.0,1.2081642308900522,18.755320086623705,1.2081642294089296,18.75532009154289,0.8744291800016031,0.8744291800016031,1.1929618719780957,18.82605864390365,0_0_0_10_14_8
874,basic_only_diverse24,24,96,11,1.0983438317052034,1.0,1.0000000000000056,2.279746683186709e-09,0.012271568154594003,0.00795789348306668,0.8381466793481952,0.8381466793481952,0.8381466794262729,0.8381466794262729,4.0,2.225214206302711,18.47832438084346,2.225214201037627,18.478324344769884,0.8386610945069056,0.8386610945069056,2.219096738047934,18.534496536966866,0_0_0_10_14_8
467,basic_only_diverse24,24,96,10,0.8634620621817554,1.0,1.0000000000000047,2.4535362747572343e-09,0.011689515755077826,0.007907502642529816,0.817201174390937,0.817201174390937,0.8172011743248704,0.8172011743248704,3.9999999999999996,4.215756954008411,18.549994137288753,4.215756942026117,18.549994079147215,0.8182712466936434,0.8182712466936434,4.194119625104145,18.580244847580403,0_0_0_10_14_8
89,multiscale_only_diverse24,24,96,12,0.9534219194367232,0.9999999999999996,1.000000000000005,1.7518013981386541e-09,0.005049295488871292,0.00426759464454946,0.8198880100787201,0.8198880100787201,0.8198880098075381,0.8198880098075381,3.999999999999995,2.0734596958740688,18.771306448989794,2.0734596988478864,18.771306438332292,0.8201710548013087,0.8201710548013087,2.0705760329699023,18.79240744008809,0_0_0_10_14_8
874,multiscale_only_diverse24,24,96,11,1.4470508677375609,1.0000000000000002,1.0000000000000056,2.121658762127977e-09,0.0036929125850664896,0.0025913008301200165,0.9462233766133225,0.9462233766133225,0.9462233765422269,0.9462233765422269,3.999999999999993,0.23961020210153758,19.676549385726815,0.23961020195881794,19.67654934494109,0.9463587159449409,0.9463587159449409,0.23902705656964895,19.697830314196185,0_0_0_10_14_8
467,multiscale_only_diverse24,24,96,10,1.612731090668692,1.0000000000000004,1.0000000000000078,2.418778456679958e-09,0.004122700059950081,0.003218071105730515,0.9019982385958377,0.9019982385958377,0.9019982386009917,0.9019982386009917,3.9999999999999942,0.9708532196767389,19.602946335057105,0.970853216679125,19.602946273343914,0.90245410134407,0.90245410134407,0.9665852570632768,19.632389016631393,0_0_0_10_14_8
89,quadratic_only_diverse24,24,96,12,1.1899336671285545,1.0000000000000004,1.0000000000000056,1.5381085901087276e-09,0.010385239576158833,0.007811118158703329,0.8629199779444826,0.8629199779444826,0.8629199777962652,0.8629199777962652,3.9999999999999987,1.3860993755026105,18.937518577683473,1.3860993769392445,18.937518572809193,0.8635943290514175,0.8635943290514175,1.379928695870194,18.98460304986471,0_0_0_10_14_8
874,quadratic_only_diverse24,24,96,11,1.2322874774313755,0.9999999999999996,1.0000000000000047,2.367045303755219e-09,0.00904420525392517,0.006049430421110936,0.9416260628808453,0.9416260628808453,0.9416260629652167,0.9416260629652167,3.9999999999999987,0.3229515890541815,19.58800605310001,0.32295158797937074,19.588006018890347,0.941780864356348,0.941780864356348,0.32214718442171647,19.601536596350826,0_0_0_10_14_8
467,quadratic_only_diverse24,24,96,10,1.0877277604612214,1.0,1.0000000000000049,2.6753390928953152e-09,0.008374988136886143,0.005803519336062832,0.8279359106923097,0.8279359106923097,0.8279359109159532,0.8279359109159532,4.0,3.7794199831716555,18.723261793073377,3.7794199667510355,18.72326173993588,0.827803396538696,0.827803396538696,3.7823217606562176,18.726093536289667,0_0_0_10_14_8
89,bitmix_only_diverse24,24,96,12,1.0986144515718392,1.0000000000000009,1.0000000000000064,1.776002177475914e-09,0.0050206753483746135,0.004763067079503192,0.8477584667843092,0.8477584667843092,0.8477584665434476,0.8477584665434476,3.999999999999995,1.6819548613451976,18.867339715238533,1.6819548638454604,18.867339706028574,0.8480712637850588,0.8480712637850588,1.6788255611945895,18.882972423467287,0_0_0_10_14_8
874,bitmix_only_diverse24,24,96,11,0.7345646367522419,1.0,1.0000000000000064,2.1484470883433256e-09,0.00382204461005927,0.0033962333393510874,0.8934402991752837,0.8934402991752837,0.8934402991446716,0.8934402991446716,3.9999999999999987,1.023428449341505,19.23980128498696,1.0234284476476572,19.239801246691062,0.8934837041241916,0.8934837041241916,1.0230499722552142,19.24318508184962,0_0_0_10_14_8
467,bitmix_only_diverse24,24,96,10,2.2154361803389166,1.0000000000000004,1.000000000000005,2.4671756157247605e-09,0.0028225773240173986,0.0019191455957679685,0.9950162875561809,0.9950162875561809,0.9950162875522828,0.9950162875522828,3.9999999999999956,0.0037767791344562487,19.96671395880653,0.003776779125440703,19.966713895409637,0.9950066200312296,0.9950066200312296,0.0037841172316660896,19.96723151674838,0_0_0_10_14_8
89,balanced_random_only_diverse24,24,96,12,0.6539993932714888,0.9999999999999996,1.0000000000000067,1.0470227580715788e-09,0.005673333381663828,0.004535430534691009,0.9072842583780053,0.9072842583780053,0.9072842583227735,0.9072842583227735,3.6047783631821355,0.5130052482335059,17.58445817322694,0.5130052484587707,17.584458168591134,0.90709398157849,0.90709398157849,0.5140233284431083,17.582451427805367,0_0_0_10_14_8
874,balanced_random_only_diverse24,24,96,11,0.9220490866228865,0.9999999999999998,1.0000000000000058,1.503586529385164e-09,0.00641134574183387,0.0051465022869671105,0.9817249504135754,0.9817249504135754,0.9817249504403845,0.9817249504403845,3.604778363182134,0.056100852989428227,17.948736953647554,0.056100852808313936,17.948736922617492,0.9819441622364267,0.9819441622364267,0.05543632515467767,17.965077745304498,0_0_0_10_14_8
467,balanced_random_only_diverse24,24,96,10,1.0379139482693354,1.0,1.0000000000000078,2.0794241059051844e-09,0.006474505190720688,0.004950470152810347,0.9415660121175942,0.9415660121175942,0.9415660121453863,0.9415660121453863,3.6047783631821355,0.3611159726142575,17.78079082274716,0.3611159712704067,17.78079076525754,0.9415736821207018,0.9415736821207018,0.36108513493680305,17.785270973589448,0_0_0_10_14_8
89,super_search_only_diverse24,24,96,12,1.0713173878074673,1.0,1.000000000000006,1.3675552503073397e-09,0.011517850082919716,0.00840864470575603,0.8650065226858974,0.8650065226858974,0.8650065225302864,0.8650065225302864,4.0,1.3472367330249313,19.00795108883191,1.347236734512368,19.00795108312813,0.8664908393794295,0.8664908393794295,1.3336605790594969,19.082853142593624,0_0_0_10_14_8
874,super_search_only_diverse24,24,96,11,1.1797352837334976,1.0000000000000004,1.000000000000006,2.1489502292679473e-09,0.010533982506786999,0.007138748351315288,0.9014445154801043,0.9014445154801043,0.9014445154815792,0.9014445154815792,3.9999999999999987,0.8828708481145845,19.300423260322066,0.8828708464014889,19.300423223205538,0.9018898893067864,0.9018898893067864,0.8791845478174994,19.331142499581272,0_0_0_10_14_8
467,super_search_only_diverse24,24,96,10,1.2530056445370905,0.9999999999999996,1.0000000000000049,2.5654785168079317e-09,0.010251281871995302,0.00702841819848372,0.8063535260639942,0.8063535260639942,0.8063535259291179,0.8063535259291179,3.9999999999999956,4.6746320688970115,18.624557947643194,4.674632056997806,18.62455788352134,0.8071938300179452,0.8071938300179452,4.65700162390034,18.668126572019798,0_0_0_10_14_8
