packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,57344,237568,19,336,336,6.007033551966759,64219,6875,7,7,24.42323418214688,0.97437420784163,1,80603,228059,246491,607.4935315022717,7,7,16,31,39,24,32,0,0,7,7,0,31.302836025703016,16.221519290349796,1,-7,-28,80575,228031,246463,80573,246489,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,0.08110436797142029,0.3964567924549275,0.3863257653122004,0.3863257653122004,2,7,14,7.08110436797142,432.19631152169313,0.0018149232027812744,0.0072596928111250975,8.861929701080441e-07,124999.88922587874,0.4153645365567008,0.4230779601685213,2,24,32,0,1,-0.07692203983147872,0.0,0,12,12,,,,,,
1,1,2555904,2736128,19,8037,-155,12.8953347287655,2564093,8189,8036,-156,13.07334165281739,0.8381230425500293,1,2581165,2728621,2747053,513.1221933659341,16,16,16,40,48,24,32,0,0,8190,8190,0,14.13956315550469,27.470021183993715,1,-16,-64,2581101,2728557,2746989,2581103,2747011,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,0.08526916801929474,-0.4243271267043993,-0.4345324874808525,-0.4345324874808525,-2,6,13,6.085269168019295,371.41535449336516,0.0015596855566996346,0.0062387422267985385,7.615652132322435e-07,124999.90480434835,-0.4095775185736583,-0.4029488549576849,-2,25,33,1,1,0.0970511450423151,1.0,1,0,12,,,,,,
2,2,5054464,5234688,19,7574,-618,2.3461051783275373,5056966,2502,7,7,17.279086716259492,0.9479818859222868,0,5073353,5220809,5239241,149.9953692458136,8,8,15,8,32,24,32,24,8,28,6,22,19.91780141244839,5.15753845216771,0,-8,-32,5073321,5220777,5239209,5073320,5239236,0.0,0,15,15,0,24,24,32,24,8,36,14,25.0,12,0.09580915421247482,0.3123514884151699,0.301674966935645,0.301674966935645,1,7,14,7.095809154212475,433.09382044753875,0.0018186921145715797,0.007274768458286319,8.880332590681541e-07,124999.88899584262,0.33077404076879025,0.33850348225571947,1,0,24,-24,0,0.08850348225571947,0.0,0,12,12,,,,,,
3,3,7585792,7733248,15,938,938,1.484964357723843,7582067,-3725,7,7,25.491588264387488,0.977917057148326,1,7582067,7729523,7747955,596.4587151429713,7,7,16,31,39,24,32,0,0,7,7,0,31.387844908020085,13.574808932355214,1,-7,-28,7582039,7729495,7747927,7582038,7747953,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,0.1066962331533432,0.37812624620198754,0.36756874189093525,0.36756874189093525,1,7,14,7.106696233153343,433.75831501180073,0.0018214825284891694,0.007285930113956678,8.893957658638523e-07,124999.88882552927,0.39671246234676194,0.40445376309284087,2,24,32,0,1,-0.09554623690715913,0.0,0,12,12,,,,,,
4,4,10059776,10240000,19,492,492,4.098529452069151,10066027,6251,7,7,28.655645379308268,0.9797323888233938,1,10082379,10229835,10248267,584.0982912886373,8191,-1,16,23,31,24,32,0,0,15,15,0,28.69137716805605,15.807872820147281,1,1,4,10082383,10229839,10248271,10082381,10248297,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,0.10299603641033173,0.4146001790742689,0.4038706655075071,0.4038706655075071,2,7,14,7.102996036410332,433.5324729254353,0.0018205341491722195,0.007282136596688878,8.889326900254978e-07,124999.88888341375,0.4329992118942626,0.44073648202824456,2,24,32,0,1,-0.05926351797175544,0.0,0,12,12,,,,,,
5,5,12558336,12738560,19,28,28,24.02503058598476,12566444,8108,7,7,24.533247281226366,0.9748767556695094,1,12582828,12730284,12748716,599.0657030218993,7,7,16,31,39,24,32,0,0,7,7,0,31.75570525179009,13.50015920729047,1,-7,-28,12582800,12730256,12748688,12582799,12748714,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,0.10287997871637344,0.37570409106229585,0.3655656626907172,0.3655656626907172,1,7,14,7.102879978716373,433.5253893259505,0.0018205044029927142,0.007282017611970857,8.889181655237862e-07,124999.88888522932,0.3946937331386007,0.4024308768513196,2,24,32,0,1,-0.09756912314868038,0.0,0,12,12,,,,,,
6,6,15056896,15228928,18,7701,-491,3.7366205082935875,15065085,8189,7700,-492,8.396523944226582,0.6311147288137834,1,15082493,15229949,15248381,421.5412649196317,7956,-236,16,7980,7988,24,32,0,0,250,250,0,15.314313047757022,6.129774544862405,1,236,944,15083437,15230893,15249325,15083436,15249352,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,0.1360359489917755,0.3128825771801864,0.3030599115933878,0.3030599115933878,1,7,14,7.1360359489917755,435.54906915233005,0.0018290024474553453,0.007316009789821381,8.930676012965553e-07,124999.88836654983,0.3323239507526734,0.34009721115435854,1,24,32,0,1,0.09009721115435854,0.0,0,12,12,,,,,,
7,7,17555456,17711104,16,7223,-969,0.7018350709047952,17559359,3903,7,7,17.291496247434775,0.9415545914774267,0,17575722,17723178,17741610,180.2033968130317,2,2,16,2,26,24,32,24,8,24,12,12,21.44098781727393,3.494753510615416,0,-2,-8,17575714,17723170,17741602,17575713,17741629,0.125,2,15,16,0,24,24,32,24,8,26,14,20.0,12,0.135778546333313,0.28080054054866366,0.2703892263150511,0.2703892263150511,1,7,14,7.135778546333313,435.5333585408516,0.001828936473839787,0.007315745895359148,8.930353876170835e-07,124999.88837057655,0.29965220989648766,0.30742518991030676,1,0,24,-24,0,0.05742518991030676,0.0,0,12,12,,,,,,
8,8,20062208,20242432,19,621,621,1.741994959973251,20067946,5738,7,7,21.656803914245355,0.9682947921174071,1,20084330,20231786,20250218,521.502643241849,7,7,16,31,39,24,32,0,0,7,7,0,17.73187488559643,21.997417859660075,1,-7,-28,20084302,20231758,20250190,20084300,20250216,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,0.12004730850458145,0.49336177200918313,0.48241628942424664,0.48241628942424664,2,7,14,7.1200473085045815,434.5731999819691,0.0018249044772669113,0.007299617909067645,8.910666392904841e-07,124999.8886166701,-0.48838523893948294,-0.48062939491109846,-2,25,33,1,1,0.019370605088901538,0.0,0,12,12,,,,,,
9,9,22560768,22740992,19,143,143,14.713375242155607,22568416,7648,7,7,27.784995442258147,0.984899194471971,1,22584800,22732256,22750688,529.6229183168043,7,7,16,31,39,24,32,0,0,7,7,0,22.402970195826946,14.839023282455184,1,-7,-28,22584772,22732228,22750660,22584770,22750686,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,0.13482005894184113,0.43109510715439364,0.42078744620708874,0.42078744620708874,2,7,14,7.134820058941841,435.4748571131495,0.0018286908086277017,0.007314763234510807,8.92915433900245e-07,124999.88838557075,0.45004649914513195,0.45781843508179976,2,24,32,0,1,-0.04218156491820024,0.0,0,12,12,,,,,,
