method,pattern_count,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol,triggered_symbols,trigger_rate,dataset,snr_db,seed,training_seed,training_snr,training_snapshots,cg_iterations,lora_leakage_weight,runtime_lora_weight,wrap_consistency_exponent,savaux_gate_margin_db
savaux,0,70,25,0.35714285714285715,0,0,0.6779096000100253,9.684422857286076,0,0.0,0_0_0_10_14_16,-23.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,21,0.3,4,0,1.2669371999800205,18.099102856857435,0,0.0,0_0_0_10_14_16,-23.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,20,0.2857142857142857,5,0,1.2036473999905866,17.19496285700838,0,0.0,0_0_0_10_14_16,-23.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,20,0.2857142857142857,5,0,1.305899299979501,18.655704285421443,0,0.0,0_0_0_10_14_16,-23.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,22,0.3142857142857143,3,0,0.2872712999887881,4.103875714125544,15,0.21428571428571427,0_0_0_10_14_16,-23.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,25,0.35714285714285715,0,0,0.3379191000276478,4.827415714680683,0,0.0,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,23,0.32857142857142857,4,2,1.2982179999926302,18.545971428466146,0,0.0,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,23,0.32857142857142857,3,1,1.3122507999869413,18.746439999813447,0,0.0,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,23,0.32857142857142857,3,1,1.4340330999693833,20.486187142419762,0,0.0,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,23,0.32857142857142857,3,1,0.3666189999821654,5.237414285459506,18,0.2571428571428571,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,29,0.4142857142857143,0,0,0.29848329998276313,4.2640471426109015,0,0.0,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,24,0.34285714285714286,5,0,1.3191082000121241,18.84440285731606,0,0.0,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,25,0.35714285714285715,4,0,1.364341999989847,19.490599999854958,0,0.0,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,25,0.35714285714285715,4,0,1.4810554999821761,21.157935714031087,0,0.0,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,25,0.35714285714285715,4,0,0.38735090001136996,5.533584285876714,19,0.2714285714285714,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,17,0.24285714285714285,0,0,0.29096240001672413,4.1566057145246305,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,16,0.22857142857142856,1,0,1.2193961999983003,17.419945714261434,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,15,0.21428571428571427,2,0,1.1102602000028128,15.860860000040182,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,15,0.21428571428571427,2,0,1.2069922000227962,17.242745714611374,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,15,0.21428571428571427,2,0,0.2766776999924332,3.952538571320474,16,0.22857142857142856,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,21,0.3,0,0,0.24368999999569496,3.4812857142242137,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,18,0.2571428571428571,3,0,1.091588299983414,15.594118571191627,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,17,0.24285714285714285,5,1,1.0631115999931353,15.187308571330504,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,16,0.22857142857142856,5,0,1.1399163999922166,16.284519999888808,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,16,0.22857142857142856,5,0,0.2707574999949429,3.8679642856420418,18,0.2571428571428571,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,22,0.3142857142857143,0,0,0.22469180000189226,3.2098828571698896,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,20,0.2857142857142857,3,1,1.000612200008618,14.294460000123113,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,21,0.3,3,2,0.9719910000021628,13.88558571431661,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,21,0.3,3,2,1.0529306999887922,15.041867142697031,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,21,0.3,3,2,0.31170309998560697,4.452901428365814,20,0.2857142857142857,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,21,0.3,0,0,0.25526140002330067,3.646591428904295,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,17,0.24285714285714285,4,0,1.0282706999932998,14.68958142847571,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,17,0.24285714285714285,4,0,1.031448299985641,14.734975714080585,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
