dataset,snr_db,method,errors,symbol_count,fixes_vs_savaux,breaks_vs_savaux,ser
0_0_0_10_14_32,-22.0,ordinary_fft,225,315,1,140,0.7142857142857143
0_0_0_10_14_32,-22.0,savaux,86,315,0,0,0.273015873015873
0_0_0_10_14_32,-22.0,branch_gls,86,315,0,0,0.273015873015873
0_0_0_10_14_32,-22.0,savaux_dual,86,315,0,0,0.273015873015873
0_0_0_10_14_32,-22.0,proposed,86,315,0,0,0.273015873015873
0_0_0_10_14_32,-22.0,unichirp,111,315,0,0,0.3523809523809524
0_0_0_10_14_32,-22.0,symfec,116,315,0,0,0.3682539682539683
0_0_0_10_14_32,-22.0,loratrimmer,89,315,0,0,0.28253968253968254
0_0_0_10_14_32,-23.0,ordinary_fft,253,315,0,160,0.8031746031746032
0_0_0_10_14_32,-23.0,savaux,93,315,0,0,0.29523809523809524
0_0_0_10_14_32,-23.0,branch_gls,93,315,0,0,0.29523809523809524
0_0_0_10_14_32,-23.0,savaux_dual,93,315,0,0,0.29523809523809524
0_0_0_10_14_32,-23.0,proposed,93,315,0,0,0.29523809523809524
0_0_0_10_14_32,-23.0,unichirp,120,315,0,0,0.38095238095238093
0_0_0_10_14_32,-23.0,symfec,138,315,0,0,0.4380952380952381
0_0_0_10_14_32,-23.0,loratrimmer,100,315,0,0,0.31746031746031744
0_0_0_10_14_32,-24.0,ordinary_fft,279,315,0,169,0.8857142857142857
0_0_0_10_14_32,-24.0,savaux,110,315,0,0,0.3492063492063492
0_0_0_10_14_32,-24.0,branch_gls,110,315,0,0,0.3492063492063492
0_0_0_10_14_32,-24.0,savaux_dual,110,315,0,0,0.3492063492063492
0_0_0_10_14_32,-24.0,proposed,110,315,0,0,0.3492063492063492
0_0_0_10_14_32,-24.0,unichirp,132,315,0,0,0.41904761904761906
0_0_0_10_14_32,-24.0,symfec,173,315,0,0,0.5492063492063493
0_0_0_10_14_32,-24.0,loratrimmer,120,315,0,0,0.38095238095238093
0_0_0_10_14_32,-25.0,ordinary_fft,291,315,1,166,0.9238095238095239
0_0_0_10_14_32,-25.0,savaux,126,315,0,0,0.4
0_0_0_10_14_32,-25.0,branch_gls,126,315,0,0,0.4
0_0_0_10_14_32,-25.0,savaux_dual,126,315,0,0,0.4
0_0_0_10_14_32,-25.0,proposed,126,315,0,0,0.4
0_0_0_10_14_32,-25.0,unichirp,159,315,0,0,0.5047619047619047
0_0_0_10_14_32,-25.0,symfec,227,315,0,0,0.7206349206349206
0_0_0_10_14_32,-25.0,loratrimmer,145,315,0,0,0.4603174603174603
0_0_0_10_14_32,-26.0,ordinary_fft,297,315,0,141,0.9428571428571428
0_0_0_10_14_32,-26.0,savaux,156,315,0,0,0.49523809523809526
0_0_0_10_14_32,-26.0,branch_gls,156,315,0,0,0.49523809523809526
0_0_0_10_14_32,-26.0,savaux_dual,155,315,1,0,0.49206349206349204
0_0_0_10_14_32,-26.0,proposed,155,315,1,0,0.49206349206349204
0_0_0_10_14_32,-26.0,unichirp,169,315,0,0,0.5365079365079365
0_0_0_10_14_32,-26.0,symfec,260,315,0,0,0.8253968253968254
0_0_0_10_14_32,-26.0,loratrimmer,179,315,0,0,0.5682539682539682
