dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,gt_bin,case_index,noise_model,snr_db,seed,savaux_bin,cfr_nus_glrt_bin,cfr_whitened_ml_bin,savaux_correct,cfr_nus_glrt_correct,cfr_whitened_ml_correct,savaux_margin_db,cfr_nus_glrt_margin_db,cfr_whitened_ml_margin_db
0_0_0_10_14_32,2,1,12,20,597,47,ar1_rho0.8,-26.0,101,92,92,92,0,0,0,0.4352824177668083,0.4348446766304218,0.48285414076411126
0_0_0_10_14_32,2,1,13,21,562,48,ar1_rho0.8,-26.0,101,446,446,446,0,0,0,1.052685199787739,1.0471645989772878,0.15226957275126507
0_0_0_10_14_32,2,1,14,22,478,49,ar1_rho0.8,-26.0,101,365,365,305,0,0,0,1.1795507003130277,1.1677573415688463,0.10532089813514667
0_0_0_10_14_32,2,1,15,23,267,50,ar1_rho0.8,-26.0,101,731,731,267,0,0,1,0.4674195137513434,0.46549487129293465,3.0524573320958743
0_0_0_10_14_32,2,1,16,24,917,51,ar1_rho0.8,-26.0,101,917,917,917,1,1,1,0.065881932592205,0.057226472446469986,1.135986584823315
0_0_0_10_14_32,2,1,17,25,656,52,ar1_rho0.8,-26.0,101,39,39,422,0,0,0,0.3834080302745789,0.39747901602578245,0.1423046182487065
0_0_0_10_14_32,2,1,18,26,889,53,ar1_rho0.8,-26.0,101,336,336,336,0,0,0,0.8394341622124896,0.8332303125377178,0.17075686939432216
0_0_0_10_14_32,2,1,19,27,510,54,ar1_rho0.8,-26.0,101,260,260,510,0,0,1,0.14047112760322664,0.12780420962675443,0.6123671599467224
0_0_0_10_14_32,2,1,20,28,860,55,ar1_rho0.8,-26.0,101,796,796,796,0,0,0,1.2704520832804134,1.27107725579302,0.7002123112506892
0_0_0_10_14_32,2,1,21,29,553,56,ar1_rho0.8,-26.0,101,937,937,781,0,0,0,0.37801488727116206,0.37246926911675515,0.14928115702099481
0_0_0_10_14_32,2,1,22,30,629,57,ar1_rho0.8,-26.0,101,768,768,766,0,0,0,0.7366651229244887,0.7348430880302171,1.3713285982687753
0_0_0_10_14_32,2,1,23,31,759,58,ar1_rho0.8,-26.0,101,517,57,242,0,0,0,0.00047817110667697975,0.004004139453178368,0.29241022279535783
0_0_0_10_14_32,2,1,24,32,874,59,ar1_rho0.8,-26.0,101,965,965,874,0,0,1,0.04454244875017269,0.047418162836946,0.32746130059830686
0_0_0_10_14_32,2,1,25,33,720,60,ar1_rho0.8,-26.0,101,211,211,211,0,0,0,0.6953370972300476,0.6891770717060643,0.44052816626186014
0_0_0_10_14_32,2,1,26,34,314,61,ar1_rho0.8,-26.0,101,732,732,314,0,0,1,1.1387132159441926,1.1387426065455273,1.5755723061400269
0_0_0_10_14_32,2,1,27,35,602,62,ar1_rho0.8,-26.0,101,939,939,77,0,0,0,0.3741203330064407,0.36579319465243876,0.6222016298788651
0_0_0_10_14_32,2,1,28,36,7,63,ar1_rho0.8,-26.0,101,586,586,7,0,0,1,0.48402237789740044,0.47825818711456625,0.25027273262732047
0_0_0_10_14_32,0,0,0,8,803,0,ar1_rho0.8,-24.0,202,447,447,797,0,0,0,0.6502848913329737,0.653465630096796,1.019647934359259
0_0_0_10_14_32,0,0,1,9,711,1,ar1_rho0.8,-24.0,202,180,180,711,0,0,1,1.7369160986329544,1.737340219733721,2.8083224411806356
0_0_0_10_14_32,0,0,2,10,922,2,ar1_rho0.8,-24.0,202,922,922,922,1,1,1,1.801552589154942,1.79461030543205,2.2004022777453804
0_0_0_10_14_32,0,0,3,11,718,3,ar1_rho0.8,-24.0,202,284,284,20,0,0,0,0.7379170345126489,0.7427218900110101,0.4854277929877132
0_0_0_10_14_32,0,0,4,12,107,4,ar1_rho0.8,-24.0,202,48,48,518,0,0,0,0.03211647945981623,0.0307821177633812,0.12587169305250984
0_0_0_10_14_32,0,0,5,13,468,5,ar1_rho0.8,-24.0,202,468,468,468,1,1,1,2.2210867710029123,2.219077400764962,3.338449125364886
0_0_0_10_14_32,0,0,6,14,89,6,ar1_rho0.8,-24.0,202,265,265,89,0,0,1,1.5909575638952056,1.590296575982224,1.6971144743959024
0_0_0_10_14_32,0,0,7,15,713,7,ar1_rho0.8,-24.0,202,152,152,713,0,0,1,2.3186599682684665,2.3205800012086772,0.3200489024343511
0_0_0_10_14_32,0,0,8,16,865,8,ar1_rho0.8,-24.0,202,153,153,693,0,0,0,0.46694622318630297,0.45243241828078984,0.41214128810428485
0_0_0_10_14_32,0,0,9,17,492,9,ar1_rho0.8,-24.0,202,889,889,492,0,0,1,0.16870032515502503,0.17214022892201986,0.5062186682263985
0_0_0_10_14_32,0,0,10,18,765,10,ar1_rho0.8,-24.0,202,569,569,697,0,0,0,3.561366234442287,3.564782112399995,1.0342543481030124
0_0_0_10_14_32,0,0,11,19,1023,11,ar1_rho0.8,-24.0,202,365,365,1023,0,0,1,0.11419540589122287,0.11064480883027446,1.6524032503321875
0_0_0_10_14_32,0,0,12,20,597,12,ar1_rho0.8,-24.0,202,589,589,597,0,0,1,0.03734272752640605,0.037582456052879555,1.7347386354833376
0_0_0_10_14_32,0,0,13,21,562,13,ar1_rho0.8,-24.0,202,562,562,562,1,1,1,0.15543751939215983,0.1543474126385127,1.5226483780583062
0_0_0_10_14_32,0,0,14,22,478,14,ar1_rho0.8,-24.0,202,36,36,469,0,0,0,0.673372264478346,0.6684709735894657,1.2072320293154641
0_0_0_10_14_32,0,0,15,23,267,15,ar1_rho0.8,-24.0,202,425,425,267,0,0,1,1.3427892743854952,1.340533173905662,0.6203593225386607
0_0_0_10_14_32,0,0,16,24,917,16,ar1_rho0.8,-24.0,202,94,94,889,0,0,0,1.5224065551187074,1.5277519505482948,0.0074804185206227645
0_0_0_10_14_32,0,0,17,25,656,17,ar1_rho0.8,-24.0,202,370,370,656,0,0,1,0.2497942730324185,0.2524157942329208,0.008821429320212973
0_0_0_10_14_32,0,0,18,26,889,18,ar1_rho0.8,-24.0,202,889,889,889,1,1,1,0.13361599779746022,0.13361789157716614,0.3241672601404282
0_0_0_10_14_32,0,0,19,27,510,19,ar1_rho0.8,-24.0,202,801,801,801,0,0,0,2.270956439304231,2.269089300761056,0.1447488839286077
0_0_0_10_14_32,0,0,20,28,860,20,ar1_rho0.8,-24.0,202,423,423,859,0,0,0,0.5278365179283526,0.5276258582851003,0.8617275328925618
0_0_0_10_14_32,0,0,21,29,553,21,ar1_rho0.8,-24.0,202,553,553,553,1,1,1,0.9490779295883328,0.9459734623255489,4.156259659571906
0_0_0_10_14_32,0,0,22,30,629,22,ar1_rho0.8,-24.0,202,629,629,629,1,1,1,0.33299006199575965,0.3280768801394534,1.9738682642996774
0_0_0_10_14_32,0,0,23,31,759,23,ar1_rho0.8,-24.0,202,732,732,976,0,0,0,0.5078197889799972,0.5111012958453567,0.7112770617585229
0_0_0_10_14_32,0,0,24,32,874,24,ar1_rho0.8,-24.0,202,434,434,874,0,0,1,1.145645811019081,1.1588254346934466,2.083322780763824
0_0_0_10_14_32,0,0,25,33,720,25,ar1_rho0.8,-24.0,202,563,563,583,0,0,0,0.5304877795160895,0.5272207486940459,0.18970461611664374
0_0_0_10_14_32,0,0,26,34,314,26,ar1_rho0.8,-24.0,202,314,314,314,1,1,1,1.5371723774430412,1.5357063683836523,0.5270178196396792
0_0_0_10_14_32,0,0,27,35,602,27,ar1_rho0.8,-24.0,202,312,312,602,0,0,1,2.36632475907775,2.36909473528537,4.438384613612836
0_0_0_10_14_32,0,0,28,36,7,28,ar1_rho0.8,-24.0,202,7,7,7,1,1,1,0.18465014942130947,0.18385725040857936,2.269616616875845
0_0_0_10_14_32,0,0,29,37,610,29,ar1_rho0.8,-24.0,202,387,387,610,0,0,1,0.7385132741568491,0.7334988885464842,0.8530645225541114
0_0_0_10_14_32,0,0,30,38,826,30,ar1_rho0.8,-24.0,202,773,773,826,0,0,1,0.17663417395251657,0.17151270836684718,0.10496301521567859
0_0_0_10_14_32,0,0,31,39,928,31,ar1_rho0.8,-24.0,202,423,423,742,0,0,0,0.04807420976864618,0.055968745153353885,1.8321481205285004
0_0_0_10_14_32,0,0,32,40,761,32,ar1_rho0.8,-24.0,202,62,62,883,0,0,0,0.05122536679912166,0.03892805562543,0.19924324502069746
0_0_0_10_14_32,0,0,33,41,590,33,ar1_rho0.8,-24.0,202,940,940,590,0,0,1,0.1407250483250311,0.14107464891155105,1.2063924823594259
0_0_0_10_14_32,0,0,34,42,936,34,ar1_rho0.8,-24.0,202,936,936,91,1,1,0,1.0181452633446666,1.0149673028805337,0.36266657573428385
0_0_0_10_14_32,2,1,0,8,803,35,ar1_rho0.8,-24.0,202,252,252,825,0,0,0,0.24644691037361086,0.24718385277999663,0.9180324294937109
0_0_0_10_14_32,2,1,1,9,826,36,ar1_rho0.8,-24.0,202,139,139,826,0,0,1,0.2968744770402638,0.2920716309071082,1.7283774126011076
0_0_0_10_14_32,2,1,2,10,922,37,ar1_rho0.8,-24.0,202,721,721,922,0,0,1,0.34619285409740186,0.34338180577999206,3.3898311049573273
0_0_0_10_14_32,2,1,3,11,718,38,ar1_rho0.8,-24.0,202,177,177,68,0,0,0,0.2868941688085797,0.291955623728922,0.6596626107016932
0_0_0_10_14_32,2,1,4,12,86,39,ar1_rho0.8,-24.0,202,90,90,235,0,0,0,0.8458533046532992,0.8471019001600067,0.07702534693560961
0_0_0_10_14_32,2,1,5,13,468,40,ar1_rho0.8,-24.0,202,220,220,1006,0,0,0,0.4937273009853014,0.49023547330757644,0.8186103386479393
0_0_0_10_14_32,2,1,6,14,89,41,ar1_rho0.8,-24.0,202,168,168,89,0,0,1,1.0103718335678615,1.0019731891816543,0.10425852033972728
0_0_0_10_14_32,2,1,7,15,713,42,ar1_rho0.8,-24.0,202,538,538,713,0,0,1,0.26570045528906705,0.2657454515997226,1.0834427220799905
0_0_0_10_14_32,2,1,8,16,865,43,ar1_rho0.8,-24.0,202,28,28,617,0,0,0,0.957647343701364,0.9582995955348292,0.6880987032273569
0_0_0_10_14_32,2,1,9,17,492,44,ar1_rho0.8,-24.0,202,41,41,807,0,0,0,0.28207652303835073,0.2832917069477173,0.7930027543814744
0_0_0_10_14_32,2,1,10,18,765,45,ar1_rho0.8,-24.0,202,730,730,765,0,0,1,0.7787277831097807,0.7763187103347162,0.19206605397185855
0_0_0_10_14_32,2,1,11,19,1023,46,ar1_rho0.8,-24.0,202,1023,1023,1023,1,1,1,1.2024583763854018,1.2001004104431698,4.662668779851514
0_0_0_10_14_32,2,1,12,20,597,47,ar1_rho0.8,-24.0,202,1006,1006,130,0,0,0,0.2781507678373861,0.27501852376167824,0.21640231988403558
0_0_0_10_14_32,2,1,13,21,562,48,ar1_rho0.8,-24.0,202,562,562,562,1,1,1,0.6262738661497274,0.6233153111273868,0.7374773876074854
0_0_0_10_14_32,2,1,14,22,478,49,ar1_rho0.8,-24.0,202,478,478,478,1,1,1,1.0920125590476497,1.0877730595517152,3.1733674091299378
0_0_0_10_14_32,2,1,15,23,267,50,ar1_rho0.8,-24.0,202,267,267,267,1,1,1,0.56786985785769,0.5707052370132165,2.4879458861218633
0_0_0_10_14_32,2,1,16,24,917,51,ar1_rho0.8,-24.0,202,702,702,917,0,0,1,0.16908817885613298,0.1751313761492583,0.4036449590892992
0_0_0_10_14_32,2,1,17,25,656,52,ar1_rho0.8,-24.0,202,345,345,345,0,0,0,0.25202946199203935,0.2446176660997909,0.019106383382038586
0_0_0_10_14_32,2,1,18,26,889,53,ar1_rho0.8,-24.0,202,889,889,889,1,1,1,0.8495271572420422,0.8346109297449795,2.119750994454833
0_0_0_10_14_32,2,1,19,27,510,54,ar1_rho0.8,-24.0,202,80,80,879,0,0,0,0.04374731692576677,0.043382578849851555,0.02205738991742129
0_0_0_10_14_32,2,1,20,28,860,55,ar1_rho0.8,-24.0,202,150,150,860,0,0,1,1.1136068241798216,1.118897175766906,0.9852314644793937
0_0_0_10_14_32,2,1,21,29,553,56,ar1_rho0.8,-24.0,202,553,553,553,1,1,1,0.37907592193416634,0.37781219063147997,2.6637737662700314
0_0_0_10_14_32,2,1,22,30,629,57,ar1_rho0.8,-24.0,202,831,107,629,0,0,1,0.004201211366787911,0.007517177653492865,3.03766639795606
0_0_0_10_14_32,2,1,23,31,759,58,ar1_rho0.8,-24.0,202,261,261,759,0,0,1,0.2014552365214058,0.20284836771658363,0.4193223438814858
0_0_0_10_14_32,2,1,24,32,874,59,ar1_rho0.8,-24.0,202,299,299,874,0,0,1,0.08066808088829377,0.08006235438054085,0.048585538987209055
0_0_0_10_14_32,2,1,25,33,720,60,ar1_rho0.8,-24.0,202,412,412,720,0,0,1,0.14894542054559917,0.1369221177553044,0.3337817749187186
0_0_0_10_14_32,2,1,26,34,314,61,ar1_rho0.8,-24.0,202,9,9,314,0,0,1,0.7711186314021407,0.7714359839098075,3.1641544739529817
0_0_0_10_14_32,2,1,27,35,602,62,ar1_rho0.8,-24.0,202,602,602,602,1,1,1,0.1967811202740668,0.20074662265758877,3.1036823924112102
0_0_0_10_14_32,2,1,28,36,7,63,ar1_rho0.8,-24.0,202,412,412,7,0,0,1,0.7511978891644965,0.757856883898057,1.9972536582137792
0_0_0_10_14_32,0,0,0,8,803,0,ar1_rho0.8,-26.0,202,447,447,797,0,0,0,0.6486856533051952,0.6518496842481267,1.019824846574325
0_0_0_10_14_32,0,0,1,9,711,1,ar1_rho0.8,-26.0,202,180,180,711,0,0,1,2.0341492357185076,2.0390202596393086,1.3055691492174784
0_0_0_10_14_32,0,0,2,10,922,2,ar1_rho0.8,-26.0,202,922,922,922,1,1,1,0.45786954736476704,0.44951616432039343,0.5073841024417871
0_0_0_10_14_32,0,0,3,11,718,3,ar1_rho0.8,-26.0,202,284,284,20,0,0,0,0.7389918761653651,0.7437996881055886,0.4851491988738371
0_0_0_10_14_32,0,0,4,12,107,4,ar1_rho0.8,-26.0,202,48,48,518,0,0,0,0.023272728401615372,0.02195878874400073,0.12692430315919528
0_0_0_10_14_32,0,0,5,13,468,5,ar1_rho0.8,-26.0,202,468,468,468,1,1,1,0.9761115730280511,0.9748828970219526,1.8930868836479522
0_0_0_10_14_32,0,0,6,14,89,6,ar1_rho0.8,-26.0,202,265,265,89,0,0,1,1.693303145389839,1.685501052262154,0.14178005578276817
0_0_0_10_14_32,0,0,7,15,713,7,ar1_rho0.8,-26.0,202,152,152,981,0,0,0,2.3189862313182052,2.320898432061079,0.29040483009782475
0_0_0_10_14_32,0,0,8,16,865,8,ar1_rho0.8,-26.0,202,153,153,693,0,0,0,0.46958600130116374,0.45506338797013907,0.4120035158458918
0_0_0_10_14_32,0,0,9,17,492,9,ar1_rho0.8,-26.0,202,889,889,904,0,0,0,0.16578853424279344,0.16922687065704295,0.14419051343325875
0_0_0_10_14_32,0,0,10,18,765,10,ar1_rho0.8,-26.0,202,569,569,697,0,0,0,3.5583625979778306,3.561792364125267,1.023592981496062
0_0_0_10_14_32,0,0,11,19,1023,11,ar1_rho0.8,-26.0,202,365,365,1023,0,0,1,0.11531493234729599,0.11181443074931316,0.000441959770507028
0_0_0_10_14_32,0,0,12,20,597,12,ar1_rho0.8,-26.0,202,589,589,597,0,0,1,0.03227028610051069,0.032485482663731226,0.2589245734369377
0_0_0_10_14_32,0,0,13,21,562,13,ar1_rho0.8,-26.0,202,449,449,562,0,0,1,1.0744839493673106,1.074886541806185,0.006670993079511979
0_0_0_10_14_32,0,0,14,22,478,14,ar1_rho0.8,-26.0,202,36,36,469,0,0,0,0.6645841328277655,0.6596875867309384,1.1802837498628282
0_0_0_10_14_32,0,0,15,23,267,15,ar1_rho0.8,-26.0,202,425,425,960,0,0,0,1.3413419725894191,1.3390877698192534,0.17845795886068516
0_0_0_10_14_32,0,0,16,24,917,16,ar1_rho0.8,-26.0,202,94,94,880,0,0,0,1.5080229730698602,1.5134018112553465,0.06752721081115276
0_0_0_10_14_32,0,0,17,25,656,17,ar1_rho0.8,-26.0,202,370,370,370,0,0,0,0.24550906092529512,0.2481663644051402,1.4718809369892203
0_0_0_10_14_32,0,0,18,26,889,18,ar1_rho0.8,-26.0,202,314,314,314,0,0,0,0.8895862430263644,0.890238098776951,1.1249531440150324
0_0_0_10_14_32,0,0,19,27,510,19,ar1_rho0.8,-26.0,202,801,801,801,0,0,0,2.2718333925405716,2.269967502498162,0.23409417590858927
0_0_0_10_14_32,0,0,20,28,860,20,ar1_rho0.8,-26.0,202,423,423,859,0,0,0,0.5313537097139658,0.5311504578725595,1.3911129075525486
0_0_0_10_14_32,0,0,21,29,553,21,ar1_rho0.8,-26.0,202,736,736,553,0,0,1,0.21228027689466605,0.21540486478284304,2.811773989840438
0_0_0_10_14_32,0,0,22,30,629,22,ar1_rho0.8,-26.0,202,329,329,629,0,0,1,0.408232196944368,0.41129768355567975,0.3802292542282662
0_0_0_10_14_32,0,0,23,31,759,23,ar1_rho0.8,-26.0,202,732,732,976,0,0,0,0.5016708956306284,0.5050462453258208,1.091020555153323
0_0_0_10_14_32,0,0,24,32,874,24,ar1_rho0.8,-26.0,202,434,434,874,0,0,1,1.1440415278051665,1.1572220924287118,0.309897560633121
0_0_0_10_14_32,0,0,25,33,720,25,ar1_rho0.8,-26.0,202,563,563,583,0,0,0,0.5307412735903161,0.527486546017699,0.1845053681912098
0_0_0_10_14_32,0,0,26,34,314,26,ar1_rho0.8,-26.0,202,314,314,446,1,1,0,0.3577539915722543,0.3565854706820965,0.7135714443559187
0_0_0_10_14_32,0,0,27,35,602,27,ar1_rho0.8,-26.0,202,312,312,602,0,0,1,2.366998043272101,2.369761656122392,3.128596825219298
0_0_0_10_14_32,0,0,28,36,7,28,ar1_rho0.8,-26.0,202,716,716,7,0,0,1,0.20254183894100836,0.20649828213792087,0.6877741553228771
0_0_0_10_14_32,0,0,29,37,610,29,ar1_rho0.8,-26.0,202,387,387,281,0,0,0,0.7370657684404227,0.7320722845752857,0.2752558036391798
0_0_0_10_14_32,0,0,30,38,826,30,ar1_rho0.8,-26.0,202,773,773,762,0,0,0,0.177306851057429,0.17217758238741912,0.600010699106598
0_0_0_10_14_32,0,0,31,39,928,31,ar1_rho0.8,-26.0,202,423,423,742,0,0,0,0.04616372781673352,0.05404050622077093,1.8337511939346856
0_0_0_10_14_32,0,0,32,40,761,32,ar1_rho0.8,-26.0,202,62,62,883,0,0,0,0.04926138056266953,0.03696537326872405,1.4173440592278583
0_0_0_10_14_32,0,0,33,41,590,33,ar1_rho0.8,-26.0,202,940,940,350,0,0,0,0.13848528386049166,0.13880535027795177,0.13399465258074672
0_0_0_10_14_32,0,0,34,42,936,34,ar1_rho0.8,-26.0,202,91,91,91,0,0,0,0.054139036094930246,0.06198078709845681,0.8622231575082322
0_0_0_10_14_32,2,1,0,8,803,35,ar1_rho0.8,-26.0,202,252,252,825,0,0,0,0.2482576963675439,0.2490270665458474,0.9626589490745575
0_0_0_10_14_32,2,1,1,9,826,36,ar1_rho0.8,-26.0,202,139,139,826,0,0,1,0.6748765763563533,0.6731599236073051,0.1651786034336012
0_0_0_10_14_32,2,1,2,10,922,37,ar1_rho0.8,-26.0,202,721,721,922,0,0,1,1.756800420810428,1.7525342836560578,1.8216008789139437
0_0_0_10_14_32,2,1,3,11,718,38,ar1_rho0.8,-26.0,202,177,177,68,0,0,0,0.28593026937657534,0.29097710061721843,0.6555689725539491
0_0_0_10_14_32,2,1,4,12,86,39,ar1_rho0.8,-26.0,202,90,90,235,0,0,0,0.8432218417718861,0.8445240641564732,0.050755843530894545
0_0_0_10_14_32,2,1,5,13,468,40,ar1_rho0.8,-26.0,202,220,220,1006,0,0,0,0.49340423567834124,0.48991355607654025,0.8187890174508603
0_0_0_10_14_32,2,1,6,14,89,41,ar1_rho0.8,-26.0,202,168,168,215,0,0,0,0.9980342866470014,0.989727005911747,0.4432517703026011
0_0_0_10_14_32,2,1,7,15,713,42,ar1_rho0.8,-26.0,202,538,538,905,0,0,0,0.26955545569827516,0.269565284888845,0.2123570767385706
0_0_0_10_14_32,2,1,8,16,865,43,ar1_rho0.8,-26.0,202,28,28,617,0,0,0,0.9573193202562551,0.9579747761008706,1.3833890624713368
0_0_0_10_14_32,2,1,9,17,492,44,ar1_rho0.8,-26.0,202,41,41,807,0,0,0,0.2826696737505645,0.28388509490203334,0.792918145089191
0_0_0_10_14_32,2,1,10,18,765,45,ar1_rho0.8,-26.0,202,730,730,470,0,0,0,0.783784670714121,0.7813309889927849,0.5859357612933374
0_0_0_10_14_32,2,1,11,19,1023,46,ar1_rho0.8,-26.0,202,555,555,1023,0,0,1,0.059136307592131246,0.06160618524941727,3.4606228544867363
0_0_0_10_14_32,2,1,12,20,597,47,ar1_rho0.8,-26.0,202,1006,1006,130,0,0,0,0.2766806679028038,0.2734674395325397,0.21649318187410171
0_0_0_10_14_32,2,1,13,21,562,48,ar1_rho0.8,-26.0,202,677,677,147,0,0,0,0.6112323051718318,0.6143224145649113,0.41035230726970495
0_0_0_10_14_32,2,1,14,22,478,49,ar1_rho0.8,-26.0,202,188,188,478,0,0,1,0.1799956298181515,0.165905772071688,1.6991880581341603
0_0_0_10_14_32,2,1,15,23,267,50,ar1_rho0.8,-26.0,202,485,485,267,0,0,1,0.11723005814604645,0.10833486277795636,1.9218197014806593
0_0_0_10_14_32,2,1,16,24,917,51,ar1_rho0.8,-26.0,202,702,702,953,0,0,0,0.16734868260670568,0.1733792400526543,0.7546770064087558
0_0_0_10_14_32,2,1,17,25,656,52,ar1_rho0.8,-26.0,202,345,345,345,0,0,0,0.25431496858435465,0.2469007151552499,0.3029021625654833
0_0_0_10_14_32,2,1,18,26,889,53,ar1_rho0.8,-26.0,202,968,1021,889,0,0,1,0.0004897409636697992,0.008172931575730468,0.6223504771258691
0_0_0_10_14_32,2,1,19,27,510,54,ar1_rho0.8,-26.0,202,80,80,879,0,0,0,0.045208762298062095,0.04483486505964615,0.02194512049437055
0_0_0_10_14_32,2,1,20,28,860,55,ar1_rho0.8,-26.0,202,150,150,127,0,0,0,1.1124126340079385,1.1177223848935518,0.7729058479942451
0_0_0_10_14_32,2,1,21,29,553,56,ar1_rho0.8,-26.0,202,152,152,553,0,0,1,0.11895850048756892,0.1257941211489832,0.9564574929441085
0_0_0_10_14_32,2,1,22,30,629,57,ar1_rho0.8,-26.0,202,831,107,629,0,0,1,0.0049055546315480356,0.006809544398251384,1.884887421253991
0_0_0_10_14_32,2,1,23,31,759,58,ar1_rho0.8,-26.0,202,261,261,993,0,0,0,0.20343373068715018,0.20483102656585747,0.8838310881191132
0_0_0_10_14_32,2,1,24,32,874,59,ar1_rho0.8,-26.0,202,299,299,609,0,0,0,0.07697370915359969,0.0763573771037282,0.47590836926722474
0_0_0_10_14_32,2,1,25,33,720,60,ar1_rho0.8,-26.0,202,412,412,850,0,0,0,0.14855216310047994,0.13655053642433107,0.0924932091772944
0_0_0_10_14_32,2,1,26,34,314,61,ar1_rho0.8,-26.0,202,9,9,314,0,0,1,0.7711981951365523,0.7715160214502168,1.3354276422221976
0_0_0_10_14_32,2,1,27,35,602,62,ar1_rho0.8,-26.0,202,175,175,602,0,0,1,0.22176979674608968,0.21378463080445181,1.5366376138099855
0_0_0_10_14_32,2,1,28,36,7,63,ar1_rho0.8,-26.0,202,412,412,7,0,0,1,1.432356005038683,1.4419644122905193,0.42573330673282916
