raw_bin,bank_kind,pattern_count,window_count,diag_cv,mean_abs_corr,max_abs_corr,target_amp_mean,target_phase_std,effective_replicas_empirical_rcond_1e_m6,effective_replicas_empirical_rcond_1e_m3,eig_max,rank_1em02,range_residual_1em02,rank_1em03,range_residual_1em03,rank_1em04,range_residual_1em04,rank_1em06,range_residual_1em06,dataset
301,fixed,4,256,0.11037971850373383,0.19450176819055842,0.2769564659889772,31.999999967466444,8.135447162829454e-10,3.2051744205284938,3.2051744205284938,2.1497924132145853e-06,4,7.068046153896778e-16,4,7.068046153896778e-16,4,7.068046153896778e-16,4,7.068046153896778e-16,0_0_0_10_14_16
653,fixed,4,256,0.31732762801869924,0.23662642419707736,0.30616803409076015,31.99999997261623,7.612448847122017e-10,3.4769581584686033,3.4769581584686033,2.5075718377064616e-06,4,7.021414725647272e-16,4,7.021414725647272e-16,4,7.021414725647272e-16,4,7.021414725647272e-16,0_0_0_10_14_16
301,basic_only,56,256,0.15044417397559742,0.34878781926064795,0.902253339641183,31.999999967466444,6.520177760925932e-10,5.5908406642817585,5.5908406642817585,2.6723639484116134e-05,19,0.011254570633867122,20,1.8369627013107457e-15,20,1.8369627013107457e-15,20,1.8369627013107457e-15,0_0_0_10_14_16
653,basic_only,56,256,0.6295785499163735,0.34060374205655064,0.8637336007636996,31.999999972616227,9.516516940327722e-10,11.33851455563952,11.33851455563952,3.7837800273475245e-05,17,0.07187636260926307,20,3.983626898257746e-15,20,3.983626898257746e-15,20,3.983626898257746e-15,0_0_0_10_14_16
301,random_only,64,256,0.2187966909329618,0.23809757882669597,0.6099662629577438,31.999999964388152,7.781085161624811e-10,92.64334828570217,40.550257571197,3.775591654820189e-05,31,0.14673170622718348,55,0.05609849550651452,64,1.4963197346308272e-15,64,1.4963197346308272e-15,0_0_0_10_14_16
653,random_only,64,256,0.25922599331189766,0.2525962366251867,0.6455533080215731,31.999999976220934,6.157253626446017e-10,146.2593491340327,57.10139241989031,4.4045733853595306e-05,29,0.20127837098436224,54,0.08463802734287901,64,1.6643466237974148e-15,64,1.6643466237974148e-15,0_0_0_10_14_16
301,balanced_random_only,64,256,0.2016903200388611,0.24138216607752822,0.6357669615153397,31.999999965440825,6.216110465632378e-10,106.87524408089799,50.50284174517394,3.771080855492017e-05,32,0.15500817195510147,54,0.07047800051651902,64,1.162492952221458e-15,64,1.162492952221458e-15,0_0_0_10_14_16
653,balanced_random_only,64,256,0.21366107385307745,0.26341171264679736,0.6692712528466327,31.999999976402066,5.573995615156065e-10,197.75525018477202,67.04910620064946,5.4347609550330295e-05,27,0.2083041540782468,53,0.09382235369147418,64,2.1061895850688925e-15,64,2.1061895850688925e-15,0_0_0_10_14_16
