path,payload_symbol_index,raw_bin,phase_pi_self_unwrap,phase_pi_gt_aligned
gt,24,874,0.5900652409302698,0.5900652409302698
gt,25,720,0.5480089582438425,0.5480089582438425
gt,26,314,0.20224252742475146,0.20224252742475146
gt,27,602,0.2580568222108401,0.2580568222108401
gt,28,7,-0.28325769687274377,-0.28325769687274377
gt,29,610,-0.25866645453975906,-0.25866645453975906
gt,30,778,-0.26830726655323206,-0.26830726655323206
gt,31,897,-0.5971507653387549,-0.5971507653387549
gt,32,740,-0.8975241194161474,-0.8975241194161474
gt,33,590,-0.7378182077312044,-0.7378182077312044
gt,34,930,-1.1241097458699603,-1.1241097458699603
