path,payload_symbol_index,raw_bin,phase_pi_self_unwrap,phase_pi_gt_aligned
center,0,258,-0.9428577545393192,1.057142245460681
center,1,306,-0.9268998523444829,1.073100147655517
center,2,65,0.03504233771180658,2.0350423377118068
center,3,395,-0.5407675157948043,1.4592324842051958
center,4,834,0.3924034747361259,2.392403474736126
center,5,877,1.0958373920565447,3.095837392056545
center,6,360,0.40922714135375665,2.4092271413537567
center,7,407,1.0072723022547496,3.0072723022547496
center,8,769,1.31601870934467,1.31601870934467
center,9,927,1.5007195465152932,1.5007195465152932
center,10,76,2.3044558530080477,2.3044558530080477
center,11,796,2.8172014742317515,0.8172014742317514
center,12,815,3.5449635387928757,1.5449635387928755
center,13,264,3.048584321994618,1.048584321994618
center,14,574,3.4932997222924316,1.4932997222924314
center,15,566,3.0018501945276306,1.0018501945276306
center,16,654,2.5072647169514792,0.5072647169514793
center,17,33,2.9458709304371657,0.9458709304371657
center,18,363,2.4573855150446735,0.45738551504467334
center,19,510,2.9107793916474005,0.9107793916474004
center,20,316,2.600635869362754,0.6006358693627539
center,21,293,3.22559565630665,1.22559565630665
center,22,823,3.86158046772714,1.8615804677271401
center,23,80,3.5601824145195167,-0.4398175854804835
center,24,324,3.5552669171013354,1.5552669171013354
center,25,524,2.72804458648387,0.72804458648387
center,26,541,3.7025632288380113,-0.29743677116198863
center,27,911,4.496518097311381,0.49651809731138125
center,28,650,4.092191929737446,0.09219192973744574
center,29,45,4.1345226437328995,0.13452264373289982
center,30,454,3.988985887147548,-0.011014112852452341
center,31,431,3.5825578106765152,-0.41744218932348487
center,32,343,3.1019592147186366,-0.8980407852813636
center,33,601,3.6698918727169016,-0.33010812728309835
center,34,774,3.157159741116809,-0.8428402588831914
multi,0,447,-0.1856210913247962,-0.1856210913247962
multi,1,83,-0.9924109287497432,1.0075890712502567
multi,2,626,-0.2140630235571048,1.7859369764428952
multi,3,116,-0.24721611671492508,1.7527838832850748
multi,4,697,-0.9439815483307586,3.0560184516692415
multi,5,850,-0.6183336484121648,1.3816663515878354
multi,6,862,-1.4343666872403242,2.5656333127596755
multi,7,1022,-0.7278271587952913,1.2721728412047086
multi,8,877,-0.1858636958495655,1.8141363041504346
multi,9,1001,-0.5706942173161874,1.4293057826838125
multi,10,769,-0.15056845615417844,1.8494315438458215
multi,11,638,0.44718891536023825,2.4471889153602384
multi,12,373,-0.04318775569749606,1.956812244302504
multi,13,359,-0.7157355231256362,1.2842644768743638
multi,14,848,-0.6115436055762735,1.3884563944237265
multi,15,144,-1.3339449202763225,2.6660550797236775
multi,16,816,-0.9389486854953393,1.0610513145046607
multi,17,334,-1.6703513167750712,0.32964868322492885
multi,18,889,-0.7387730681771721,1.2612269318228277
multi,19,510,-1.0892206083525995,0.9107793916474004
multi,20,319,-1.9205251567895187,2.0794748432104813
multi,21,847,-1.9878179769745317,0.012182023025468362
multi,22,430,-2.292817495253561,1.7071825047464386
multi,23,759,-1.5325001890503902,0.46749981094960974
multi,24,370,-2.3246945193469464,-0.32469451934694626
multi,25,524,-3.27195541351613,0.72804458648387
multi,26,208,-2.7795719130374,-0.7795719130374001
multi,27,602,-3.74194317778916,0.2580568222108401
multi,28,767,-3.7229826105987,0.27701738940130005
multi,29,610,-4.2586664545397594,-0.25866645453975906
multi,30,720,-3.5977127482434255,0.4022872517565744
multi,31,60,-3.277776024835824,-1.277776024835824
multi,32,740,-2.8975241194161474,-0.8975241194161474
multi,33,789,-2.5943481110493263,-0.5943481110493264
multi,34,195,-2.421820947709389,-0.42182094770938927
v3,0,497,0.9443929533917658,0.9443929533917658
v3,1,83,1.0075890712502567,1.0075890712502567
v3,2,858,0.8760278444963202,2.87602784449632
v3,3,941,0.2055179825867265,2.2055179825867266
v3,4,483,-0.5181380745461766,1.4818619254538234
v3,5,468,0.10289395393408793,2.102893953934088
v3,6,862,0.5656333127596758,2.5656333127596755
v3,7,713,0.11683771872005203,2.116837718720052
v3,8,160,1.0868899960258096,3.0868899960258096
v3,9,868,0.1660146728300684,2.166014672830068
v3,10,711,0.6452791620883143,2.6452791620883143
v3,11,638,0.44718891536023825,2.4471889153602384
v3,12,225,-0.12064286453853536,1.8793571354614647
v3,13,38,-0.6547310055347503,1.3452689944652496
v3,14,100,-0.8016618072870922,1.1983381927129078
v3,15,144,-1.3339449202763225,2.6660550797236775
v3,16,816,-0.9389486854953393,1.0610513145046607
v3,17,32,-1.151229011969496,0.8487709880305042
v3,18,647,-1.4563067347287253,0.5436932652712746
v3,19,510,-1.0892206083525995,0.9107793916474004
v3,20,658,-2.0185876163316396,1.9814123836683606
v3,21,131,-2.081236932409419,-0.0812369324094192
v3,22,515,-1.7157503509595458,0.28424964904045424
v3,23,759,-1.5325001890503902,0.46749981094960974
v3,24,18,-1.458088655192191,0.5419113448078091
v3,25,720,-1.4519910417561575,0.5480089582438425
v3,26,123,-2.349537435178098,-0.3495374351780982
v3,27,602,-1.7419431777891599,0.2580568222108401
v3,28,362,-0.9483199327095692,-0.9483199327095692
v3,29,498,-0.8559027679978684,-0.8559027679978684
v3,30,320,-1.2521220619862286,-1.2521220619862286
v3,31,413,-0.3460292602929027,-0.3460292602929027
v3,32,740,-0.8975241194161474,-0.8975241194161474
v3,33,403,-1.2619189058767408,-1.2619189058767408
v3,34,930,-1.1241097458699603,-1.1241097458699603
phase_line,0,447,-0.1856210913247962,-0.1856210913247962
phase_line,1,83,-0.9924109287497432,1.0075890712502567
phase_line,2,626,-0.2140630235571048,1.7859369764428952
phase_line,3,116,-0.24721611671492508,1.7527838832850748
phase_line,4,697,-0.9439815483307586,3.0560184516692415
phase_line,5,850,-0.6183336484121648,1.3816663515878354
phase_line,6,862,-1.4343666872403242,2.5656333127596755
phase_line,7,1022,-0.7278271587952913,1.2721728412047086
phase_line,8,877,-0.1858636958495655,1.8141363041504346
phase_line,9,1001,-0.5706942173161874,1.4293057826838125
phase_line,10,769,-0.15056845615417844,1.8494315438458215
phase_line,11,638,0.44718891536023825,2.4471889153602384
phase_line,12,373,-0.04318775569749606,1.956812244302504
phase_line,13,359,-0.7157355231256362,1.2842644768743638
phase_line,14,848,-0.6115436055762735,1.3884563944237265
phase_line,15,144,-1.3339449202763225,2.6660550797236775
phase_line,16,816,-0.9389486854953393,1.0610513145046607
phase_line,17,334,-1.6703513167750712,0.32964868322492885
phase_line,18,889,-0.7387730681771721,1.2612269318228277
phase_line,19,510,-1.0892206083525995,0.9107793916474004
phase_line,20,319,-1.9205251567895187,2.0794748432104813
phase_line,21,847,-1.9878179769745317,0.012182023025468362
phase_line,22,430,-2.292817495253561,1.7071825047464386
phase_line,23,759,-1.5325001890503902,0.46749981094960974
phase_line,24,370,-2.3246945193469464,-0.32469451934694626
phase_line,25,524,-3.27195541351613,0.72804458648387
phase_line,26,208,-2.7795719130374,-0.7795719130374001
phase_line,27,602,-3.74194317778916,0.2580568222108401
phase_line,28,767,-3.7229826105987,0.27701738940130005
phase_line,29,610,-4.2586664545397594,-0.25866645453975906
phase_line,30,720,-3.5977127482434255,0.4022872517565744
phase_line,31,60,-3.277776024835824,-1.277776024835824
phase_line,32,740,-2.8975241194161474,-0.8975241194161474
phase_line,33,789,-2.5943481110493263,-0.5943481110493264
phase_line,34,195,-2.421820947709389,-0.42182094770938927
phase_dp_first,0,497,0.9443929533917658,0.9443929533917658
phase_dp_first,1,83,1.0075890712502567,1.0075890712502567
phase_dp_first,2,858,0.8760278444963202,2.87602784449632
phase_dp_first,3,35,0.8814095782163456,2.8814095782163456
phase_dp_first,4,483,1.4818619254538234,1.4818619254538234
phase_dp_first,5,468,2.102893953934088,2.102893953934088
phase_dp_first,6,89,2.1625092489932887,2.1625092489932887
phase_dp_first,7,713,2.116837718720052,2.116837718720052
phase_dp_first,8,596,2.2324011138684567,2.2324011138684567
phase_dp_first,9,868,2.166014672830068,2.166014672830068
phase_dp_first,10,765,2.101438582917566,2.101438582917566
phase_dp_first,11,638,2.4471889153602384,2.4471889153602384
phase_dp_first,12,949,2.310621104289612,0.3106211042896119
phase_dp_first,13,456,2.444680035096111,2.444680035096111
phase_dp_first,14,332,2.609296093884385,2.609296093884385
phase_dp_first,15,144,2.6660550797236775,2.6660550797236775
phase_dp_first,16,816,3.0610513145046605,1.0610513145046607
phase_dp_first,17,32,2.848770988030504,0.8487709880305042
phase_dp_first,18,889,3.261226931822828,1.2612269318228277
phase_dp_first,19,510,2.9107793916474005,0.9107793916474004
phase_dp_first,20,658,1.9814123836683606,1.9814123836683606
phase_dp_first,21,131,1.918763067590581,-0.0812369324094192
phase_dp_first,22,515,2.2842496490404542,0.28424964904045424
phase_dp_first,23,759,2.46749981094961,0.46749981094960974
phase_dp_first,24,18,2.5419113448078092,0.5419113448078091
phase_dp_first,25,720,2.5480089582438428,0.5480089582438425
phase_dp_first,26,249,2.186375884146326,0.1863758841463257
phase_dp_first,27,602,2.25805682221084,0.2580568222108401
phase_dp_first,28,643,2.2600386585167622,0.26003865851676233
phase_dp_first,29,610,1.741333545460241,-0.25866645453975906
phase_dp_first,30,381,1.4154262691079158,-0.5845737308920842
phase_dp_first,31,163,1.4581326340213467,-0.5418673659786533
phase_dp_first,32,740,1.1024758805838526,-0.8975241194161474
phase_dp_first,33,403,0.7380810941232591,-1.2619189058767408
phase_dp_first,34,930,0.8758902541300398,-1.1241097458699603
phase_dp_first_header,0,497,0.9443929533917658,0.9443929533917658
phase_dp_first_header,1,83,1.0075890712502567,1.0075890712502567
phase_dp_first_header,2,858,0.8760278444963202,2.87602784449632
phase_dp_first_header,3,35,0.8814095782163456,2.8814095782163456
phase_dp_first_header,4,483,1.4818619254538234,1.4818619254538234
phase_dp_first_header,5,468,2.102893953934088,2.102893953934088
phase_dp_first_header,6,89,2.1625092489932887,2.1625092489932887
phase_dp_first_header,7,713,2.116837718720052,2.116837718720052
phase_dp_first_header,8,596,2.2324011138684567,2.2324011138684567
phase_dp_first_header,9,868,2.166014672830068,2.166014672830068
phase_dp_first_header,10,765,2.101438582917566,2.101438582917566
phase_dp_first_header,11,638,2.4471889153602384,2.4471889153602384
phase_dp_first_header,12,949,2.310621104289612,0.3106211042896119
phase_dp_first_header,13,456,2.444680035096111,2.444680035096111
phase_dp_first_header,14,332,2.609296093884385,2.609296093884385
phase_dp_first_header,15,144,2.6660550797236775,2.6660550797236775
phase_dp_first_header,16,816,3.0610513145046605,1.0610513145046607
phase_dp_first_header,17,32,2.848770988030504,0.8487709880305042
phase_dp_first_header,18,889,3.261226931822828,1.2612269318228277
phase_dp_first_header,19,510,2.9107793916474005,0.9107793916474004
phase_dp_first_header,20,658,1.9814123836683606,1.9814123836683606
phase_dp_first_header,21,131,1.918763067590581,-0.0812369324094192
phase_dp_first_header,22,515,2.2842496490404542,0.28424964904045424
phase_dp_first_header,23,759,2.46749981094961,0.46749981094960974
phase_dp_first_header,24,18,2.5419113448078092,0.5419113448078091
phase_dp_first_header,25,720,2.5480089582438428,0.5480089582438425
phase_dp_first_header,26,249,2.186375884146326,0.1863758841463257
phase_dp_first_header,27,602,2.25805682221084,0.2580568222108401
phase_dp_first_header,28,643,2.2600386585167622,0.26003865851676233
phase_dp_first_header,29,610,1.741333545460241,-0.25866645453975906
phase_dp_first_header,30,381,1.4154262691079158,-0.5845737308920842
phase_dp_first_header,31,163,1.4581326340213467,-0.5418673659786533
phase_dp_first_header,32,740,1.1024758805838526,-0.8975241194161474
phase_dp_first_header,33,403,0.7380810941232591,-1.2619189058767408
phase_dp_first_header,34,930,0.8758902541300398,-1.1241097458699603
phase_dp_second,0,497,0.9443929533917658,0.9443929533917658
phase_dp_second,1,83,1.0075890712502567,1.0075890712502567
phase_dp_second,2,858,0.8760278444963202,2.87602784449632
phase_dp_second,3,35,0.8814095782163456,2.8814095782163456
phase_dp_second,4,483,1.4818619254538234,1.4818619254538234
phase_dp_second,5,468,2.102893953934088,2.102893953934088
phase_dp_second,6,545,1.1767732364464265,1.1767732364464265
phase_dp_second,7,713,2.116837718720052,2.116837718720052
phase_dp_second,8,160,3.0868899960258096,3.0868899960258096
phase_dp_second,9,868,2.166014672830068,2.166014672830068
phase_dp_second,10,928,1.1757196418214566,1.1757196418214566
phase_dp_second,11,638,0.44718891536023825,2.4471889153602384
phase_dp_second,12,225,-0.12064286453853536,1.8793571354614647
phase_dp_second,13,38,-0.6547310055347503,1.3452689944652496
phase_dp_second,14,100,-0.8016618072870922,1.1983381927129078
phase_dp_second,15,144,-1.3339449202763225,2.6660550797236775
phase_dp_second,16,902,-2.0259335808335233,1.9740664191664767
phase_dp_second,17,32,-1.151229011969496,0.8487709880305042
phase_dp_second,18,472,-2.071556140073367,1.928443859926633
phase_dp_second,19,510,-1.0892206083525995,0.9107793916474004
phase_dp_second,20,658,-2.0185876163316396,1.9814123836683606
phase_dp_second,21,131,-2.081236932409419,-0.0812369324094192
phase_dp_second,22,515,-1.7157503509595458,0.28424964904045424
phase_dp_second,23,759,-1.5325001890503902,0.46749981094960974
phase_dp_second,24,18,-1.458088655192191,0.5419113448078091
phase_dp_second,25,720,-1.4519910417561575,0.5480089582438425
phase_dp_second,26,249,-1.8136241158536743,0.1863758841463257
phase_dp_second,27,602,-1.7419431777891599,0.2580568222108401
phase_dp_second,28,643,-1.7399613414832376,0.26003865851676233
phase_dp_second,29,352,-1.9330571831354713,0.06694281686452884
phase_dp_second,30,454,-2.011014112852452,-0.011014112852452341
phase_dp_second,31,413,-2.346029260292903,-0.3460292602929027
phase_dp_second,32,740,-2.8975241194161474,-0.8975241194161474
phase_dp_second,33,403,-3.261918905876741,-1.2619189058767408
phase_dp_second,34,930,-3.1241097458699603,-1.1241097458699603
phase_dp_second_anchor,0,497,0.9443929533917658,0.9443929533917658
phase_dp_second_anchor,1,83,1.0075890712502567,1.0075890712502567
phase_dp_second_anchor,2,858,0.8760278444963202,2.87602784449632
phase_dp_second_anchor,3,35,0.8814095782163456,2.8814095782163456
phase_dp_second_anchor,4,483,1.4818619254538234,1.4818619254538234
phase_dp_second_anchor,5,468,2.102893953934088,2.102893953934088
phase_dp_second_anchor,6,545,1.1767732364464265,1.1767732364464265
phase_dp_second_anchor,7,713,2.116837718720052,2.116837718720052
phase_dp_second_anchor,8,160,3.0868899960258096,3.0868899960258096
phase_dp_second_anchor,9,868,2.166014672830068,2.166014672830068
phase_dp_second_anchor,10,928,1.1757196418214566,1.1757196418214566
phase_dp_second_anchor,11,638,0.44718891536023825,2.4471889153602384
phase_dp_second_anchor,12,225,-0.12064286453853536,1.8793571354614647
phase_dp_second_anchor,13,38,-0.6547310055347503,1.3452689944652496
phase_dp_second_anchor,14,100,-0.8016618072870922,1.1983381927129078
phase_dp_second_anchor,15,144,-1.3339449202763225,2.6660550797236775
phase_dp_second_anchor,16,902,-2.0259335808335233,1.9740664191664767
phase_dp_second_anchor,17,32,-1.151229011969496,0.8487709880305042
phase_dp_second_anchor,18,472,-2.071556140073367,1.928443859926633
phase_dp_second_anchor,19,510,-1.0892206083525995,0.9107793916474004
phase_dp_second_anchor,20,658,-2.0185876163316396,1.9814123836683606
phase_dp_second_anchor,21,131,-2.081236932409419,-0.0812369324094192
phase_dp_second_anchor,22,515,-1.7157503509595458,0.28424964904045424
phase_dp_second_anchor,23,759,-1.5325001890503902,0.46749981094960974
phase_dp_second_anchor,24,18,-1.458088655192191,0.5419113448078091
phase_dp_second_anchor,25,720,-1.4519910417561575,0.5480089582438425
phase_dp_second_anchor,26,249,-1.8136241158536743,0.1863758841463257
phase_dp_second_anchor,27,602,-1.7419431777891599,0.2580568222108401
phase_dp_second_anchor,28,643,-1.7399613414832376,0.26003865851676233
phase_dp_second_anchor,29,352,-1.9330571831354713,0.06694281686452884
phase_dp_second_anchor,30,454,-2.011014112852452,-0.011014112852452341
phase_dp_second_anchor,31,413,-2.346029260292903,-0.3460292602929027
phase_dp_second_anchor,32,740,-2.8975241194161474,-0.8975241194161474
phase_dp_second_anchor,33,403,-3.261918905876741,-1.2619189058767408
phase_dp_second_anchor,34,930,-3.1241097458699603,-1.1241097458699603
gt,0,222,0.3903138163050559,0.3903138163050559
gt,1,711,1.0920637125401127,1.0920637125401127
gt,2,871,1.9804270126725065,1.9804270126725065
gt,3,718,2.3547321355513513,2.3547321355513513
gt,4,107,2.2371647913595867,2.2371647913595867
gt,5,468,2.102893953934088,2.102893953934088
gt,6,89,2.1625092489932887,2.1625092489932887
gt,7,713,2.116837718720052,2.116837718720052
gt,8,865,2.2925138743722067,2.2925138743722067
gt,9,492,1.9403188647631124,1.9403188647631124
gt,10,765,2.101438582917566,2.101438582917566
gt,11,1023,1.801548132700867,1.801548132700867
gt,12,597,1.3089989444796941,1.3089989444796941
gt,13,562,1.6197045533875372,1.6197045533875372
gt,14,478,1.709951387544971,1.709951387544971
gt,15,267,1.770550021144429,1.770550021144429
gt,16,917,1.498936677414443,1.498936677414443
gt,17,656,1.308255060988089,1.308255060988089
gt,18,889,1.2612269318228277,1.2612269318228277
gt,19,510,0.9107793916474004,0.9107793916474004
gt,20,860,1.3338020175406877,1.3338020175406877
gt,21,553,0.7856197419834833,0.7856197419834833
gt,22,629,0.8718573309891104,0.8718573309891104
gt,23,759,0.46749981094960974,0.46749981094960974
