phase_index,phase_sample,copy_count,peak_bin,signed_peak_bin,peak_power,median_power,peak_to_median,selected
0,0,13,31245,-1523,0.2310300810670275,0.07085292993441232,3.260699046332864,False
1,4096,13,29187,-3581,0.21299707603013213,0.07074902993245746,3.0106006574715685,False
2,8192,13,29187,-3581,0.21849184197333765,0.07152697764153373,3.054677398342433,False
3,12288,13,29187,-3581,0.2236306664372411,0.07196442492724245,3.107516896901996,False
4,16384,13,28893,-3875,0.2203770158572882,0.07189299718574058,3.0653474536320804,False
5,20480,13,32380,-388,0.23651248154369212,0.07229447054093861,3.2715155083646517,False
6,24576,13,32380,-388,0.20715057483289212,0.0722819441263288,2.86586888795977,False
7,28672,13,32767,-1,0.20889062063415023,0.07208757713243255,2.8977339639310657,False
8,32768,13,32688,-80,0.2346432468696643,0.07216774918750483,3.251358806549707,False
9,36864,13,32673,-95,0.23227515399256757,0.07151415685840401,3.247960462604149,False
10,40960,13,30873,-1895,0.21429889051294138,0.07098134261376988,3.019087588678111,False
11,45056,13,30873,-1895,0.22215889300371647,0.07028709445340295,3.160735192304718,False
12,49152,13,1425,1425,0.2168829391146263,0.0707570035719334,3.0651798149442193,False
13,53248,13,1425,1425,0.23038755472203776,0.07122271989206258,3.234748056114511,False
14,57344,13,708,708,0.21784059401352512,0.07283730889035152,2.9907831210713725,False
15,61440,13,29384,-3384,0.23963254904978712,0.07380755823438409,3.246720996903967,False
16,65536,13,32241,-527,0.22169367663523376,0.07419820697300739,2.987857600331014,False
17,69632,13,32241,-527,0.23295600400128674,0.07480702218603331,3.1140927307861785,False
18,73728,13,1302,1302,0.22924311662856361,0.07490540643336044,3.060434854358739,False
19,77824,13,30664,-2104,0.24038829528112207,0.07592376566353282,3.1661798276239046,False
20,81920,13,941,941,0.22701838647820052,0.07644936511666815,2.9695261187813844,False
21,86016,13,4943,4943,0.2504780044972393,0.07603729167342674,3.2941468453797587,False
22,90112,13,3696,3696,0.23945255965994844,0.07442291373757218,3.2174574688690476,False
23,94208,13,30690,-2078,0.22541933707720532,0.07346712295930212,3.0683022282236196,False
24,98304,13,30690,-2078,0.23768106719610615,0.07292659914778492,3.2591821087727975,False
25,102400,13,30584,-2184,0.23827194118265332,0.07309115407426775,3.2599285672866207,False
26,106496,13,185,185,0.22397904090699972,0.07292756560842464,3.071253497060726,False
27,110592,13,2066,2066,0.2550362038984204,0.07261230440463246,3.5123000983033097,False
28,114688,13,2066,2066,0.24904448133458676,0.07173919947098953,3.4715257930261316,False
29,118784,13,28684,-4084,0.22760760338968808,0.07164799328255003,3.176747777039587,False
30,122880,13,31894,-874,0.2211313384274997,0.07141769456794995,3.096310231872657,False
31,126976,13,164,164,0.2154536716930034,0.07144221970848846,3.0157751616920168,False
32,131072,13,3272,3272,0.23019003168070967,0.07180781408256717,3.205640425372495,False
33,135168,13,3272,3272,0.21788439134416482,0.07151758464376726,3.0465848704127536,False
34,139264,13,30049,-2719,0.20861551142934562,0.07088792970821978,2.9428918616755104,False
35,143360,13,30049,-2719,0.22881103230502725,0.07058100469897663,3.241821695240686,False
36,147456,13,748,748,0.24906111581900447,0.07043389965998836,3.5360972063355667,False
37,151552,13,748,748,0.23110901099066383,0.0699093707729947,3.3058373782408434,False
38,155648,13,30602,-2166,0.2416724359225396,0.0703685258421144,3.434382531542286,False
39,159744,13,40,40,0.23054117308465277,0.07028552837015986,3.2800660168691342,False
40,163840,13,40,40,0.22636124434156862,0.06996083554062385,3.2355423229633735,False
41,167936,13,40,40,0.24434378866236392,0.06954363632430728,3.513531957444674,False
42,172032,13,269,269,0.2189033673965003,0.0695749127852042,3.1462974028054016,False
43,176128,13,32696,-72,0.24150433276447691,0.06936718986018885,3.481535481705896,False
44,180224,13,2258,2258,0.22802978660049372,0.06944323476728056,3.28368612672885,False
45,184320,13,32119,-649,0.20366272902201948,0.0697367655024724,2.920449888298862,False
46,188416,13,3637,3637,0.20772075760599779,0.06935420941595408,2.995070657646545,False
47,192512,13,3637,3637,0.215014009481479,0.06944113545441487,3.0963492758931985,False
48,196608,13,32211,-557,0.2030742844120838,0.06946140973437201,2.9235554704210864,False
49,200704,13,649,649,0.199290821909942,0.06954468824559507,2.8656512371750402,False
50,204800,13,2115,2115,0.22112175180135188,0.06938219158629852,3.1870101930452517,False
51,208896,13,3465,3465,0.21489462587728578,0.06945615230558938,3.0939609918471174,False
52,212992,13,29633,-3135,0.20434386973702845,0.06962934227575915,2.934737900118999,False
53,217088,13,1129,1129,0.21201753467374868,0.06940045472861014,3.0549876870813217,False
54,221184,13,2250,2250,0.20654350023356463,0.06928638340056434,2.9810114209523357,False
55,225280,13,32397,-371,0.21962882400275324,0.06892490090264557,3.1864945923240806,False
56,229376,13,32397,-371,0.20801841170522584,0.07037166932910166,2.955996549298873,False
57,233472,13,30171,-2597,0.20264384355151607,0.07157510685324459,2.8312056029062007,False
58,237568,13,560,560,0.2606171607203318,0.07206551317186767,3.6163922138289766,False
59,241664,13,31068,-1700,0.23191997768107078,0.07215724129793016,3.2140915244181243,False
60,245760,13,32553,-215,0.2194118981196815,0.07275185354365002,3.01589426842627,False
61,249856,13,1950,1950,0.23906462781833546,0.07394372106286917,3.2330619068396023,False
62,253952,13,1950,1950,0.24757389588352974,0.0756439638636901,3.2728836940599275,False
63,258048,13,31089,-1679,0.25542430548299083,0.0764302587904578,3.3419264768325,False
64,262144,13,913,913,0.2286866513739286,0.0760946875674228,3.005290627828697,False
65,266240,13,2488,2488,0.2485226230154118,0.07575740205233689,3.280506145706004,False
66,270336,13,3357,3357,0.2518890966465447,0.0760464077682435,3.312307629496366,False
67,274432,13,3357,3357,0.27838585433808016,0.07632767188056361,3.6472467648914297,False
68,278528,13,243,243,0.22588215715506949,0.07642714607932254,2.9555225956053617,False
69,282624,13,32089,-679,0.22163258996760427,0.07598939782619121,2.9166251649281305,False
70,286720,13,1113,1113,0.24000801850156728,0.07483995610421479,3.206950284248639,False
71,290816,13,30595,-2173,0.2337818591609039,0.07444726389334291,3.140234401304958,False
72,294912,13,1850,1850,0.23052964574631657,0.073733791950018,3.12651281928625,False
73,299008,13,30314,-2454,0.2678177042783009,0.07424336127632171,3.6072949779513217,False
74,303104,13,30314,-2454,0.2385730626174673,0.07436911201371428,3.2079590055273544,False
75,307200,13,30244,-2524,0.22592223944187215,0.0744019699259863,3.03650884064784,False
76,311296,13,1224,1224,0.2233017070866862,0.07354411207794531,3.0362961871104126,False
77,315392,13,31029,-1739,0.22365425602794653,0.07354415034273762,3.041088312063586,False
78,319488,13,29214,-3554,0.21435142304727586,0.07280644784288255,2.9441269200476525,False
79,323584,13,32731,-37,0.2553451049363581,0.07196130886568869,3.548366600904159,False
80,327680,13,279,279,0.22739830057735563,0.07150004543352864,3.1803937913404647,False
