packet_index,frame_index,event_index,symbol_count,gt_topk_recall,mean_gt_savaux_rank,pattern_count,bank_kind,mode_best_pattern_on_savaux,mean_best_pattern_gain_vs_savaux,mean_coherent_gain_vs_savaux,mean_whitened_gain_vs_savaux,mean_stable_gain_vs_savaux,mean_hybrid_gain_vs_savaux,savaux_err,savaux_ser,best_pattern_err,best_pattern_ser,best_pattern_changes_vs_savaux,best_pattern_fix_vs_savaux,best_pattern_break_vs_savaux,mean_pattern_err,mean_pattern_ser,mean_pattern_changes_vs_savaux,mean_pattern_fix_vs_savaux,mean_pattern_break_vs_savaux,coherent_pattern_err,coherent_pattern_ser,coherent_pattern_changes_vs_savaux,coherent_pattern_fix_vs_savaux,coherent_pattern_break_vs_savaux,whitened_pattern_err,whitened_pattern_ser,whitened_pattern_changes_vs_savaux,whitened_pattern_fix_vs_savaux,whitened_pattern_break_vs_savaux,stable_pattern_err,stable_pattern_ser,stable_pattern_changes_vs_savaux,stable_pattern_fix_vs_savaux,stable_pattern_break_vs_savaux,hybrid_mean_pattern_err,hybrid_mean_pattern_ser,hybrid_mean_pattern_changes_vs_savaux,hybrid_mean_pattern_fix_vs_savaux,hybrid_mean_pattern_break_vs_savaux,gated_mean_pattern_err,gated_mean_pattern_ser,gated_mean_pattern_changes_vs_savaux,gated_mean_pattern_fix_vs_savaux,gated_mean_pattern_break_vs_savaux,gated_stable_pattern_err,gated_stable_pattern_ser,gated_stable_pattern_changes_vs_savaux,gated_stable_pattern_fix_vs_savaux,gated_stable_pattern_break_vs_savaux,gated_consensus_pattern_err,gated_consensus_pattern_ser,gated_consensus_pattern_changes_vs_savaux,gated_consensus_pattern_fix_vs_savaux,gated_consensus_pattern_break_vs_savaux,gated_hybrid_pattern_err,gated_hybrid_pattern_ser,gated_hybrid_pattern_changes_vs_savaux,gated_hybrid_pattern_fix_vs_savaux,gated_hybrid_pattern_break_vs_savaux,dataset,snr_db,seed,covariance_source,white_effective_replicas,empirical_effective_replicas,cross_validated_effective_replicas,offpacket_windows,covariance_bins
1,0,1,35,1.0,1.0,16,bitmix_only_diverse16,xor_h2_s1_b0,0.17031084804926258,0.06250000042179665,19.624271532287096,0.8287310429165895,0.14445176358989292,0,0.0,13,0.37142857142857144,13,0,13,2,0.05714285714285714,2,0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,2,0.05714285714285714,2,0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-23.0,42,offpacket,4.0,3.987253813210658,4.0362173730184265,128,0 64 128 192 256 320 384 448 512 576 640 704 768 832 896 960
2,1,2,35,1.0,1.0285714285714285,16,bitmix_only_diverse16,gray_s2_b0,0.16050119760094675,0.0624999985483081,19.42143881851874,0.8442779287151309,0.14232547017815422,1,0.02857142857142857,15,0.42857142857142855,14,0,14,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_16,-23.0,42,offpacket,4.0,3.987253813210658,4.0362173730184265,128,0 64 128 192 256 320 384 448 512 576 640 704 768 832 896 960
1,0,1,35,1.0,1.2571428571428571,16,bitmix_only_diverse16,xor_h2_s1_b0,0.19080068141654158,0.06250000066678044,15.514268076231737,0.7933747282305306,0.1496716821652893,4,0.11428571428571428,22,0.6285714285714286,21,0,18,7,0.2,4,0,3,4,0.11428571428571428,0,0,0,3,0.08571428571428572,3,1,0,4,0.11428571428571428,2,0,0,5,0.14285714285714285,2,0,1,6,0.17142857142857143,3,0,2,4,0.11428571428571428,2,0,0,4,0.11428571428571428,0,0,0,5,0.14285714285714285,2,0,1,0_0_0_10_14_16,-24.0,42,offpacket,4.0,3.987342132270871,4.036443844189414,128,0 64 128 192 256 320 384 448 512 576 640 704 768 832 896 960
2,1,2,35,1.0,1.1714285714285715,16,bitmix_only_diverse16,fold_h2_s1_b0,0.171260842717934,0.06250000055822898,15.473733362724374,0.8141686624426512,0.14645700761849992,4,0.11428571428571428,19,0.5428571428571428,19,1,16,5,0.14285714285714285,1,0,1,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,5,0.14285714285714285,1,0,1,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,0_0_0_10_14_16,-24.0,42,offpacket,4.0,3.987342132270871,4.036443844189414,128,0 64 128 192 256 320 384 448 512 576 640 704 768 832 896 960
1,0,1,35,0.9714285714285714,3.4285714285714284,16,bitmix_only_diverse16,fold_h2_s1_b0,0.20235431715210936,0.06249999991365538,12.254439760557208,0.7649041510339568,0.15396241545218864,10,0.2857142857142857,25,0.7142857142857143,23,0,15,11,0.3142857142857143,7,1,2,10,0.2857142857142857,0,0,0,8,0.22857142857142856,5,2,0,11,0.3142857142857143,6,0,1,11,0.3142857142857143,7,1,2,11,0.3142857142857143,7,1,2,11,0.3142857142857143,6,0,1,10,0.2857142857142857,0,0,0,10,0.2857142857142857,6,2,2,0_0_0_10_14_16,-25.0,42,offpacket,4.0,3.987429337987157,4.036663094045696,128,0 64 128 192 256 320 384 448 512 576 640 704 768 832 896 960
2,1,2,35,1.0,1.9428571428571428,16,bitmix_only_diverse16,gray_s2_b1,0.18493590461765266,0.06250000105058635,12.297340439556018,0.7879465812401544,0.1501563070636708,6,0.17142857142857143,25,0.7142857142857143,24,1,20,11,0.3142857142857143,5,0,5,6,0.17142857142857143,0,0,0,7,0.2,1,0,1,7,0.2,1,0,1,10,0.2857142857142857,4,0,4,11,0.3142857142857143,5,0,5,7,0.2,1,0,1,6,0.17142857142857143,0,0,0,10,0.2857142857142857,4,0,4,0_0_0_10_14_16,-25.0,42,offpacket,4.0,3.987429337987157,4.036663094045696,128,0 64 128 192 256 320 384 448 512 576 640 704 768 832 896 960
