dataset,snr_db,seed,packet_count,symbol_count,bank_kind,pattern_count,covariance_source,white_effective_replicas,empirical_effective_replicas,cross_validated_effective_replicas,offpacket_windows,mean_gt_topk_recall,mean_gt_savaux_rank,savaux_ser,best_pattern_ser,mean_pattern_ser,coherent_pattern_ser,whitened_pattern_ser,stable_pattern_ser,hybrid_mean_pattern_ser,gated_mean_pattern_ser,gated_stable_pattern_ser,gated_consensus_pattern_ser,gated_hybrid_pattern_ser,best_pattern_fix_vs_savaux,best_pattern_break_vs_savaux,best_pattern_changes_vs_savaux,mean_pattern_fix_vs_savaux,mean_pattern_break_vs_savaux,mean_pattern_changes_vs_savaux,coherent_pattern_fix_vs_savaux,coherent_pattern_break_vs_savaux,coherent_pattern_changes_vs_savaux,whitened_pattern_fix_vs_savaux,whitened_pattern_break_vs_savaux,whitened_pattern_changes_vs_savaux,stable_pattern_fix_vs_savaux,stable_pattern_break_vs_savaux,stable_pattern_changes_vs_savaux,hybrid_mean_pattern_fix_vs_savaux,hybrid_mean_pattern_break_vs_savaux,hybrid_mean_pattern_changes_vs_savaux,gated_mean_pattern_fix_vs_savaux,gated_mean_pattern_break_vs_savaux,gated_mean_pattern_changes_vs_savaux,gated_stable_pattern_fix_vs_savaux,gated_stable_pattern_break_vs_savaux,gated_stable_pattern_changes_vs_savaux,gated_consensus_pattern_fix_vs_savaux,gated_consensus_pattern_break_vs_savaux,gated_consensus_pattern_changes_vs_savaux,gated_hybrid_pattern_fix_vs_savaux,gated_hybrid_pattern_break_vs_savaux,gated_hybrid_pattern_changes_vs_savaux
0_0_0_10_14_16,-23.0,42,2,70,bitmix_only_diverse16,16,offpacket,4.0,3.987253813210658,4.0362173730184265,128,1.0,1.0142857142857142,0.014285714285714285,0.4,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.014285714285714285,0,27,27,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16,-24.0,42,2,70,bitmix_only_diverse16,16,offpacket,4.0,3.987342132270871,4.036443844189414,128,1.0,1.2142857142857144,0.11428571428571428,0.5857142857142857,0.17142857142857143,0.11428571428571428,0.1,0.11428571428571428,0.12857142857142856,0.15714285714285714,0.11428571428571428,0.11428571428571428,0.12857142857142856,1,34,40,0,4,5,0,0,0,1,0,3,0,0,2,0,1,2,0,3,4,0,0,2,0,0,0,0,1,2
0_0_0_10_14_16,-25.0,42,2,70,bitmix_only_diverse16,16,offpacket,4.0,3.987429337987157,4.036663094045696,128,0.9857142857142858,2.6857142857142855,0.22857142857142856,0.7142857142857143,0.3142857142857143,0.22857142857142856,0.21428571428571427,0.2571428571428571,0.3,0.3142857142857143,0.2571428571428571,0.22857142857142856,0.2857142857142857,1,35,47,1,7,12,0,0,0,2,1,6,0,2,7,1,6,11,1,7,12,0,2,7,0,0,0,2,6,10
