dataset,target_snr_db,packet_count,center_symbol_ser,center_symbol_accuracy,center_crc_valid_rate,multi_symbol_ser,multi_symbol_accuracy,multi_crc_valid_rate,selected_symbol_ser,selected_symbol_accuracy,selected_crc_valid_rate,selected_ser_gain_vs_center,selected_crc_gain_vs_center,selected_ser_gain_vs_multi,selected_crc_gain_vs_multi,mean_locked_ratio,mean_false_lock_rate,mean_uncertain_candidate_recall,mean_phase_line_r2,mean_phase_line_rmse_pi
0_0_0_10_14_8,-18.0,10,0.12857142857142856,0.8714285714285716,0.4,0.002857142857142857,0.9971428571428571,0.9,0.002857142857142857,0.9971428571428571,0.9,0.1257142857142857,0.5,0.0,0.0,0.82,0.0,0.6,0.7815549583277007,0.3224200882995797
0_0_0_10_14_8,-19.0,10,0.22857142857142856,0.7714285714285715,0.0,0.011428571428571429,0.9885714285714287,0.8,0.02857142857142857,0.9714285714285713,0.6,0.19999999999999998,0.6,-0.01714285714285714,-0.20000000000000007,0.7857142857142858,0.0,0.6,0.7049268735951373,0.35698095183911777
0_0_0_10_14_8,-20.0,10,0.3657142857142857,0.6342857142857143,0.0,0.04571428571428572,0.9542857142857143,0.6,0.07428571428571429,0.9257142857142858,0.5,0.2914285714285714,0.5,-0.028571428571428567,-0.09999999999999998,0.72,0.0,0.8824110671936758,0.8187718661299982,0.2996778857767656
0_0_0_10_14_8,-21.0,10,0.5171428571428571,0.48285714285714293,0.0,0.13142857142857142,0.8685714285714285,0.5,0.12285714285714286,0.8771428571428572,0.5,0.39428571428571424,0.5,0.008571428571428563,0.0,0.6028571428571429,0.0,0.958608695652174,0.8167506254170049,0.28614980979757315
0_0_0_10_14_8,-22.0,10,0.6628571428571428,0.33714285714285713,0.0,0.18857142857142856,0.8114285714285716,0.3,0.1857142857142857,0.8142857142857144,0.2,0.4771428571428571,0.2,0.0028571428571428636,-0.09999999999999998,0.4228571428571429,0.0,0.8916399835796387,0.7384071716304131,0.33461707867623386
0_0_0_10_14_16,-18.0,11,0.11948051948051944,0.8805194805194805,0.09090909090909091,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.0,1.0,1.0,0.11948051948051944,0.9090909090909091,0.0025974025974025974,0.09090909090909094,0.9272727272727272,0.0,0.45454545454545453,0.9651725450683784,0.2094083717832741
0_0_0_10_14_16,-19.0,11,0.2363636363636363,0.7636363636363637,0.0,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.2337662337662337,0.9090909090909091,0.0,0.0,0.8597402597402596,0.0,1.0,0.9650246173142478,0.2092702794392685
0_0_0_10_14_16,-20.0,11,0.35844155844155845,0.6415584415584417,0.0,0.015584415584415584,0.9844155844155845,0.6363636363636364,0.01038961038961039,0.9896103896103896,0.7272727272727273,0.34805194805194806,0.7272727272727273,0.005194805194805195,0.09090909090909094,0.7688311688311689,0.0,1.0,0.963474679677591,0.2100654663657905
0_0_0_10_14_16,-21.0,11,0.4961038961038961,0.5038961038961038,0.0,0.07012987012987014,0.92987012987013,0.2727272727272727,0.04415584415584416,0.9558441558441558,0.2727272727272727,0.45194805194805193,0.2727272727272727,0.025974025974025983,0.0,0.6051948051948052,0.0,0.9597402597402597,0.9484985410972651,0.22116388912096704
0_0_0_10_14_16,-22.0,11,0.6025974025974027,0.3974025974025974,0.0,0.17922077922077922,0.8207792207792209,0.0,0.1766233766233766,0.8233766233766235,0.09090909090909091,0.4259740259740261,0.09090909090909091,0.002597402597402626,0.09090909090909091,0.41558441558441556,0.00505050505050505,0.9246071777215696,0.8411361776551746,0.23956966641074787
