dataset,target_snr_db,packet_count,center_symbol_ser,center_symbol_accuracy,center_crc_valid_rate,multi_symbol_ser,multi_symbol_accuracy,multi_crc_valid_rate,selected_symbol_ser,selected_symbol_accuracy,selected_crc_valid_rate,selected_ser_gain_vs_center,selected_crc_gain_vs_center,selected_ser_gain_vs_multi,selected_crc_gain_vs_multi,mean_locked_ratio,mean_false_lock_rate,mean_uncertain_candidate_recall,mean_phase_line_r2,mean_phase_line_rmse_pi
0_0_0_10_14_32,-18.0,7,0.18367346938775506,0.8163265306122449,0.0,0.1142857142857143,0.8857142857142858,0.8571428571428571,0.10612244897959185,0.8938775510204081,0.8571428571428571,0.07755102040816321,0.8571428571428571,0.00816326530612245,0.0,0.7428571428571429,0.0,0.7795918367346939,0.9111830434783814,0.4308668059580549
0_0_0_10_14_32,-19.0,7,0.2653061224489796,0.7346938775510203,0.0,0.11836734693877551,0.8816326530612244,0.8571428571428571,0.11836734693877551,0.8816326530612244,0.8571428571428571,0.1469387755102041,0.8571428571428571,0.0,0.0,0.7183673469387755,0.0,0.9142857142857144,0.9107521920871273,0.43273974092978973
0_0_0_10_14_32,-20.0,7,0.3959183673469387,0.6040816326530614,0.0,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.1346938775510204,0.8653061224489795,0.8571428571428571,0.2612244897959183,0.8571428571428571,0.008163265306122436,0.1428571428571428,0.6408163265306123,0.0,0.889795918367347,0.7812318294584718,0.49550520524527913
0_0_0_10_14_32,-21.0,7,0.5428571428571428,0.4571428571428572,0.0,0.15918367346938772,0.8408163265306123,0.42857142857142855,0.1795918367346938,0.8204081632653061,0.14285714285714285,0.363265306122449,0.14285714285714285,-0.02040816326530609,-0.2857142857142857,0.5428571428571429,0.0,0.8612244897959184,0.6830225437075346,0.44341019481345434
0_0_0_10_14_32,-22.0,7,0.673469387755102,0.32653061224489793,0.0,0.24489795918367346,0.7551020408163266,0.0,0.2530612244897959,0.746938775510204,0.0,0.4204081632653061,0.0,-0.008163265306122436,0.0,0.36326530612244895,0.0,0.8450606329488316,0.6368365539599558,0.49641225594474037
mean_of_datasets,-18.0,28,0.14390847247990102,0.856091527520099,0.16363636363636366,0.03991341991341992,0.9600865800865801,0.8887445887445887,0.0363265306122449,0.963673469387755,0.919047619047619,0.10758194186765611,0.7554112554112554,0.003586889301175016,0.030303030303030314,0.83004329004329,0.0,0.6113790970933828,0.8859701822914868,0.3208984220136362
mean_of_datasets,-19.0,28,0.24341372912801482,0.7565862708719852,0.0,0.044131106988249846,0.9558688930117502,0.8554112554112554,0.04984539270253557,0.9501546072974644,0.7887445887445886,0.19356833642547924,0.7887445887445886,-0.005714285714285713,-0.0666666666666667,0.7879406307977735,0.0,0.8380952380952381,0.8602345609988374,0.33299699073605865
mean_of_datasets,-20.0,28,0.3733580705009276,0.6266419294990725,0.0,0.06805194805194804,0.931948051948052,0.6502164502164502,0.0731230674087817,0.9268769325912182,0.6948051948051948,0.30023500309214596,0.6948051948051948,-0.005071119356833645,0.04458874458874459,0.709882498453927,0.0,0.9240689951870076,0.8544927917553536,0.3350828524626117
mean_of_datasets,-21.0,28,0.5187012987012988,0.4812987012987013,0.0,0.12024737167594308,0.879752628324057,0.4004329004329004,0.11553494124922693,0.8844650587507731,0.3051948051948052,0.4031663574520718,0.3051948051948052,0.004712430426716152,-0.09523809523809523,0.5836363636363636,0.0,0.9265244817294507,0.8160905700739348,0.3169079645773315
mean_of_datasets,-22.0,28,0.6463079777365492,0.3536920222634508,0.0,0.2042300556586271,0.795769944341373,0.09999999999999999,0.20513296227581942,0.7948670377241807,0.09696969696969697,0.44117501546072974,0.09696969696969697,-0.0009029066171923154,-0.003030303030303022,0.40056895485466915,0.0016835016835016834,0.8871025980833466,0.7387933010818478,0.3568663336772407
