file_name,packet_index,event_index,anchor_count,preamble_len,sf,bw,samp_rate,cfo_int,cfo_frac,sfo_hat,netid_valid,anchor_grid,payload_cfo_correction_mode,anchor_slope_pi_per_symbol,anchor_intercept_pi,anchor_fit_r2,anchor_fit_rmse_pi,anchor_residual_std_pi,anchor_residual_peak_to_peak_pi,anchor_bin_mode,anchor_bin,anchor_signed_bin,anchor_bin_argmax_rate,anchor_mean_er,anchor_mean_margin_db,payload_symbol_count,payload_phase_offset_rad,payload_phase_offset_pi,payload_residual_direct_rmse_pi,payload_residual_direct_std_pi,payload_residual_aligned_rmse_pi,payload_residual_aligned_std_pi,payload_residual_aligned_peak_to_peak_pi,payload_own_slope_pi_per_symbol,payload_own_fit_r2,payload_own_fit_rmse_pi,preamble_payload_slope_delta_pi_per_symbol,payload_argmax_correct_rate,payload_gt_top8_recall,payload_gt_top16_recall,payload_gt_top32_recall,payload_mean_gt_rank,payload_mean_gt_er
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,1,1,16,16.0,10,125000.0,500000.0,-24,-0.42916033761813344,-0.006261318519996445,1,payload_backtrack,continuous,-0.0027205588397807485,0.940379941028495,0.011225050008727644,0.11770425850705064,0.11770425850705064,0.4299116859051033,bin0,0,0,0.1875,0.004759500114722231,0.7086902768716202,35,2.4243883791873237,0.7717067890444218,0.6570179049418144,0.6060952943673396,0.48356005163916554,0.4797037212552099,1.894742791600128,-0.05285725057263002,0.8995748101939903,0.178364057231816,-0.05013669173284927,0.2,0.37142857142857144,0.45714285714285713,0.6,129.57142857142858,0.004427752353516653
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,2,2,16,16.0,10,125000.0,500000.0,-24,-0.27825675980667963,-0.006222641162550411,1,payload_backtrack,continuous,-0.007982090961093055,0.505071174801234,0.10200917151908362,0.10917230505854215,0.10917230505854215,0.39752530567534405,bin0,0,0,0.125,0.003947030996821305,0.5840938175648163,35,1.0520900306694163,0.33489065791748274,0.5309226316077185,0.5220991176532991,0.49385543410599536,0.4937556411434509,1.8456845409986635,-0.09917894492596395,0.9593480399552485,0.20619219340474432,-0.0911968539648709,0.11428571428571428,0.4,0.4857142857142857,0.5714285714285714,121.94285714285714,0.004204180805729307
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,3,3,16,16.0,10,125000.0,500000.0,-24,-0.22814255140766385,-0.006209796635074755,1,payload_backtrack,continuous,-0.0068048426528479955,-0.08797563008394987,0.12246909847811482,0.08396832764365884,0.08396832764365884,0.33701811799076814,bin0,0,0,0.1875,0.004811184979997579,0.5443564452127682,35,0.8412772454153645,0.2677868642371776,0.5239293396383092,0.5191180889781736,0.5160864841982209,0.515116608782341,1.911748765264429,-0.10473964430643101,0.9494033171740458,0.24420065848052974,-0.09793480165358302,0.3142857142857143,0.5142857142857142,0.5428571428571428,0.6857142857142857,48.77142857142857,0.0050240227499654625
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,5,5,16,16.0,10,125000.0,500000.0,-24,-0.2470649666885119,-0.006214646546721477,1,payload_backtrack,continuous,-0.006638324898837725,0.7252397761764114,0.052211408868280795,0.13038000806440117,0.1303800080644012,0.5565452902642183,bin0,0,0,0.375,0.005386870140065524,0.7673802457495128,35,0.7668650952149026,0.24410074117617747,0.544009448628289,0.5423087744004552,0.5445012533143747,0.5416372017626401,1.8846941373284118,-0.11439287484539862,0.9646813082419015,0.22105962695951412,-0.10775454994656089,0.2857142857142857,0.5142857142857142,0.5428571428571428,0.6285714285714286,56.94285714285714,0.004987329313422241
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,6,6,16,16.0,10,125000.0,500000.0,-24,-0.2696020429472565,-0.006220422914431837,1,payload_backtrack,continuous,-0.0079773883919806,0.7626519688147797,0.06969671955486934,0.13435267306989998,0.13435267306989998,0.5291952361895425,bin0,0,0,0.1875,0.004936717111399203,0.8524350031384731,35,0.5847249863894962,0.1861237438664591,0.5290756135038347,0.5228738551719674,0.5133219634383792,0.5132442324906935,1.8586311034094276,-0.12466599001165436,0.970769898387523,0.2184766802281028,-0.11668860161967376,0.2571428571428571,0.6285714285714286,0.6857142857142857,0.6857142857142857,87.51428571428572,0.005173634047848362
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,8,8,16,16.0,10,125000.0,500000.0,-24,-0.3483401354552673,-0.006240603889546665,1,payload_backtrack,continuous,0.0013788999462494658,0.6896512629013115,0.0028521330704953662,0.11885216904625896,0.11885216904625896,0.44506536008015096,bin0,0,0,0.25,0.005497265905674497,0.6996082954499425,35,0.6082889669917961,0.19362439185001423,0.5470006112565875,0.5374814832065505,0.5256625784529806,0.5251908343797297,1.853232765248814,-0.1157159961529632,0.9723718959348785,0.19699392200871385,-0.11709489609921267,0.2,0.4857142857142857,0.5428571428571428,0.6857142857142857,44.02857142857143,0.005178854253422712
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,9,9,16,16.0,10,125000.0,500000.0,-24,-0.3905926756700688,-0.006251433431328191,1,payload_backtrack,continuous,-0.0027805111133568624,-0.8256057107168984,0.01161413323276883,0.11824259813475482,0.1182425981347548,0.4138560731048691,bin0,0,0,0.375,0.005195326461015805,0.8103666332400332,35,0.7788966830707862,0.24793051453719403,0.5528686374574014,0.5512670914069284,0.5370828094789091,0.5311160721881713,1.9469900190283345,-0.1182381567473014,0.9609833319746126,0.24061621914414316,-0.11545764563394453,0.17142857142857143,0.37142857142857144,0.42857142857142855,0.5714285714285714,115.8,0.004226780184604164
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,10,10,16,16.0,10,125000.0,500000.0,-24,-0.439221980632291,-0.006263897370471676,1,payload_backtrack,continuous,-0.00502570523394024,0.9543583752847316,0.07714620812274031,0.08012824639599844,0.08012824639599844,0.3180013269723836,bin0,0,0,0.125,0.004532254911082166,0.49493869574830707,35,0.9794596452657617,0.3117716882061606,0.5482756340571467,0.5462190072657624,0.5194270485173504,0.5178234523032723,1.8664546415811232,-0.12605139476115182,0.9622806165259341,0.25204562611177483,-0.12102568952721159,0.22857142857142856,0.45714285714285713,0.5428571428571428,0.6285714285714286,76.97142857142858,0.004914103253052405
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,11,11,16,16.0,10,125000.0,500000.0,-24,0.12328787264913654,-0.0061197232231266305,1,payload_backtrack,continuous,-0.0065144221989105085,0.49193126130985976,0.048525205766929536,0.13297509827706602,0.13297509827706602,0.4868592516738661,bin0,0,0,0.3125,0.005754024048025614,0.6407849914998067,35,0.14162301577935202,0.04508000603373073,0.5424048300779148,0.5422218811972558,0.5427485535517659,0.542744780697875,1.874359800870157,-0.06578816472209437,0.3262262215024103,0.9548726995375701,-0.05927374252318386,0.37142857142857144,0.7142857142857143,0.8,0.8857142857142857,26.4,0.006908630794440135
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,12,12,16,16.0,10,125000.0,500000.0,-24,-0.11851083147497382,-0.006181697465520549,1,payload_backtrack,continuous,-0.011513588306646502,-0.9232534156590844,0.2942010308836267,0.08220695807876637,0.08220695807876635,0.280209113709565,bin0,0,0,0.375,0.0054749998768194984,0.5896274663659145,35,-1.4206774834423004,-0.4522156880583928,0.5664816016968733,0.5473619415754,0.49696224053375015,0.4956145785610036,1.8541718171780257,-0.1118475316449959,0.5482732996391818,1.0253350943546673,-0.1003339433383494,0.5142857142857142,0.7714285714285715,0.8285714285714286,0.8571428571428571,15.542857142857143,0.006989971846144825
