dataset,snr_db,seed,packet_index,block_index,hard_errors,gt_fixed_coherence,hard_fixed_coherence,gt_beats_hard_fixed,gt_best_coherence,hard_best_coherence,gt_beats_hard_own_best,random_trials,gt_beats_random_fixed_fraction,gt_beats_random_own_best_fraction,random_fixed_max,random_own_best_max
real_low2,,53,0,0,0,0.9997167229812024,0.9997167229812024,0,0.9997167229812024,0.9997167229812024,0,64,1.0,1.0,0.6152051634178479,0.7167242024385094
real_low2,,53,0,1,0,0.9997368385175519,0.9997368385175519,0,0.9997368385175522,0.9997368385175522,0,64,1.0,1.0,0.5636027869341359,0.6283995526231578
real_low2,,53,0,2,0,0.9998398157636981,0.9998398157636981,0,0.9998398157636981,0.9998398157636981,0,64,1.0,1.0,0.3721183385006848,0.6626137065008016
real_low2,,53,0,3,0,0.9997697419288807,0.9997697419288807,0,0.9997697419288807,0.9997697419288807,0,64,1.0,1.0,0.6292310775234216,0.7290547695081598
real_low2,,53,0,4,0,0.9996821909501857,0.9996821909501857,0,0.9996821909501858,0.9996821909501858,0,64,1.0,1.0,0.48732822321661634,0.6685251559967332
real_low2,,53,0,5,0,0.9997543434679843,0.9997543434679843,0,0.9997543434679841,0.9997543434679841,0,64,1.0,1.0,0.4388859733849987,0.6083175300331884
real_low2,,53,0,6,0,0.9998972884171095,0.9998972884171095,0,0.9998972884171095,0.9998972884171095,0,64,1.0,1.0,0.5321335510181876,0.6829827726007148
real_low2,,53,1,0,0,0.5713876327926568,0.5713876327926568,0,0.5713876327926568,0.5713876327926568,0,64,1.0,0.9375,0.5375712540699944,0.7188006029552484
real_low2,,53,1,1,0,0.4709779399726364,0.4709779399726364,0,0.4709779399726362,0.4709779399726362,0,64,1.0,0.6875,0.44731803574183243,0.6332305842778001
real_low2,,53,1,2,0,0.5478956618416431,0.5478956618416431,0,0.5478956618416433,0.5478956618416433,0,64,1.0,0.859375,0.4862277647282083,0.6705727207486448
real_low2,,53,1,3,0,0.44242681242538145,0.44242681242538145,0,0.4424268124253817,0.4424268124253817,0,64,0.953125,0.71875,0.6445885116630291,0.6672848317072416
real_low2,,53,1,4,0,0.45911034974194775,0.45911034974194775,0,0.4591103497419476,0.4591103497419476,0,64,1.0,0.6875,0.45068489653340826,0.665176232233676
real_low2,,53,1,5,0,0.8843363827615258,0.8843363827615258,0,0.884336382761526,0.884336382761526,0,64,1.0,1.0,0.6340877221531289,0.7320151298092499
real_low2,,53,1,6,0,0.7654679280870833,0.7654679280870833,0,0.7654679280870833,0.7654679280870833,0,64,1.0,1.0,0.4971495534195868,0.7315288883443181
real_low2,,53,3,0,0,0.5708572945950495,0.5708572945950495,0,0.5708572945950495,0.5708572945950495,0,64,0.984375,0.90625,0.6138505889994516,0.7406507835431295
real_low2,,53,3,1,0,0.47468043978008795,0.47468043978008795,0,0.47468043978008795,0.47468043978008795,0,64,0.96875,0.765625,0.6611413159249618,0.7934099301654045
real_low2,,53,3,2,0,0.5534280531318072,0.5534280531318072,0,0.5534280531318072,0.5534280531318072,0,64,1.0,0.859375,0.5371301389950016,0.7759381710175011
real_low2,,53,3,3,0,0.4407213140553246,0.4407213140553246,0,0.44072131405532466,0.44072131405532466,0,64,0.984375,0.609375,0.450451444554946,0.6499727372435306
real_low2,,53,3,4,0,0.4621516343339425,0.4621516343339425,0,0.4621516343339425,0.4621516343339425,0,64,0.984375,0.75,0.5194459888448963,0.6868820467111244
real_low2,,53,3,5,0,0.8841743013725571,0.8841743013725571,0,0.8841743013725571,0.8841743013725571,0,64,1.0,1.0,0.4632563190161211,0.7189657877592356
real_low2,,53,3,6,0,0.7620937620679887,0.7620937620679887,0,0.762093762067989,0.762093762067989,0,64,1.0,1.0,0.5844424462232873,0.6457620834677237
real_low2,,53,4,0,7,0.9782354362204051,0.46145319707340876,1,0.9782354362204049,0.5649010670324598,1,64,1.0,1.0,0.4416007052207897,0.6680746436145901
real_low2,,53,4,1,7,0.5175087842996331,0.06705713492172799,1,0.5175087842996334,0.46905268479459505,1,64,1.0,0.84375,0.3711685098783933,0.7317352910478092
real_low2,,53,4,2,7,0.9373992473260355,0.1367067771681491,1,0.9373992473260359,0.5617668356390778,1,64,1.0,1.0,0.5592685862625042,0.685349617155724
real_low2,,53,4,3,7,0.7582741081832247,0.008802510069749268,1,0.7582741081832247,0.44108969353595573,1,64,1.0,1.0,0.5393647768760332,0.6550326865250516
real_low2,,53,4,4,7,0.3628292771769286,0.37377182294359246,0,0.3628292771769287,0.47264083912154603,0,64,0.984375,0.265625,0.4182404218157914,0.7355578154637544
real_low2,,53,4,5,7,0.6350710443338617,0.008822135077736425,1,0.6350710443338617,0.8900426428320589,0,64,1.0,0.984375,0.481815608530632,0.6403332304119621
real_low2,,53,4,6,7,0.5312091786807925,0.2125946275245084,1,0.5312091786807925,0.7699122330268353,0,64,0.984375,0.796875,0.5331860195757995,0.7306161336762247
real_low2,,53,5,0,0,0.9998728944549066,0.9998728944549066,0,0.9998728944549063,0.9998728944549063,0,64,1.0,1.0,0.5396161792773575,0.5925648618830115
real_low2,,53,5,1,0,0.9997828275947617,0.9997828275947617,0,0.9997828275947619,0.9997828275947619,0,64,1.0,1.0,0.5755127370492992,0.6725131811422409
real_low2,,53,5,2,0,0.9996985685422277,0.9996985685422277,0,0.999698568542228,0.999698568542228,0,64,1.0,1.0,0.4837191192500994,0.7242046469786643
real_low2,,53,5,3,0,0.9997598621545414,0.9997598621545414,0,0.9997598621545409,0.9997598621545409,0,64,1.0,1.0,0.5604314891745891,0.7625436186457819
real_low2,,53,5,4,0,0.9997286204891882,0.9997286204891882,0,0.9997286204891882,0.9997286204891882,0,64,1.0,1.0,0.6598408032302397,0.8189286765940998
real_low2,,53,5,5,0,0.9997565900090786,0.9997565900090786,0,0.9997565900090786,0.9997565900090786,0,64,1.0,1.0,0.5573522020409687,0.7503175558983721
real_low2,,53,5,6,0,0.9998761331530964,0.9998761331530964,0,0.9998761331530968,0.9998761331530968,0,64,1.0,1.0,0.5089222985974012,0.6798446364389018
real_low2,,53,6,0,7,0.9639121615549695,0.4830851227497826,1,0.9639121615549698,0.56475946876629,1,64,1.0,1.0,0.39822839549604255,0.8193418363503674
real_low2,,53,6,1,7,0.5453064547191305,0.16795300667872307,1,0.5453064547191305,0.47607879595186436,1,64,1.0,0.859375,0.498395407483557,0.7930419995758438
real_low2,,53,6,2,7,0.9484470460100642,0.14069471739382908,1,0.9484470460100645,0.5551599319336292,1,64,1.0,1.0,0.3438021867118043,0.6166865993049547
real_low2,,53,6,3,7,0.8369864499338678,0.009527616867772076,1,0.8369864499338681,0.4425345030576344,1,64,1.0,1.0,0.47547674479264246,0.7093718200065894
real_low2,,53,6,4,7,0.5223313134278403,0.4665804384576272,1,0.5223313134278401,0.4721018768579494,1,64,0.984375,0.84375,0.5725849938179988,0.7255888141403322
real_low2,,53,6,5,7,0.6733120997168225,0.009155510718961138,1,0.6733120997168225,0.8887103830396316,0,64,1.0,0.984375,0.4296830175916504,0.7726829038093542
real_low2,,53,6,6,7,0.46698939329897626,0.2047486539482509,1,0.46698939329897626,0.7696366324221228,0,64,0.96875,0.578125,0.6722336428353646,0.7521521120663552
real_low2,,53,7,0,0,0.999865822899357,0.999865822899357,0,0.999865822899357,0.999865822899357,0,64,1.0,1.0,0.49819113227442097,0.6813727266955679
real_low2,,53,7,1,0,0.9998571493144919,0.9998571493144919,0,0.9998571493144919,0.9998571493144919,0,64,1.0,1.0,0.4729977775018723,0.6190205223737641
real_low2,,53,7,2,0,0.9996714329603549,0.9996714329603549,0,0.9996714329603544,0.9996714329603544,0,64,1.0,1.0,0.4938408580446566,0.7277237830255421
real_low2,,53,7,3,0,0.9996517143711396,0.9996517143711396,0,0.9996517143711394,0.9996517143711394,0,64,1.0,1.0,0.6020543795115578,0.8038621342893064
real_low2,,53,7,4,0,0.9996926145235501,0.9996926145235501,0,0.9996926145235501,0.9996926145235501,0,64,1.0,1.0,0.47021644255848166,0.779585772302589
real_low2,,53,7,5,0,0.9997895249636785,0.9997895249636785,0,0.9997895249636785,0.9997895249636785,0,64,1.0,1.0,0.3537885877124873,0.7603817634963662
