dataset,target_snr_db,symbol_count,savaux_correct_rate,fused_correct_rate,savaux_gt_topk_rate,fused_gt_topk_rate,gt_in_structured_topk_rate,mean_savaux_gt_rank,mean_fused_gt_rank,mean_rank_delta,mean_gt_path_ratio
0_0_0_10_14_8,-24.0,350,0.86,0.8628571428571429,0.9628571428571429,0.9685714285714285,0.9857142857142858,2.2485714285714287,2.2485714285714287,0.0,2.5829378759134642
0_0_0_10_14_16,-24.0,385,0.8831168831168831,0.8883116883116883,0.961038961038961,0.9584415584415584,0.9714285714285714,2.3064935064935064,2.3012987012987014,0.005194805194805195,2.6278954534295615
0_0_0_10_14_32,-24.0,245,0.7836734693877551,0.7836734693877551,0.8489795918367347,0.8448979591836735,0.8693877551020408,41.118367346938776,41.118367346938776,0.0,2.527639837843345
mean_of_datasets,-24.0,980,0.8422634508348793,0.844947433518862,0.9242918985776128,0.9239703153988867,0.9421768707482995,15.22447742733457,15.222745825602969,0.0017316017316017316,2.57949105572879
