dataset,target_snr_db,packet_index,frame_index,event_index,payload_len,symbol_count,traditional_fft_symbol_ser,multi_offset_argmax_symbol_ser,current_selected_symbol_ser,savaux_paper_symbol_ser,current_gain_vs_traditional_fft,savaux_gain_vs_traditional_fft,savaux_gain_vs_current,traditional_fft_crc_valid,multi_offset_argmax_crc_valid,current_selected_crc_valid,savaux_paper_crc_valid,current_locked_ratio,current_false_lock_rate,current_uncertain_candidate_recall,current_mean_selected_offset_coherence,winner_by_symbol_ser
0_0_0_10_14_8,-24.0,7,7,7,33,35,0.9428571428571428,0.7428571428571429,0.5142857142857142,0.3142857142857143,0.4285714285714286,0.6285714285714286,0.19999999999999996,0,0,0,0,0.11428571428571428,0.25,0.6774193548387096,0.8689174110782686,savaux_paper
0_0_0_10_14_8,-24.0,8,8,8,33,35,0.9142857142857143,0.6285714285714286,0.5142857142857142,0.22857142857142856,0.4,0.6857142857142857,0.2857142857142857,0,0,0,0,0.08571428571428572,0.0,0.6875,0.896479293191505,savaux_paper
0_0_0_10_14_8,-24.0,9,9,9,33,35,0.9428571428571428,0.6571428571428571,0.45714285714285713,0.08571428571428572,0.4857142857142857,0.8571428571428571,0.37142857142857144,0,0,0,0,0.14285714285714285,0.2,0.6666666666666666,0.907339959026682,savaux_paper
0_0_0_10_14_8,-25.0,0,0,0,33,35,0.9142857142857143,0.5428571428571428,0.2857142857142857,0.14285714285714285,0.6285714285714286,0.7714285714285714,0.14285714285714285,0,0,0,0,0.11428571428571428,0.0,0.8709677419354839,0.9173869792858105,savaux_paper
0_0_0_10_14_8,-25.0,1,1,1,33,35,0.8571428571428571,0.4,0.14285714285714285,0.05714285714285714,0.7142857142857142,0.7999999999999999,0.08571428571428572,0,0,0,0,0.11428571428571428,0.0,0.9032258064516129,0.9356668814276596,savaux_paper
0_0_0_10_14_8,-25.0,2,2,2,33,35,0.8571428571428571,0.34285714285714286,0.22857142857142856,0.0,0.6285714285714286,0.8571428571428571,0.22857142857142856,0,0,0,1,0.2857142857142857,0.0,0.88,0.9239843579698986,savaux_paper
0_0_0_10_14_8,-25.0,3,3,3,33,35,0.7142857142857143,0.34285714285714286,0.14285714285714285,0.05714285714285714,0.5714285714285714,0.6571428571428571,0.08571428571428572,0,0,0,0,0.2571428571428571,0.1111111111111111,0.8846153846153846,0.9372996541346263,savaux_paper
0_0_0_10_14_8,-25.0,4,4,4,33,35,0.7714285714285715,0.5142857142857142,0.2857142857142857,0.14285714285714285,0.48571428571428577,0.6285714285714286,0.14285714285714285,0,0,0,0,0.08571428571428572,0.0,0.875,0.9302666041490811,savaux_paper
0_0_0_10_14_8,-25.0,5,5,5,33,35,0.9714285714285714,0.8857142857142857,0.7428571428571429,0.4857142857142857,0.22857142857142854,0.4857142857142857,0.2571428571428572,0,0,0,0,0.05714285714285714,1.0,0.3939393939393939,0.8709496747650528,savaux_paper
0_0_0_10_14_8,-25.0,6,6,6,33,35,0.9142857142857143,0.8285714285714286,0.6571428571428571,0.5142857142857142,0.2571428571428571,0.4,0.1428571428571429,0,0,0,0,0.08571428571428572,0.3333333333333333,0.5,0.861656721365969,savaux_paper
0_0_0_10_14_8,-25.0,7,7,7,33,35,0.9428571428571428,0.8285714285714286,0.7714285714285715,0.5428571428571428,0.17142857142857137,0.4,0.22857142857142865,0,0,0,0,0.02857142857142857,1.0,0.5588235294117647,0.8621668197915389,savaux_paper
0_0_0_10_14_8,-25.0,8,8,8,33,35,0.9428571428571428,0.7714285714285715,0.6285714285714286,0.42857142857142855,0.3142857142857143,0.5142857142857142,0.2,0,0,0,0,0.05714285714285714,0.0,0.6060606060606061,0.8875237722840922,savaux_paper
0_0_0_10_14_8,-25.0,9,9,9,33,35,1.0,0.7428571428571429,0.5428571428571428,0.45714285714285713,0.4571428571428572,0.5428571428571429,0.08571428571428569,0,0,0,0,0.05714285714285714,0.5,0.5757575757575758,0.9016893001886293,savaux_paper
0_0_0_10_14_8,-26.0,0,0,0,33,35,0.9714285714285714,0.6857142857142857,0.5142857142857142,0.2,0.4571428571428572,0.7714285714285714,0.3142857142857142,0,0,0,0,0.05714285714285714,0.0,0.5757575757575758,0.9121572522470133,savaux_paper
0_0_0_10_14_8,-26.0,1,1,1,33,35,0.9142857142857143,0.6571428571428571,0.2857142857142857,0.11428571428571428,0.6285714285714286,0.7999999999999999,0.17142857142857143,0,0,0,0,0.05714285714285714,0.0,0.8181818181818182,0.929040480800153,savaux_paper
0_0_0_10_14_8,-26.0,2,2,2,33,35,0.8571428571428571,0.4857142857142857,0.2857142857142857,0.11428571428571428,0.5714285714285714,0.7428571428571428,0.17142857142857143,0,0,0,0,0.14285714285714285,0.0,0.8,0.9132086580970687,savaux_paper
0_0_0_10_14_8,-26.0,3,3,3,33,35,0.7714285714285715,0.4857142857142857,0.34285714285714286,0.11428571428571428,0.4285714285714286,0.6571428571428571,0.2285714285714286,0,0,0,0,0.11428571428571428,0.25,0.7096774193548387,0.9171878135537765,savaux_paper
0_0_0_10_14_8,-26.0,4,4,4,33,35,0.8571428571428571,0.6285714285714286,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.14285714285714285,0,0,0,0,0.0,0.0,0.7714285714285715,0.9217565013206861,savaux_paper
0_0_0_10_14_8,-26.0,5,5,5,33,35,0.9714285714285714,1.0,0.8571428571428571,0.6571428571428571,0.11428571428571432,0.3142857142857143,0.19999999999999996,0,0,0,0,0.05714285714285714,1.0,0.24242424242424243,0.8594985744544957,savaux_paper
0_0_0_10_14_8,-26.0,6,6,6,33,35,0.9142857142857143,0.8285714285714286,0.7714285714285715,0.6,0.1428571428571428,0.3142857142857143,0.17142857142857149,0,0,0,0,0.02857142857142857,1.0,0.4117647058823529,0.8585634110694287,savaux_paper
0_0_0_10_14_8,-26.0,7,7,7,33,35,0.9714285714285714,0.8857142857142857,0.8571428571428571,0.6857142857142857,0.11428571428571432,0.2857142857142857,0.17142857142857137,0,0,0,0,0.02857142857142857,1.0,0.2647058823529412,0.8643748166950636,savaux_paper
0_0_0_10_14_8,-26.0,8,8,8,33,35,0.9428571428571428,0.8571428571428571,0.7428571428571429,0.5142857142857142,0.19999999999999996,0.4285714285714286,0.22857142857142865,0,0,0,0,0.0,0.0,0.5428571428571428,0.8813987732783093,savaux_paper
0_0_0_10_14_8,-26.0,9,9,9,33,35,1.0,0.8571428571428571,0.6857142857142857,0.5714285714285714,0.3142857142857143,0.4285714285714286,0.11428571428571432,0,0,0,0,0.02857142857142857,1.0,0.5588235294117647,0.9006556087451003,savaux_paper
0_0_0_10_14_8,-27.0,0,0,0,33,35,1.0,0.7714285714285715,0.5714285714285714,0.34285714285714286,0.4285714285714286,0.6571428571428571,0.22857142857142854,0,0,0,0,0.0,0.0,0.5428571428571428,0.9090816992627725,savaux_paper
0_0_0_10_14_8,-27.0,1,1,1,33,35,0.9714285714285714,0.7428571428571429,0.42857142857142855,0.34285714285714286,0.5428571428571429,0.6285714285714286,0.08571428571428569,0,0,0,0,0.0,0.0,0.7714285714285715,0.9096378060687474,savaux_paper
0_0_0_10_14_8,-27.0,2,2,2,33,35,0.9714285714285714,0.6285714285714286,0.45714285714285713,0.22857142857142856,0.5142857142857142,0.7428571428571429,0.22857142857142856,0,0,0,0,0.05714285714285714,0.0,0.8181818181818182,0.9105318483102869,savaux_paper
0_0_0_10_14_8,-27.0,3,3,3,33,35,0.8285714285714286,0.6857142857142857,0.37142857142857144,0.2857142857142857,0.4571428571428572,0.5428571428571429,0.08571428571428574,0,0,0,0,0.08571428571428572,0.3333333333333333,0.6875,0.9114896517073197,savaux_paper
0_0_0_10_14_8,-27.0,4,4,4,33,35,0.8857142857142857,0.8571428571428571,0.6,0.37142857142857144,0.2857142857142857,0.5142857142857142,0.22857142857142854,0,0,0,0,0.0,0.0,0.6857142857142857,0.9169195557611104,savaux_paper
0_0_0_10_14_8,-27.0,5,5,5,33,35,1.0,1.0,0.9142857142857143,0.8285714285714286,0.08571428571428574,0.17142857142857137,0.08571428571428563,0,0,0,0,0.05714285714285714,1.0,0.18181818181818182,0.8557389043936431,savaux_paper
0_0_0_10_14_8,-27.0,6,6,6,33,35,0.9428571428571428,0.9428571428571428,0.8285714285714286,0.7714285714285715,0.11428571428571421,0.17142857142857137,0.05714285714285716,0,0,0,0,0.02857142857142857,1.0,0.3235294117647059,0.8550116747416227,savaux_paper
0_0_0_10_14_8,-27.0,7,7,7,33,35,1.0,0.9142857142857143,0.9142857142857143,0.8285714285714286,0.08571428571428574,0.17142857142857137,0.08571428571428563,0,0,0,0,0.02857142857142857,1.0,0.23529411764705882,0.8629870264617173,savaux_paper
0_0_0_10_14_8,-27.0,8,8,8,33,35,0.9714285714285714,0.9142857142857143,0.7714285714285715,0.6571428571428571,0.19999999999999996,0.3142857142857143,0.11428571428571432,0,0,0,0,0.0,0.0,0.5142857142857142,0.8793605674752712,savaux_paper
0_0_0_10_14_8,-27.0,9,9,9,33,35,1.0,0.9142857142857143,0.8285714285714286,0.6571428571428571,0.17142857142857137,0.34285714285714286,0.17142857142857149,0,0,0,0,0.02857142857142857,1.0,0.4411764705882353,0.8966140906423722,savaux_paper
0_0_0_10_14_16,-12.0,1,0,1,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9925729490388548,traditional_fft
0_0_0_10_14_16,-12.0,2,1,2,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.993110854316436,traditional_fft
0_0_0_10_14_16,-12.0,3,2,3,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9931851433390075,traditional_fft
0_0_0_10_14_16,-12.0,5,3,5,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9928582867764565,traditional_fft
0_0_0_10_14_16,-12.0,6,4,6,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9931724464046869,traditional_fft
0_0_0_10_14_16,-12.0,8,5,8,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9948700457163645,traditional_fft
0_0_0_10_14_16,-12.0,9,6,9,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9959586237317932,traditional_fft
0_0_0_10_14_16,-12.0,10,7,10,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.994145916652574,traditional_fft
0_0_0_10_14_16,-12.0,11,8,11,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.6285714285714286,0.0,1.0,0.9947514112355926,traditional_fft
0_0_0_10_14_16,-12.0,12,9,12,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.5142857142857142,0.0,1.0,0.995863709111339,traditional_fft
0_0_0_10_14_16,-12.0,13,10,13,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9957548165439005,traditional_fft
0_0_0_10_14_16,-13.0,1,0,1,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9908567236295809,traditional_fft
0_0_0_10_14_16,-13.0,2,1,2,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9915521827635043,traditional_fft
0_0_0_10_14_16,-13.0,3,2,3,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9915939703334008,traditional_fft
0_0_0_10_14_16,-13.0,5,3,5,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9911640214999803,traditional_fft
0_0_0_10_14_16,-13.0,6,4,6,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9915972499738371,traditional_fft
0_0_0_10_14_16,-13.0,8,5,8,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9937033714347481,traditional_fft
0_0_0_10_14_16,-13.0,9,6,9,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9950204113509007,traditional_fft
0_0_0_10_14_16,-13.0,10,7,10,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9928350988164535,traditional_fft
0_0_0_10_14_16,-13.0,11,8,11,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.6285714285714286,0.0,1.0,0.9936864982092757,traditional_fft
0_0_0_10_14_16,-13.0,12,9,12,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.5142857142857142,0.0,1.0,0.9950622846622924,traditional_fft
0_0_0_10_14_16,-13.0,13,10,13,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.99483228855393,traditional_fft
0_0_0_10_14_16,-14.0,1,0,1,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9886830675470141,traditional_fft
0_0_0_10_14_16,-14.0,2,1,2,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9895751943991123,traditional_fft
0_0_0_10_14_16,-14.0,3,2,3,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9895912429027466,traditional_fft
0_0_0_10_14_16,-14.0,5,3,5,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.989021549205959,traditional_fft
0_0_0_10_14_16,-14.0,6,4,6,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9896136308917255,traditional_fft
0_0_0_10_14_16,-14.0,8,5,8,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.992212695651795,traditional_fft
0_0_0_10_14_16,-14.0,9,6,9,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9938289610619082,traditional_fft
0_0_0_10_14_16,-14.0,10,7,10,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9911921022311238,traditional_fft
0_0_0_10_14_16,-14.0,11,8,11,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.6285714285714286,0.0,1.0,0.9923633632372045,traditional_fft
0_0_0_10_14_16,-14.0,12,9,12,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.5142857142857142,0.0,1.0,0.9940679611259282,traditional_fft
0_0_0_10_14_16,-14.0,13,10,13,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9936599280329288,traditional_fft
0_0_0_10_14_16,-15.0,1,0,1,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,1.0,0.0,0.0,0.985933179939861,multi_offset_argmax
0_0_0_10_14_16,-15.0,2,1,2,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.98706593108742,traditional_fft
0_0_0_10_14_16,-15.0,3,2,3,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9870744207648221,traditional_fft
0_0_0_10_14_16,-15.0,5,3,5,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9863196022280578,traditional_fft
0_0_0_10_14_16,-15.0,6,4,6,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9871193072652064,traditional_fft
0_0_0_10_14_16,-15.0,8,5,8,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9903022729230404,traditional_fft
0_0_0_10_14_16,-15.0,9,6,9,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.992317995514014,traditional_fft
0_0_0_10_14_16,-15.0,10,7,10,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9891348917356458,traditional_fft
0_0_0_10_14_16,-15.0,11,8,11,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.6285714285714286,0.0,1.0,0.9907192264491621,traditional_fft
0_0_0_10_14_16,-15.0,12,9,12,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.5142857142857142,0.0,1.0,0.9928356243606495,traditional_fft
0_0_0_10_14_16,-15.0,13,10,13,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9921678069872649,traditional_fft
0_0_0_10_14_16,-16.0,1,0,1,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,1.0,0.0,0.0,0.9824615235415359,multi_offset_argmax
0_0_0_10_14_16,-16.0,2,1,2,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9838792112420615,traditional_fft
0_0_0_10_14_16,-16.0,3,2,3,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,1.0,0.0,0.0,0.9839162580190662,multi_offset_argmax
0_0_0_10_14_16,-16.0,5,3,5,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,1.0,0.0,0.0,0.9829243602657631,multi_offset_argmax
0_0_0_10_14_16,-16.0,6,4,6,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9839884671774654,traditional_fft
0_0_0_10_14_16,-16.0,8,5,8,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,1.0,0.0,0.0,0.9878455540743315,multi_offset_argmax
0_0_0_10_14_16,-16.0,9,6,9,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9904039768079,traditional_fft
0_0_0_10_14_16,-16.0,10,7,10,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.9714285714285714,0.0,1.0,0.9865618860691961,traditional_fft
0_0_0_10_14_16,-16.0,11,8,11,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.6285714285714286,0.0,1.0,0.9886758426169336,traditional_fft
0_0_0_10_14_16,-16.0,12,9,12,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.5142857142857142,0.0,1.0,0.9913100546313479,traditional_fft
0_0_0_10_14_16,-16.0,13,10,13,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9902657951142221,traditional_fft
0_0_0_10_14_16,-17.0,1,0,1,33,35,0.08571428571428572,0.0,0.0,0.0,0.08571428571428572,0.08571428571428572,0.0,0,1,1,1,1.0,0.0,0.0,0.9780918056732762,multi_offset_argmax
0_0_0_10_14_16,-17.0,2,1,2,33,35,0.08571428571428572,0.0,0.0,0.0,0.08571428571428572,0.08571428571428572,0.0,0,1,1,1,1.0,0.0,0.0,0.9798308918762497,multi_offset_argmax
0_0_0_10_14_16,-17.0,3,2,3,33,35,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0,1,1,1,1.0,0.0,0.0,0.9799584260550114,multi_offset_argmax
0_0_0_10_14_16,-17.0,5,3,5,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,1.0,0.0,0.0,0.9786747320688075,multi_offset_argmax
0_0_0_10_14_16,-17.0,6,4,6,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,1,1,1,1,1.0,0.0,0.0,0.98006730553933,multi_offset_argmax
0_0_0_10_14_16,-17.0,8,5,8,33,35,0.11428571428571428,0.0,0.0,0.0,0.11428571428571428,0.11428571428571428,0.0,0,1,1,1,1.0,0.0,0.0,0.9846759569288037,multi_offset_argmax
0_0_0_10_14_16,-17.0,9,6,9,33,35,0.05714285714285714,0.0,0.0,0.0,0.05714285714285714,0.05714285714285714,0.0,0,1,1,1,1.0,0.0,0.0,0.9879814149563417,multi_offset_argmax
0_0_0_10_14_16,-17.0,10,7,10,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,0.9714285714285714,0.0,1.0,0.9833475699727692,multi_offset_argmax
0_0_0_10_14_16,-17.0,11,8,11,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.6285714285714286,0.0,1.0,0.9861343614422773,traditional_fft
0_0_0_10_14_16,-17.0,12,9,12,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.5142857142857142,0.0,1.0,0.9894238334006031,traditional_fft
0_0_0_10_14_16,-17.0,13,10,13,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9878379272705252,traditional_fft
0_0_0_10_14_16,-18.0,1,0,1,33,35,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0,1,1,1,1.0,0.0,0.0,0.9726121059575462,multi_offset_argmax
0_0_0_10_14_16,-18.0,2,1,2,33,35,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0,1,1,1,0.9714285714285714,0.0,1.0,0.9746896338255874,multi_offset_argmax
0_0_0_10_14_16,-18.0,3,2,3,33,35,0.22857142857142856,0.0,0.0,0.0,0.22857142857142856,0.22857142857142856,0.0,0,1,1,1,1.0,0.0,0.0,0.9750025928671887,multi_offset_argmax
0_0_0_10_14_16,-18.0,5,3,5,33,35,0.08571428571428572,0.0,0.0,0.0,0.08571428571428572,0.08571428571428572,0.0,0,1,1,1,1.0,0.0,0.0,0.9733732835343911,multi_offset_argmax
0_0_0_10_14_16,-18.0,6,4,6,33,35,0.05714285714285714,0.0,0.0,0.0,0.05714285714285714,0.05714285714285714,0.0,0,1,1,1,0.9714285714285714,0.0,1.0,0.975169208324513,multi_offset_argmax
0_0_0_10_14_16,-18.0,8,5,8,33,35,0.17142857142857143,0.0,0.0,0.0,0.17142857142857143,0.17142857142857143,0.0,0,1,1,1,1.0,0.0,0.0,0.9805770473141986,multi_offset_argmax
0_0_0_10_14_16,-18.0,9,6,9,33,35,0.11428571428571428,0.0,0.0,0.0,0.11428571428571428,0.11428571428571428,0.0,0,1,1,1,1.0,0.0,0.0,0.9849169041817805,multi_offset_argmax
0_0_0_10_14_16,-18.0,10,7,10,33,35,0.05714285714285714,0.0,0.0,0.0,0.05714285714285714,0.05714285714285714,0.0,0,1,1,1,0.9714285714285714,0.0,1.0,0.9793368241372367,multi_offset_argmax
0_0_0_10_14_16,-18.0,11,8,11,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.6285714285714286,0.0,1.0,0.9827632643311954,traditional_fft
0_0_0_10_14_16,-18.0,12,9,12,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.5428571428571428,0.0,1.0,0.9870946731896723,traditional_fft
0_0_0_10_14_16,-18.0,13,10,13,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9847364509933655,traditional_fft
0_0_0_10_14_16,-19.0,1,0,1,33,35,0.37142857142857144,0.0,0.0,0.0,0.37142857142857144,0.37142857142857144,0.0,0,1,1,1,0.8,0.0,1.0,0.9657691702600143,multi_offset_argmax
0_0_0_10_14_16,-19.0,2,1,2,33,35,0.2571428571428571,0.0,0.0,0.0,0.2571428571428571,0.2571428571428571,0.0,0,1,1,1,0.9142857142857143,0.0,1.0,0.968168481052871,multi_offset_argmax
0_0_0_10_14_16,-19.0,3,2,3,33,35,0.3142857142857143,0.0,0.0,0.0,0.3142857142857143,0.3142857142857143,0.0,0,1,1,1,0.9142857142857143,0.0,1.0,0.9687976764684805,multi_offset_argmax
0_0_0_10_14_16,-19.0,5,3,5,33,35,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0,1,1,1,0.9142857142857143,0.0,1.0,0.9667696838575377,multi_offset_argmax
0_0_0_10_14_16,-19.0,6,4,6,33,35,0.17142857142857143,0.0,0.0,0.0,0.17142857142857143,0.17142857142857143,0.0,0,1,1,1,0.8857142857142857,0.0,1.0,0.9690698863943676,multi_offset_argmax
0_0_0_10_14_16,-19.0,8,5,8,33,35,0.34285714285714286,0.0,0.0,0.0,0.34285714285714286,0.34285714285714286,0.0,0,1,1,1,0.9714285714285714,0.0,1.0,0.9752726027127273,multi_offset_argmax
0_0_0_10_14_16,-19.0,9,6,9,33,35,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0,1,1,1,1.0,0.0,0.0,0.9810419084944992,multi_offset_argmax
0_0_0_10_14_16,-19.0,10,7,10,33,35,0.17142857142857143,0.0,0.0,0.0,0.17142857142857143,0.17142857142857143,0.0,0,1,1,1,0.9428571428571428,0.0,1.0,0.9743364659324089,multi_offset_argmax
0_0_0_10_14_16,-19.0,11,8,11,33,35,0.11428571428571428,0.0,0.0,0.0,0.11428571428571428,0.11428571428571428,0.0,0,1,1,1,0.8,0.0,1.0,0.9780882990274498,multi_offset_argmax
0_0_0_10_14_16,-19.0,12,9,12,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,0.5428571428571428,0.0,1.0,0.9842218915556256,multi_offset_argmax
0_0_0_10_14_16,-19.0,13,10,13,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9807775657199023,traditional_fft
0_0_0_10_14_16,-20.0,1,0,1,33,35,0.5714285714285714,0.0,0.02857142857142857,0.0,0.5428571428571428,0.5714285714285714,0.02857142857142857,0,1,0,1,0.7428571428571429,0.0,1.0,0.9645006823519792,multi_offset_argmax
0_0_0_10_14_16,-20.0,2,1,2,33,35,0.4857142857142857,0.05714285714285714,0.0,0.0,0.4857142857142857,0.4857142857142857,0.0,0,0,1,1,0.7428571428571429,0.0,1.0,0.9599133260059679,current_selected
0_0_0_10_14_16,-20.0,3,2,3,33,35,0.5142857142857142,0.0,0.0,0.0,0.5142857142857142,0.5142857142857142,0.0,0,1,1,1,0.7142857142857143,0.0,1.0,0.9610222938866585,multi_offset_argmax
0_0_0_10_14_16,-20.0,5,3,5,33,35,0.4,0.0,0.0,0.0,0.4,0.4,0.0,0,1,1,1,0.7714285714285715,0.0,1.0,0.9585281149741088,multi_offset_argmax
0_0_0_10_14_16,-20.0,6,4,6,33,35,0.22857142857142856,0.02857142857142857,0.0,0.0,0.22857142857142856,0.22857142857142856,0.0,0,1,1,1,0.8,0.0,1.0,0.9615039531049171,current_selected
0_0_0_10_14_16,-20.0,8,5,8,33,35,0.45714285714285713,0.02857142857142857,0.0,0.0,0.45714285714285713,0.45714285714285713,0.0,0,0,1,1,0.8285714285714286,0.0,1.0,0.9684127757959873,current_selected
