raw_bin,bank_kind,pattern_count,window_count,diag_cv,mean_abs_corr,max_abs_corr,target_amp_mean,target_phase_std,effective_replicas_empirical_rcond_1e_m6,effective_replicas_empirical_rcond_1e_m3,effective_replicas_rawpower_rcond_1e_m6,effective_replicas_rawpower_rcond_1e_m3,effective_replicas_white_model,effective_replicas_shrink_0p05_rcond_1e_m3,effective_replicas_shrink_0p05_rcond_1e_m6,effective_replicas_shrink_0p2_rcond_1e_m3,effective_replicas_shrink_0p2_rcond_1e_m6,effective_replicas_shrink_0p5_rcond_1e_m3,effective_replicas_shrink_0p5_rcond_1e_m6,eig_max,rank_1em02,range_residual_1em02,rank_1em03,range_residual_1em03,rank_1em04,range_residual_1em04,rank_1em06,range_residual_1em06,dataset
61,fixed,4,512,0.07856016370474944,0.25672832021593034,0.3591087046393261,31.999999979963828,9.364740391275515e-10,2.343355214503342,2.343355214503342,9.3688370320882,9.3688370320882,3.9999999949909575,8.725664437656835,8.725664437656835,7.3032736728646075,7.3032736728646075,5.562438496370522,5.562438496370522,2.2724636740911386e-06,4,3.085856169798213e-16,4,3.085856169798213e-16,4,3.085856169798213e-16,4,3.085856169798213e-16,0_0_0_10_14_16
301,fixed,4,512,0.009326532027290205,0.9753510881718945,0.9786584413266604,31.999999967466444,8.135447162829454e-10,1.0334132372258538,1.0334132372258538,0.12724675146450368,0.12724675146450368,3.999999991866611,0.13332208678473617,0.13332208678473617,0.15657095989916192,0.15657095989916192,0.24384182200203683,0.24384182200203683,0.00016106002579384802,1,0.009424674121740667,4,8.332331180963009e-16,4,8.332331180963009e-16,4,8.332331180963009e-16,0_0_0_10_14_16
653,fixed,4,512,0.15020971565138128,0.7608158247159595,0.8039095527674749,31.99999997261623,7.612448847122017e-10,1.523807256435996,1.523807256435996,1.9805036770844833,1.9805036770844833,3.999999993154056,1.9497803628367782,1.9497803628367782,1.9911100417700995,1.9911100417700995,2.3548569951333067,2.3548569951333067,1.2804187153744824e-05,4,7.18062540187902e-16,4,7.18062540187902e-16,4,7.18062540187902e-16,4,7.18062540187902e-16,0_0_0_10_14_16
900,fixed,4,512,0.16333722549335447,0.19679490356537463,0.3037423498161608,31.999999952656466,4.910069753690933e-10,3.035565828957362,3.035565828957362,12.711558541394005,12.711558541394005,3.999999988164117,11.251978597903575,11.251978597903575,8.57305168651298,8.57305168651298,5.956935041371194,5.956935041371194,2.0051124483730705e-06,4,5.299177723626031e-16,4,5.299177723626031e-16,4,5.299177723626031e-16,4,5.299177723626031e-16,0_0_0_10_14_16
61,basic_only,56,512,0.12980069375737846,0.4142198338385762,0.8823494063641264,31.99999997996383,8.865435620638879e-10,3.619010895884357,3.619010895884357,13.704150588478115,13.704150588478115,3.9999999949909584,11.186080167677156,11.186080167677156,8.036777900781258,8.036777900781258,5.663850741539924,5.663850741539924,3.195133489072952e-05,19,0.03137278248485686,20,1.826629722162926e-15,20,1.826629722162926e-15,20,1.826629722162926e-15,0_0_0_10_14_16
301,basic_only,56,512,0.010798283381786367,0.980516197613775,0.996083057757595,31.999999967466444,6.520177760925932e-10,1.2143914808348324,1.0629285157551451,0.14942354800074098,0.13078694358602036,3.9999999918666114,0.13820786945192445,0.14994696137684513,0.16232928857242634,0.1667234619301492,0.2496680248848674,0.2496680248848674,0.0022549574474935055,1,0.01184848518197731,8,0.00774665839393361,20,1.5373489282169123e-14,20,1.5373489282169123e-14,0_0_0_10_14_16
653,basic_only,56,512,0.190913326612543,0.7546542956995664,0.9571755632147876,31.999999972616227,9.516516940327722e-10,2.7249233994329103,2.7249233994329103,3.2533850557549684,3.2533850557549684,3.999999993154058,2.8337456998915598,2.8337456998915598,2.453154859018749,2.453154859018749,2.5312383122846365,2.5312383122846365,0.00017837076486984963,10,0.042817150658826394,20,9.095858518570615e-15,20,9.095858518570615e-15,20,9.095858518570615e-15,0_0_0_10_14_16
900,basic_only,56,512,0.6826663633322673,0.3281013611536735,0.8506971923296304,31.99999995265647,4.5924346356638597e-10,4.637309662362794,4.637309662362794,14.706180342094736,14.706180342094736,3.9999999881641166,12.528998764787628,12.528998764787628,9.016168584610812,9.016168584610812,6.027303227206718,6.027303227206718,2.6878279451716226e-05,20,2.699171154133675e-15,20,2.699171154133675e-15,20,2.699171154133675e-15,20,2.699171154133675e-15,0_0_0_10_14_16
61,random_only,64,512,0.16630822723080943,0.27161408754692645,0.5934317594342704,31.999999978543286,6.217313342913764e-10,18.93256618147356,18.93256618147356,36.06670799623562,36.06670799623562,3.822458047721898,18.854456588902238,18.854456588902238,9.630651494692733,9.630651494692733,5.661613992053787,5.661613992053787,4.458513612777521e-05,37,0.10915357476493905,64,7.715262218126256e-16,64,7.715262218126256e-16,64,7.715262218126256e-16,0_0_0_10_14_16
301,random_only,64,512,0.016252942914286563,0.9543221443544586,0.9793277439904181,31.999999964388152,7.781085161624811e-10,2.584248392864501,1.0788861124217257,0.30890227994968145,0.12896220845229953,3.8224580443739353,0.1353130822006171,0.21846098664427568,0.16016126689065982,0.1944011805334123,0.26267568632219496,0.26267568632219496,0.0025827595028134497,1,0.012984550610040797,16,0.010860945865065986,45,0.007371062775864099,64,4.827912383201062e-16,0_0_0_10_14_16
653,random_only,64,512,0.11989804141982949,0.5940074652760464,0.7718109860654441,31.999999976220934,6.157253626446017e-10,8.319162070526415,4.418564036909272,7.911418459368015,4.201998805787362,3.8224580471568106,4.784421738138957,4.784421738138957,3.0922171192860675,3.0922171192860675,2.6964579955950443,2.6964579955950443,0.00020279634566853987,19,0.07095188187499431,48,0.04004255697064649,64,9.458487088350994e-16,64,9.458487088350994e-16,0_0_0_10_14_16
900,random_only,64,512,0.16175315254272188,0.22150686227986377,0.5738614303463806,31.999999955879446,5.606236037357928e-10,25.18485405561615,25.18485405561615,49.80627055470012,49.80627055470012,3.8224580422939765,23.57922294568478,23.57922294568478,11.172660234941803,11.172660234941803,6.124626296120024,6.124626296120024,3.265053534292021e-05,42,0.10585036387704154,64,1.2074418300612896e-15,64,1.2074418300612896e-15,64,1.2074418300612896e-15,0_0_0_10_14_16
