kind,step_index,source_file,output_file,noise_power_db_relative,added_noise_power,seed,detected_packets,decoded_payload_packets,expected_packet_count,crc_valid_packets,crc_invalid_packets,correct_payload_packets,wrong_payload_packets,missed_detection_packets,missed_correct_payload_packets,compared_payload_packets,compared_byte_count,compared_bit_count,byte_error_count,bit_error_count,ber,all_expected_payloads_correct,grlora_snr_count,grlora_snr_mean,grlora_snr_median,grlora_snr_std,grlora_snr_min,grlora_snr_max,sf,preamble_len,samp_rate,bw,sync_word
clean,0,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_8.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_8.bin,,0,,7,7,7,7,0,7,0,0,0,7,231,1848,0,0,0,True,7,8.60258824,8.51204491,0.508371352,7.80187702,9.38379097,10,8,500000,125000,0x34
noisy,1,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_8.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_10p0dB.bin,10,7.5048257e-05,20260503,7,7,7,7,0,7,0,0,0,7,231,1848,0,0,0,True,7,-0.403360707,-0.959847927,0.986679408,-1.43525696,1.12270164,10,8,500000,125000,0x34
noisy,2,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_8.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_15p0dB.bin,15,0.000237323426,20260503,7,7,7,7,0,7,0,0,0,7,231,1848,0,0,0,True,7,-4.99403306,-5.64180899,1.07083232,-6.08445168,-3.3588829,10,8,500000,125000,0x34
noisy,3,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_8.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_25p0dB.bin,25,0.00237323426,20260503,4,4,7,4,0,4,0,3,3,4,132,1056,0,0,0,False,4,-14.5242605,-14.5420303,1.32225162,-16.0341377,-12.9788437,10,8,500000,125000,0x34
noisy,4,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_8.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,30,0.0075048257,20260503,1,1,7,0,1,0,1,6,7,1,33,264,7,10,0.0378787879,False,1,-19.7829227,-19.7829227,0,-19.7829227,-19.7829227,10,8,500000,125000,0x34
