phase_index,phase_sample,copy_count,peak_bin,signed_peak_bin,peak_power,median_power,peak_to_median,selected
0,0,13,29865,-2903,0.4031502628819413,0.06317668224853515,6.381314252875141,False
1,4096,13,28937,-3831,0.3812729378558118,0.06300102733671151,6.051852707386553,False
2,8192,13,29313,-3455,0.3452362800731473,0.06257366790192752,5.517277341233062,False
3,12288,13,29317,-3451,0.27088837756006384,0.06234262779768096,4.3451549466148816,False
4,16384,13,3176,3176,0.22063609130219963,0.06185394973355333,3.5670493517815447,False
5,20480,13,3176,3176,0.18912528934083933,0.061560650465901826,3.0721782162713662,False
6,24576,13,31021,-1747,0.17601194599626085,0.06153613605640825,2.8603022106379283,False
7,28672,13,663,663,0.18078428035638505,0.06020817018271895,3.002653623382729,False
8,32768,13,59,59,0.18429624540131714,0.05934993592187522,3.1052475885384934,False
9,36864,13,32123,-645,0.19503365126538968,0.05961048055049231,3.2718013588263037,False
10,40960,13,2962,2962,0.17224428215514243,0.05911696552194015,2.913618461881593,False
11,45056,13,2536,2536,0.17717319768730327,0.05858905071194889,3.023998435447766,False
12,49152,13,1579,1579,0.180004303186456,0.05803492423845433,3.101654831956926,False
13,53248,13,2026,2026,0.18489370646436287,0.0580250162480402,3.186448163564412,False
14,57344,13,29642,-3126,0.19192513224733887,0.05848351714890256,3.2816961360016346,False
15,61440,13,136,136,0.20448373963266403,0.05941643777069305,3.441534822767933,False
16,65536,13,136,136,0.20950230930885513,0.060605986934003625,3.456792305634605,False
17,69632,13,136,136,0.20750245337178855,0.061017242383905504,3.400718309526905,False
18,73728,13,32080,-688,0.20253370701875045,0.06151530599472372,3.292411599742707,False
19,77824,13,30160,-2608,0.19106172125471207,0.06255549967130822,3.0542753596186953,False
20,81920,13,32609,-159,0.19648289167844757,0.06302453780209744,3.117561802601727,False
21,86016,13,26217,-6551,0.19343915904818818,0.06321291917648288,3.060120645720051,False
22,90112,13,31512,-1256,0.1939415609237814,0.06303226000708562,3.0768619259721914,False
23,94208,13,1137,1137,0.2080513400199778,0.062152600646953535,3.3474277480644026,False
24,98304,13,1137,1137,0.20248275371603486,0.061174582574210545,3.3099163933060622,False
25,102400,13,3209,3209,0.20102350266959973,0.06077851394516223,3.3074764356853863,False
26,106496,13,3963,3963,0.19315640172618506,0.06041567915623015,3.197123733835681,False
27,110592,13,31741,-1027,0.1828376918102235,0.05983853089228222,3.055517725516308,False
28,114688,13,31181,-1587,0.2043331150942406,0.05963194260915074,3.426571501007665,False
29,118784,13,31181,-1587,0.2255116717067603,0.05975838710938269,3.7737242019932737,False
30,122880,13,31181,-1587,0.2043812484041505,0.0601596161595669,3.397316363556098,False
31,126976,13,31931,-837,0.19824193717204103,0.06028616346871708,3.2883488642449468,False
32,131072,13,2104,2104,0.1950784669120956,0.05995340128631321,3.2538348571831595,False
33,135168,13,3162,3162,0.1761740821864636,0.05971413166795706,2.9502912839139483,False
34,139264,13,27229,-5539,0.18632084146026495,0.060368905487407976,3.0863710374727367,False
35,143360,13,3203,3203,0.1844569838258951,0.06095719603495642,3.026008343955268,False
36,147456,13,3203,3203,0.19497824177395157,0.06134892675341436,3.178185048903078,False
37,151552,13,3763,3763,0.19279575525957549,0.061559799213396035,3.1318450957133916,False
38,155648,13,29242,-3526,0.20460639035991227,0.06160951409606748,3.321019380884425,False
39,159744,13,5056,5056,0.20846085679308132,0.06263235764458644,3.3283252400622256,False
40,163840,13,2710,2710,0.1951744897252557,0.0638984259880376,3.054449099603709,False
41,167936,13,31195,-1573,0.1951131284465127,0.0644918948167507,3.0253899191660176,False
42,172032,13,1780,1780,0.19131768989303893,0.06432061759350725,2.9744380114961957,False
43,176128,13,3516,3516,0.20800374086505918,0.06449729185135275,3.2249996068741384,False
44,180224,13,3455,3455,0.21073784316027583,0.06522296513518677,3.231037453195854,False
45,184320,13,32525,-243,0.1914201237710319,0.0651002163927448,2.940391512928443,False
46,188416,13,32288,-480,0.20832016486432117,0.06493784331204899,3.2079932784843206,False
47,192512,13,30601,-2167,0.23026774946469095,0.0638621604661227,3.605699334065629,False
48,196608,13,30601,-2167,0.2399614970854215,0.06288522907038485,3.8158642439998505,False
49,200704,13,30601,-2167,0.2330598850201171,0.06288298134506591,3.7062473825981224,False
50,204800,13,1275,1275,0.20629033836105387,0.062333731473297266,3.3094495305390987,False
51,208896,13,1275,1275,0.19086306274555814,0.06167016663109851,3.0949010384108697,False
52,212992,13,31704,-1064,0.19519655281236634,0.06107465989207031,3.1960317610824696,False
53,217088,13,31266,-1502,0.19535722873477895,0.06012360608126922,3.2492600073041884,False
54,221184,13,28789,-3979,0.1927261430841518,0.059802711985431876,3.2226990496869186,False
55,225280,13,31436,-1332,0.18949774293208893,0.060025110389319944,3.156974501221502,False
56,229376,13,2538,2538,0.18683737468828865,0.06038361173249203,3.0941735568253974,False
57,233472,13,1131,1131,0.17436991620049497,0.06016865440981503,2.8980192080222227,False
58,237568,13,1131,1131,0.215897551510962,0.06049240025102798,3.5690028931740585,False
59,241664,13,30729,-2039,0.17975430546722523,0.06034094039647599,2.9789775281282025,False
60,245760,13,540,540,0.18342739548808606,0.05989762648824345,3.062348313986844,False
61,249856,13,3732,3732,0.1934910241579498,0.060095011293192294,3.2197518561722767,False
62,253952,13,361,361,0.1781844209559081,0.06051611409210775,2.944412800278367,False
63,258048,13,29828,-2940,0.17449603952575968,0.0594762331328344,2.933878464294127,False
64,262144,13,2404,2404,0.1902837066872708,0.058985946900705515,3.2259159458368356,False
65,266240,13,30018,-2750,0.19647603488251983,0.05936705373237157,3.3095129795094698,False
66,270336,13,546,546,0.2128714367791562,0.06027713167066781,3.5315455609634485,False
67,274432,13,546,546,0.2570577253068537,0.06164214248931861,4.170162082724442,False
68,278528,13,546,546,0.23864759117834605,0.0635877006106132,3.753046404991632,False
69,282624,13,546,546,0.20168498289724568,0.06549713252501252,3.079294850354323,False
70,286720,13,4615,4615,0.2362537425917831,0.06642893404602064,3.55648853898681,False
71,290816,13,3704,3704,0.22195522539111054,0.06737818098449619,3.294170637259898,False
72,294912,13,3704,3704,0.22657140961077185,0.06824445738772458,3.319997231768249,False
73,299008,13,29180,-3588,0.24348984998650275,0.06811868590991786,3.5744942336160275,False
74,303104,13,2856,2856,0.2248212364531557,0.06746227630683439,3.332547443709363,False
75,307200,13,30520,-2248,0.2124547495031986,0.06578894607536584,3.229338090624173,False
76,311296,13,2295,2295,0.19733937975503707,0.06437612267803078,3.065412633531932,False
77,315392,13,2338,2338,0.212212158674791,0.06262900598613563,3.388400555515268,False
78,319488,13,31212,-1556,0.21807789460249377,0.06639174656707723,3.28471392723739,False
79,323584,13,739,739,0.2212881620990194,0.06553453537997458,3.3766648503109478,False
80,327680,13,556,556,0.2704824155639493,0.06816260154990526,3.9681938396367626,False
81,331776,13,1601,1601,0.27016663554921705,0.06824277832444345,3.9589044025255897,False
82,335872,13,32458,-310,0.2834941924869622,0.0707468784742073,4.007161850827352,False
83,339968,13,32458,-310,0.2828956111329067,0.07033674405021442,4.022017438437915,False
84,344064,13,2494,2494,0.2980638603764392,0.07025957296068708,4.242323826010406,False
85,348160,13,2521,2521,0.2705775243264561,0.0702774755042028,3.850131530553837,False
86,352256,13,2619,2619,0.25964367446157277,0.0656641904513671,3.9541136908384305,False
87,356352,13,2593,2593,0.3938211507484446,0.07076449502697596,5.5652365016992915,False
88,360448,13,3790,3790,0.31623125513453754,0.07335790500993755,4.3107999757040325,False
89,364544,13,2585,2585,0.39072040495934723,0.08074726874775655,4.838806451521035,False
90,368640,13,9065,9065,0.37352776838619883,0.0807150640787937,4.627733034090918,False
91,372736,13,29547,-3221,0.42307601761641805,0.08372453557244142,5.053190378707539,False
92,376832,13,3186,3186,0.47834224150411847,0.08681936308760738,5.50962624571934,False
93,380928,13,3186,3186,0.5447046018009203,0.08823068270674192,6.173641471316623,False
94,385024,13,109,109,0.746638219987689,0.09311406915980129,8.018532824575813,False
95,389120,13,3186,3186,0.8052316948324937,0.09340538564841679,8.620827260040784,False
96,393216,13,32290,-478,0.6383164243568776,0.08947756747393157,7.133815126823212,False
97,397312,13,32752,-16,0.6069201248840076,0.0846336827444812,7.171141621195536,False
98,401408,13,32752,-16,0.48085325908965804,0.08365201534602217,5.748256716836215,False
99,405504,13,31299,-1469,0.42415286272697084,0.0829349595410894,5.114283109004569,False
100,409600,13,31299,-1469,0.4052578985485583,0.08225727147399503,4.926712146982378,False
101,413696,13,31299,-1469,0.35937019161985784,0.08249837069525014,4.356088351700607,False
102,417792,13,2814,2814,0.28273620984238695,0.0777111157868747,3.6382981633901683,False
103,421888,13,68,68,0.23557986869342656,0.07419536942585053,3.175128994119514,False
104,425984,13,68,68,0.23073546777003065,0.07472175055693574,3.087929097622213,False
105,430080,13,27836,-4932,0.22672145429863516,0.07156820833442343,3.1679073652258096,False
106,434176,13,27836,-4932,0.24044578423248322,0.07163240014973826,3.3566624003923144,False
107,438272,13,3185,3185,0.27586185525569407,0.07196520139760465,3.83326732779596,False
108,442368,13,3185,3185,0.2419524534653359,0.06972952221785605,3.4698710928981193,False
109,446464,13,10597,10597,0.22347657173075386,0.06908678453011956,3.234722432816734,False
110,450560,13,232,232,0.2299542962721265,0.06931681609802373,3.317438815235523,False
111,454656,13,3423,3423,0.19309361603619787,0.06822235771406149,2.8303568288493617,False
112,458752,13,1329,1329,0.2132032645817476,0.06763111556890254,3.1524434099351244,False
113,462848,13,2743,2743,0.1994545866141092,0.06649684372741939,2.9994594545224387,False
114,466944,13,30896,-1872,0.20313049146285675,0.06600760001104758,3.0773803536086626,False
115,471040,13,424,424,0.22110870362112015,0.06478689872620662,3.4128613650043507,False
116,475136,13,424,424,0.19758294897445317,0.06443906783782216,3.0661981248971903,False
117,479232,13,3595,3595,0.19239536696020149,0.06331749267955886,3.038581580194403,False
118,483328,13,31081,-1687,0.18878661353415704,0.06233555920148866,3.0285541022249873,False
119,487424,13,32363,-405,0.21385540699818703,0.06249240880860768,3.4221021572900336,False
120,491520,13,483,483,0.18772099506027956,0.06174029013465533,3.0404942161894737,False
121,495616,13,1649,1649,0.20125918512589713,0.061648498690382046,3.2646242714957814,False
122,499712,13,1649,1649,0.212813925023363,0.06107739315449248,3.484332156826993,False
123,503808,13,116,116,0.19487448909634156,0.060795459820697784,3.205411878963972,False
124,507904,13,3268,3268,0.2140982494699465,0.060918315657416525,3.514513609896255,False
125,512000,13,3268,3268,0.194520111148111,0.061266162915547415,3.1750007164027556,False
126,516096,13,3268,3268,0.1978276982569171,0.06130183725323448,3.227108796751097,False
127,520192,13,30086,-2682,0.2042986617733152,0.06177284169352419,3.307256978510224,False
128,524288,13,32400,-368,0.18771240837002456,0.06210267522497197,3.0226138840238552,False
129,528384,13,3687,3687,0.23069016085171695,0.06241269161070197,3.696205930207956,False
130,532480,13,3687,3687,0.22412583143483333,0.0641368924656402,3.494491591635865,False
131,536576,13,3687,3687,0.22436846630141652,0.06581599729873153,3.4090263083461743,False
132,540672,13,2124,2124,0.2311197741718063,0.06582165987366914,3.511302732495537,False
133,544768,13,2124,2124,0.22073593184592605,0.06569899083922298,3.359807038529797,False
134,548864,13,31452,-1316,0.23115758357950744,0.06633633184098414,3.484630174210098,False
135,552960,13,6334,6334,0.2041717960280752,0.06658964289791211,3.06611940149745,False
136,557056,13,3624,3624,0.20338442448636662,0.06682624867165685,3.043481095065994,False
137,561152,13,1912,1912,0.21061260166917178,0.06675733203152304,3.1548984247860568,False
138,565248,13,2879,2879,0.22035682047466182,0.06504132916721118,3.387950758327195,False
139,569344,13,30376,-2392,0.21278638525356033,0.06386536032321619,3.3317965196887602,False
140,573440,13,3947,3947,0.23709756971217857,0.06413345439151534,3.6969405743337886,False
141,577536,13,32209,-559,0.24013983307348685,0.06403701679100327,3.750015929961696,False
142,581632,13,32209,-559,0.23727468600981327,0.06379858888859011,3.71912122420388,False
143,585728,13,28988,-3780,0.22062898688315588,0.06373904632261788,3.4614416062398066,False
144,589824,13,32098,-670,0.23736042906993182,0.0635877586517393,3.7328006852689937,False
145,593920,13,32114,-654,0.22902881620048238,0.063464058365205,3.6087956254315188,False
146,598016,13,3038,3038,0.2021636401896199,0.06407461488341566,3.1551284476302897,False
147,602112,13,32114,-654,0.20472041289900716,0.06485645850673533,3.1565154436816343,False
148,606208,13,3036,3036,0.20644894590271984,0.06568560721346964,3.1429860308939177,False
149,610304,13,30316,-2452,0.203124647788686,0.06572169163102481,3.0906789333584084,False
150,614400,13,5080,5080,0.22155738213646495,0.06553279167097165,3.380862870131715,False
151,618496,13,1695,1695,0.22525887599558186,0.06564490385154223,3.4314754501737266,False
152,622592,13,615,615,0.2025669038224526,0.06577700195686648,3.079600738800571,False
153,626688,13,2398,2398,0.21780104647934004,0.0660037268142204,3.2998295246627674,False
154,630784,13,996,996,0.22430311764978228,0.06500847047790907,3.4503675598090573,False
155,634880,13,1101,1101,0.22311789446474012,0.0639964883537095,3.4864083984040555,False
156,638976,13,30012,-2756,0.21504094854002506,0.06347021215276284,3.388060969805099,False
157,643072,13,3278,3278,0.21379615819821005,0.06288212556012943,3.3999511990696454,False
158,647168,13,3915,3915,0.21650886090615906,0.062011579706691265,3.4914263098960694,False
159,651264,13,29741,-3027,0.19831283085528323,0.061306467297844336,3.2347783128951604,False
160,655360,13,30193,-2575,0.19796076223509682,0.06124076850849959,3.232499641274454,False
161,659456,13,3506,3506,0.2151868581165393,0.060866232413246624,3.5354062439012917,False
162,663552,13,29197,-3571,0.19888799669098817,0.06061075381681298,3.281397840589438,False
163,667648,13,799,799,0.17910724632114597,0.05979265780862978,2.995472234975574,False
164,671744,13,32143,-625,0.1894891819691715,0.059499446614796156,3.1847217537322416,False
165,675840,13,32143,-625,0.2088000993629589,0.05996049806330109,3.4822942788521516,False
166,679936,13,2615,2615,0.19736735807964081,0.06011144099203272,3.2833576241467948,False
167,684032,13,2615,2615,0.2093152536635129,0.05976481633437832,3.502315685074885,False
168,688128,13,1371,1371,0.21655170384462277,0.059355446990134175,3.6483880557856323,False
169,692224,13,1371,1371,0.22286537812217558,0.059669582852671876,3.734991388702094,False
170,696320,13,31252,-1516,0.1900649966662783,0.06001775920255055,3.1668126099949627,False
171,700416,13,31252,-1516,0.19024250172248774,0.06140874292942299,3.0979709508324125,False
172,704512,13,955,955,0.19696843828699903,0.061636338474301375,3.1956544331250787,False
173,708608,13,3865,3865,0.19162476302776346,0.06096204499383355,3.1433453888751064,False
174,712704,13,30718,-2050,0.1923320236048674,0.06148391676871755,3.128168043170668,False
175,716800,13,955,955,0.1925033774785417,0.06136841511892022,3.1368477922316726,False
176,720896,13,3009,3009,0.21136617646149403,0.061488525421882975,3.4374897594514686,False
177,724992,13,3009,3009,0.1959523746683811,0.06274598352878587,3.122946898720368,False
178,729088,13,2805,2805,0.19468900475306686,0.06361547262123554,3.0604033379149578,False
179,733184,13,3169,3169,0.19897995654693168,0.06345295702544959,3.1358657795431846,False
180,737280,13,74,74,0.21664129093945267,0.06400198998239319,3.3849149221617987,False
181,741376,13,74,74,0.2077143878547687,0.06530625470368344,3.1806201227928184,False
182,745472,13,2697,2697,0.20242962798988426,0.06545640087065216,3.0925872076270084,False
183,749568,13,248,248,0.20140552752027588,0.06567578681928064,3.0666633362837556,False
184,753664,13,692,692,0.19413839833691543,0.06611742254354232,2.9362668850114892,False
185,757760,13,27681,-5087,0.2148891316322193,0.0649114456493818,3.310496777300874,False
186,761856,13,31987,-781,0.21724006191659082,0.0643360281334254,3.376647085922997,False
187,765952,13,3683,3683,0.21953788502396765,0.06381232045373016,3.4403683091755446,False
188,770048,13,3683,3683,0.2131570291726093,0.06303346497467235,3.3816486093261493,False
189,774144,13,32756,-12,0.22810464406451542,0.06330715843105403,3.603141409560145,False
190,778240,13,545,545,0.21052833120368594,0.06329440032966849,3.326176251092521,False
191,782336,13,860,860,0.2131442365717834,0.06286475073851328,3.390520666475869,False
192,786432,13,3431,3431,0.21688048619648365,0.062144995702738653,3.4899107119404946,False
193,790528,13,32524,-244,0.18830873193742098,0.062307819439891936,3.022232741094102,False
194,794624,13,30344,-2424,0.2087172910449991,0.062292305981850066,3.350611086797982,False
195,798720,13,32524,-244,0.191412749864125,0.06145452533495893,3.1147055293459114,False
196,802816,13,32465,-303,0.1808529093122731,0.06064694693186948,2.9820612324548255,False
197,806912,13,31670,-1098,0.19190367117495347,0.059571547473281715,3.221398122333883,False
198,811008,13,31670,-1098,0.20304943968432224,0.05898236539194033,3.442544874812159,False
199,815104,13,3321,3321,0.17432783132105156,0.059055314237265094,2.951941473389827,False
200,819200,13,1841,1841,0.1957872770303514,0.058652321792400625,3.338099346234557,False
201,823296,13,4363,4363,0.19747123437012037,0.05889195537465182,3.3531105074346983,False
202,827392,13,6241,6241,0.17390667733155285,0.05945740178243364,2.924895338816043,False
203,831488,13,29753,-3015,0.17999402843155873,0.0593902272226674,3.0307011245591027,False
204,835584,13,31113,-1655,0.19348260380961552,0.05924042402767325,3.2660570376611937,False
205,839680,13,3820,3820,0.1798241756195318,0.05936151184763977,3.0293058586694612,False
206,843776,13,409,409,0.17439133267038337,0.05990961894589066,2.9109070586459684,False
207,847872,13,638,638,0.17510365988013338,0.05981664034711155,2.9273402662540016,False
208,851968,13,2363,2363,0.19059647885075975,0.05975125130680605,3.189832424966297,False
209,856064,13,29979,-2789,0.18083101372869959,0.05958873739507001,3.034650869170126,False
210,860160,13,1064,1064,0.18537363509936952,0.05881930642593897,3.1515780508697198,False
