snr_label,added_snr_db,seed,method,decisions,errors,ser,wrong_group_errors,wrong_alias_bin_errors,wrong_group_fraction_of_errors,wrong_alias_bin_fraction_of_errors,oracle_group_fixed_ser,maximum_group_fix_ser_gain,alias_bin_accuracy,group_error_rate_given_correct_alias_bin,far_alias_bin_errors_abs_gt8,far_fraction_of_wrong_alias_bin_errors,fixes_vs_savaux,breaks_vs_savaux,paired_sign_p,mean_gt_margin_db,physical_samples,sample_fraction_vs_savaux,branch_phases,downsample_phases,uses_phase_fingerprint
-28,-28.0,42,litenap_single,833,831,0.9975990396158463,7,824,0.00842358604091456,0.9915764139590855,0.9891956782713085,0.008403361344537815,0.010804321728691502,0.7777777777777778,774,0.9393203883495146,2,340,1.3093902821929748e-98,-9.012430341288551,256,0.0625,0,0,0
-28,-28.0,43,litenap_single,833,832,0.9987995198079231,14,818,0.016826923076923076,0.9831730769230769,0.9819927971188476,0.01680672268907563,0.01800720288115243,0.9333333333333333,762,0.9315403422982885,0,318,3.745341083753774e-96,-8.59304734753586,256,0.0625,0,0,0
-28,-28.0,44,litenap_single,833,832,0.9987995198079231,13,819,0.015625,0.984375,0.9831932773109243,0.015606242496998799,0.01680672268907568,0.9285714285714286,778,0.9499389499389499,1,323,1.9019310190939507e-95,-8.834439718526365,256,0.0625,0,0,0
-28,-28.0,42,savaux,833,493,0.5918367346938775,4,489,0.008113590263691683,0.9918864097363083,0.5870348139255702,0.004801920768307323,0.4129651860744298,0.011627906976744186,464,0.9488752556237219,0,0,1.0,-1.3016589557398976,4096,1.0,0|1|2|3,0|1|2|3,0
-28,-28.0,43,savaux,833,514,0.617046818727491,0,514,0.0,1.0,0.617046818727491,0.0,0.382953181272509,0.0,481,0.9357976653696498,0,0,1.0,-1.3150138517087535,4096,1.0,0|1|2|3,0|1|2|3,0
-28,-28.0,44,savaux,833,510,0.6122448979591837,1,509,0.00196078431372549,0.9980392156862745,0.6110444177671068,0.0012004801920768306,0.38895558223289317,0.0030864197530864196,474,0.931237721021611,0,0,1.0,-1.1910654404705145,4096,1.0,0|1|2|3,0|1|2|3,0
-27,-27.0,42,litenap_savaux_k1,833,804,0.9651860744297719,11,793,0.013681592039800995,0.986318407960199,0.9519807923169268,0.013205282112845138,0.04801920768307322,0.275,730,0.9205548549810845,3,423,1.4871041612860899e-121,-5.521758676187146,1024,0.25,0|1|2|3,0,0
-27,-27.0,43,litenap_savaux_k1,833,792,0.9507803121248499,7,785,0.008838383838383838,0.9911616161616161,0.9423769507803121,0.008403361344537815,0.05762304921968786,0.14583333333333334,721,0.9184713375796179,2,392,3.857275039307812e-114,-5.820041993165203,1024,0.25,0|1|2|3,0,0
-27,-27.0,44,litenap_savaux_k1,833,795,0.9543817527010804,21,774,0.026415094339622643,0.9735849056603774,0.929171668667467,0.025210084033613446,0.07082833133253297,0.3559322033898305,715,0.9237726098191215,2,412,4.061021497032921e-120,-5.55636978184552,1024,0.25,0|1|2|3,0,0
-27,-27.0,42,litenap_savaux_k2,833,679,0.8151260504201681,10,669,0.014727540500736377,0.9852724594992637,0.8031212484993998,0.012004801920768308,0.1968787515006002,0.06097560975609756,632,0.9446935724962631,17,312,2.2130092407903522e-71,-3.0920464162650343,2048,0.5,0|1|2|3,0|1,0
-27,-27.0,43,litenap_savaux_k2,833,671,0.8055222088835534,11,660,0.01639344262295082,0.9836065573770492,0.7923169267707083,0.013205282112845138,0.2076830732292917,0.06358381502890173,609,0.9227272727272727,15,284,1.51348939228755e-65,-3.1346649206030297,2048,0.5,0|1|2|3,0|1,0
-27,-27.0,44,litenap_savaux_k2,833,677,0.8127250900360145,9,668,0.013293943870014771,0.9867060561299852,0.801920768307323,0.010804321728691477,0.19807923169267705,0.05454545454545454,624,0.9341317365269461,12,304,2.612169449684226e-74,-3.0196000851130234,2048,0.5,0|1|2|3,0|1,0
-27,-27.0,42,litenap_single,833,833,1.0,8,825,0.009603841536614645,0.9903961584633854,0.9903961584633854,0.009603841536614645,0.009603841536614643,1.0,765,0.9272727272727272,0,449,1.3758210268297612e-135,-8.198142223032047,256,0.0625,0,0,0
-27,-27.0,43,litenap_single,833,831,0.9975990396158463,12,819,0.01444043321299639,0.9855595667870036,0.9831932773109243,0.014405762304921969,0.01680672268907568,0.8571428571428571,756,0.9230769230769231,1,430,1.558065141751141e-127,-8.285546008837768,256,0.0625,0,0,0
-27,-27.0,44,litenap_single,833,832,0.9987995198079231,9,823,0.010817307692307692,0.9891826923076923,0.9879951980792316,0.010804321728691477,0.01200480192076836,0.9,769,0.9343863912515188,0,447,5.503284107319065e-135,-8.430696999517968,256,0.0625,0,0,0
-27,-27.0,42,savaux,833,384,0.460984393757503,2,382,0.005208333333333333,0.9947916666666666,0.45858343337334934,0.0024009603841536613,0.5414165666266506,0.004434589800443459,350,0.9162303664921466,0,0,1.0,-0.07355201877314807,4096,1.0,0|1|2|3,0|1|2|3,0
-27,-27.0,43,savaux,833,402,0.48259303721488594,0,402,0.0,1.0,0.48259303721488594,0.0,0.5174069627851141,0.0,384,0.9552238805970149,0,0,1.0,-0.25703609928413856,4096,1.0,0|1|2|3,0|1|2|3,0
-27,-27.0,44,savaux,833,385,0.46218487394957986,0,385,0.0,1.0,0.46218487394957986,0.0,0.5378151260504201,0.0,365,0.948051948051948,0,0,1.0,-0.22495678666890406,4096,1.0,0|1|2|3,0|1|2|3,0
-26,-26.0,42,litenap_savaux_k1,833,776,0.9315726290516206,16,760,0.020618556701030927,0.979381443298969,0.9123649459783914,0.01920768307322929,0.08763505402160865,0.2191780821917808,707,0.9302631578947368,2,507,1.5489004696741056e-148,-4.809189882810486,1024,0.25,0|1|2|3,0,0
-26,-26.0,43,litenap_savaux_k1,833,765,0.9183673469387755,15,750,0.0196078431372549,0.9803921568627451,0.9003601440576231,0.01800720288115246,0.0996398559423769,0.18072289156626506,686,0.9146666666666666,3,498,6.402841735246404e-144,-4.898120541780131,1024,0.25,0|1|2|3,0,0
-26,-26.0,44,litenap_savaux_k1,833,765,0.9183673469387755,16,749,0.02091503267973856,0.9790849673202614,0.8991596638655462,0.01920768307322929,0.10084033613445376,0.19047619047619047,692,0.9238985313751669,3,477,1.1809023502636623e-137,-4.989052992794923,1024,0.25,0|1|2|3,0,0
-26,-26.0,42,litenap_savaux_k2,833,607,0.7286914765906363,12,595,0.019769357495881382,0.9802306425041186,0.7142857142857143,0.014405762304921969,0.2857142857142857,0.05042016806722689,551,0.9260504201680673,8,344,1.2040827692492799e-90,-2.0393463648647603,2048,0.5,0|1|2|3,0|1,0
-26,-26.0,43,litenap_savaux_k2,833,611,0.7334933973589436,6,605,0.009819967266775777,0.9901800327332242,0.7262905162064826,0.007202881152460984,0.27370948379351745,0.02631578947368421,553,0.9140495867768595,11,352,3.405803821381241e-89,-2.2665789601033004,2048,0.5,0|1|2|3,0|1,0
-26,-26.0,44,litenap_savaux_k2,833,584,0.7010804321728692,11,573,0.018835616438356163,0.9811643835616438,0.687875150060024,0.013205282112845138,0.312124849939976,0.04230769230769231,535,0.9336823734729494,9,302,3.2968157186977542e-77,-2.193939255534039,2048,0.5,0|1|2|3,0|1,0
-26,-26.0,42,litenap_single,833,828,0.9939975990396158,18,810,0.021739130434782608,0.9782608695652174,0.9723889555822329,0.021608643457382955,0.027611044417767072,0.782608695652174,773,0.9543209876543209,1,558,5.935406206663306e-166,-7.969412255413202,256,0.0625,0,0,0
-26,-26.0,43,litenap_single,833,832,0.9987995198079231,19,813,0.02283653846153846,0.9771634615384616,0.9759903961584634,0.022809123649459785,0.02400960384153661,0.95,750,0.922509225092251,0,562,1.3248674568445382e-169,-7.913571383271167,256,0.0625,0,0,0
-26,-26.0,44,litenap_single,833,830,0.9963985594237695,10,820,0.012048192771084338,0.9879518072289156,0.9843937575030012,0.012004801920768308,0.015606242496998823,0.7692307692307693,753,0.9182926829268293,0,539,1.1113793747425592e-162,-8.136548754554784,256,0.0625,0,0,0
-26,-26.0,42,savaux,833,271,0.32533013205282113,2,269,0.007380073800738007,0.992619926199262,0.32292917166866747,0.0024009603841536613,0.6770708283313325,0.0035460992907801418,252,0.9368029739776952,0,0,1.0,0.8371701633144946,4096,1.0,0|1|2|3,0|1|2|3,0
-26,-26.0,43,savaux,833,270,0.3241296518607443,1,269,0.003703703703703704,0.9962962962962963,0.32292917166866747,0.0012004801920768306,0.6770708283313325,0.0017730496453900709,252,0.9368029739776952,0,0,1.0,0.7858465844228609,4096,1.0,0|1|2|3,0|1|2|3,0
-26,-26.0,44,savaux,833,291,0.34933973589435774,0,291,0.0,1.0,0.34933973589435774,0.0,0.6506602641056423,0.0,276,0.9484536082474226,0,0,1.0,0.755311450180439,4096,1.0,0|1|2|3,0|1|2|3,0
-25,-25.0,42,litenap_savaux_k1,833,733,0.879951980792317,16,717,0.021828103683492497,0.9781718963165075,0.8607442977190877,0.01920768307322929,0.13925570228091233,0.13793103448275862,656,0.9149232914923291,2,568,8.422016814728723e-167,-4.139278650675133,1024,0.25,0|1|2|3,0,0
-25,-25.0,43,litenap_savaux_k1,833,752,0.9027611044417767,20,732,0.026595744680851064,0.973404255319149,0.8787515006002401,0.024009603841536616,0.1212484993997599,0.19801980198019803,677,0.924863387978142,3,579,4.1514197461555056e-168,-4.248813591023806,1024,0.25,0|1|2|3,0,0
-25,-25.0,44,litenap_savaux_k1,833,745,0.8943577430972389,15,730,0.020134228187919462,0.9798657718120806,0.8763505402160864,0.01800720288115246,0.12364945978391362,0.14563106796116504,679,0.9301369863013699,4,568,5.750940322776222e-163,-4.318492573918779,1024,0.25,0|1|2|3,0,0
-25,-25.0,42,litenap_savaux_k2,833,501,0.6014405762304922,7,494,0.013972055888223553,0.9860279441117764,0.5930372148859544,0.008403361344537815,0.4069627851140456,0.02064896755162242,464,0.9392712550607287,6,340,3.239913391568229e-92,-1.1025758355722874,2048,0.5,0|1|2|3,0|1,0
-25,-25.0,43,litenap_savaux_k2,833,519,0.6230492196878752,13,506,0.025048169556840076,0.9749518304431599,0.6074429771908764,0.015606242496998799,0.39255702280912363,0.039755351681957186,461,0.9110671936758893,6,349,7.386872218532651e-95,-1.2239414251587006,2048,0.5,0|1|2|3,0|1,0
-25,-25.0,44,litenap_savaux_k2,833,507,0.6086434573829532,3,504,0.005917159763313609,0.9940828402366864,0.6050420168067226,0.003601440576230492,0.39495798319327735,0.00911854103343465,474,0.9404761904761905,7,333,8.931546459998777e-89,-1.2783071108380826,2048,0.5,0|1|2|3,0|1,0
-25,-25.0,42,litenap_single,833,826,0.9915966386554622,26,800,0.031476997578692496,0.9685230024213075,0.9603841536614646,0.031212484993997598,0.03961584633853543,0.7878787878787878,757,0.94625,0,659,8.36108913043385e-199,-7.272536613945222,256,0.0625,0,0,0
-25,-25.0,43,litenap_single,833,829,0.9951980792316927,20,809,0.024125452352231604,0.9758745476477684,0.9711884753901561,0.024009603841536616,0.02881152460984393,0.8333333333333334,752,0.9295426452410384,0,653,5.351097043477725e-197,-7.6578771055504165,256,0.0625,0,0,0
-25,-25.0,44,litenap_single,833,829,0.9951980792316927,19,810,0.022919179734620022,0.97708082026538,0.9723889555822329,0.022809123649459785,0.027611044417767072,0.8260869565217391,757,0.9345679012345679,0,648,1.712351053912888e-195,-7.542768537265983,256,0.0625,0,0,0
-25,-25.0,42,savaux,833,167,0.20048019207683074,1,166,0.005988023952095809,0.9940119760479041,0.1992797118847539,0.0012004801920768306,0.8007202881152461,0.0014992503748125937,154,0.927710843373494,0,0,1.0,1.8307079697463813,4096,1.0,0|1|2|3,0|1|2|3,0
-25,-25.0,43,savaux,833,176,0.2112845138055222,1,175,0.005681818181818182,0.9943181818181818,0.21008403361344538,0.0012004801920768306,0.7899159663865546,0.001519756838905775,161,0.92,0,0,1.0,1.8208548309246964,4096,1.0,0|1|2|3,0|1|2|3,0
-25,-25.0,44,savaux,833,181,0.21728691476590636,0,181,0.0,1.0,0.21728691476590636,0.0,0.7827130852340937,0.0,163,0.9005524861878453,0,0,1.0,1.6628507554520082,4096,1.0,0|1|2|3,0|1|2|3,0
-24,-24.0,42,litenap_savaux_k1,833,675,0.8103241296518607,19,656,0.028148148148148148,0.9718518518518519,0.787515006002401,0.022809123649459785,0.21248499399759901,0.10734463276836158,607,0.9253048780487805,2,597,1.7322600387157751e-175,-3.0570342065287948,1024,0.25,0|1|2|3,0,0
-24,-24.0,43,litenap_savaux_k1,833,685,0.8223289315726291,21,664,0.030656934306569343,0.9693430656934306,0.7971188475390156,0.025210084033613446,0.20288115246098437,0.1242603550295858,622,0.9367469879518072,2,604,1.3851165044665615e-177,-3.0202611244433237,1024,0.25,0|1|2|3,0,0
-24,-24.0,44,litenap_savaux_k1,833,682,0.8187274909963985,22,660,0.03225806451612903,0.967741935483871,0.7923169267707083,0.026410564225690276,0.2076830732292917,0.12716763005780346,608,0.9212121212121213,1,591,7.316902297629627e-176,-3.0264985300642273,1024,0.25,0|1|2|3,0,0
-24,-24.0,42,litenap_savaux_k2,833,395,0.47418967587034816,4,391,0.010126582278481013,0.9898734177215189,0.46938775510204084,0.004801920768307323,0.5306122448979591,0.00904977375565611,360,0.9207161125319693,6,321,1.2086025329083465e-86,-0.21012154019276305,2048,0.5,0|1|2|3,0|1,0
-24,-24.0,43,litenap_savaux_k2,833,372,0.44657863145258103,15,357,0.04032258064516129,0.9596774193548387,0.42857142857142855,0.01800720288115246,0.5714285714285714,0.031512605042016806,331,0.927170868347339,1,290,1.4678582188721618e-85,-0.06551689448416527,2048,0.5,0|1|2|3,0|1,0
-24,-24.0,44,litenap_savaux_k2,833,393,0.4717887154861945,3,390,0.007633587786259542,0.9923664122137404,0.468187274909964,0.003601440576230492,0.531812725090036,0.006772009029345372,361,0.9256410256410257,5,306,1.143924159159648e-83,-0.13420288303206035,2048,0.5,0|1|2|3,0|1,0
-24,-24.0,42,litenap_single,833,825,0.9903961584633854,30,795,0.03636363636363636,0.9636363636363636,0.9543817527010804,0.03601440576230492,0.04561824729891961,0.7894736842105263,741,0.9320754716981132,1,746,2.0208069764599047e-222,-7.125875158413355,256,0.0625,0,0,0
-24,-24.0,43,litenap_single,833,829,0.9951980792316927,25,804,0.030156815440289506,0.9698431845597105,0.9651860744297719,0.030012004801920768,0.03481392557022811,0.8620689655172413,754,0.9378109452736318,0,746,5.403227209783124e-225,-6.741789866647549,256,0.0625,0,0,0
-24,-24.0,44,litenap_single,833,829,0.9951980792316927,27,802,0.032569360675512665,0.9674306393244874,0.9627851140456183,0.03241296518607443,0.037214885954381716,0.8709677419354839,755,0.9413965087281796,0,737,2.766452331409006e-222,-6.957194654342901,256,0.0625,0,0,0
-24,-24.0,42,savaux,833,80,0.09603841536614646,0,80,0.0,1.0,0.09603841536614646,0.0,0.9039615846338536,0.0,75,0.9375,0,0,1.0,2.8308869307548052,4096,1.0,0|1|2|3,0|1|2|3,0
-24,-24.0,43,savaux,833,83,0.09963985594237695,0,83,0.0,1.0,0.09963985594237695,0.0,0.900360144057623,0.0,78,0.9397590361445783,0,0,1.0,2.97258403081968,4096,1.0,0|1|2|3,0|1|2|3,0
-24,-24.0,44,savaux,833,92,0.11044417767106843,0,92,0.0,1.0,0.11044417767106843,0.0,0.8895558223289316,0.0,84,0.9130434782608695,0,0,1.0,2.925634364271063,4096,1.0,0|1|2|3,0|1|2|3,0
-23,-23.0,42,litenap_savaux_k1,833,631,0.7575030012004802,35,596,0.0554675118858954,0.9445324881141046,0.7154861944777912,0.04201680672268908,0.28451380552220884,0.14767932489451477,534,0.8959731543624161,1,589,2.916889887284947e-175,-2.354309362418575,1024,0.25,0|1|2|3,0,0
-23,-23.0,43,litenap_savaux_k1,833,629,0.7551020408163265,22,607,0.034976152623211444,0.9650238473767886,0.7286914765906363,0.026410564225690276,0.27130852340936373,0.09734513274336283,545,0.8978583196046128,1,592,3.664620543669542e-176,-2.505674398191196,1024,0.25,0|1|2|3,0,0
-23,-23.0,44,litenap_savaux_k1,833,619,0.7430972388955582,22,597,0.035541195476575124,0.9644588045234249,0.7166866746698679,0.026410564225690276,0.2833133253301321,0.09322033898305085,549,0.9195979899497487,0,566,8.280421605278301e-171,-2.2913551519302136,1024,0.25,0|1|2|3,0,0
-23,-23.0,42,litenap_savaux_k2,833,297,0.3565426170468187,6,291,0.020202020202020204,0.9797979797979798,0.34933973589435774,0.007202881152460984,0.6506602641056423,0.01107011070110701,267,0.9175257731958762,4,258,5.25905337865458e-71,0.5422403807023132,2048,0.5,0|1|2|3,0|1,0
-23,-23.0,43,litenap_savaux_k2,833,290,0.34813925570228094,12,278,0.041379310344827586,0.9586206896551724,0.33373349339735897,0.014405762304921969,0.666266506602641,0.021621621621621623,265,0.9532374100719424,1,253,1.761778385239483e-74,0.5352229003346596,2048,0.5,0|1|2|3,0|1,0
-23,-23.0,44,litenap_savaux_k2,833,271,0.32533013205282113,7,264,0.025830258302583026,0.974169741697417,0.3169267707082833,0.008403361344537815,0.6830732292917168,0.012302284710017574,248,0.9393939393939394,4,222,1.9985175291781843e-60,0.7187714628603133,2048,0.5,0|1|2|3,0|1,0
-23,-23.0,42,litenap_single,833,830,0.9963985594237695,40,790,0.04819277108433735,0.9518072289156626,0.9483793517406963,0.04801920768307323,0.05162064825930368,0.9302325581395349,734,0.9291139240506329,0,787,2.457103259886768e-237,-6.376215006196837,256,0.0625,0,0,0
-23,-23.0,43,litenap_single,833,825,0.9903961584633854,33,792,0.04,0.96,0.9507803121248499,0.03961584633853541,0.049219687875150075,0.8048780487804879,750,0.946969696969697,0,787,2.457103259886768e-237,-6.733419858865892,256,0.0625,0,0,0
-23,-23.0,44,litenap_single,833,826,0.9915966386554622,47,779,0.05690072639225181,0.9430992736077481,0.9351740696278511,0.056422569027611044,0.0648259303721489,0.8703703703703703,729,0.9358151476251605,0,773,4.025717980998128e-233,-6.649135306287967,256,0.0625,0,0,0
-23,-23.0,42,savaux,833,43,0.05162064825930372,0,43,0.0,1.0,0.05162064825930372,0.0,0.9483793517406963,0.0,40,0.9302325581395349,0,0,1.0,3.7553774038899714,4096,1.0,0|1|2|3,0|1|2|3,0
-23,-23.0,43,savaux,833,38,0.04561824729891957,0,38,0.0,1.0,0.04561824729891957,0.0,0.9543817527010804,0.0,34,0.8947368421052632,0,0,1.0,3.7268347073264882,4096,1.0,0|1|2|3,0|1|2|3,0
-23,-23.0,44,savaux,833,53,0.06362545018007203,1,52,0.018867924528301886,0.9811320754716981,0.062424969987995196,0.0012004801920768306,0.9375750300120048,0.0012804097311139564,48,0.9230769230769231,0,0,1.0,3.7287021148060346,4096,1.0,0|1|2|3,0|1|2|3,0
-22,-22.0,42,litenap_savaux_k1,833,544,0.6530612244897959,31,513,0.05698529411764706,0.9430147058823529,0.6158463385354142,0.03721488595438175,0.38415366146458585,0.096875,469,0.9142300194931774,0,532,1.4225655996704944e-160,-1.5782602074419827,1024,0.25,0|1|2|3,0,0
-22,-22.0,43,litenap_savaux_k1,833,520,0.6242496998799519,40,480,0.07692307692307693,0.9230769230769231,0.5762304921968787,0.04801920768307323,0.4237695078031213,0.11331444759206799,440,0.9166666666666666,0,509,1.193334516992054e-153,-1.2691406619234713,1024,0.25,0|1|2|3,0,0
-22,-22.0,44,litenap_savaux_k1,833,503,0.6038415366146459,27,476,0.0536779324055666,0.9463220675944334,0.5714285714285714,0.03241296518607443,0.4285714285714286,0.07563025210084033,434,0.9117647058823529,0,483,8.008332380732477e-146,-1.4210222818779985,1024,0.25,0|1|2|3,0,0
-22,-22.0,42,litenap_savaux_k2,833,172,0.2064825930372149,2,170,0.011627906976744186,0.9883720930232558,0.20408163265306123,0.0024009603841536613,0.7959183673469388,0.0030165912518853697,157,0.9235294117647059,1,161,5.5764562911366905e-47,1.6178124151138467,2048,0.5,0|1|2|3,0|1,0
-22,-22.0,43,litenap_savaux_k2,833,172,0.2064825930372149,6,166,0.03488372093023256,0.9651162790697675,0.1992797118847539,0.007202881152460984,0.8007202881152461,0.008995502248875561,148,0.891566265060241,1,162,2.8053338397128055e-47,1.5831621517193584,2048,0.5,0|1|2|3,0|1,0
-22,-22.0,44,litenap_savaux_k2,833,180,0.21608643457382953,3,177,0.016666666666666666,0.9833333333333333,0.21248499399759904,0.003601440576230492,0.787515006002401,0.004573170731707317,166,0.9378531073446328,2,162,1.1572857373522801e-45,1.6417340025195535,2048,0.5,0|1|2|3,0|1,0
-22,-22.0,42,litenap_single,833,825,0.9903961584633854,50,775,0.06060606060606061,0.9393939393939394,0.9303721488595438,0.060024009603841535,0.06962785114045622,0.8620689655172413,725,0.9354838709677419,0,813,3.66136917454995e-245,-5.799967042942518,256,0.0625,0,0,0
-22,-22.0,43,litenap_single,833,821,0.985594237695078,53,768,0.06455542021924482,0.9354445797807551,0.921968787515006,0.06362545018007203,0.078031212484994,0.8153846153846154,726,0.9453125,0,810,2.9290953396398102e-244,-5.383535699208307,256,0.0625,0,0,0
-22,-22.0,44,litenap_single,833,824,0.9891956782713085,52,772,0.06310679611650485,0.9368932038834952,0.9267707082833133,0.062424969987995196,0.07322929171668668,0.8524590163934426,727,0.9417098445595855,0,804,1.8746210173694996e-242,-5.905305687455796,256,0.0625,0,0,0
-22,-22.0,42,savaux,833,12,0.014405762304921969,0,12,0.0,1.0,0.014405762304921969,0.0,0.985594237695078,0.0,12,1.0,0,0,1.0,4.748396162635703,4096,1.0,0|1|2|3,0|1|2|3,0
-22,-22.0,43,savaux,833,11,0.013205282112845138,0,11,0.0,1.0,0.013205282112845138,0.0,0.9867947178871549,0.0,10,0.9090909090909091,0,0,1.0,4.796715551606668,4096,1.0,0|1|2|3,0|1|2|3,0
-22,-22.0,44,savaux,833,20,0.024009603841536616,0,20,0.0,1.0,0.024009603841536616,0.0,0.9759903961584634,0.0,19,0.95,0,0,1.0,4.805755908526598,4096,1.0,0|1|2|3,0|1|2|3,0
-21,-21.0,42,litenap_savaux_k1,833,421,0.5054021608643458,29,392,0.0688836104513064,0.9311163895486936,0.47058823529411764,0.03481392557022809,0.5294117647058824,0.06575963718820861,348,0.8877551020408163,0,420,7.386382894228684e-127,-0.4225648048800611,1024,0.25,0|1|2|3,0,0
-21,-21.0,43,litenap_savaux_k1,833,417,0.5006002400960384,26,391,0.06235011990407674,0.9376498800959233,0.46938775510204084,0.031212484993997598,0.5306122448979591,0.058823529411764705,359,0.9181585677749361,0,414,4.72728505230641e-125,-0.4564175756065392,1024,0.25,0|1|2|3,0,0
-21,-21.0,44,litenap_savaux_k1,833,419,0.503001200480192,37,382,0.0883054892601432,0.9116945107398569,0.45858343337334934,0.04441776710684274,0.5414165666266506,0.082039911308204,353,0.9240837696335078,0,415,2.363642526153201e-125,-0.4855932072291901,1024,0.25,0|1|2|3,0,0
-21,-21.0,42,litenap_savaux_k2,833,105,0.12605042016806722,6,99,0.05714285714285714,0.9428571428571428,0.11884753901560624,0.007202881152460984,0.8811524609843937,0.008174386920980926,93,0.9393939393939394,1,105,2.6377536518328654e-30,2.5388825519337703,2048,0.5,0|1|2|3,0|1,0
-21,-21.0,43,litenap_savaux_k2,833,100,0.12004801920768307,6,94,0.06,0.94,0.11284513805522209,0.007202881152460984,0.8871548619447779,0.008119079837618403,85,0.9042553191489362,0,97,1.262177448353624e-29,2.5622333748779393,2048,0.5,0|1|2|3,0|1,0
-21,-21.0,44,litenap_savaux_k2,833,99,0.11884753901560624,4,95,0.04040404040404041,0.9595959595959596,0.11404561824729892,0.004801920768307323,0.8859543817527011,0.005420054200542005,87,0.9157894736842105,0,95,5.048709793414514e-29,2.487859790968836,2048,0.5,0|1|2|3,0|1,0
-21,-21.0,42,litenap_single,833,821,0.985594237695078,71,750,0.08647990255785627,0.9135200974421437,0.9003601440576231,0.08523409363745499,0.0996398559423769,0.8554216867469879,701,0.9346666666666666,0,820,2.8604446676172743e-247,-5.131876513527316,256,0.0625,0,0,0
-21,-21.0,43,litenap_single,833,820,0.9843937575030012,84,736,0.1024390243902439,0.8975609756097561,0.8835534213685474,0.10084033613445378,0.11644657863145258,0.865979381443299,689,0.936141304347826,0,817,2.288355734093702e-246,-5.056470067212765,256,0.0625,0,0,0
-21,-21.0,44,litenap_single,833,820,0.9843937575030012,67,753,0.08170731707317073,0.9182926829268293,0.9039615846338536,0.08043217286914765,0.09603841536614643,0.8375,716,0.950863213811421,0,816,4.576711468187672e-246,-4.806095714434791,256,0.0625,0,0,0
-21,-21.0,42,savaux,833,1,0.0012004801920768306,0,1,0.0,1.0,0.0012004801920768306,0.0,0.9987995198079231,0.0,1,1.0,0,0,1.0,5.779545729455076,4096,1.0,0|1|2|3,0|1|2|3,0
-21,-21.0,43,savaux,833,3,0.003601440576230492,0,3,0.0,1.0,0.003601440576230492,0.0,0.9963985594237695,0.0,3,1.0,0,0,1.0,5.834404293214691,4096,1.0,0|1|2|3,0|1|2|3,0
