snr_label,added_snr_db,seed,method,decisions,errors,ser,wrong_group_errors,wrong_alias_bin_errors,wrong_group_fraction_of_errors,wrong_alias_bin_fraction_of_errors,oracle_group_fixed_ser,maximum_group_fix_ser_gain,alias_bin_accuracy,group_error_rate_given_correct_alias_bin,far_alias_bin_errors_abs_gt8,far_fraction_of_wrong_alias_bin_errors,fixes_vs_savaux,breaks_vs_savaux,paired_sign_p,mean_gt_margin_db,physical_samples,sample_fraction_vs_savaux,branch_phases,downsample_phases,uses_phase_fingerprint
clean,,0,litenap_savaux_k1,833,0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1.0,3.868134369897311,1024,0.25,0|1|2|3,0,0
clean,,0,litenap_savaux_k2,833,0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1.0,6.8893895376978325,2048,0.5,0|1|2|3,0|1,0
clean,,0,litenap_single,833,714,0.8571428571428571,714,0,1.0,0.0,0.0,0.8571428571428571,1.0,0.8571428571428571,0,0.0,0,714,2.3206684158877236e-215,0.0,256,0.0625,0,0,0
clean,,0,savaux,833,0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1.0,19.2141424601912,4096,1.0,0|1|2|3,0|1|2|3,0
-28,-28.0,42,litenap_savaux_k1,833,795,0.9543817527010804,12,783,0.01509433962264151,0.9849056603773585,0.9399759903961584,0.014405762304921969,0.06002400960384158,0.24,737,0.9412515964240102,3,305,1.8677347935690376e-86,-6.562582509737711,1024,0.25,0|1|2|3,0,0
-28,-28.0,43,litenap_savaux_k1,833,802,0.9627851140456183,9,793,0.011221945137157107,0.9887780548628429,0.9519807923169268,0.010804321728691477,0.04801920768307322,0.225,735,0.926860025220681,5,293,7.564272013166301e-80,-6.460142719047651,1024,0.25,0|1|2|3,0,0
-28,-28.0,44,litenap_savaux_k1,833,796,0.9555822328931572,8,788,0.010050251256281407,0.9899497487437185,0.9459783913565426,0.009603841536614645,0.0540216086434574,0.17777777777777778,733,0.9302030456852792,7,293,4.066820715815326e-77,-6.477567246600888,1024,0.25,0|1|2|3,0,0
-28,-28.0,42,litenap_savaux_k2,833,746,0.8955582232893158,15,731,0.020107238605898123,0.9798927613941019,0.8775510204081632,0.01800720288115246,0.12244897959183676,0.14705882352941177,705,0.9644322845417237,14,267,8.576955902860323e-62,-4.1931810904754965,2048,0.5,0|1|2|3,0|1,0
-28,-28.0,43,litenap_savaux_k2,833,730,0.8763505402160864,6,724,0.00821917808219178,0.9917808219178083,0.8691476590636255,0.007202881152460984,0.13085234093637454,0.05504587155963303,678,0.93646408839779,12,228,6.88500806291142e-53,-4.175132801810981,2048,0.5,0|1|2|3,0|1,0
-28,-28.0,44,litenap_savaux_k2,833,742,0.8907563025210085,13,729,0.01752021563342318,0.9824797843665768,0.8751500600240096,0.015606242496998799,0.12484993997599036,0.125,674,0.9245541838134431,12,244,2.3116539602130625e-57,-4.057167380301847,2048,0.5,0|1|2|3,0|1,0
