scenario,target_tx_dbm,trial,symbol_index,gt_bin,branch0_bin,savaux_bin,equal8_bin,equal8_wrap_bin,gls8_direct_bin,gls8_cg_bin,gls8_cg_wrap_bin,conditional_gls_bin,savaux_margin_db,branch_color_mismatch,conditional_backend_ran
thermal_only,-63.0,0,29,115,115,115,115,115,115,115,115,115,7.687746377988898,1.2907153597046899,0
thermal_only,-63.0,0,30,919,919,919,919,919,919,919,919,919,5.092100737771144,1.2912258833326675,0
thermal_only,-63.0,0,31,540,540,540,540,540,540,540,540,540,5.853028886661113,1.2685945519775095,0
thermal_only,-63.0,0,32,332,332,332,332,332,332,332,332,332,5.7069020884352355,1.2748215904224922,0
thermal_only,-63.0,0,33,292,292,292,292,292,292,292,292,292,5.507493171297685,1.2760429896639123,0
thermal_only,-63.0,0,34,193,193,193,193,193,193,193,193,193,6.320852608241459,1.274730195377452,0
thermal_only,-63.0,0,35,635,635,635,635,635,635,635,635,635,6.649006484635026,1.265515584414957,0
thermal_only,-63.0,0,36,286,286,286,286,286,286,286,286,286,7.038829176233314,1.2742823198979294,0
thermal_only,-63.0,0,37,446,446,446,446,446,446,446,446,446,5.084779144422923,1.2711523139428293,0
thermal_only,-63.0,0,38,562,562,562,562,562,562,562,562,562,5.375561652046922,1.281366730555496,0
thermal_only,-63.0,0,39,23,23,23,23,23,23,23,23,23,9.0631491080209,1.275265604776617,0
thermal_only,-63.0,0,40,87,87,87,87,87,87,87,87,87,8.163067504172055,1.2885379947288527,0
thermal_only,-63.0,0,41,249,249,249,249,249,249,249,249,249,6.135063996106616,1.2812346942801638,0
thermal_only,-63.0,0,42,114,114,114,114,114,114,114,114,114,7.015465548483602,1.2864272154241443,0
thermal_only,-63.0,0,43,105,105,105,105,105,105,105,105,105,7.758518620649797,1.2747895781963912,0
thermal_only,-63.0,0,44,116,116,116,116,116,116,116,116,116,8.372821195062233,1.2774801262336941,0
thermal_only,-63.0,0,45,869,869,869,869,869,869,869,869,869,3.5732352182319005,1.276211783027414,0
thermal_only,-63.0,0,46,246,246,246,246,246,246,246,246,246,5.297012421602227,1.2831689453505972,0
thermal_only,-63.0,0,47,673,673,673,673,673,673,673,673,673,5.735857802504084,1.2926094507378076,0
thermal_only,-63.0,0,48,265,265,265,265,265,265,265,265,265,4.832553264889946,1.2881961007883835,0
thermal_only,-63.0,0,49,104,104,104,104,104,104,104,104,104,7.467100916623197,1.2638928043006576,0
thermal_only,-63.0,0,50,272,272,272,272,272,272,272,272,272,5.497388616707389,1.2704872393505657,0
thermal_only,-63.0,0,51,759,759,759,759,759,759,759,759,759,7.2756218491579085,1.2859932958415343,0
thermal_only,-63.0,0,52,429,429,429,429,429,429,429,429,429,6.996928206928777,1.289464842128986,0
thermal_only,-63.0,0,53,880,880,880,880,880,880,880,880,880,5.406647470055431,1.2813787564904475,0
thermal_only,-63.0,0,54,720,720,720,720,720,720,720,720,720,5.332413744589578,1.2774875792242195,0
thermal_only,-63.0,0,55,326,326,326,326,326,326,326,326,326,7.515965155970637,1.274989139565275,0
thermal_only,-63.0,0,56,853,853,853,853,853,853,853,853,853,6.273176814581642,1.2733916768383466,0
thermal_only,-63.0,0,57,737,737,737,737,737,737,737,737,737,4.774557684340191,1.273614162393276,0
thermal_only,-63.0,0,58,803,803,803,803,803,803,803,803,803,6.016149272408134,1.2840421381801739,0
thermal_only,-63.0,0,59,411,411,411,411,411,411,411,411,411,6.2956002034987275,1.276973172736217,0
thermal_only,-63.0,0,60,949,949,949,949,949,949,949,949,949,6.989691844844216,1.269740196589277,0
thermal_only,-63.0,0,61,76,76,76,76,76,76,76,76,76,4.590059768173717,1.277725026123452,0
thermal_only,-63.0,0,62,303,303,303,303,303,303,303,303,303,5.400745510704094,1.2773564655598706,0
thermal_only,-63.0,0,63,644,644,644,644,644,644,644,644,644,5.253270479153222,1.2856425703609582,0
thermal_only,-63.0,0,64,744,744,744,744,744,744,744,744,744,5.044251157015292,1.2600447233977115,0
thermal_only,-63.0,0,65,534,534,534,534,534,534,534,534,534,6.742876574453771,1.2657428850921117,0
thermal_only,-63.0,0,66,182,182,182,182,182,182,182,182,182,5.649848598547579,1.2700233127310872,0
thermal_only,-63.0,0,67,736,736,736,736,736,736,736,736,736,6.189327841979685,1.2804118682101913,0
thermal_only,-63.0,0,68,776,776,776,776,776,776,776,776,776,5.931102826643509,1.28966618034188,0
thermal_only,-63.0,0,69,578,578,578,578,578,578,578,578,578,5.002845528540582,1.2813349920833137,0
thermal_only,-63.0,0,70,557,557,557,557,557,557,557,557,557,7.0620892768188686,1.2656610358577964,0
thermal_only,-63.0,0,71,375,375,375,375,375,375,375,375,375,5.362689083985046,1.2775781340177828,0
thermal_only,-63.0,0,72,437,437,437,437,437,437,437,437,437,6.649993552320453,1.2677823683678986,0
thermal_only,-63.0,0,73,1012,1012,1012,1012,1012,1012,1012,1012,1012,6.97200879303006,1.2787375202024158,0
thermal_only,-63.0,0,74,921,921,921,921,921,921,921,921,921,5.102286694312943,1.2697388966711576,0
thermal_only,-63.0,0,75,61,61,61,61,61,61,61,61,61,4.554253027207385,1.3003402083949247,0
thermal_only,-63.0,0,76,714,714,714,714,714,714,714,714,714,5.467856535013173,1.290985967049523,0
thermal_only,-63.0,0,77,3,3,3,3,3,3,3,3,3,6.027349653132589,1.2847354500916521,0
thermal_only,-63.0,0,78,957,957,957,957,957,957,957,957,957,6.606595362627052,1.277685642886644,0
thermal_only,-63.0,0,79,578,578,578,578,578,578,578,578,578,6.906633092032278,1.2856929360928788,0
thermal_only,-63.0,0,80,491,491,491,491,491,491,491,491,491,6.246977968468009,1.2809823350508087,0
thermal_only,-63.0,0,81,404,404,404,404,404,404,404,404,404,4.4398629803092335,1.2867609633221355,0
thermal_only,-63.0,0,82,361,361,361,361,361,361,361,361,361,6.285846704536863,1.2728067877756926,0
thermal_only,-63.0,0,83,37,37,37,37,37,37,37,37,37,6.913345846304364,1.2808570613854018,0
thermal_only,-63.0,0,84,185,185,185,185,185,185,185,185,185,5.508104031730334,1.2828265958980225,0
thermal_only,-63.0,0,85,198,198,198,198,198,198,198,198,198,4.682949667113337,1.290345232615812,0
thermal_only,-63.0,0,86,692,692,692,692,692,692,692,692,692,6.700739034809287,1.2778619939309122,0
thermal_only,-63.0,0,87,51,51,51,51,51,51,51,51,51,7.368629464171846,1.2770862437437036,0
thermal_only,-63.0,0,88,398,398,398,398,398,398,398,398,398,3.8338104049492476,1.2731481842073487,0
thermal_only,-63.0,0,89,741,741,741,741,741,741,741,741,741,6.3190574774371395,1.2979486784371708,0
thermal_only,-63.0,0,90,929,929,929,929,929,929,929,929,929,5.07149023761059,1.2857161206477596,0
thermal_only,-63.0,0,91,57,57,57,57,57,57,57,57,57,7.704190110348973,1.2953930511521117,0
thermal_only,-63.0,0,92,546,546,546,546,546,546,546,546,546,5.686575899217745,1.287040165867583,0
thermal_only,-63.0,0,93,268,268,268,268,268,268,268,268,268,5.605919144363945,1.2780945880135213,0
thermal_only,-63.0,0,94,148,148,148,148,148,148,148,148,148,5.098568352752708,1.2863867026505837,0
thermal_only,-63.0,0,95,291,291,291,291,291,291,291,291,291,6.739496553008797,1.2812386733063519,0
thermal_only,-63.0,0,96,916,916,916,916,916,916,916,916,916,6.944238028150723,1.2880781043418763,0
thermal_only,-63.0,0,97,651,651,651,651,651,651,651,651,651,4.807669039602719,1.2770801259155407,0
thermal_only,-63.0,0,98,760,760,760,760,760,760,760,760,760,4.668745986669512,1.2966932491063081,0
thermal_only,-63.0,0,99,467,467,467,467,467,467,467,467,467,6.631574862144846,1.2811612585355483,0
thermal_only,-63.0,0,100,872,872,872,872,872,872,872,872,872,7.701314819572149,1.281579869308798,0
thermal_only,-63.0,0,101,590,590,590,590,590,590,590,590,590,3.834950685074088,1.2823965850234862,0
thermal_only,-63.0,0,102,569,569,569,569,569,569,569,569,569,5.511134826218244,1.279416868636897,0
thermal_only,-63.0,0,103,315,315,315,315,315,315,315,315,315,6.822569310947076,1.2802185251998497,0
thermal_only,-63.0,0,104,498,498,498,498,498,498,498,498,498,6.755782173375643,1.2808856603497527,0
thermal_only,-63.0,0,105,23,23,23,23,23,23,23,23,23,5.991099188606098,1.2841034325629896,0
thermal_only,-63.0,0,106,716,716,716,716,716,716,716,716,716,9.33669370720139,1.2717268940600746,0
thermal_only,-63.0,0,107,748,748,748,748,748,748,748,748,748,8.32132805936776,1.286569128437637,0
thermal_only,-63.0,0,108,767,767,767,767,767,767,767,767,767,3.587039698559591,1.2693944917723246,0
thermal_only,-63.0,0,109,994,994,994,994,994,994,994,994,994,4.262160160802083,1.2960906680991695,0
thermal_only,-63.0,0,110,509,509,509,509,509,509,509,509,509,7.877650392121512,1.2760116800617005,0
thermal_only,-63.0,0,111,74,74,74,74,74,74,74,74,74,6.911762832699935,1.2882017385859028,0
thermal_only,-63.0,0,112,512,512,512,512,512,512,512,512,512,6.441694987436961,1.2721156226951298,0
thermal_only,-63.0,0,113,7,7,7,7,7,7,7,7,7,4.687933071457709,1.2746189904557823,0
thermal_only,-63.0,0,114,728,728,728,728,728,728,728,728,728,6.5204697360563415,1.2888764951054097,0
thermal_only,-63.0,0,115,605,605,605,605,605,605,605,605,605,6.194909017358866,1.291463808002911,0
thermal_only,-63.0,0,116,912,912,912,912,912,912,912,912,912,6.775236085658922,1.2752598103070434,0
thermal_only,-63.0,0,117,699,699,699,699,699,699,699,699,699,3.497833757109064,1.2738282092986044,0
thermal_only,-63.0,0,118,747,747,747,747,747,747,747,747,747,4.896270823868962,1.2940209953593211,0
thermal_only,-63.0,0,119,929,929,929,929,929,929,929,929,929,6.984554753501517,1.2868543388452771,0
thermal_only,-63.0,0,120,583,583,583,583,583,583,583,583,583,6.268509685740106,1.2784455610997263,0
thermal_only,-63.0,0,121,917,917,917,917,917,917,917,917,917,5.698388449182796,1.2880016769871807,0
thermal_only,-63.0,0,122,317,317,317,317,317,317,317,317,317,4.772257338446761,1.286574730057287,0
thermal_only,-63.0,0,123,719,719,719,719,719,719,719,719,719,6.443107116659307,1.2734121829369753,0
thermal_only,-63.0,0,124,809,809,809,809,809,809,809,809,809,4.555858049777733,1.2712369980665261,0
thermal_only,-63.0,0,125,263,263,263,263,263,263,263,263,263,5.929298015166287,1.2857071964944775,0
thermal_only,-63.0,0,126,585,585,585,585,585,585,585,585,585,6.086451289179174,1.2791776575545513,0
thermal_only,-63.0,0,127,114,114,114,114,114,114,114,114,114,6.776049710018805,1.2725674442318287,0
thermal_only,-63.0,0,128,532,532,532,532,532,532,532,532,532,6.97474030973917,1.2752136769397056,0
thermal_only,-63.0,0,129,215,215,215,215,215,215,215,215,215,4.7195782712079914,1.2872266757578161,0
thermal_only,-63.0,0,130,521,521,521,521,521,521,521,521,521,5.327597314294024,1.27748588070723,0
thermal_only,-63.0,0,131,68,68,68,68,68,68,68,68,68,7.939784002893723,1.2689311379845916,0
thermal_only,-63.0,0,132,929,929,929,929,929,929,929,929,929,5.49005037446598,1.2894510051274437,0
thermal_only,-63.0,0,133,436,436,436,436,436,436,436,436,436,5.517749431855128,1.271665857692627,0
thermal_only,-63.0,0,134,619,619,619,619,619,619,619,619,619,5.689727654799298,1.2857070613307526,0
thermal_only,-63.0,0,135,879,879,879,879,879,879,879,879,879,5.5665900397462496,1.2714106012214408,0
thermal_only,-63.0,0,136,749,749,749,749,749,749,749,749,749,6.087210195855701,1.2870651277189629,0
thermal_only,-63.0,0,137,920,920,920,920,920,920,920,920,920,4.314913413490094,1.2982992858201785,0
thermal_only,-63.0,0,138,127,127,127,127,127,127,127,127,127,6.111786727533866,1.2888446085043967,0
thermal_only,-63.0,0,139,362,362,362,362,362,362,362,362,362,6.045468914835732,1.2950903944939256,0
thermal_only,-63.0,0,140,860,860,860,860,860,860,860,860,860,7.546816970490906,1.2710921931769208,0
thermal_only,-63.0,0,141,238,238,238,238,238,238,238,238,238,5.499093245062344,1.2574464434605295,0
thermal_only,-63.0,0,142,907,907,907,907,907,907,907,907,907,6.230106617444814,1.2971327509925155,0
thermal_only,-63.0,0,143,608,608,608,608,608,608,608,608,608,6.446452362242936,1.261897618656183,0
thermal_only,-63.0,0,144,74,74,74,74,74,74,74,74,74,7.433346409772009,1.2907721558020822,0
thermal_only,-63.0,0,145,639,639,639,639,639,639,639,639,639,8.731215621941923,1.2688652751665743,0
thermal_only,-63.0,0,146,555,555,555,555,555,555,555,555,555,7.060769194376659,1.2733689958099983,0
thermal_only,-63.0,0,147,825,825,825,825,825,825,825,825,825,6.841145588102064,1.2840389548074334,0
thermal_only,-63.0,0,148,469,469,469,469,469,469,469,469,469,7.322336084052465,1.2816581930920878,0
thermal_only,-63.0,0,149,31,31,31,31,31,31,31,31,31,6.454650254603688,1.270615681667195,0
thermal_only,-63.0,0,150,777,777,777,777,777,777,777,777,777,6.941106159510378,1.2825812310968583,0
thermal_only,-63.0,0,151,126,126,126,126,126,126,126,126,126,8.608551212398064,1.2898341836421323,0
thermal_only,-63.0,0,152,83,83,83,83,83,83,83,83,83,6.348442515733186,1.286190336091142,0
thermal_only,-63.0,0,153,628,628,628,628,628,628,628,628,628,5.685725211937207,1.2732984408203978,0
thermal_only,-63.0,0,154,178,178,178,178,178,178,178,178,178,6.211575398884197,1.284997590904875,0
thermal_only,-63.0,0,155,1007,1007,1007,1007,1007,1007,1007,1007,1007,5.166118005644656,1.2964301896734989,0
thermal_only,-63.0,0,156,600,600,600,600,600,600,600,600,600,7.358368478450121,1.283331065266444,0
thermal_only,-63.0,0,157,413,413,413,413,413,413,413,413,413,6.897131351399594,1.2886094684650178,0
thermal_only,-63.0,0,158,595,595,595,595,595,595,595,595,595,4.818185273296847,1.261146396589995,0
thermal_only,-63.0,0,159,52,52,52,52,52,52,52,52,52,6.295581336756585,1.273998953319859,0
thermal_only,-63.0,0,160,855,855,855,855,855,855,855,855,855,6.628770534440633,1.2793983108360694,0
thermal_only,-63.0,0,161,351,351,351,351,351,351,351,351,351,6.094292706031163,1.2803850485590835,0
thermal_only,-63.0,0,162,617,617,617,617,617,617,617,617,617,9.252403044617386,1.2763558031256956,0
thermal_only,-63.0,0,163,950,950,950,950,950,950,950,950,950,6.728991951880615,1.2800615724343785,0
thermal_only,-63.0,0,164,235,235,235,235,235,235,235,235,235,5.684460344458656,1.2762937863353152,0
thermal_only,-63.0,0,165,242,242,242,242,242,242,242,242,242,5.637275582606222,1.2852236944345274,0
thermal_only,-63.0,0,166,420,420,420,420,420,420,420,420,420,6.008446167014494,1.2794821594922483,0
thermal_only,-63.0,0,167,336,336,336,336,336,336,336,336,336,6.48156667561694,1.2813827312373272,0
thermal_only,-63.0,0,168,798,798,798,798,798,798,798,798,798,7.0438202739785405,1.2997103362204827,0
thermal_only,-63.0,0,169,1008,1008,1008,1008,1008,1008,1008,1008,1008,7.379520242202635,1.2875638513328913,0
thermal_only,-63.0,0,170,287,287,287,287,287,287,287,287,287,5.486926150146733,1.2958582433943622,0
thermal_only,-63.0,0,171,265,265,265,265,265,265,265,265,265,4.829967608691591,1.2701998222713569,0
thermal_only,-63.0,0,172,435,435,435,435,435,435,435,435,435,7.1895549877184175,1.267476719949,0
thermal_only,-63.0,0,173,170,170,170,170,170,170,170,170,170,8.450756776868532,1.2742744269919397,0
thermal_only,-63.0,0,174,863,863,863,863,863,863,863,863,863,3.436503923315864,1.29733838064945,0
thermal_only,-63.0,0,175,829,829,829,829,829,829,829,829,829,5.119815977383286,1.2879505749601583,0
thermal_only,-63.0,0,176,416,416,416,416,416,416,416,416,416,7.072586352219173,1.2792167601516575,0
thermal_only,-63.0,0,177,937,937,937,937,937,937,937,937,937,4.92175215459036,1.282344199123911,0
thermal_only,-63.0,0,178,506,506,506,506,506,506,506,506,506,3.316680808460044,1.2798479437060295,0
thermal_only,-63.0,0,179,343,343,343,343,343,343,343,343,343,6.331594663790884,1.2657208073506014,0
thermal_only,-63.0,0,180,494,494,494,494,494,494,494,494,494,4.642887827426319,1.2712736419922328,0
thermal_only,-63.0,0,181,513,513,513,513,513,513,513,513,513,8.428890943271053,1.2548893470813318,0
thermal_only,-63.0,0,182,562,562,562,562,562,562,562,562,562,4.012971971666976,1.273669275173675,0
thermal_only,-63.0,0,183,723,723,723,723,723,723,723,723,723,6.084065322229773,1.2764305474505018,0
thermal_only,-63.0,0,184,197,197,197,197,197,197,197,197,197,6.516512528933417,1.2744866683109788,0
thermal_only,-63.0,0,185,954,954,954,954,954,954,954,954,954,6.932174412364363,1.2891671404890959,0
thermal_only,-63.0,0,186,487,487,487,487,487,487,487,487,487,6.577752527405915,1.282983999953003,0
thermal_only,-63.0,0,187,1019,1019,1019,1019,1019,1019,1019,1019,1019,2.6601139508152682,1.291158750118368,0
thermal_only,-63.0,0,188,413,413,413,413,413,413,413,413,413,5.270368721461161,1.2827038333763108,0
thermal_only,-63.0,0,189,197,197,197,197,197,197,197,197,197,4.143575802449281,1.2722450448930809,0
thermal_only,-63.0,0,190,320,320,320,320,320,320,320,320,320,6.102455597059716,1.2791405746789992,0
thermal_only,-63.0,0,191,164,164,164,164,164,164,164,164,164,6.526261327000019,1.286077929791538,0
thermal_only,-63.0,0,192,477,477,477,477,477,477,477,477,477,5.296311663727505,1.2866118392888644,0
thermal_only,-63.0,0,193,141,141,141,141,141,141,141,141,141,4.892924777726657,1.2738885546946876,0
thermal_only,-63.0,0,194,802,802,802,802,802,802,802,802,802,5.1654700378427165,1.2663118649287384,0
thermal_only,-63.0,0,195,595,595,595,595,595,595,595,595,595,6.724007680919203,1.273298423828482,0
thermal_only,-63.0,0,196,135,135,135,135,135,135,135,135,135,8.051950827084347,1.2689434486275377,0
thermal_only,-63.0,0,197,197,197,197,197,197,197,197,197,197,5.906319245269554,1.297814101110857,0
thermal_only,-63.0,0,198,206,206,206,206,206,206,206,206,206,7.2022813602172295,1.2936674525172622,0
thermal_only,-63.0,0,199,654,654,654,654,654,654,654,654,654,6.180233913981611,1.3152448958745313,0
thermal_only,-63.0,1,0,165,165,165,165,165,165,165,165,165,5.994851136695988,1.2729610227740114,0
thermal_only,-63.0,1,1,738,738,738,738,738,738,738,738,738,5.624641729322649,1.301278044049187,0
thermal_only,-63.0,1,2,921,921,921,921,921,921,921,921,921,6.314997821088583,1.28585684793488,0
thermal_only,-63.0,1,3,319,319,319,319,319,319,319,319,319,7.042343668375347,1.2729784595911333,0
thermal_only,-63.0,1,4,205,205,205,205,205,205,205,205,205,5.322515271882374,1.2819678198714273,0
thermal_only,-63.0,1,5,137,137,137,137,137,137,137,137,137,8.8627174744949,1.2733839892677636,0
thermal_only,-63.0,1,6,974,974,974,974,974,974,974,974,974,7.738196702079328,1.2730496137578944,0
thermal_only,-63.0,1,7,951,951,951,951,951,951,951,951,951,7.309190288415013,1.2602639754997393,0
thermal_only,-63.0,1,8,939,939,939,939,939,939,939,939,939,7.817122665005519,1.2874304736478335,0
thermal_only,-63.0,1,9,967,967,967,967,967,967,967,967,967,7.316560420048205,1.286745359642696,0
thermal_only,-63.0,1,10,372,372,372,372,372,372,372,372,372,5.007296221651578,1.2899043597652489,0
thermal_only,-63.0,1,11,43,43,43,43,43,43,43,43,43,5.351208431059527,1.3017325049397706,0
thermal_only,-63.0,1,12,829,829,829,829,829,829,829,829,829,6.662975091693958,1.293084483985881,0
thermal_only,-63.0,1,13,857,857,857,857,857,857,857,857,857,6.762188699222457,1.2810511844936519,0
thermal_only,-63.0,1,14,888,888,888,888,888,888,888,888,888,5.627806305813166,1.2716683995887028,0
thermal_only,-63.0,1,15,480,480,480,480,480,480,480,480,480,5.181461340452906,1.2773318685801103,0
thermal_only,-63.0,1,16,843,843,843,843,843,843,843,843,843,6.559147206219152,1.2873434189996573,0
thermal_only,-63.0,1,17,796,796,796,796,796,796,796,796,796,6.193392259214441,1.2903543625761644,0
thermal_only,-63.0,1,18,658,658,658,658,658,658,658,658,658,5.53184997738375,1.2697543194752123,0
thermal_only,-63.0,1,19,361,361,361,361,361,361,361,361,361,7.172595183626182,1.2745769134117193,0
thermal_only,-63.0,1,20,699,699,699,699,699,699,699,699,699,6.2227929300828855,1.274644311409115,0
thermal_only,-63.0,1,21,115,115,115,115,115,115,115,115,115,7.828826196424146,1.2697581331701577,0
thermal_only,-63.0,1,22,235,235,235,235,235,235,235,235,235,6.6075050497486245,1.289350815374576,0
thermal_only,-63.0,1,23,888,888,888,888,888,888,888,888,888,4.143284912966374,1.2842318279351435,0
thermal_only,-63.0,1,24,849,849,849,849,849,849,849,849,849,5.922320078881956,1.2652436354204186,0
thermal_only,-63.0,1,25,221,221,221,221,221,221,221,221,221,6.785511225106424,1.2804776666544477,0
thermal_only,-63.0,1,26,703,703,703,703,703,703,703,703,703,6.454410386103251,1.2903855640115691,0
thermal_only,-63.0,1,27,601,601,601,601,601,601,601,601,601,7.566748580931241,1.2855276343465616,0
thermal_only,-63.0,1,28,20,20,20,20,20,20,20,20,20,6.4345030430007775,1.2903308944542857,0
thermal_only,-63.0,1,29,12,12,12,12,12,12,12,12,12,6.438924391156777,1.293357090947192,0
thermal_only,-63.0,1,30,467,467,467,467,467,467,467,467,467,7.561402600997904,1.2857678765041953,0
thermal_only,-63.0,1,31,410,410,410,410,410,410,410,410,410,7.967331452716876,1.2812628967282,0
thermal_only,-63.0,1,32,199,199,199,199,199,199,199,199,199,8.553381181384598,1.2816196774573982,0
thermal_only,-63.0,1,33,1020,1020,1020,1020,1020,1020,1020,1020,1020,8.252914443539844,1.2828687347575656,0
thermal_only,-63.0,1,34,142,142,142,142,142,142,142,142,142,6.9060088013145435,1.2821974570423553,0
thermal_only,-63.0,1,35,619,619,619,619,619,619,619,619,619,5.344868249210645,1.2779086203820285,0
thermal_only,-63.0,1,36,426,426,426,426,426,426,426,426,426,5.318458521816335,1.2852616103550007,0
thermal_only,-63.0,1,37,84,84,84,84,84,84,84,84,84,7.041894971184959,1.2733505550332114,0
thermal_only,-63.0,1,38,829,829,829,829,829,829,829,829,829,3.9558793386676254,1.2928912833161095,0
thermal_only,-63.0,1,39,361,361,361,361,361,361,361,361,361,6.528821289182174,1.2775020953577059,0
thermal_only,-63.0,1,40,574,574,574,574,574,574,574,574,574,8.861715981167627,1.2813547353057044,0
thermal_only,-63.0,1,41,736,736,736,736,736,736,736,736,736,4.653996877174688,1.294711407896269,0
thermal_only,-63.0,1,42,520,520,520,520,520,520,520,520,520,6.671213406105831,1.2731258323222534,0
thermal_only,-63.0,1,43,973,973,973,973,973,973,973,973,973,6.544688565283744,1.2826407436338798,0
thermal_only,-63.0,1,44,555,555,555,555,555,555,555,555,555,6.2671002314585476,1.2872994800737838,0
thermal_only,-63.0,1,45,437,437,437,437,437,437,437,437,437,4.10970750026339,1.2743184034034745,0
thermal_only,-63.0,1,46,981,981,981,981,981,981,981,981,981,7.35188489073121,1.256404943201424,0
thermal_only,-63.0,1,47,132,132,132,132,132,132,132,132,132,7.356721403844842,1.2717446172725557,0
thermal_only,-63.0,1,48,799,799,799,799,799,799,799,799,799,5.760559099201982,1.2804708615823894,0
thermal_only,-63.0,1,49,1010,1010,1010,1010,1010,1010,1010,1010,1010,5.6782426751936255,1.2736386063023575,0
thermal_only,-63.0,1,50,296,296,296,296,296,296,296,296,296,4.481098511090606,1.2741130606786428,0
thermal_only,-63.0,1,51,480,480,480,480,480,480,480,480,480,6.392385437190365,1.276506811952126,0
thermal_only,-63.0,1,52,95,95,95,95,95,95,95,95,95,4.60835687077024,1.2796782105513373,0
thermal_only,-63.0,1,53,767,767,767,767,767,767,767,767,767,7.180529569088815,1.2832173392772623,0
thermal_only,-63.0,1,54,97,97,97,97,97,97,97,97,97,5.509236906394266,1.287097809099104,0
thermal_only,-63.0,1,55,406,406,406,406,406,406,406,406,406,6.885027252669357,1.2826563244679845,0
thermal_only,-63.0,1,56,428,428,428,428,428,428,428,428,428,4.885431304007079,1.2819144462351515,0
thermal_only,-63.0,1,57,246,246,246,246,246,246,246,246,246,5.5550436768794835,1.274233153621463,0
thermal_only,-63.0,1,58,322,322,322,322,322,322,322,322,322,7.3691851006184494,1.2792259756574376,0
thermal_only,-63.0,1,59,726,726,726,726,726,726,726,726,726,4.941109962381298,1.2918489813126763,0
thermal_only,-63.0,1,60,539,539,539,539,539,539,539,539,539,7.2939924041090105,1.278853558358927,0
thermal_only,-63.0,1,61,831,831,831,831,831,831,831,831,831,5.9555897846183115,1.2822419541504337,0
thermal_only,-63.0,1,62,92,92,92,92,92,92,92,92,92,8.44867135569512,1.2738042980653377,0
