scenario,target_tx_dbm,trials,symbol_count,mean_target_snr_db,mean_target_sinr_db,mean_branch_color_mismatch,conditional_backend_rate,branch0_errors,branch0_ser,branch0_fixes_vs_savaux,branch0_breaks_vs_savaux,savaux_errors,savaux_ser,savaux_fixes_vs_savaux,savaux_breaks_vs_savaux,equal8_errors,equal8_ser,equal8_fixes_vs_savaux,equal8_breaks_vs_savaux,equal8_wrap_errors,equal8_wrap_ser,equal8_wrap_fixes_vs_savaux,equal8_wrap_breaks_vs_savaux,gls8_direct_errors,gls8_direct_ser,gls8_direct_fixes_vs_savaux,gls8_direct_breaks_vs_savaux,gls8_cg_errors,gls8_cg_ser,gls8_cg_fixes_vs_savaux,gls8_cg_breaks_vs_savaux,gls8_cg_wrap_errors,gls8_cg_wrap_ser,gls8_cg_wrap_fixes_vs_savaux,gls8_cg_wrap_breaks_vs_savaux,conditional_gls_errors,conditional_gls_ser,conditional_gls_fixes_vs_savaux,conditional_gls_breaks_vs_savaux
thermal_only,-67.0,3,600,-19.234227723105132,-19.234227723105132,1.2811427687941503,0.10666666666666667,70,0.11666666666666667,2,10,62,0.10333333333333333,0,0,70,0.11666666666666667,4,12,73,0.12166666666666667,4,15,72,0.12,3,13,72,0.12,3,13,76,0.12666666666666668,3,17,72,0.12,3,13
thermal_only,-65.0,3,600,-17.234227723105132,-17.234227723105132,1.281066793359779,0.013333333333333334,2,0.0033333333333333335,2,0,4,0.006666666666666667,0,0,6,0.01,0,2,5,0.008333333333333333,1,2,5,0.008333333333333333,0,1,5,0.008333333333333333,0,1,5,0.008333333333333333,0,1,5,0.008333333333333333,0,1
thermal_only,-63.0,3,600,-15.234227723105128,-15.234227723105128,1.2809455088572712,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
