scenario,target_tx_dbm,interferer_tx_dbm,trial,symbol_count,target_power_w,interference_power_w,noise_power_w,theoretical_noise_power_w,target_snr_db,target_sinr_db,mean_savaux_margin_db,mean_branch_color_mismatch,conditional_screen_rate,conditional_backend_rate,branch0_errors,branch0_ser,branch0_fixes_vs_savaux,branch0_breaks_vs_savaux,savaux_errors,savaux_ser,savaux_fixes_vs_savaux,savaux_breaks_vs_savaux,equal8_errors,equal8_ser,equal8_fixes_vs_savaux,equal8_breaks_vs_savaux,equal8_wrap_errors,equal8_wrap_ser,equal8_wrap_fixes_vs_savaux,equal8_wrap_breaks_vs_savaux,gls8_direct_errors,gls8_direct_ser,gls8_direct_fixes_vs_savaux,gls8_direct_breaks_vs_savaux,gls8_cg_errors,gls8_cg_ser,gls8_cg_fixes_vs_savaux,gls8_cg_breaks_vs_savaux,gls8_cg_wrap_errors,gls8_cg_wrap_ser,gls8_cg_wrap_fixes_vs_savaux,gls8_cg_wrap_breaks_vs_savaux,conditional_gls_errors,conditional_gls_ser,conditional_gls_fixes_vs_savaux,conditional_gls_breaks_vs_savaux
thermal_only,-63.0,-78.5,0,200,5.970988458426407e-17,0.0,1.99332636772654e-15,1.9924677175759936e-15,-15.235321799284598,-15.235321799284598,6.099170539420888,1.280651871120963,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
thermal_only,-63.0,-78.5,1,200,5.970988470416585e-17,0.0,1.9927785028400948e-15,1.9924677175759936e-15,-15.234127969998282,-15.234127969998282,6.255967515270584,1.2806035615954483,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
thermal_only,-63.0,-78.5,2,200,5.97098846189657e-17,0.0,1.99236806507717e-15,1.9924677175759936e-15,-15.233233400032502,-15.233233400032502,6.266213143776526,1.2815810938554022,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
thermal_only,-65.0,-78.5,0,200,3.767439021650605e-17,0.0,1.99332636772654e-15,1.9924677175759936e-15,-17.235321799284602,-17.235321799284602,4.101811358577539,1.280845769063538,0.01,0.01,0,0.0,1,0,1,0.005,0,0,2,0.01,0,1,1,0.005,1,1,1,0.005,0,0,1,0.005,0,0,1,0.005,0,0,1,0.005,0,0
thermal_only,-65.0,-78.5,1,200,3.767439029215898e-17,0.0,1.9927785028400948e-15,1.9924677175759936e-15,-17.234127969998283,-17.234127969998283,4.28372625172182,1.2807021701350687,0.015,0.015,0,0.0,1,0,1,0.005,0,0,2,0.01,0,1,2,0.01,0,1,2,0.01,0,1,2,0.01,0,1,2,0.01,0,1,2,0.01,0,1
thermal_only,-65.0,-78.5,2,200,3.767439023840132e-17,0.0,1.99236806507717e-15,1.9924677175759936e-15,-17.233233400032503,-17.233233400032503,4.2945548260388735,1.28165244088073,0.015,0.015,2,0.01,0,0,2,0.01,0,0,2,0.01,0,0,2,0.01,0,0,2,0.01,0,0,2,0.01,0,0,2,0.01,0,0,2,0.01,0,0
thermal_only,-67.0,-78.5,0,200,2.377093320591724e-17,0.0,1.99332636772654e-15,1.9924677175759936e-15,-19.235321799284602,-19.235321799284602,2.275158867970836,1.2808746176682702,0.11,0.11,23,0.115,2,2,23,0.115,0,0,25,0.125,2,4,27,0.135,2,6,26,0.13,1,4,26,0.13,1,4,26,0.13,2,5,26,0.13,2,5
thermal_only,-67.0,-78.5,1,200,2.3770933253651005e-17,0.0,1.9927785028400948e-15,1.9924677175759936e-15,-19.234127969998283,-19.234127969998283,2.4749569473961457,1.2807258148387897,0.115,0.115,23,0.115,0,4,19,0.095,0,0,26,0.13,0,7,27,0.135,0,8,25,0.125,0,6,25,0.125,0,6,27,0.135,0,8,24,0.12,0,5
thermal_only,-67.0,-78.5,2,200,2.3770933219732196e-17,0.0,1.99236806507717e-15,1.9924677175759936e-15,-19.233233400032507,-19.233233400032507,2.4960742156975164,1.2818278738753912,0.095,0.095,24,0.12,0,4,20,0.1,0,0,19,0.095,2,1,19,0.095,2,1,21,0.105,2,3,21,0.105,2,3,23,0.115,1,4,22,0.11,1,3
