event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,2342912,2686976,143,160,18,1313,1313,1313,1313,3921526.4332102933,2.989798876091841,0.41411762720436496,12,125000.0,500000.0,4,16384,4,16384,13,2
1,4833280,5177344,295,312,18,15186,-1198,15186,15186,3643020.9253001097,2.8531659168983254,0.6355881059787329,12,125000.0,500000.0,4,16384,4,16384,13,2
2,7340032,7684096,448,465,18,394,394,394,394,1822558.6514318415,2.6876806962272752,0.5446735400420946,12,125000.0,500000.0,4,16384,4,16384,13,2
3,9879552,10207232,603,619,17,1878,1878,1878,1878,741889.3442491854,1.6777423503984163,0.29569635848621945,12,125000.0,500000.0,4,16384,4,16384,13,2
4,12337152,12697600,753,771,19,15741,-643,15741,15741,1034394.3766892274,6.05796213452733,0.6680982076065792,12,125000.0,500000.0,4,16384,4,16384,13,2
5,14843904,15187968,906,923,18,988,988,988,988,1574837.8490894856,6.5389232010790606,0.5611207704142416,12,125000.0,500000.0,4,16384,4,16384,13,2
6,17334272,17678336,1058,1075,18,14847,-1537,14847,14847,1639286.5957687679,3.8154367459557244,0.5766761755552633,12,125000.0,500000.0,4,16384,4,16384,13,2
7,19841024,20185088,1211,1228,18,52,52,52,52,3660563.225534861,22.094111278663622,0.9702034896113042,12,125000.0,500000.0,4,16384,4,16384,13,2
8,22347776,22691840,1364,1381,18,1630,1630,1630,1630,892558.6982392377,3.3864766357446396,0.35912573584280055,12,125000.0,500000.0,4,16384,4,16384,13,2
9,24838144,25182208,1516,1533,18,15533,-851,15533,15533,1339093.4691922665,2.3682552282544393,0.667509839372132,12,125000.0,500000.0,4,16384,4,16384,13,2
10,27344896,27688960,1669,1686,18,683,683,683,683,1205301.4843344027,11.607007447371393,0.693334708572135,12,125000.0,500000.0,4,16384,4,16384,13,2
11,29835264,30146560,1821,1836,16,14532,-1852,14532,14532,1186270.035273639,0.4660840387145868,0.47733199035903273,12,125000.0,500000.0,4,16384,4,16384,13,2
12,32342016,32702464,1974,1992,19,16189,-195,16189,16189,6984022.361058337,2.4410532724428236,0.5568247918337299,12,125000.0,500000.0,4,16384,4,16384,13,2
