dataset,target_snr_db,symbol_count,symbol_with_gt_candidate_count,gt_min_abs_tau_residual_rate,gt_top2_abs_tau_residual_rate,mean_gt_abs_tau_residual_rank_pct,gt_max_tau_gain_rate,gt_top2_tau_gain_rate,mean_gt_tau_gain_rank_pct,gt_max_corrected_coherence_rate,gt_top2_corrected_coherence_rate,mean_gt_corrected_coherence_rank_pct,selected_min_abs_tau_residual_rate,selected_max_tau_gain_rate,selected_max_corrected_coherence_rate
0_0_0_10_14_16,-25.0,385,360,0.4777777777777778,0.6194444444444445,0.5848670465337132,0.22777777777777777,0.38055555555555554,0.34805001582779366,0.38055555555555554,0.5611111111111111,0.5865289648622982,0.4623376623376623,0.21818181818181817,0.37922077922077924
