packet_index,frame_index,event_index,symbol_count,gt_topk_recall,mean_gt_savaux_rank,pattern_count,bank_kind,mode_best_pattern_on_savaux,mean_best_pattern_gain_vs_savaux,mean_coherent_gain_vs_savaux,mean_whitened_gain_vs_savaux,mean_stable_gain_vs_savaux,savaux_err,savaux_ser,best_pattern_err,best_pattern_ser,best_pattern_changes_vs_savaux,best_pattern_fix_vs_savaux,best_pattern_break_vs_savaux,mean_pattern_err,mean_pattern_ser,mean_pattern_changes_vs_savaux,mean_pattern_fix_vs_savaux,mean_pattern_break_vs_savaux,coherent_pattern_err,coherent_pattern_ser,coherent_pattern_changes_vs_savaux,coherent_pattern_fix_vs_savaux,coherent_pattern_break_vs_savaux,whitened_pattern_err,whitened_pattern_ser,whitened_pattern_changes_vs_savaux,whitened_pattern_fix_vs_savaux,whitened_pattern_break_vs_savaux,stable_pattern_err,stable_pattern_ser,stable_pattern_changes_vs_savaux,stable_pattern_fix_vs_savaux,stable_pattern_break_vs_savaux,dataset,snr_db,seed
1,0,1,35,1.0,1.0285714285714285,32,random_only,random_006,0.18596916019220802,0.06278085857168232,0.22960946600983795,0.8302357852008262,1,0.02857142857142857,13,0.37142857142857144,14,1,13,3,0.08571428571428572,2,0,2,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,1,0.02857142857142857,0,0,0,0_0_0_10_14_16,-24.0,1
1,0,1,35,1.0,1.2,32,random_only,random_014,0.20817272696048963,0.0630820599141584,0.2302378372170537,0.7979478907624621,5,0.14285714285714285,22,0.6285714285714286,20,0,17,6,0.17142857142857143,4,1,2,5,0.14285714285714285,3,1,1,5,0.14285714285714285,3,1,1,5,0.14285714285714285,1,0,0,0_0_0_10_14_16,-25.0,1
1,0,1,35,1.0,2.3714285714285714,32,random_only,random_014,0.21466879366857125,0.061349456539463915,0.2233482188445869,0.7642249682085495,13,0.37142857142857144,26,0.7428571428571429,24,1,14,16,0.45714285714285713,12,1,4,15,0.42857142857142855,11,1,3,15,0.42857142857142855,11,1,3,12,0.34285714285714286,5,1,0,0_0_0_10_14_16,-26.0,1
1,0,1,35,1.0,1.3714285714285714,32,random_only,random_012,0.202371419955239,0.06245823107572056,0.22860509340802052,0.8022116971157429,5,0.14285714285714285,20,0.5714285714285714,19,1,16,9,0.2571428571428571,4,0,4,8,0.22857142857142856,3,0,3,8,0.22857142857142856,3,0,3,5,0.14285714285714285,1,0,0,0_0_0_10_14_16,-24.0,2
1,0,1,35,0.9428571428571428,2.6,32,random_only,random_012,0.21908776045917744,0.06297829726306614,0.23087081660648176,0.7774359488000746,9,0.2571428571428571,25,0.7142857142857143,24,2,18,13,0.37142857142857144,6,1,5,12,0.34285714285714286,5,1,4,12,0.34285714285714286,5,1,4,10,0.2857142857142857,4,0,1,0_0_0_10_14_16,-25.0,2
1,0,1,35,0.9142857142857143,6.685714285714286,32,random_only,random_009,0.22670585107923308,0.0620374087486872,0.22720429826313027,0.7488761677896651,16,0.45714285714285713,28,0.8,24,0,12,21,0.6,12,0,5,22,0.6285714285714286,12,0,6,22,0.6285714285714286,12,0,6,19,0.5428571428571428,8,0,3,0_0_0_10_14_16,-26.0,2
1,0,1,35,1.0,1.2285714285714286,32,random_only,random_018,0.1958106171839884,0.06268659378787286,0.22950340108623446,0.8137232645796875,6,0.17142857142857143,17,0.4857142857142857,16,0,11,7,0.2,2,0,1,5,0.14285714285714285,3,2,1,5,0.14285714285714285,3,2,1,5,0.14285714285714285,1,1,0,0_0_0_10_14_16,-24.0,3
1,0,1,35,1.0,2.3714285714285714,32,random_only,random_018,0.21155622188488143,0.06213412501073031,0.22785412424091822,0.7829865897098776,10,0.2857142857142857,22,0.6285714285714286,21,1,13,12,0.34285714285714286,7,1,3,13,0.37142857142857144,8,1,4,13,0.37142857142857144,8,1,4,9,0.2571428571428571,2,1,0,0_0_0_10_14_16,-25.0,3
1,0,1,35,0.8857142857142857,6.0285714285714285,32,random_only,random_029,0.22163524380980676,0.062234616298750045,0.22832806506230582,0.761580971716817,12,0.34285714285714286,27,0.7714285714285715,25,1,16,18,0.5142857142857142,10,0,6,19,0.5428571428571428,11,0,7,19,0.5428571428571428,11,0,7,16,0.45714285714285713,6,0,4,0_0_0_10_14_16,-26.0,3
1,0,1,35,1.0,1.2571428571428571,32,random_only,random_000,0.20942275891593082,0.06333327332754046,0.2313509261627961,0.7952483356737823,4,0.11428571428571428,20,0.5714285714285714,20,0,16,7,0.2,6,0,3,8,0.22857142857142856,7,0,4,7,0.2,6,0,3,5,0.14285714285714285,2,0,1,0_0_0_10_14_16,-24.0,42
1,0,1,35,0.9428571428571428,3.5428571428571427,32,random_only,random_000,0.20865922173379362,0.0631936136527436,0.23070238441777002,0.7741865796317773,10,0.2857142857142857,21,0.6,23,3,14,12,0.34285714285714286,10,0,2,12,0.34285714285714286,9,0,2,12,0.34285714285714286,9,0,2,10,0.2857142857142857,3,0,0,0_0_0_10_14_16,-25.0,42
1,0,1,35,0.8857142857142857,10.057142857142857,32,random_only,random_018,0.223091110666956,0.06008664547372259,0.21924798366348122,0.739370491984069,17,0.4857142857142857,27,0.7714285714285715,28,3,13,18,0.5142857142857142,17,2,3,16,0.45714285714285713,13,2,1,17,0.4857142857142857,15,2,2,17,0.4857142857142857,8,1,1,0_0_0_10_14_16,-26.0,42
