raw_bin,bank_kind,pattern_count,offpacket_windows,packet_target_count,diag_cv,mean_abs_corr,max_abs_corr,target_synth_vs_hard_residual,target_packet_vs_hard_residual,target_packet_phase_std,range_hard_residual_1e_m3,range_hard_residual_1e_m6,range_synth_residual_1e_m3,range_synth_residual_1e_m6,eff_white_hard,eff_empirical_hard,eff_shrink_hard,eff_empirical_synth,eff_shrink_synth,range_packet_residual_1e_m3,range_packet_residual_1e_m6,eff_empirical_packet,eff_shrink_packet,dataset
89,fixed,4,512,12,0.5573588408783795,0.34089936151432965,0.5122826456685322,6.723960089118602e-10,0.022731746500649932,0.01589589120893113,8.731988904328607e-16,8.731988904328607e-16,8.779297862740971e-16,8.779297862740971e-16,3.9999999999999996,35.65775124869904,11.740833159644925,35.65775126759141,11.740833160457015,9.184822783361098e-16,9.184822783361098e-16,36.032467643135156,11.849686020324206,0_0_0_10_14_8
874,fixed,4,512,11,0.03832145468460009,0.9991831853602529,0.9993726409150021,2.585500457483794e-09,0.019914029104376795,0.012527448620538837,0.028103577828302872,5.673597707555405e-16,0.028103578709041874,5.730918090530271e-16,3.9999999999999996,0.01000761812502491,0.012501696962391704,0.010007618105252629,0.012501696937691813,0.01421052553922034,7.055340073216221e-16,0.010017477015899254,0.012514012866591536,0_0_0_10_14_8
467,fixed,4,512,10,0.42822022895345574,0.2671355981184929,0.559071238060591,3.424784933292728e-09,0.019629950085009288,0.013669601994888255,8.291848127813492e-16,8.291848127813492e-16,7.878700137383617e-16,7.878700137383617e-16,3.9999999999999996,76.37165508031187,15.44177837270869,76.37165482465053,15.44177832475496,6.491814582730071e-16,6.491814582730071e-16,76.83700220573894,15.46251604419726,0_0_0_10_14_8
713,fixed,4,512,10,0.5046985166546052,0.3542037311798672,0.5670590847741787,2.906645647709472e-09,0.022729200835213233,0.016720783531638885,4.8518344684768845e-16,4.8518344684768845e-16,4.955223666804816e-16,4.955223666804816e-16,3.9999999999999996,56.91483626497196,14.745373210664992,56.91483597519519,14.745373158856323,5.249136414163269e-16,5.249136414163269e-16,57.74359271820204,14.83025486038444,0_0_0_10_14_8
865,fixed,4,512,10,0.3860741175223354,0.759871046500182,0.9067418833438446,1.956735466232251e-09,0.021018669230589645,0.015154986860285524,5.990933078542044e-16,5.990933078542044e-16,5.760730994226421e-16,5.760730994226421e-16,3.9999999999999996,25.967052309742595,6.836713759094633,25.967052306614985,6.836713743546435,5.991877885652631e-16,5.991877885652631e-16,27.046470042690835,7.06028495240594,0_0_0_10_14_8
405,fixed,4,512,10,0.6064965520346252,0.30917909466896415,0.47308020155412445,3.1923486714501094e-09,0.02111898701043906,0.016251836553271077,8.930185562630976e-16,8.930185562630976e-16,9.659923422649135e-16,9.659923422649135e-16,3.9999999999999996,43.23198354823521,12.104988420067329,43.23198343771109,12.10498839087673,9.821674899621343e-16,9.821674899621343e-16,43.03886813232291,12.091847087512711,0_0_0_10_14_8
89,basic_only,56,512,12,0.4554989481342539,0.4615486089668538,0.9712959176572177,1.0738824709703876e-09,0.018419676348882,0.013374365693223058,0.320352946756593,0.320352946756593,0.32035294659164765,0.32035294659164765,3.999999999999999,33.227361639315006,13.91439410685326,33.22736166711285,13.914394107910681,0.3222137309537905,0.3222137309537905,32.545938695603894,13.946126002203329,0_0_0_10_14_8
874,basic_only,56,512,11,0.033802389738525195,0.9992619980530458,0.9999211562929134,2.1537358457235945e-09,0.017276857308460628,0.011589136922427058,0.02245356150116024,0.017014433925281472,0.022453561744466315,0.017014434341616005,3.9999999999999982,0.010013339474014206,0.01250885073684578,0.010013339454617248,0.012508850712614794,0.012821387515936646,0.008836988029351735,0.010019733362793189,0.012516834400116394,0_0_0_10_14_8
467,basic_only,56,512,10,0.39238500899025613,0.38026681454126976,0.9375425066256295,2.5741406177560764e-09,0.018138930382929595,0.012854521164480893,0.3723138027788291,0.3723138027788291,0.37231380244501366,0.37231380244501366,3.999999999999999,67.30638939269203,17.061301465278667,67.30638917304385,17.0613014054265,0.37493121473861635,0.37493121473861635,67.43298208314835,17.207620980732944,0_0_0_10_14_8
713,basic_only,56,512,10,0.3740277462080757,0.42103317614385755,0.9470842196777612,2.3020784951246545e-09,0.01814949422789278,0.013066195222108477,0.4151605063693084,0.4151605063693084,0.41516050570917573,0.41516050570917573,3.9999999999999996,35.48923278659388,16.290087021984235,35.48923270423834,16.29008695881587,0.417322989353611,0.417322989353611,35.68714911381229,16.3933155641567,0_0_0_10_14_8
