packet_index,event_index,candidate_index,selected,candidate_values,candidate_payload_hex,score,signal_score,prior_score,known_symbols,mean_phase_score,mean_amp_score,mean_profile_score,line_rmse_pi,line_r2
1,1,84,1,6:54,404433221100540058303132333435363738393a3b3c3d3e3f4041424378563412,0.660967042,0.660967042,0.000000000,10,0.595657967,0.315154250,0.000000000,0.098378450,0.697580602
1,1,50,0,6:32,404433221100320058303132333435363738393a3b3c3d3e3f4041424378563412,0.654647894,0.654647894,0.000000000,10,0.631736097,0.278580557,0.000000000,0.106306856,0.794754155
1,1,100,0,6:64,404433221100640058303132333435363738393a3b3c3d3e3f4041424378563412,0.653293769,0.653293769,0.000000000,10,0.547361456,0.302871634,0.000000000,0.091182484,0.671521838
1,1,52,0,6:34,404433221100340058303132333435363738393a3b3c3d3e3f4041424378563412,0.650294438,0.650294438,0.000000000,10,0.598424738,0.289387776,0.000000000,0.104555805,0.656117298
1,1,210,0,6:d2,404433221100d20058303132333435363738393a3b3c3d3e3f4041424378563412,0.649785517,0.649785517,0.000000000,10,0.614932899,0.242393583,0.000000000,0.099845102,0.968547786
1,1,4,0,6:04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.648060597,0.648060597,0.000000000,10,0.560967143,0.280232431,0.000000000,0.095544114,0.629500248
1,1,98,0,6:62,404433221100620058303132333435363738393a3b3c3d3e3f4041424378563412,0.647543299,0.647543299,0.000000000,10,0.580672816,0.292064415,0.000000000,0.103431998,0.812092346
1,1,178,0,6:b2,404433221100b20058303132333435363738393a3b3c3d3e3f4041424378563412,0.645323915,0.645323915,0.000000000,10,0.617699670,0.216627108,0.000000000,0.099845102,0.968547786
1,1,2,0,6:02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.643452427,0.643452427,0.000000000,10,0.594278503,0.269425212,0.000000000,0.106306856,0.794754155
1,1,80,0,6:50,404433221100500058303132333435363738393a3b3c3d3e3f4041424378563412,0.642976349,0.642976349,0.000000000,10,0.542489073,0.282821878,0.000000000,0.096564196,0.638397034
1,1,116,0,6:74,404433221100740058303132333435363738393a3b3c3d3e3f4041424378563412,0.638977683,0.638977683,0.000000000,10,0.592877799,0.314275609,0.000000000,0.118380815,0.485722431
1,1,48,0,6:30,404433221100300058303132333435363738393a3b3c3d3e3f4041424378563412,0.630599379,0.630599379,0.000000000,10,0.545255844,0.257055403,0.000000000,0.104493937,0.580038425
1,1,209,0,6:d1,404433221100d10058303132333435363738393a3b3c3d3e3f4041424378563412,0.626618810,0.626618810,0.000000000,10,0.562352689,0.172586685,0.000000000,0.095813851,0.975249471
1,1,177,0,6:b1,404433221100b10058303132333435363738393a3b3c3d3e3f4041424378563412,0.622157208,0.622157208,0.000000000,10,0.565119460,0.146820210,0.000000000,0.095813851,0.975249471
1,1,244,0,6:f4,404433221100f40058303132333435363738393a3b3c3d3e3f4041424378563412,0.621828847,0.621828847,0.000000000,10,0.573562791,0.250952172,0.000000000,0.118074412,0.497873935
1,1,211,0,6:d3,404433221100d30058303132333435363738393a3b3c3d3e3f4041424378563412,0.621348042,0.621348042,0.000000000,10,0.456253596,0.158065905,0.000000000,0.067001955,0.989087829
1,1,115,0,6:73,404433221100730058303132333435363738393a3b3c3d3e3f4041424378563412,0.620349384,0.620349384,0.000000000,10,0.467509855,0.219140712,0.000000000,0.087029119,0.978312097
1,1,82,0,6:52,404433221100520058303132333435363738393a3b3c3d3e3f4041424378563412,0.619872108,0.619872108,0.000000000,10,0.628969326,0.304347032,0.000000000,0.140312884,0.669508129
1,1,215,0,6:d7,404433221100d70058303132333435363738393a3b3c3d3e3f4041424378563412,0.619264885,0.619264885,0.000000000,10,0.509422489,0.190398277,0.000000000,0.093379686,0.976975422
1,1,148,0,6:94,404433221100940058303132333435363738393a3b3c3d3e3f4041424378563412,0.615319239,0.615319239,0.000000000,10,0.587168478,0.228312969,0.000000000,0.122800903,0.445270404
1,1,243,0,6:f3,404433221100f30058303132333435363738393a3b3c3d3e3f4041424378563412,0.615010701,0.615010701,0.000000000,10,0.448194848,0.155817274,0.000000000,0.072284461,0.984154765
1,1,183,0,6:b7,404433221100b70058303132333435363738393a3b3c3d3e3f4041424378563412,0.614803282,0.614803282,0.000000000,10,0.512189260,0.164631803,0.000000000,0.093379686,0.976975422
1,1,179,0,6:b3,404433221100b30058303132333435363738393a3b3c3d3e3f4041424378563412,0.614061055,0.614061055,0.000000000,10,0.459020367,0.132299430,0.000000000,0.070890312,0.987311641
1,1,226,0,6:e2,404433221100e20058303132333435363738393a3b3c3d3e3f4041424378563412,0.613665386,0.613665386,0.000000000,10,0.566636388,0.230110966,0.000000000,0.120077258,0.958231502
1,1,55,0,6:37,404433221100370058303132333435363738393a3b3c3d3e3f4041424378563412,0.602702821,0.602702821,0.000000000,10,0.526225688,0.226585252,0.000000000,0.120213344,0.870634796
1,1,103,0,6:67,404433221100670058303132333435363738393a3b3c3d3e3f4041424378563412,0.595790038,0.595790038,0.000000000,10,0.475162406,0.240069109,0.000000000,0.117416456,0.879820340
1,1,106,0,6:6a,4044332211006a0058303132333435363738393a3b3c3d3e3f4041424378563412,0.593826419,0.593826419,0.000000000,10,0.394203935,0.237143290,0.000000000,0.099569697,0.967583181
1,1,176,0,6:b0,404433221100b00058303132333435363738393a3b3c3d3e3f4041424378563412,0.592883723,0.592883723,0.000000000,10,0.531219417,0.195101955,0.000000000,0.124359453,0.923705488
1,1,81,0,6:51,404433221100510058303132333435363738393a3b3c3d3e3f4041424378563412,0.592241514,0.592241514,0.000000000,10,0.576389116,0.234540134,0.000000000,0.140730955,0.637548870
1,1,7,0,6:07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.591507353,0.591507353,0.000000000,10,0.488768093,0.217429907,0.000000000,0.120213344,0.870634796
1,1,227,0,6:e3,404433221100e30058303132333435363738393a3b3c3d3e3f4041424378563412,0.590892529,0.590892529,0.000000000,10,0.407957085,0.145783288,0.000000000,0.086913386,0.983169483
1,1,225,0,6:e1,404433221100e10058303132333435363738393a3b3c3d3e3f4041424378563412,0.589541397,0.589541397,0.000000000,10,0.514056178,0.160304068,0.000000000,0.117433497,0.965781400
1,1,114,0,6:72,404433221100720058303132333435363738393a3b3c3d3e3f4041424378563412,0.589449486,0.589449486,0.000000000,10,0.626189158,0.303468390,0.000000000,0.162984196,0.578962092
1,1,86,0,6:56,404433221100560058303132333435363738393a3b3c3d3e3f4041424378563412,0.586148150,0.586148150,0.000000000,10,0.489558873,0.300633470,0.000000000,0.138814502,0.708688288
1,1,231,0,6:e7,404433221100e70058303132333435363738393a3b3c3d3e3f4041424378563412,0.584858200,0.584858200,0.000000000,10,0.461125979,0.178115661,0.000000000,0.112917443,0.969017994
1,1,42,0,6:2a,4044332211002a0058303132333435363738393a3b3c3d3e3f4041424378563412,0.582642607,0.582642607,0.000000000,10,0.405029455,0.213625446,0.000000000,0.108533317,0.959246029
1,1,49,0,6:31,404433221100310058303132333435363738393a3b3c3d3e3f4041424378563412,0.582625326,0.582625326,0.000000000,10,0.579155887,0.208773659,0.000000000,0.144806426,0.611386300
1,1,54,0,6:36,404433221100360058303132333435363738393a3b3c3d3e3f4041424378563412,0.575607793,0.575607793,0.000000000,10,0.492325645,0.274866996,0.000000000,0.143649537,0.683320742
1,1,182,0,6:b6,404433221100b60058303132333435363738393a3b3c3d3e3f4041424378563412,0.573540218,0.573540218,0.000000000,10,0.478289217,0.212913547,0.000000000,0.132502935,0.938975379
1,1,3,0,6:03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.571967953,0.571967953,0.000000000,10,0.435599200,0.185097534,0.000000000,0.120020460,0.883324372
1,1,242,0,6:f2,404433221100f20058303132333435363738393a3b3c3d3e3f4041424378563412,0.571956047,0.571956047,0.000000000,10,0.606874151,0.240144953,0.000000000,0.162984196,0.578962092
1,1,111,0,6:6f,4044332211006f0058303132333435363738393a3b3c3d3e3f4041424378563412,0.567522875,0.567522875,0.000000000,10,0.288693526,0.185147985,0.000000000,0.088507980,0.949678919
1,1,18,0,6:12,404433221100120058303132333435363738393a3b3c3d3e3f4041424378563412,0.566986277,0.566986277,0.000000000,10,0.639794846,0.280829187,0.000000000,0.178540933,0.858262472
1,1,108,0,6:6c,4044332211006c0058303132333435363738393a3b3c3d3e3f4041424378563412,0.566979614,0.566979614,0.000000000,10,0.360892576,0.247950509,0.000000000,0.119034065,0.950950400
1,1,87,0,6:57,404433221100570058303132333435363738393a3b3c3d3e3f4041424378563412,0.564426336,0.564426336,0.000000000,10,0.523458917,0.252351726,0.000000000,0.154822922,0.796892731
1,1,146,0,6:92,404433221100920058303132333435363738393a3b3c3d3e3f4041424378563412,0.563839388,0.563839388,0.000000000,10,0.620479838,0.217505750,0.000000000,0.168137328,0.527485219
1,1,97,0,6:61,404433221100610058303132333435363738393a3b3c3d3e3f4041424378563412,0.561574786,0.561574786,0.000000000,10,0.528092606,0.222257517,0.000000000,0.153295220,0.491035780
1,1,10,0,6:0a,4044332211000a0058303132333435363738393a3b3c3d3e3f4041424378563412,0.560487157,0.560487157,0.000000000,10,0.407809623,0.214504087,0.000000000,0.128966225,0.953258486
1,1,224,0,6:e0,404433221100e00058303132333435363738393a3b3c3d3e3f4041424378563412,0.558425776,0.558425776,0.000000000,10,0.480156135,0.208585812,0.000000000,0.144344730,0.903765316
1,1,180,0,6:b4,404433221100b40058303132333435363738393a3b3c3d3e3f4041424378563412,0.558240249,0.558240249,0.000000000,10,0.584388310,0.227434327,0.000000000,0.167082275,0.875811394
1,1,1,0,6:01,404433221100010058303132333435363738393a3b3c3d3e3f4041424378563412,0.558068099,0.558068099,0.000000000,10,0.541698293,0.199618314,0.000000000,0.155104585,0.465718085
1,1,208,0,6:d0,404433221100d00058303132333435363738393a3b3c3d3e3f4041424378563412,0.556038943,0.556038943,0.000000000,10,0.528452646,0.220868429,0.000000000,0.157346908,0.889532043
1,1,104,0,6:68,404433221100680058303132333435363738393a3b3c3d3e3f4041424378563412,0.554209648,0.554209648,0.000000000,10,0.500303029,0.251664070,0.000000000,0.158062394,0.935347382
1,1,23,0,6:17,404433221100170058303132333435363738393a3b3c3d3e3f4041424378563412,0.552724281,0.552724281,0.000000000,10,0.534284436,0.228833882,0.000000000,0.162109491,0.920581996
1,1,12,0,6:0c,4044332211000c0058303132333435363738393a3b3c3d3e3f4041424378563412,0.552692722,0.552692722,0.000000000,10,0.374498263,0.225311306,0.000000000,0.130328468,0.934619015
1,1,74,0,6:4a,4044332211004a0058303132333435363738393a3b3c3d3e3f4041424378563412,0.549042697,0.549042697,0.000000000,10,0.402262684,0.239391920,0.000000000,0.141238542,0.926200497
1,1,46,0,6:2e,4044332211002e0058303132333435363738393a3b3c3d3e3f4041424378563412,0.546151256,0.546151256,0.000000000,10,0.458198348,0.245957819,0.000000000,0.155339320,0.906625256
1,1,170,0,6:aa,404433221100aa0058303132333435363738393a3b3c3d3e3f4041424378563412,0.544646028,0.544646028,0.000000000,10,0.385714447,0.150302008,0.000000000,0.126836900,0.943912985
1,1,63,0,6:3f,4044332211003f0058303132333435363738393a3b3c3d3e3f4041424378563412,0.543760910,0.543760910,0.000000000,10,0.339756807,0.171664127,0.000000000,0.121387830,0.905302669
1,1,51,0,6:33,404433221100330058303132333435363738393a3b3c3d3e3f4041424378563412,0.541680461,0.541680461,0.000000000,10,0.473056794,0.194252879,0.000000000,0.153702354,0.719874605
1,1,107,0,6:6b,4044332211006b0058303132333435363738393a3b3c3d3e3f4041424378563412,0.540221222,0.540221222,0.000000000,10,0.428103978,0.188861546,0.000000000,0.145322746,0.853447033
1,1,83,0,6:53,404433221100530058303132333435363738393a3b3c3d3e3f4041424378563412,0.540182210,0.540182210,0.000000000,10,0.470290023,0.220019353,0.000000000,0.158209104,0.808677312
1,1,128,0,6:80,404433221100800058303132333435363738393a3b3c3d3e3f4041424378563412,0.537093537,0.537093537,0.000000000,10,0.493761823,0.185946609,0.000000000,0.159814793,0.890664161
1,1,110,0,6:6e,4044332211006e0058303132333435363738393a3b3c3d3e3f4041424378563412,0.532441806,0.532441806,0.000000000,10,0.447372829,0.269475663,0.000000000,0.167047632,0.875533940
1,1,113,0,6:71,404433221100710058303132333435363738393a3b3c3d3e3f4041424378563412,0.531756574,0.531756574,0.000000000,10,0.573608948,0.233661492,0.000000000,0.185152048,0.869569412
1,1,202,0,6:ca,404433221100ca0058303132333435363738393a3b3c3d3e3f4041424378563412,0.530488855,0.530488855,0.000000000,10,0.382947676,0.176068483,0.000000000,0.142080526,0.924680222
1,1,47,0,6:2f,4044332211002f0058303132333435363738393a3b3c3d3e3f4041424378563412,0.529543055,0.529543055,0.000000000,10,0.299519045,0.161630140,0.000000000,0.123257254,0.866830832
1,1,34,0,6:22,404433221100220058303132333435363738393a3b3c3d3e3f4041424378563412,0.529191239,0.529191239,0.000000000,10,0.591498335,0.268546571,0.000000000,0.195067451,0.859545323
1,1,15,0,6:0f,4044332211000f0058303132333435363738393a3b3c3d3e3f4041424378563412,0.528689647,0.528689647,0.000000000,10,0.302299213,0.162508782,0.000000000,0.124741833,0.931022745
1,1,214,0,6:d6,404433221100d60058303132333435363738393a3b3c3d3e3f4041424378563412,0.528342883,0.528342883,0.000000000,10,0.475522446,0.238680021,0.000000000,0.170689281,0.907155985
1,1,212,0,6:d4,404433221100d40058303132333435363738393a3b3c3d3e3f4041424378563412,0.528221518,0.528221518,0.000000000,10,0.581621539,0.253200802,0.000000000,0.191846008,0.831521883
1,1,131,0,6:83,404433221100830058303132333435363738393a3b3c3d3e3f4041424378563412,0.526473486,0.526473486,0.000000000,10,0.421562773,0.123144085,0.000000000,0.144514126,0.956977974
1,1,119,0,6:77,404433221100770058303132333435363738393a3b3c3d3e3f4041424378563412,0.522944627,0.522944627,0.000000000,10,0.520678749,0.251473085,0.000000000,0.184541189,0.873411035
1,1,130,0,6:82,404433221100820058303132333435363738393a3b3c3d3e3f4041424378563412,0.521253811,0.521253811,0.000000000,10,0.580242076,0.207471763,0.000000000,0.190062882,0.891101571
1,1,129,0,6:81,404433221100810058303132333435363738393a3b3c3d3e3f4041424378563412,0.521002689,0.521002689,0.000000000,10,0.527661866,0.137664865,0.000000000,0.170814636,0.933171637
1,1,175,0,6:af,404433221100af0058303132333435363738393a3b3c3d3e3f4041424378563412,0.519365880,0.519365880,0.000000000,10,0.280204037,0.098306703,0.000000000,0.116818690,0.878697686
1,1,58,0,6:3a,4044332211003a0058303132333435363738393a3b3c3d3e3f4041424378563412,0.518765039,0.518765039,0.000000000,10,0.445267217,0.223659432,0.000000000,0.169967138,0.925257274
1,1,44,0,6:2c,4044332211002c0058303132333435363738393a3b3c3d3e3f4041424378563412,0.517003058,0.517003058,0.000000000,10,0.371718095,0.224432665,0.000000000,0.157772224,0.883027367
1,1,135,0,6:87,404433221100870058303132333435363738393a3b3c3d3e3f4041424378563412,0.516380619,0.516380619,0.000000000,10,0.474731666,0.155476458,0.000000000,0.167121862,0.939291831
1,1,228,0,6:e4,404433221100e40058303132333435363738393a3b3c3d3e3f4041424378563412,0.514499010,0.514499010,0.000000000,10,0.533325029,0.240918185,0.000000000,0.191275189,0.844444865
1,1,90,0,6:5a,4044332211005a0058303132333435363738393a3b3c3d3e3f4041424378563412,0.514083172,0.514083172,0.000000000,10,0.442500446,0.249425907,0.000000000,0.176597458,0.930844996
1,1,17,0,6:11,404433221100110058303132333435363738393a3b3c3d3e3f4041424378563412,0.514039585,0.514039585,0.000000000,10,0.587214636,0.211022289,0.000000000,0.196880036,0.855352948
1,1,60,0,6:3c,4044332211003c0058303132333435363738393a3b3c3d3e3f4041424378563412,0.512958610,0.512958610,0.000000000,10,0.411955857,0.234466651,0.000000000,0.169704315,0.914759416
1,1,174,0,6:ae,404433221100ae0058303132333435363738393a3b3c3d3e3f4041424378563412,0.512015302,0.512015302,0.000000000,10,0.438883340,0.182634381,0.000000000,0.167734602,0.890251778
1,1,109,0,6:6d,4044332211006d0058303132333435363738393a3b3c3d3e3f4041424378563412,0.511981092,0.511981092,0.000000000,10,0.394792619,0.199668765,0.000000000,0.162137154,0.851004224
1,1,124,0,6:7c,4044332211007c0058303132333435363738393a3b3c3d3e3f4041424378563412,0.511430318,0.511430318,0.000000000,10,0.406408919,0.259354484,0.000000000,0.173428725,0.896043593
1,1,39,0,6:27,404433221100270058303132333435363738393a3b3c3d3e3f4041424378563412,0.511156272,0.511156272,0.000000000,10,0.485987925,0.216551265,0.000000000,0.181781448,0.915139465
1,1,95,0,6:5f,4044332211005f0058303132333435363738393a3b3c3d3e3f4041424378563412,0.505065459,0.505065459,0.000000000,10,0.336990036,0.197430601,0.000000000,0.156155161,0.881567792
1,1,96,0,6:60,404433221100600058303132333435363738393a3b3c3d3e3f4041424378563412,0.504465530,0.504465530,0.000000000,10,0.494192563,0.270539261,0.000000000,0.195629113,0.380949553
1,1,8,0,6:08,404433221100080058303132333435363738393a3b3c3d3e3f4041424378563412,0.502624013,0.502624013,0.000000000,10,0.513908716,0.229024868,0.000000000,0.194550121,0.904408104
