packet_index,joint_byte_value,joint_byte_hex,joint_payload_hex,joint_score,joint_candidate_rank,joint_candidate_count,independent_byte_value,independent_byte_hex,independent_payload_hex,independent_score,score_gap_independent_minus_joint,expected_payload_hex,joint_app_exact,independent_app_exact,affine_slope,affine_intercept
1,2,02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.643452427,9,256,84,54,404433221100540058303132333435363738393a3b3c3d3e3f4041424378563412,0.660967042,0.017514615,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
2,3,03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.647356562,14,256,99,63,404433221100630058303132333435363738393a3b3c3d3e3f4041424378563412,0.661533864,0.014177302,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
3,4,04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.463264685,111,256,26,1a,4044332211001a0058303132333435363738393a3b3c3d3e3f4041424378563412,0.636393466,0.173128781,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
5,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.734817959,1,256,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.734817959,0.000000000,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
6,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.759773456,1,256,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.759773456,0.000000000,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
