payload_symbol_index,gt_raw_fft_bin,savaux_argmax_bin,fused_argmax_bin,savaux_gt_rank,fused_gt_rank,rank_delta,savaux_gt_topk,fused_gt_topk,savaux_correct,fused_correct,gt_in_structured_topk,gt_path_ratio,gt_path_name,evidence_mode,dataset,target_snr_db,packet_index,packet_timing_tau0,packet_timing_slope
27,602,602,996,1,2,-1,1,1,1,0,1,0.04193222722394615,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
28,7,7,7,1,1,0,1,1,1,1,1,0.01997973724544105,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
29,610,610,610,1,1,0,1,1,1,1,1,0.05595642875834731,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
30,855,855,855,1,1,0,1,1,1,1,1,0.07735033921328104,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
31,897,897,897,1,1,0,1,1,1,1,1,0.08736015362939421,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
32,756,756,756,1,1,0,1,1,1,1,1,0.05355086542107331,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
33,580,539,539,2,3,-1,1,1,0,0,1,0.03807310112399129,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
34,89,89,89,1,1,0,1,1,1,1,1,0.07921587362308273,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
0,222,222,222,1,1,0,1,1,1,1,1,0.1726961151747331,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
1,711,711,711,1,1,0,1,1,1,1,1,0.10433289300126945,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
2,922,820,392,10,68,-58,0,0,0,0,1,0.0486259513294252,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
3,691,691,691,1,1,0,1,1,1,1,1,0.2056793698365619,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
4,107,107,3,1,28,-27,1,0,1,0,1,0.01894514481578744,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
5,467,231,763,2,88,-86,1,0,0,0,1,0.005472101659627255,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
6,89,89,248,1,5,-4,1,1,1,0,1,0.02103095189429677,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
7,713,843,843,3,76,-73,1,0,0,0,1,0.016749436312088896,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
8,865,76,76,40,28,12,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
9,405,405,93,1,18,-17,1,0,1,0,1,0.06849074090395856,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
10,765,271,271,9,50,-41,0,0,0,0,1,0.0714421625620413,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.12044500611067033,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
12,597,108,108,49,38,11,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
13,562,105,105,7,78,-71,1,0,0,0,1,0.02252870951180155,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
14,478,211,74,9,238,-229,0,0,0,0,1,0.0019329379765839548,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
15,267,267,267,1,1,0,1,1,1,1,1,0.025223330203492836,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
16,917,917,917,1,1,0,1,1,1,1,1,0.05020887760465066,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
17,656,852,860,6,12,-6,1,0,0,0,1,0.21009561304552407,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
18,889,813,462,2,48,-46,1,0,0,0,1,0.021329686462569036,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
19,510,510,510,1,1,0,1,1,1,1,1,0.12099774070433539,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
20,860,860,860,1,1,0,1,1,1,1,1,0.07741113001262613,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
21,553,943,943,2,2,0,1,1,0,0,1,0.1474394420391039,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
22,629,629,629,1,1,0,1,1,1,1,1,0.08159381748212503,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
23,759,759,381,1,3,-2,1,1,1,0,1,0.09039908250359498,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
24,874,826,446,8,45,-37,1,0,0,0,1,0.05190819753689632,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
25,720,379,379,2,5,-3,1,1,0,0,1,0.0787076636931206,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
26,314,910,910,137,135,2,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
27,602,602,653,1,3,-2,1,1,1,0,1,0.017705134675476644,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
28,7,659,866,5,113,-108,1,0,0,0,1,0.02090629996722416,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
29,610,75,155,18,2,16,0,1,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
30,871,979,259,4,28,-24,1,0,0,0,1,0.07362888256237694,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
31,904,904,904,1,1,0,1,1,1,1,1,0.13686576636995776,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
32,744,744,744,1,1,0,1,1,1,1,1,0.11961951879871358,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
33,591,591,591,1,1,0,1,1,1,1,1,0.03842535974751248,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
34,89,89,89,1,1,0,1,1,1,1,1,0.13570165736355394,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,5,0.0,0.0
0,803,305,305,2,2,0,1,1,0,0,1,0.12499333510846192,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
1,711,920,920,3,24,-21,1,0,0,0,1,0.06775701648861972,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
2,922,922,922,1,1,0,1,1,1,1,1,0.03997728138251067,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
3,691,691,691,1,1,0,1,1,1,1,1,0.04078967305858178,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
4,86,86,86,1,1,0,1,1,1,1,1,0.07857890211587507,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
5,467,467,467,1,1,0,1,1,1,1,1,0.05482917905532151,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
6,89,946,241,71,68,3,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
7,713,713,713,1,1,0,1,1,1,1,1,0.16490141664935068,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
8,865,865,939,1,30,-29,1,0,1,0,1,0.027953346045589238,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
9,405,326,326,2,2,0,1,1,0,0,1,0.10575176438153866,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
10,765,765,765,1,1,0,1,1,1,1,1,0.14950851152087466,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.23087747371653347,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
12,597,975,975,36,25,11,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
13,562,118,574,9,53,-44,0,0,0,0,1,0.05483457951647162,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
14,478,200,200,2,5,-3,1,1,0,0,1,0.0500743892525846,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
15,267,689,689,16,67,-51,0,0,0,0,1,0.12261023979870886,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
16,917,745,745,108,105,3,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
17,656,656,656,1,1,0,1,1,1,1,1,0.10447551258585533,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
18,889,889,889,1,1,0,1,1,1,1,1,0.07652223138852378,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
19,510,510,510,1,1,0,1,1,1,1,1,0.05112049840393349,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
20,860,872,872,16,46,-30,0,0,0,0,1,0.12550031441045398,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
21,553,532,532,3,11,-8,1,0,0,0,1,0.06459153415208763,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
22,629,629,629,1,1,0,1,1,1,1,1,0.047706684471670126,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
23,759,759,759,1,1,0,1,1,1,1,1,0.03694901802115241,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
24,874,693,693,2,2,0,1,1,0,0,1,0.1175915114638409,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
25,720,720,588,1,10,-9,1,0,1,0,1,0.045055298381002744,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
26,314,314,314,1,1,0,1,1,1,1,1,0.05504095367564959,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
27,602,455,455,3,36,-33,1,0,0,0,1,0.04228936807524495,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
28,7,848,357,3,7,-4,1,1,0,0,1,0.11827180089223562,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
29,610,988,988,2,2,0,1,1,0,0,1,0.09214331692866509,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
30,839,784,784,2,2,0,1,1,0,0,1,0.03137430831903551,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
31,905,369,947,5,9,-4,1,0,0,0,1,0.11413977181039733,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
32,757,874,874,3,139,-136,1,0,0,0,1,0.0030384594590028087,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
33,590,590,590,1,1,0,1,1,1,1,1,0.06257473937555134,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
34,930,930,930,1,1,0,1,1,1,1,1,0.07789254702447604,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,6,0.0,0.0
0,222,338,768,29,19,10,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
1,826,826,826,1,1,0,1,1,1,1,1,0.08424528036612408,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
2,922,922,628,1,5,-4,1,1,1,0,1,0.02764845847582329,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
3,691,947,947,5,28,-23,1,0,0,0,1,0.08790949173064658,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
4,86,115,937,3,2,1,1,1,0,0,1,0.12978241517658215,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
5,467,467,467,1,1,0,1,1,1,1,1,0.07356090047118158,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
6,89,322,322,3,16,-13,1,0,0,0,1,0.03213791266271547,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
7,713,951,308,54,50,4,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
8,865,776,918,16,89,-73,0,0,0,0,1,0.04580425992894426,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
9,405,405,405,1,1,0,1,1,1,1,1,0.1347609485725406,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
10,765,934,767,37,25,12,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.17568546853005576,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
12,597,597,597,1,1,0,1,1,1,1,1,0.070724704173523,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
13,562,675,675,3,13,-10,1,0,0,0,1,0.17188354982555498,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
14,478,478,478,1,1,0,1,1,1,1,1,0.23410417791526816,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
15,267,397,397,5,19,-14,1,0,0,0,1,0.09222005813042253,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
16,917,795,917,3,1,2,1,1,0,1,1,0.1861894923017746,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
17,656,656,656,1,1,0,1,1,1,1,1,0.2074603632929981,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
18,889,778,159,2,66,-64,1,0,0,0,1,0.017809564283296768,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
19,510,844,844,3,3,0,1,1,0,0,1,0.08003777091990705,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
20,860,860,358,1,17,-16,1,0,1,0,1,0.016518641179090424,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
21,553,553,553,1,1,0,1,1,1,1,1,0.21404340218171963,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
22,629,261,849,3,31,-28,1,0,0,0,1,0.025264526691443114,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
23,759,759,759,1,1,0,1,1,1,1,1,0.056021191303081856,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
24,874,874,874,1,1,0,1,1,1,1,1,0.21881994020361284,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
25,720,906,906,3,3,0,1,1,0,0,1,0.07653181311514566,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
26,314,314,314,1,1,0,1,1,1,1,1,0.09156121988703135,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
27,602,602,602,1,1,0,1,1,1,1,1,0.0593270822399391,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
28,7,934,934,2,20,-18,1,0,0,0,1,0.029785754317236925,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
29,610,331,782,15,64,-49,0,0,0,0,1,0.1482349934280755,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
30,858,594,364,8,140,-132,1,0,0,0,1,0.019902130291417672,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
31,920,268,268,3,5,-2,1,1,0,0,1,0.0865519803551123,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
32,737,737,737,1,1,0,1,1,1,1,1,0.27783772298717596,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
33,584,584,584,1,1,0,1,1,1,1,1,0.07880628812259617,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
34,932,515,515,229,229,0,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,7,0.0,0.0
0,803,803,803,1,1,0,1,1,1,1,1,0.05708983395489859,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
1,826,826,826,1,1,0,1,1,1,1,1,0.11127006382911668,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
2,922,922,922,1,1,0,1,1,1,1,1,0.054989867068837746,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
3,691,485,583,4,24,-20,1,0,0,0,1,0.044588778450788555,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
4,107,34,144,10,66,-56,0,0,0,0,1,0.08621645390264857,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
5,467,467,467,1,1,0,1,1,1,1,1,0.040750357772901494,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
6,89,237,237,3,2,1,1,1,0,0,1,0.1556290643608883,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
7,713,151,93,5,106,-101,1,0,0,0,1,0.01990227038270398,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
8,865,865,865,1,1,0,1,1,1,1,1,0.0478889662236265,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
9,405,405,405,1,1,0,1,1,1,1,1,0.11581106797626221,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
10,765,765,765,1,1,0,1,1,1,1,1,0.02429984706396951,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
11,1023,717,982,3,44,-41,1,0,0,0,1,0.0782134449386706,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
12,597,1005,1005,2,54,-52,1,0,0,0,1,0.027026975181293076,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
13,562,562,562,1,1,0,1,1,1,1,1,0.09428800707465702,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
14,478,286,144,40,25,15,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
15,267,15,267,17,1,16,0,1,0,1,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
16,917,917,917,1,1,0,1,1,1,1,1,0.04122579454097608,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
17,656,264,34,2,3,-1,1,1,0,0,1,0.08362488056520019,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
18,889,889,889,1,1,0,1,1,1,1,1,0.06308611434125534,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
19,510,528,528,158,158,0,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
20,860,819,208,4,7,-3,1,1,0,0,1,0.08095932875309393,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
21,553,553,553,1,1,0,1,1,1,1,1,0.07620414419204337,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
22,629,629,629,1,1,0,1,1,1,1,1,0.07063169391685893,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
23,759,759,301,1,3,-2,1,1,1,0,1,0.015310020660745714,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
24,874,874,874,1,1,0,1,1,1,1,1,0.1290421569312246,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
25,720,523,523,2,2,0,1,1,0,0,1,0.06888535555298606,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
26,314,297,297,40,29,11,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
27,602,369,497,6,14,-8,1,0,0,0,1,0.1022328088306026,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
28,7,7,1006,1,32,-31,1,0,1,0,1,0.037875153398626876,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
29,610,610,610,1,1,0,1,1,1,1,1,0.0659209601405473,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
30,890,1017,1017,2,25,-23,1,0,0,0,1,0.05833472895179664,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
31,921,921,921,1,1,0,1,1,1,1,1,0.07813995656102829,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
32,756,756,756,1,1,0,1,1,1,1,1,0.051613224669452916,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
33,581,581,271,1,13,-12,1,0,1,0,1,0.034341471825364074,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
34,91,91,479,1,26,-25,1,0,1,0,1,0.020807731430326534,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,8,-0.5,0.5
0,222,222,222,1,1,0,1,1,1,1,1,0.12153547275360792,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
1,711,711,711,1,1,0,1,1,1,1,1,0.07768269620040238,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
2,871,871,981,1,121,-120,1,0,1,0,1,0.0026741329866111097,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
3,691,24,24,7,15,-8,1,0,0,0,1,0.18908208979874072,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
4,86,311,448,2,4,-2,1,1,0,0,1,0.0343727575544572,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
5,467,467,467,1,1,0,1,1,1,1,1,0.11386508023892265,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
6,89,11,669,3,2,1,1,1,0,0,1,0.12391223212047034,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
7,713,713,713,1,1,0,1,1,1,1,1,0.06548042695722213,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
8,865,865,865,1,1,0,1,1,1,1,1,0.09040581902154926,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
9,405,405,689,1,2,-1,1,1,1,0,1,0.038864784321985694,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
10,765,534,914,3,3,0,1,1,0,0,1,0.2208661420596164,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
11,1023,905,626,3,103,-100,1,0,0,0,1,0.015095427610567749,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
12,597,597,597,1,1,0,1,1,1,1,1,0.11148031392774148,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
13,562,162,162,5,19,-14,1,0,0,0,1,0.0990569705231563,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
14,478,682,682,2,2,0,1,1,0,0,1,0.20185871403203418,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
15,267,260,267,2,1,1,1,1,0,1,1,0.10861239611882045,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
16,917,748,748,10,83,-73,0,0,0,0,1,0.04485537201603312,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
17,656,656,656,1,1,0,1,1,1,1,1,0.09375311400823005,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
18,889,889,889,1,1,0,1,1,1,1,1,0.08471282092943677,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
19,510,877,877,8,16,-8,1,0,0,0,1,0.2824992765619681,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
20,860,860,860,1,1,0,1,1,1,1,1,0.02493697508975552,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
21,553,553,553,1,1,0,1,1,1,1,1,0.140346978417351,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
22,629,271,874,2,13,-11,1,0,0,0,1,0.05295669296802588,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
23,759,223,223,4,53,-49,1,0,0,0,1,0.01911108289894327,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
24,874,994,994,3,22,-19,1,0,0,0,1,0.08418181764223623,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
25,720,720,720,1,1,0,1,1,1,1,1,0.05701590558176437,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
26,314,314,314,1,1,0,1,1,1,1,1,0.09255919026321496,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
27,602,789,862,3,65,-62,1,0,0,0,1,0.009673756965852102,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
28,7,958,994,7,22,-15,1,0,0,0,1,0.15216552125760394,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
29,610,610,610,1,1,0,1,1,1,1,1,0.028101015751716876,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,9,0.0,0.0
