dataset,target_snr_db,symbol_count,savaux_correct_rate,fused_correct_rate,savaux_gt_topk_rate,fused_gt_topk_rate,gt_in_structured_topk_rate,mean_savaux_gt_rank,mean_fused_gt_rank,mean_rank_delta,mean_gt_path_ratio
0_0_0_10_14_8,-25.0,350,0.7171428571428572,0.6685714285714286,0.9257142857142857,0.7714285714285715,0.9542857142857143,4.897142857142857,14.09142857142857,-9.194285714285714,0.07360677431895858
0_0_0_10_14_16,-25.0,385,0.7506493506493507,0.6701298701298701,0.9064935064935065,0.7766233766233767,0.9428571428571428,6.015584415584415,12.71948051948052,-6.703896103896104,0.07217323883875335
0_0_0_10_14_32,-25.0,245,0.7020408163265306,0.6489795918367347,0.8204081632653061,0.7551020408163265,0.8448979591836735,51.08163265306123,54.93061224489796,-3.8489795918367347,0.07672016277136591
mean_of_datasets,-25.0,980,0.7232776747062463,0.6625602968460111,0.8842053184910328,0.7677179962894248,0.9140136054421769,20.6647866419295,27.24717377860235,-6.582387136672851,0.07416672530969261
