snr_label,added_snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,chip_delta,selected_offset,fixed_q0_bin,fixed_q0_correct,savaux_bin,savaux_correct,choice_bin,choice_correct,choice_gt_power,choice_gt_to_mean_energy,choice_gt_margin_db,segment_valid,head_energy,tail_energy,total_energy,head_tail_coherence,head_tail_phase_deg,gt_energy_gain_db,head_energy_gain_db,tail_energy_gain_db,total_segment_gain_db,head_tail_coherence_delta,abs_phase_error_reduction_deg
clean,,0,7,0,8,803,-1,0,803,1,803,1,803,1,7.471230389971836e-06,49.46053201555525,7.498004040517323,1,1.8650268144517451e-06,5.626922357866096e-06,7.471230389971915e-06,0.998770688389543,4.760754187423349,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,0,8,803,-1,1,803,1,803,1,803,1,7.518826964100678e-06,49.75526834563839,7.512373418822927,1,1.919149692646311e-06,5.626922357866096e-06,7.518826964100752e-06,0.998449213841849,5.3271529556549355,0.02757961291490374,0.12423770528019142,0.0,0.027579612914900867,-0.000321474547693934,-0.5663987682315863
clean,,0,7,0,8,803,-1,2,803,1,803,1,803,1,7.410131221421676e-06,49.16344092462259,7.517402784327971,1,1.8039277984786065e-06,5.626922357866096e-06,7.410131221421749e-06,0.9982372543351449,5.727232985100313,-0.03566230234396641,-0.14465929182242745,0.0,-0.03566230234396933,-0.0005334340543980964,-0.966478797676964
clean,,0,7,0,8,803,-1,3,803,1,803,1,803,1,7.405352717616688e-06,49.00072590160062,7.428409350791276,1,1.7945833235690269e-06,5.626922357866096e-06,7.405352717616764e-06,0.9987795708946249,4.768224324290486,-0.03846380098520089,-0.16721452577192475,0.0,-0.03846380098520235,8.882505081908576e-06,-0.007470136867136823
clean,,0,7,0,8,803,0,0,803,1,803,1,803,1,7.471230389971836e-06,49.46053201555525,7.498004040517323,1,1.8650268144517451e-06,5.626922357866096e-06,7.471230389971915e-06,0.998770688389543,4.760754187423349,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,0,8,803,0,1,803,1,803,1,803,1,7.618204200164452e-06,50.29758889785321,7.6194825192320526,1,1.8650268144517451e-06,5.769148589997842e-06,7.618204200164516e-06,0.9990521190453397,4.19423305620671,0.08460480480272979,0.0,0.10840802119744711,0.08460480480272034,0.0002814306557967772,0.5665211312166392
clean,,0,7,0,8,803,0,2,803,1,803,1,803,1,7.5306697439820405e-06,49.73013016194781,7.474547003415899,1,1.8650268144517451e-06,5.6853755612983745e-06,7.530669743982119e-06,0.9987529676322273,4.801625831439762,0.03441473187506848,0.0,0.04488235692111543,0.03441473187506848,-1.772075731565348e-05,-0.040871644016412745
clean,,0,7,0,8,803,0,3,803,1,803,1,803,1,7.502610682536473e-06,49.560992248773154,7.42090829733575,1,1.8650268144517451e-06,5.657914696537353e-06,7.502610682536551e-06,0.9987421171340997,4.819344214697835,0.018202821555971936,0.0,0.02385472726255645,0.018202821555971936,-2.8571255443310406e-05,-0.05859002727448548
clean,,0,7,0,8,803,1,0,803,1,803,1,803,1,7.471230389971836e-06,49.46053201555525,7.498004040517323,1,1.8650268144517451e-06,5.626922357866096e-06,7.471230389971915e-06,0.998770688389543,4.760754187423349,0.0,0.0,0.0,0.0,0.0,0.0
clean,,0,7,0,8,803,1,1,803,1,803,1,803,1,7.46214193829756e-06,49.43040945135818,7.460984223503245,1,1.8650268144517451e-06,5.618651796816149e-06,7.462141938297638e-06,0.9986832041653659,4.926372458871426,-0.005286233828153951,0.0,-0.006388041418654914,-0.0052862338281544335,-8.748422417703683e-05,-0.16561827144807673
